application_number,parent_application_number,parent_filing_date,continuation_type
11545334,10609452,2003-06-27,DIV
11545336,10777771,2004-02-12,DIV
11545339,10777771,2004-02-12,CON
11545341,10381306,2003-04-15,DIV
11545341,PCT/JP03/00498,2003-01-22,NST
11545343,60233138,2000-09-18,PRO
11545343,60246014,2000-11-06,PRO
11545343,09939376,2001-08-24,CIP
11545343,10431839,2003-05-07,CON
11545343,10686948,2003-10-15,CON
11545347,11403697,2006-04-13,CIP
11545348,11394292,2006-03-29,CIP
11545349,60331321,2001-11-14,PRO
11545349,10292951,2002-11-13,CIP
11545353,60724501,2005-10-07,PRO
11545354,60730916,2005-10-26,PRO
11545355,10978897,2004-11-01,DIV
11545356,09678728,2000-10-04,DIV
11545361,60725529,2005-10-12,PRO
11545363,PCT/DE05/00613,2005-04-07,CIP
11545365,PCT/JP04/19244,2004-12-22,CON
11545366,10840732,2004-05-06,CON
11545366,11500642,2006-08-08,CON
11545366,11503767,2006-08-14,CON
11545366,11503800,2006-08-14,CIP
11545366,11528196,2006-09-27,CON
11545370,60481336,2003-09-05,PRO
11545370,10934226,2004-09-03,CON
11545373,10937863,2004-09-09,DIV
11545379,10936396,2004-09-08,CON
11545381,60121755,1999-02-26,PRO
11545381,09513660,2000-02-25,CON
11545383,60726597,2005-10-14,PRO
11545385,10940155,2004-09-14,DIV
11545387,10734600,2003-12-12,DIV
11545388,60240011,2000-10-13,PRO
11545388,09976455,2001-10-11,CON
11545390,60727468,2005-10-17,PRO
11545392,10315415,2002-12-10,CIP
11545392,10623443,2003-07-18,CIP
11545392,10686098,2003-10-15,CIP
11545392,10727370,2003-12-04,CIP
11545392,10738199,2003-12-17,CIP
11545392,10795158,2004-03-05,CIP
11545392,10816034,2004-04-01,DIV
11545393,60487244,2003-07-16,PRO
11545393,10876449,2004-06-28,CON
11545397,10912859,2004-08-06,CON
11545401,09044574,1998-03-19,CON
11545401,09716169,2000-11-17,CON
11545401,10409860,2003-04-08,CON
11545401,10978207,2004-10-29,CON
11545404,60299225,2001-06-19,PRO
11545404,10062119,2002-01-31,CIP
11545404,60433425,2002-12-13,PRO
11545404,10736337,2003-12-15,CIP
11545404,10801410,2004-03-16,CON
11545408,10859333,2004-06-02,CON
11545410,60763433,2006-01-30,PRO
11545410,60816273,2006-06-23,PRO
11545413,09992463,2001-11-14,CON
11545413,11124914,2005-05-09,CON
11545414,10448320,2003-05-30,DIV
