application_number,child_application_number,child_filing_date,continuation_type
61213334,12790533,2010-05-28,PRO
61213335,13322667,2012-02-08,PRO
61213335,PCT/US10/36331,2010-05-27,PRO
61213336,14249273,2014-04-09,PRO
61213336,12790495,2010-05-28,PRO
61213336,PCT/US10/36703,2010-05-28,PRO
61213345,PCT/US10/41982,2010-07-14,PRO
61213345,12836187,2010-07-14,PRO
61213347,12561510,2009-09-17,PRO
61213347,13932412,2013-07-01,PRO
61213348,14058854,2013-10-21,PRO
61213348,12640617,2009-12-17,PRO
61213349,13356456,2012-01-23,PRO
61213349,12785808,2010-05-24,PRO
61213350,14058854,2013-10-21,PRO
61213350,12640617,2009-12-17,PRO
61213351,12561480,2009-09-17,PRO
61213351,13658451,2012-10-23,PRO
61213352,12561533,2009-09-17,PRO
61213353,12791822,2010-06-01,PRO
61213354,PCT/US10/36872,2010-06-01,PRO
61213354,12763782,2010-04-20,PRO
61213358,13917353,2013-06-13,PRO
61213358,12791890,2010-06-02,PRO
61213359,12801224,2010-05-27,PRO
61213361,12801290,2010-06-02,PRO
61213368,12801281,2010-06-01,PRO
61213369,14204678,2014-03-11,PRO
61213369,12792504,2010-06-02,PRO
61213369,PCT/US10/01605,2010-06-02,PRO
61213369,14204736,2014-03-11,PRO
61213370,12801152,2010-05-25,PRO
61213372,12561533,2009-09-17,PRO
61213373,12561533,2009-09-17,PRO
61213374,14273887,2014-05-09,PRO
61213374,12640299,2009-12-17,PRO
61213375,12640636,2009-12-17,PRO
61213376,12640508,2009-12-17,PRO
61213377,12792073,2010-06-02,PRO
61213378,12793010,2010-06-03,PRO
61213381,12784994,2010-05-21,PRO
61213382,12801285,2010-06-01,PRO
61213384,12801340,2010-06-03,PRO
61213396,12789556,2010-05-28,PRO
61213403,12656503,2010-02-01,PRO
61213403,PCT/US10/00782,2010-03-16,PRO
61213404,13550249,2012-07-16,PRO
61213404,12659251,2010-03-02,PRO
61213404,PCT/US10/25904,2010-03-02,PRO
61213404,13064091,2011-03-04,PRO
61213404,13064093,2011-03-04,PRO
61213404,PCT/US10/26801,2010-03-10,PRO
61213404,12659492,2010-03-10,PRO
61213404,12659488,2010-03-10,PRO
61213404,13064094,2011-03-04,PRO
61213404,PCT/US10/26791,2010-03-10,PRO
61213405,13064091,2011-03-04,PRO
61213405,PCT/US10/26801,2010-03-10,PRO
61213405,13550249,2012-07-16,PRO
61213405,PCT/US10/25904,2010-03-02,PRO
61213405,13064094,2011-03-04,PRO
61213405,PCT/US10/26791,2010-03-10,PRO
61213405,12659492,2010-03-10,PRO
61213405,13064093,2011-03-04,PRO
61213405,12659488,2010-03-10,PRO
61213405,12659251,2010-03-02,PRO
61213406,PCT/US10/25904,2010-03-02,PRO
61213406,13064094,2011-03-04,PRO
61213406,12659251,2010-03-02,PRO
61213406,PCT/US10/26791,2010-03-10,PRO
61213406,13064093,2011-03-04,PRO
61213406,13550249,2012-07-16,PRO
61213406,12659492,2010-03-10,PRO
61213406,12659488,2010-03-10,PRO
61213406,PCT/US10/26801,2010-03-10,PRO
61213406,13064091,2011-03-04,PRO
61213407,13964989,2013-08-12,PRO
61213407,12461775,2009-08-24,PRO
61213407,PCT/US09/54492,2009-08-20,PRO
61213408,PCT/US10/37500,2010-06-04,PRO
61213408,12794583,2010-06-04,PRO
61213409,13865658,2013-04-18,PRO
61213409,14220315,2014-03-20,PRO
61213409,13922254,2013-06-20,PRO
61213409,12802518,2010-06-07,PRO
61213410,14220315,2014-03-20,PRO
61213410,13865658,2013-04-18,PRO
61213410,13922254,2013-06-20,PRO
61213410,12802518,2010-06-07,PRO
61213415,12801350,2010-06-04,PRO
61213421,12801155,2010-05-25,PRO
61213422,12801073,2010-05-20,PRO
61213424,12769965,2010-04-29,PRO
61213428,PCT/IL10/00452,2010-06-08,PRO
61213428,13376844,2012-01-03,PRO
61213430,12801185,2010-05-27,PRO
61213432,PCT/US10/37791,2010-06-08,PRO
61213432,12796393,2010-06-08,PRO
61213441,12508698,2009-07-24,PRO
61213447,12795939,2010-06-08,PRO
61213450,13845501,2013-03-18,PRO
61213450,12713837,2010-02-26,PRO
61213450,12714006,2010-02-26,PRO
61213451,12795739,2010-06-08,PRO
61213453,12751544,2010-03-31,PRO
61213453,12751600,2010-03-31,PRO
61213453,14323757,2014-07-03,PRO
61213453,12751494,2010-03-31,PRO
61213453,12751631,2010-03-31,PRO
61213457,13377556,2011-12-11,PRO
61213457,PCT/IB10/52545,2010-06-08,PRO
61213458,14220727,2014-03-20,PRO
61213458,12797102,2010-06-09,PRO
61213459,12792924,2010-06-03,PRO
61213459,13231436,2011-09-13,PRO
61213460,12814007,2010-06-11,PRO
61213467,12813383,2010-06-10,PRO
61213469,PCT/US10/38308,2010-06-11,PRO
61213469,12813961,2010-06-11,PRO
61213470,PCT/US10/38551,2010-06-14,PRO
61213470,12815274,2010-06-14,PRO
61213471,13693507,2012-12-04,PRO
61213471,PCT/US10/35698,2010-05-21,PRO
61213471,12783829,2010-05-20,PRO
61213471,13621618,2012-09-17,PRO
61213471,14015438,2013-08-30,PRO
61213471,13621597,2012-09-17,PRO
61213474,12854083,2010-08-10,PRO
61213474,13240171,2011-09-22,PRO
61213474,12815331,2010-06-14,PRO
61213474,PCT/US10/38555,2010-06-14,PRO
61213474,13019939,2011-02-02,PRO
61213478,13377578,2012-01-18,PRO
61213478,PCT/IL10/00460,2010-06-10,PRO
61213483,14250785,2014-04-11,PRO
61213483,13377750,2011-12-12,PRO
61213484,13319874,2011-11-10,PRO
61213484,12777731,2010-05-11,PRO
61213484,13775314,2013-02-25,PRO
61213484,14077621,2013-11-12,PRO
61213485,12801499,2010-06-11,PRO
61213489,12816136,2010-06-15,PRO
61213489,PCT/US10/38710,2010-06-15,PRO
61213503,12815726,2010-06-15,PRO
61213514,12801587,2010-06-16,PRO
61213517,12659597,2010-03-15,PRO
61213523,12458195,2009-07-02,PRO
61213525,12816482,2010-06-16,PRO
61213528,12801579,2010-06-15,PRO
61213528,PCT/US10/01733,2010-06-16,PRO
61213530,12817634,2010-06-17,PRO
61213530,13932519,2013-07-01,PRO
61213530,14275476,2014-05-12,PRO
61213530,PCT/US10/38777,2010-06-16,PRO
61213531,12801639,2010-06-17,PRO
61213531,PCT/US10/39006,2010-06-17,PRO
61213534,14097603,2013-12-05,PRO
61213534,12649960,2009-12-30,PRO
61213534,14098114,2013-12-05,PRO
61213534,PCT/IL09/01089,2009-11-18,PRO
61213534,12649955,2009-12-30,PRO
61213534,12650152,2009-12-30,PRO
61213534,14145612,2013-12-31,PRO
61213534,14097922,2013-12-05,PRO
61213534,14096968,2013-12-04,PRO
61213534,12781414,2010-05-17,PRO
61213534,12781260,2010-05-17,PRO
61213534,12781366,2010-05-17,PRO
61213534,12781294,2010-05-17,PRO
61213534,12650121,2009-12-30,PRO
61213534,14098140,2013-12-05,PRO
61213534,12666879,2012-03-29,PRO
61213534,14143430,2013-12-30,PRO
61213534,12650156,2009-12-30,PRO
61213534,12650605,2009-12-31,PRO
61213534,14098093,2013-12-05,PRO
61213534,13228185,2011-09-08,PRO
61213534,13228335,2011-09-08,PRO
61213534,12649944,2009-12-30,PRO
61213534,13965872,2013-08-13,PRO
61213534,14143289,2013-12-30,PRO
61213534,14143184,2013-12-30,PRO
61213534,12648913,2009-12-29,PRO
61213534,13965893,2013-08-13,PRO
61213536,12802771,2010-06-14,PRO
61213538,12766621,2010-04-23,PRO
61213539,12818115,2010-06-17,PRO
61213540,12801660,2010-06-18,PRO
61213544,13378339,,PRO
61213544,PCT/IL10/00480,2010-06-17,PRO
61213547,12801637,2010-06-17,PRO
61213548,PCT/US10/41982,2010-07-14,PRO
61213548,12836187,2010-07-14,PRO
61213550,14190992,2014-02-26,PRO
61213550,PCT/US10/39152,2010-06-18,PRO
61213550,12801657,2010-06-18,PRO
61213554,12818260,2010-06-18,PRO
61213556,12815874,2010-06-15,PRO
61213558,12802866,2010-06-16,PRO
61213559,12818797,2010-06-18,PRO
61213560,12801643,2010-06-18,PRO
61213566,12801668,2010-06-18,PRO
61213569,12801575,2010-06-15,PRO
61213569,13067528,2011-06-07,PRO
61213569,12815631,2010-06-15,PRO
61213569,13865621,2013-04-18,PRO
61213569,12801309,2010-06-02,PRO
61213569,13067532,2011-06-07,PRO
61213575,12801726,2010-06-22,PRO
61213575,PCT/US10/01794,2010-06-22,PRO
61213590,12801757,2010-06-23,PRO
61213590,29436571,2012-11-07,PRO
61213592,12822003,2010-06-23,PRO
61213593,12821936,2010-06-23,PRO
61213594,12822110,2010-06-23,PRO
61213596,PCT/US10/00220,2010-01-27,PRO
