application_number,child_application_number,child_filing_date,continuation_type
09141504,09566593,2000-05-08,CIP
09141508,09410759,1999-10-01,DIV
09141522,09677574,2000-10-03,CON
09141522,PCT/US98/17810,1998-08-28,CON
09141522,12559490,2009-09-14,CON
09141528,10175966,2002-06-20,CON
09141528,09546128,2000-04-10,CON
09141535,PCT/US99/18825,1999-08-27,CON
09141535,10097727,2002-03-15,CON
09141545,09422480,1999-10-21,CIP
09141545,10772977,2004-02-05,CIP
09141545,10085176,2002-02-27,CIP
09141547,10657570,2003-09-08,DIV
09141550,10259113,2002-09-27,CON
09141550,10331828,2002-12-30,CON
09141550,10256808,2002-09-27,CON
09141550,09298676,1999-04-22,CON
09141550,10256782,2002-09-27,CON
09141550,09412448,1999-10-04,CON
09141552,09198370,1998-11-24,DIV
09141561,09848366,2001-05-04,DIV
09141563,10103966,2002-03-25,CON
09141563,11599275,2006-11-15,CON
09141563,11004823,2004-12-07,CON
09141563,12645784,2009-12-23,CON
09141563,09832853,2001-04-12,CON
09141563,10626532,2003-07-25,CON
09141563,11768981,2007-06-27,CON
09141563,12133969,2008-06-05,CON
09141563,11356100,2006-02-17,CON
09141563,09573609,2000-05-19,CON
09141592,PCT/US99/00206,1999-01-06,CON
09141603,09734005,2000-12-12,DIV
09141614,09260766,1999-03-02,CIP
09141620,09553178,2000-04-20,CON
09141628,10134916,2002-04-29,DIV
09141628,10793175,2004-03-03,DIV
09141628,09497628,2000-02-03,DIV
09141631,09866073,2001-05-24,CIP
09141631,09195379,1998-11-17,CIP
09141631,10151204,2002-05-17,CIP
09141631,09258689,1999-02-26,CIP
09141631,10151204,2002-05-17,CIP
09141631,09193445,1998-11-17,CIP
09141631,09866073,2001-05-24,CIP
09141633,09653940,2000-09-01,DIV
09141647,09658062,2000-09-08,DIV
09141658,09775977,2001-02-02,CIP
09141658,09455200,1999-12-06,CIP
09141659,09234192,1999-01-20,CIP
09141660,PCT/US99/19588,1999-08-24,CON
09141664,09967068,2001-09-27,CIP
09141664,09967459,2001-09-27,CIP
09141664,09967458,2001-09-27,CIP
09141664,09967441,2001-09-27,CIP
09141665,09851813,2001-05-09,DIV
09141665,PCT/US99/19864,1999-08-27,CON
09141665,09801853,2001-03-08,CIP
09141666,09967068,2001-09-27,CIP
09141666,09967459,2001-09-27,CIP
09141666,09967458,2001-09-27,CIP
09141666,09967441,2001-09-27,CIP
09141668,PCT/US99/19531,1999-08-26,CON
09141668,09575313,2000-05-19,CIP
09141673,PCT/US99/19753,1999-08-25,CON
09141675,11011077,2004-12-14,CON
09141675,10981808,2004-11-05,CON
09141675,09882420,2001-06-14,CON
