application_number,child_application_number,child_filing_date,continuation_type
03333576,05181185,1971-09-16,CIP
03336080,90001050,1986-07-02,REX
03336080,90002037,1990-06-04,DIV
03336080,90002099,1990-07-31,REX
03336080,90002875,1992-10-28,REX
03336080,90001049,1986-07-02,DIV
03337899,06117598,1980-02-01,CON
03337899,05852347,1977-11-17,CON
03337899,05697189,1976-06-17,CON
03450131,90001707,1989-02-03,CIP
03450131,90001634,1988-11-03,CIP
03476306,05181185,1971-09-16,CIP
03477467,08480114,1995-06-07,CIP
03477467,05778331,1977-03-16,CIP
03477467,08078681,1993-06-16,CIP
03477467,08084507,1993-06-29,CIP
03477467,07049381,1987-05-13,CIP
03477467,07872344,1992-04-23,CIP
03477467,90005541,1999-10-29,CIP
03477467,07411402,1989-09-22,CIP
03477467,07126319,1987-11-10,CIP
03477467,07426080,1989-10-24,CIP
03477467,07571764,1990-08-22,CIP
03477467,07899353,1992-06-15,CIP
03477467,08480114,1995-06-07,CIP
03477467,08008493,1993-01-25,CIP
03477467,08122888,1993-09-16,CIP
03477467,07826617,1992-01-28,CIP
03482412,90001355,1987-10-16,CON
03515417,90001607,1988-09-26,DIV
03515417,90001608,1988-09-26,DIV
03515417,07848220,1992-03-10,CIP
03515417,07820563,1992-01-14,CIP
03515417,90001606,1988-09-26,DIV
03515417,07770601,1991-10-02,CIP
03515417,07719964,1991-06-24,CIP
03515417,07363121,1989-06-08,CIP
03527413,90001355,1987-10-16,CON
03544991,07848220,1992-03-10,CIP
03544991,07770601,1991-10-02,CIP
03544991,07820563,1992-01-14,CIP
03544991,07363121,1989-06-08,CIP
03544991,07719964,1991-06-24,CIP
03562595,90000467,1983-11-14,CIP
03568707,06198832,1980-10-20,CIP
03568707,90000729,1985-02-26,CIP
03580410,90000052,1981-08-12,DIV
03580411,90000052,1981-08-12,DIV
03583337,05852347,1977-11-17,DIV
03583337,06117598,1980-02-01,CON
03583337,05697189,1976-06-17,CON
03626211,08078681,1993-06-16,CIP
03626211,05778331,1977-03-16,CIP
03626211,07872344,1992-04-23,CIP
03626211,08122888,1993-09-16,CIP
03626211,07411402,1989-09-22,CIP
03626211,90005541,1999-10-29,CIP
03626211,07826617,1992-01-28,CIP
03626211,08008493,1993-01-25,CIP
03626211,07571764,1990-08-22,CIP
03632416,06198832,1980-10-20,REI
03632416,90001604,1988-09-21,REX
03632416,90000729,1985-02-26,REX
03634860,05959435,1978-11-09,CIP
03653953,90000068,1981-09-09,REX
03665109,90000467,1983-11-14,REX
03668348,07770601,1991-10-02,CIP
03668348,07829911,1992-01-31,CIP
03668348,07719964,1991-06-24,CIP
03668348,06222130,1981-01-02,CIP
03668348,07848220,1992-03-10,CIP
03668348,90001706,1989-02-03,CIP
03668348,06933251,1986-11-21,CIP
03668348,07363121,1989-06-08,CIP
03668348,06158286,1980-06-10,CIP
03668348,07820563,1992-01-14,CIP
03679552,05959435,1978-11-09,REI
03734340,90002867,1992-10-29,CIP
03734340,06921268,1986-10-21,CIP
03734340,05950017,1978-10-10,CIP
03734340,90002868,1992-10-29,CIP
03734340,90002869,1992-10-29,CIP
03734340,90003288,1993-12-23,CIP
03734340,08141200,1993-10-21,CIP
03749526,90003245,1993-11-04,DIV
03749526,90002439,1991-09-13,REX
03749583,90000468,1983-11-14,REX
03770484,90001355,1987-10-16,REX
03804539,90000253,1982-09-09,CIP
03804539,90000336,1983-03-04,CIP
03804539,90000254,1982-09-09,CIP
03804540,90000253,1982-09-09,DIV
03804540,05823611,1977-08-11,CON
03804540,90000254,1982-09-09,CON
03804540,90000253,1982-09-09,CON
03804540,90000254,1982-09-09,DIV
03804540,90000336,1983-03-04,DIV
03804540,90000289,1982-11-17,CON
03804540,90000336,1983-03-04,CON
03804540,05840050,1977-10-06,CON
03804540,05869831,1978-01-16,CON
03804540,90000263,1982-09-29,CON
03822973,05676217,1976-04-12,CON
03831599,90001049,1986-07-02,REX
03831599,90002037,1990-06-04,REX
03855477,90001804,1989-06-30,CIP
04003872,90000330,1983-02-18,REX
04024882,90000236,1982-08-02,REX
04051754,90001804,1989-06-30,REX
04057904,90001043,1986-06-27,CIP
04064835,05894368,1978-04-07,CON
04064835,05894367,1978-04-07,CON
04077278,90000052,1981-08-12,REI
04086838,90003066,1993-05-24,CIP
04086838,90003519,1994-08-05,CIP
04086838,07930813,1992-08-14,CIP
04086838,07628373,1990-12-17,CIP
