application_number,child_application_number,child_filing_date,continuation_type
60914699,13664301,2012-10-30,PRO
60914700,12104336,2008-04-16,PRO
60914701,12104337,2008-04-16,PRO
60914702,12104339,2008-04-16,PRO
60914703,12104340,2008-04-16,PRO
60914704,12104342,2008-04-16,PRO
60914705,12104344,2008-04-16,PRO
60914706,12104347,2008-04-16,PRO
60914715,12597904,2010-10-04,PRO
60914715,PCT/US08/61814,2008-04-28,PRO
60914716,14139311,2013-12-23,PRO
60914716,PCT/US08/58060,2008-03-24,PRO
60914716,12054303,2008-03-24,PRO
60914718,13051508,2011-03-18,PRO
60914718,12109756,2008-04-25,PRO
60914719,12111133,2008-04-28,PRO
60914728,12104424,2008-04-16,PRO
60914731,12104351,2008-04-16,PRO
60914734,PCT/US08/61782,2008-04-28,PRO
60914734,12110877,2008-04-28,PRO
60914738,12104352,2008-04-16,PRO
60914740,12110853,2008-04-28,PRO
60914742,14340900,2014-07-25,PRO
60914742,PCT/US07/67723,2007-04-29,PRO
60914742,11742481,2007-04-30,PRO
60914742,11742459,2007-04-30,PRO
60914742,11742390,2007-04-30,PRO
60914742,11742424,2007-04-30,PRO
60914751,13442621,2012-04-09,PRO
60914751,12110052,2008-04-25,PRO
60914754,12111134,2008-04-28,PRO
60914756,12619610,2009-11-16,PRO
60914756,12150425,2008-04-28,PRO
60914758,12113203,2008-04-30,PRO
60914760,12110377,2008-04-28,PRO
60914760,12110425,2008-04-28,PRO
60914763,12149346,2008-04-30,PRO
60914764,12912741,2010-10-27,PRO
60914764,12050939,2008-03-19,PRO
60914764,12048230,2008-03-14,PRO
60914766,13670599,2012-11-07,PRO
60914766,12102063,2008-04-14,PRO
60914768,12051855,2008-03-20,PRO
60914769,11877724,2007-10-24,PRO
60914771,13105866,2011-05-11,PRO
60914771,12101127,2008-04-10,PRO
60914772,12111641,2008-04-29,PRO
60914772,PCT/US08/05504,2008-04-29,PRO
60914775,12107307,2008-04-22,PRO
60914776,12048901,2008-03-14,PRO
60914776,PCT/US08/03367,2008-03-14,PRO
60914781,12112893,2008-04-30,PRO
60914783,12049999,2008-03-17,PRO
60914783,PCT/US08/57268,2008-03-17,PRO
60914784,11924789,2007-10-26,PRO
60914784,12817641,2010-06-17,PRO
60914787,12112779,2008-04-30,PRO
60914789,12112181,2008-04-30,PRO
60914789,12834256,2010-07-12,PRO
60914790,12112399,2008-04-30,PRO
60914790,PCT/US08/62016,2008-04-30,PRO
60914791,12112912,2008-04-30,PRO
60914793,12112706,2008-04-30,PRO
60914794,12111253,2008-04-29,PRO
60914795,12112265,2008-04-30,PRO
60914798,12112779,2008-04-30,PRO
60914799,11941967,2007-11-19,PRO
60914800,11868446,2007-10-05,PRO
60914801,12111696,2008-04-29,PRO
60914803,PCT/US08/52355,2008-01-29,PRO
60914803,12021992,2008-01-29,PRO
60914804,12112533,2008-04-30,PRO
60914805,12112155,2008-04-30,PRO
60914806,12103274,2008-04-15,PRO
60914807,12105267,2008-04-18,PRO
60914808,12105268,2008-04-18,PRO
60914810,13240219,2011-09-22,PRO
60914810,12108485,2008-04-23,PRO
60914813,11779918,2007-07-19,PRO
60914814,11823542,2007-06-27,PRO
60914817,12105269,2008-04-18,PRO
60914818,12106068,2008-04-18,PRO
60914818,PCT/US08/05020,2008-04-19,PRO
60914819,PCT/US08/05645,2008-04-30,PRO
60914819,13036530,2011-02-28,PRO
60914819,12112522,2008-04-30,PRO
60914821,12112870,2008-04-30,PRO
60914825,12112957,2008-04-30,PRO
60914826,12105270,2008-04-18,PRO
60914827,12112426,2008-04-30,PRO
60914830,12113069,2008-04-30,PRO
60914830,14337821,2014-07-22,PRO
60914830,14022901,2013-09-10,PRO
60914833,PCT/US08/62015,2008-04-30,PRO
60914833,PCT/US08/62019,2008-04-30,PRO
60914833,12598319,2009-10-30,PRO
60914833,12598309,2009-10-30,PRO
60914836,12112943,2008-04-30,PRO
60914838,12870945,2010-08-30,PRO
60914838,13572888,2012-08-13,PRO
60914838,12870952,2010-08-30,PRO
60914838,12107146,2008-04-22,PRO
60914838,PCT/US08/61110,2008-04-22,PRO
60914840,PCT/US08/05491,2008-04-29,PRO
60914840,12110643,2008-04-28,PRO
60914842,PCT/US08/61967,2008-04-30,PRO
60914842,12111416,2008-04-29,PRO
60914844,11937678,2007-11-09,PRO
60914845,12105271,2008-04-18,PRO
60914846,11765263,2007-06-19,PRO
60914847,11958319,2007-12-17,PRO
60914849,11779685,2007-07-18,PRO
60914849,12785099,2010-05-21,PRO
60914849,14492611,2014-09-22,PRO
60914851,12073704,2008-03-07,PRO
60914853,12105272,2008-04-18,PRO
60914856,12111597,2008-04-29,PRO
60914856,12980915,2010-12-29,PRO
60914857,12105273,2008-04-18,PRO
60914858,12112786,2008-04-30,PRO
60914859,12112172,2008-04-30,PRO
60914859,PCT/US08/62003,2008-04-30,PRO
60914863,12108187,2008-04-23,PRO
60914863,12424221,2009-04-15,PRO
60914863,PCT/US08/61559,2008-04-25,PRO
60914864,12113037,2008-04-30,PRO
60914865,12110733,2008-04-28,PRO
60914865,PCT/US08/61725,2008-04-28,PRO
60914868,12037505,2008-02-26,PRO
60914868,12112530,2008-04-30,PRO
60914868,12112496,2008-04-30,PRO
60914869,PCT/US08/61982,2008-04-30,PRO
60914869,12112314,2008-04-30,PRO
60914871,12018974,2008-01-24,PRO
60914872,11852510,2007-09-10,PRO
60914872,PCT/US07/19637,2007-09-10,PRO
60914873,12112374,2008-04-30,PRO
60914873,PCT/US08/61992,2008-04-30,PRO
60914874,12112023,2008-04-30,PRO
60914875,PCT/US08/62030,2008-04-30,PRO
60914875,12111730,2008-04-29,PRO
60914876,11951404,2007-12-06,PRO
60914877,PCT/US08/59556,2008-04-07,PRO
60914877,12098527,2008-04-07,PRO
60914880,12113094,2008-04-30,PRO
60914882,PCT/US08/61758,2008-04-28,PRO
60914882,12110653,2008-04-28,PRO
60914883,12028952,2008-02-11,PRO
60914883,11970891,2008-01-08,PRO
60914884,12112716,2008-04-30,PRO
60914884,12112685,2008-04-30,PRO
60914885,12105530,2008-04-18,PRO
60914886,11851786,2007-09-07,PRO
60914886,11851936,2007-09-07,PRO
60914887,12111422,2008-04-29,PRO
60914889,12112694,2008-04-30,PRO
60914890,12111605,2008-04-29,PRO
60914891,12024765,2008-02-01,PRO
60914892,13091955,2011-04-21,PRO
60914892,12112540,2008-04-30,PRO
60914893,12112946,2008-04-30,PRO
60914893,12112911,2008-04-30,PRO
60914894,12112575,2008-04-30,PRO
60914899,PCT/US07/76361,2007-08-21,PRO
60914899,12377165,2009-02-11,PRO
60914900,14245265,2014-04-04,PRO
60914900,PCT/US08/59802,2008-04-09,PRO
60914900,12100318,2008-04-09,PRO
60914901,12598389,2009-12-22,PRO
60914901,PCT/US08/55802,2008-03-04,PRO
60914902,12598240,2009-10-30,PRO
60914902,PCT/US08/62092,2008-04-30,PRO
60914904,12598090,2009-10-29,PRO
60914904,PCT/US08/59695,2008-04-09,PRO
60914906,12105540,2008-04-18,PRO
60914907,12112450,2008-04-30,PRO
60914908,12110687,2008-04-28,PRO
60914908,PCT/US08/61760,2008-04-28,PRO
60914909,12112157,2008-04-30,PRO
60914913,12112613,2008-04-30,PRO
60914914,11756486,2007-05-31,PRO
60914920,PCT/US08/61304,2008-04-23,PRO
60914920,12596939,2010-12-01,PRO
60914922,12112458,2008-04-30,PRO
60914923,12111321,2008-04-29,PRO
60914923,PCT/US08/61844,2008-04-29,PRO
60914923,13004373,2011-01-11,PRO
60914927,12598286,2010-03-01,PRO
60914927,PCT/IL08/00578,2008-04-30,PRO
60914929,PCT/US08/62116,2008-04-30,PRO
60914929,12595982,2009-10-15,PRO
60914931,14259235,2014-04-23,PRO
60914931,PCT/US08/62118,2008-04-30,PRO
60914931,12598156,2009-10-29,PRO
60914934,12111584,2008-04-29,PRO
60914935,11863554,2007-09-28,PRO
60914935,11863532,2007-09-28,PRO
60914935,11863492,2007-09-28,PRO
60914935,11863465,2007-09-28,PRO
60914936,12112776,2008-04-30,PRO
60914936,PCT/US08/05559,2008-04-30,PRO
60914937,12112422,2008-04-30,PRO
60914938,14065160,2013-10-28,PRO
60914938,12595995,2009-10-15,PRO
60914938,PCT/US08/62119,2008-04-30,PRO
60914941,12112632,2008-04-30,PRO
60914941,12598353,2009-10-30,PRO
60914941,PCT/US08/62062,2008-04-30,PRO
