application_number,child_application_number,child_filing_date,continuation_type
60284384,09901466,2001-07-09,PRO
60284384,PCT/US01/41313,2001-07-09,PRO
60284386,10122446,2002-04-13,PRO
60284386,10642972,2003-08-18,PRO
60284388,PCT/US02/10819,2002-04-05,CON
60284388,10474933,2004-04-15,PRO
60284389,14456825,2014-08-11,PRO
60284389,12362858,2009-01-30,PRO
60284389,13090077,2011-04-19,PRO
60284389,PCT/US02/12323,2002-04-17,PRO
60284389,10686129,2003-10-14,PRO
60284395,10116264,2002-04-03,PRO
60284396,10120744,2002-04-11,PRO
60284397,09944421,2001-08-31,PRO
60284399,PCT/US02/11949,2002-04-16,PRO
60284399,PCT/US02/11957,2002-04-16,PRO
60284399,10124761,2002-04-16,PRO
60284400,10124039,2002-04-16,PRO
60284401,10124985,2002-04-17,PRO
60284401,12469643,2009-05-20,PRO
60284402,11080248,2005-03-15,PRO
60284402,10124608,2002-04-17,PRO
60284403,10113187,2002-04-01,PRO
60284403,PCT/US02/10636,2002-04-04,CON
60284404,11075234,2005-03-07,PRO
60284404,10124550,2002-04-17,PRO
60284405,10475283,2004-04-16,PRO
60284405,11606405,2006-11-28,PRO
60284405,PCT/US02/12380,2002-04-17,PRO
60284407,PCT/US02/12202,2002-04-17,PRO
60284407,11502838,2006-08-10,PRO
60284407,10153176,2002-05-20,PRO
60284407,12914105,2010-10-28,PRO
60284407,11505649,2006-08-17,PRO
60284407,10125687,2002-04-17,PRO
60284407,10443134,2003-05-20,PRO
60284407,10996191,2004-11-22,PRO
60284407,12316675,2008-12-16,PRO
60284407,10153159,2002-05-20,PRO
60284407,10723434,2003-11-26,PRO
60284407,12916077,2010-10-29,PRO
60284409,10124038,2002-04-16,PRO
60284409,PCT/US02/11931,2002-04-16,PRO
60284410,10121837,2002-04-11,PRO
60284411,12476649,2009-06-02,PRO
60284411,PCT/US01/19890,2001-06-21,PRO
60284411,10311580,2002-12-16,PRO
60284411,11091309,2005-03-28,PRO
60284412,10122812,2002-04-15,PRO
60284416,10081379,2002-02-21,PRO
60284419,PCT/US02/03952,2002-02-11,PRO
60284419,10071166,2002-02-08,PRO
60284419,PCT/US02/03957,2002-02-11,PRO
60284419,10068907,2002-02-08,PRO
60284423,09871927,2001-06-01,PRO
60284425,10115785,2002-04-04,PRO
60284426,10124384,2002-04-17,PRO
60284427,10487126,2004-08-16,PRO
60284427,10204913,2002-08-26,PRO
60284427,PCT/US02/04045,2002-02-07,CON
60284427,PCT/US02/07113,2002-03-08,CON
60284427,10211503,2002-08-02,PRO
60284428,09844233,2001-04-27,PRO
60284429,10124769,2002-04-17,PRO
60284430,10124160,2002-04-17,PRO
60284430,10124185,2002-04-17,PRO
60284430,10124802,2002-04-17,PRO
60284430,10124530,2002-04-17,PRO
60284430,10124777,2002-04-17,PRO
60284430,PCT/US02/12167,2002-04-17,PRO
60284435,10124621,2002-04-16,PRO
60284436,09972595,2001-10-05,PRO
60284436,PCT/US01/15139,2001-05-10,PRO
60284437,10127190,2002-04-09,PRO
60284438,12034690,2008-02-21,PRO
60284438,10322306,2002-12-18,PRO
60284438,10974049,2004-10-25,PRO
60284438,10322077,2002-12-18,PRO
60284438,09885827,2001-06-20,PRO
60284438,10025116,2001-12-19,PRO
60284438,12034690,2008-02-21,PRO
60284438,PCT/US01/19665,2001-06-20,PRO
60284438,11176810,2005-07-07,PRO
60284438,11338587,2006-03-20,PRO
60284438,10322077,2002-12-18,PRO
60284438,PCT/US01/19655,2001-06-20,PRO
60284438,11130935,2005-05-17,PRO
60284438,09885381,2001-06-20,PRO
60284438,PCT/US01/19663,2001-06-20,PRO
60284438,10025233,2001-12-19,PRO
60284438,11338587,2006-03-20,PRO
60284438,09885798,2001-06-20,PRO
60284439,11847580,2007-08-30,PRO
60284439,PCT/US02/12444,2002-04-18,PRO
60284439,10124630,2002-04-17,PRO
60284443,12157145,2008-06-06,PRO
60284443,13546761,2012-07-11,PRO
60284443,10474776,2004-01-05,PRO
60284443,PCT/US02/11524,2002-04-12,PRO
60284443,12778530,2010-05-12,PRO
60284444,10080932,2002-02-22,PRO
60284444,PCT/US02/11014,2002-04-10,CON
60284445,PCT/US02/11491,2002-04-10,PRO
60284445,10125780,2002-04-17,PRO
60284445,10125684,2002-04-17,PRO
60284445,11820292,2007-06-18,PRO
60284445,10125700,2002-04-17,PRO
60284445,PCT/US02/11493,2002-04-10,PRO
60284445,11789698,2007-04-25,PRO
60284445,12427127,2009-04-21,PRO
60284445,11823853,2007-06-28,PRO
60284445,10125702,2002-04-17,PRO
60284445,10125685,2002-04-17,PRO
60284445,PCT/US02/11496,2002-04-10,PRO
60284445,10125793,2002-04-17,PRO
60284445,10125701,2002-04-17,PRO
60284445,PCT/US02/11408,2002-04-10,PRO
60284445,PCT/US02/11409,2002-04-10,PRO
60284445,PCT/US02/11495,2002-04-10,PRO
60284445,PCT/US02/11492,2002-04-10,PRO
60284447,10038854,2001-12-31,PRO
60284447,PCT/US01/49976,2001-12-31,PRO
60284447,PCT/US01/49976,2001-12-31,PRO
60284448,12768920,2010-04-28,PRO
60284448,11776329,2007-07-11,PRO
60284448,PCT/US01/14860,2001-06-15,PRO
60284448,10297821,2002-12-05,PRO
60284448,11288807,2005-11-29,PRO
60284450,PCT/US02/12279,2002-04-18,PRO
60284450,10125320,2002-04-17,PRO
60284453,10109449,2002-03-28,PRO
60284453,PCT/US02/11036,2002-04-10,CON
60284454,10125058,2002-04-18,PRO
60284454,PCT/US02/12291,2002-04-18,PRO
60284455,10453960,2003-06-04,PRO
60284455,PCT/US01/24195,2001-08-01,PRO
60284455,09682178,2001-07-31,PRO
60284456,PCT/US02/12065,2002-04-18,PRO
60284456,10381746,2003-08-22,PRO
60284457,10032586,2001-12-21,PRO
60284457,PCT/US01/50695,2001-12-21,PRO
60284459,11656678,2007-01-23,PRO
60284459,10125184,2002-04-18,PRO
60284460,10125185,2002-04-18,PRO
60284463,PCT/US02/12140,2002-04-18,PRO
60284463,10124869,2002-04-18,PRO
60284464,10127077,2002-04-18,PRO
60284465,PCT/US02/11823,2002-04-16,PRO
