application_number,child_application_number,child_filing_date,continuation_type
07293083,07577292,1990-09-04,CON
07293108,07757983,1991-09-12,DIV
07293110,07474228,1990-02-02,CIP
07293119,08699971,1996-12-07,CIP
07293119,08187293,1994-03-25,CIP
07293119,08305252,1994-09-13,CIP
07293119,08613352,1996-03-11,CIP
07293119,07491942,1990-03-12,CIP
07293119,08956858,1997-10-23,CIP
07293119,08956857,1997-10-23,CIP
07293119,07815741,1992-01-02,CIP
07293131,07460362,1990-01-03,CIP
07293131,07474554,1990-02-01,DIV
07293131,07474520,1990-02-01,DIV
07293143,07913529,1992-07-06,CIP
07293154,07369449,1989-06-21,DIV
07293158,07476086,1990-02-07,DIV
07293162,07476125,1990-02-02,CON
07293162,07466144,1990-01-16,DIV
07293194,07367851,1989-06-19,CIP
07293201,07715397,1991-06-14,CIP
07293201,08488123,1995-06-07,CIP
07293201,08848580,1997-04-28,CIP
07293201,08060833,1993-05-12,CIP
07293201,08419824,1995-04-11,CIP
07293213,07567152,1990-08-14,CIP
07293215,07609905,1990-11-06,CIP
07293224,07552839,1990-07-12,CON
07293225,07396685,1989-08-22,CIP
07293228,07657326,1991-02-19,DIV
07293229,07774367,1991-10-09,CON
07293234,07652365,1991-02-07,CON
07293235,07725048,1991-07-03,CON
07293241,07581412,1990-09-12,CON
07293243,07651995,1990-12-21,DIV
07293245,07499569,1990-03-26,CON
07293247,07529696,1990-05-29,CON
07293257,08154550,1993-11-19,REI
07293257,09064594,1998-04-22,REI
07293257,90002416,1991-08-26,REX
07293258,07722604,1991-06-27,CIP
07293258,07724385,1991-08-23,CIP
07293258,07949706,1992-09-23,CIP
07293258,07460292,1990-01-03,CIP
07293281,07854790,1992-03-23,CON
07293284,08087354,1993-07-08,REI
07293284,07821744,1992-01-13,REI
07293290,07538807,1990-06-15,DIV
07293294,07477298,1990-02-08,CIP
07293298,07414513,1989-09-29,DIV
07293298,07529776,1990-05-29,CON
07293298,07599272,1990-10-16,DIV
07293298,07414525,1989-09-29,DIV
07293299,07465639,1990-01-22,CON
07293304,07671169,1991-03-15,CON
07293308,07354621,1989-05-19,DIV
07293315,08158147,1993-11-24,CIP
07293315,07739889,1991-08-02,CIP
07293315,07403297,1989-09-05,CIP
07293315,07311021,1989-02-13,CIP
07293315,07690065,1991-04-23,CIP
07293322,07375042,1989-07-03,CIP
07293334,07487158,1990-03-01,CIP
07293365,07429977,1989-11-01,CIP
07293370,07491460,1990-03-09,DIV
07293370,07491080,1990-03-09,DIV
07293384,07591105,1990-10-01,CIP
07293384,08014090,1993-02-04,CON
07293384,08300380,1994-09-02,CON
07293386,07655273,1991-02-13,CON
07293386,07949743,1992-09-23,CON
07293387,07577233,1990-10-16,DIV
07293387,07958204,1992-10-08,DIV
07293392,07823894,1992-01-22,CIP
07293392,07533124,1990-06-05,CIP
07293403,07370205,1989-06-22,CIP
07293404,07370210,1989-06-22,CIP
07293417,07555678,1990-07-20,CON
07293419,07601673,1990-10-23,DIV
07293422,07808673,1991-12-17,CIP
07293422,07536738,1990-06-12,CIP
07293422,07840930,1992-02-25,CIP
07293422,07388863,1989-08-03,CIP
07293431,07508287,1990-04-13,CIP
07293431,07735801,1991-07-25,CON
07293431,07895169,1992-06-05,CON
07293432,07831644,1992-02-07,CON
07293432,07745969,1991-08-12,CON
07293435,07422061,1989-10-16,CIP
07293438,07525444,1990-05-18,DIV
07293439,07853998,1992-03-19,REI
07293453,07555790,1990-07-23,CON
07293454,07521892,1990-04-09,DIV
07293456,07400717,1989-08-30,CIP
07293456,08116198,1993-09-03,CON
07293456,08371117,1995-01-11,CON
07293456,08115803,1993-09-03,CIP
07293456,08321538,1994-10-11,CIP
07293456,08371117,1995-01-11,CIP
07293456,08321538,1994-10-11,CON
07293456,08321538,1994-10-11,CON
07293456,08371117,1995-01-11,CON
07293456,07446877,1989-12-06,CIP
07293456,08371117,1995-01-11,CIP
07293456,08371117,1995-01-11,CON
07293456,08321538,1994-10-11,CIP
07293456,08371117,1995-01-11,CON
07293462,07407705,1989-09-14,CON
07293470,07684189,1991-04-12,CIP
07293470,07553302,1990-07-17,CIP
07293497,07762344,1991-09-19,DIV
07293499,07734763,1991-07-23,DIV
07293516,07595627,1990-10-05,CON
07293520,07773997,1991-10-09,CON
07293520,07659468,1991-02-25,CON
07293521,90006774,2003-09-11,REX
07293521,90005391,1999-06-17,REX
07293521,07456155,1989-12-21,CIP
07293521,90004540,1997-02-05,REX
07293521,90004809,1997-08-14,REX
07293525,07492340,1990-03-12,CON
07293534,07534225,1990-06-07,CON
07293540,07609130,1990-11-01,CON
07293558,07497747,1990-03-19,CON
07293559,07434639,1989-11-08,CON
07293559,07526946,1990-05-17,CON
07293561,07590557,1990-09-28,CON
07293565,08176673,1994-01-03,CON
07293565,08173946,1993-12-28,CON
07293565,07723727,1991-06-21,CON
07293565,08455707,1995-05-31,CON
07293565,08655945,1996-05-31,CON
07293565,08917507,1997-08-26,CON
07293565,07475403,1990-02-05,CON
07293565,07845806,1992-03-09,CON
07293565,07879120,1992-05-05,CON
07293565,08462551,1995-06-05,CON
07293568,90001943,1990-02-21,REX
07293568,90001999,1990-04-11,REX
07293570,07362653,1989-06-07,DIV
07293585,07307223,1989-02-06,CON
07293586,08148402,1993-11-08,CON
07293586,07601011,1990-10-22,CON
07293586,07909664,1992-07-07,CON
07293586,07659162,1991-02-22,CON
07293589,07862704,1992-04-03,REI
07293597,07479208,1990-02-14,CON
07293606,08122850,1993-09-17,CON
07293606,07688755,1991-04-22,CON
07293606,07570231,1990-08-20,CON
07293606,08707914,1996-09-10,CON
07293606,08749523,1996-11-18,CON
07293606,08950156,1997-10-14,CON
07293606,08509614,1995-07-31,CON
07293606,08311804,1994-09-26,CON
07293607,07646579,1991-01-25,CON
07293607,07442404,1989-11-28,CON
07293631,07491292,1990-03-09,DIV
07293640,07471386,1990-01-29,DIV
07293640,07471788,1990-01-29,DIV
07293647,07523723,1990-05-15,CIP
07293648,07307297,1989-02-06,CIP
07293665,07406313,1989-09-12,CIP
07293668,07437664,1989-11-17,DIV
07293678,07431728,1989-11-03,CON
07293695,07745991,1991-08-08,CON
07293703,07435036,1989-11-13,CIP
07293703,07435038,1989-11-13,CIP
07293709,07584447,1990-09-14,CON
07293720,07965109,1992-10-22,REI
07293726,07550246,1990-07-06,CON
07293727,07674416,1991-03-22,CON
07293739,07611384,1990-11-13,CON
07293746,07600151,1990-10-19,CIP
07293758,07488944,1990-03-05,CIP
07293766,07514945,1990-04-26,DIV
07293768,07551656,1990-07-11,CON
07293770,07462952,1990-01-08,CON
07293772,07595730,1990-10-11,CON
07293773,07522023,1990-05-11,DIV
07293787,07932156,1992-08-19,DIV
07293807,09755143,2001-01-08,CON
07293807,07660982,1991-02-27,CON
07293807,08268728,1994-06-30,CON
07293810,07646500,1991-01-28,DIV
07293810,07380425,1989-07-11,DIV
07293812,07639036,1991-01-08,CON
07293812,07539330,1990-06-13,CON
07293814,07421299,1989-10-10,CON
07293817,07496810,1990-03-20,CON
07293817,08334211,1994-11-03,CON
07293817,08049085,1993-04-15,CON
07293825,07951726,1992-09-25,CON
07293826,07552342,1990-07-16,CON
07293828,07506664,1990-04-09,CIP
07293837,07441743,1989-11-27,CON
