application_number,child_application_number,child_filing_date,continuation_type
60223259,10960738,2004-10-07,PRO
60223259,09921980,2001-08-03,PRO
60223259,PCT/US01/24258,2001-08-03,PRO
60223265,PCT/US01/23826,2001-07-30,PRO
60223265,09919580,2001-07-30,PRO
60223268,PCT/US01/23433,2001-07-25,PRO
60223268,10333946,2003-01-22,PRO
60223269,10343903,2003-02-03,PRO
60223269,PCT/US01/24217,2001-08-01,PRO
60223270,PCT/US01/24148,2001-08-01,PRO
60223270,10343584,2003-01-31,PRO
60223272,PCT/US01/23716,2001-07-26,PRO
60223272,10343357,2003-01-28,PRO
60223276,11249422,2005-10-14,PRO
60223276,PCT/US01/24658,2001-08-03,PRO
60223276,09921143,2001-08-03,PRO
60223277,10462436,2003-06-16,PRO
60223277,09778468,2001-02-07,PRO
60223277,09632309,2000-08-04,PRO
60223278,09922492,2001-08-03,PRO
60223278,PCT/US01/24440,2001-08-03,PRO
60223279,09918127,2001-07-30,PRO
60223279,11421888,2006-06-02,PRO
60223279,13494668,2012-06-12,PRO
60223279,10066091,2002-02-01,PRO
60223279,11799447,2007-04-30,PRO
60223280,10425719,2003-04-30,PRO
60223280,09921000,2001-08-03,PRO
60223280,10918550,2004-08-16,PRO
60223280,PCT/US01/41576,2001-08-03,PRO
60223281,09920455,2001-08-01,PRO
60223281,PCT/US01/24226,2001-08-01,PRO
60223282,10343816,,PRO
60223282,PCT/US01/24030,2001-07-31,PRO
60223283,11768101,2007-06-25,PRO
60223283,PCT/US01/24218,2001-07-31,PRO
60223283,09920300,2001-07-31,PRO
60223283,10961527,2004-10-07,PRO
60223283,10099926,2002-03-14,PRO
60223283,10033528,2001-12-26,PRO
60223283,11374388,2006-03-13,PRO
60223285,PCT/US01/24265,2001-08-03,PRO
60223285,09921994,2001-08-03,PRO
60223286,PCT/US01/24269,2001-08-03,PRO
60223286,09922385,2001-08-03,PRO
60223288,09864864,2001-05-23,PRO
60223289,12841977,2010-07-22,PRO
60223289,PCT/US01/24323,2001-08-02,PRO
60223289,13030057,2011-02-17,PRO
60223289,11042544,2005-01-24,PRO
60223289,12841977,2010-07-22,PRO
60223289,10917252,2004-08-11,PRO
60223289,13243786,2011-09-23,PRO
60223289,10962191,2004-10-08,PRO
60223289,13458864,2012-04-27,PRO
60223289,13458864,2012-04-27,PRO
