application_number,child_application_number,child_filing_date,continuation_type
60152499,PCT/US00/04045,2000-02-17,PRO
60152499,09506053,2000-02-17,PRO
60152499,09642496,2000-08-18,PRO
60152501,PCT/US00/23482,2000-08-28,PRO
60152501,10069605,2002-02-26,PRO
60152503,09654999,2000-08-31,PRO
60152503,PCT/US00/23931,2000-09-01,PRO
60152507,09645267,2000-08-23,PRO
60152507,10437325,2003-05-13,PRO
60152507,10028575,2001-12-20,PRO
60152507,PCT/US00/23286,2000-08-23,PRO
60152510,09626090,2000-07-26,PRO
60152510,13612756,2012-09-12,PRO
60152510,09625913,2000-07-26,PRO
60152510,09626347,2000-07-26,PRO
60152511,PCT/US00/24208,2000-08-31,PRO
60152511,09653515,2000-08-31,PRO
60152511,09997283,2001-11-29,PRO
60152514,10354262,2003-01-28,PRO
60152514,09507545,2000-02-18,PRO
60152514,10151700,2002-05-17,PRO
60152521,PCT/US00/23829,2000-08-30,PRO
60152521,PCT/US00/11791,2000-05-01,PRO
60152521,09480334,2000-01-10,PRO
60152521,09460307,1999-12-13,PRO
60152521,09480645,2000-01-10,PRO
60152527,09487751,2000-01-19,PRO
60152529,09536245,2000-03-27,PRO
60152534,PCT/US00/24191,2000-09-01,PRO
60152534,10754414,2004-01-09,PRO
60152534,09652626,2000-08-31,PRO
60152536,10069383,2002-02-19,PRO
60152536,PCT/US00/24126,2000-09-01,PRO
60152536,10373817,2003-02-26,PRO
60152537,PCT/US00/23598,2000-08-28,PRO
60152537,09518844,2000-03-03,PRO
60152542,09913706,2001-08-15,PRO
60152542,09655270,2000-09-05,PRO
60152545,09651941,2000-08-31,PRO
60152545,09955597,2001-09-17,PRO
60152546,09587357,2000-06-05,PRO
60152548,10408017,2003-04-03,PRO
60152548,09653119,2000-08-31,PRO
60152554,09641942,2000-08-21,PRO
60152559,PCT/US00/24794,2000-09-07,PRO
60152559,09927045,2001-08-09,PRO
60152559,10313658,2002-12-05,PRO
60152559,09655942,2000-09-06,PRO
60152568,09528517,2000-03-20,PRO
60152569,09656680,2000-09-07,PRO
60152581,09629271,2000-07-31,PRO
60152583,09655266,2000-09-05,PRO
60152601,09657514,2000-09-07,PRO
60152607,PCT/US00/24610,2000-09-08,PRO
60152607,09658061,2000-09-08,PRO
60152607,10118991,2002-04-10,PRO
60152607,10079807,2002-02-22,PRO
60152607,09866575,2001-05-29,PRO
60152607,09658188,2000-09-08,PRO
60152608,09532522,2000-03-21,PRO
60152610,09532521,2000-03-21,PRO
60152614,09657305,2000-09-07,PRO
60152614,09800827,2001-03-08,PRO
60152614,09657306,2000-09-07,PRO
60152616,12053346,2008-03-21,PRO
60152616,PCT/US00/24814,2000-09-08,PRO
60152616,09658261,2000-09-08,PRO
60152616,10824607,2004-04-15,PRO
60152617,09656746,2000-09-07,PRO
60152622,PCT/US00/23283,2000-08-23,PRO
60152622,09645669,2000-08-23,PRO
60152622,10350993,2003-01-24,PRO
60152638,PCT/US00/20809,2000-08-31,PRO
60152638,09652768,2000-08-31,PRO
60152639,09620366,2000-07-20,PRO
60152642,09652838,2000-08-30,PRO
60152650,09653474,2000-08-31,PRO
60152650,PCT/US00/24109,2000-09-01,PRO
60152650,10222722,2002-08-16,PRO
60152654,09640485,2000-08-16,PRO
60152655,11641601,2006-12-18,PRO
60152655,10852589,2004-05-24,PRO
60152655,09656289,2000-09-06,PRO
60152657,09651248,2000-08-30,PRO
60152657,11368713,2006-03-06,PRO
60152657,09651247,2000-08-30,PRO
60152657,11716942,2007-03-13,PRO
60152657,10929278,2004-08-27,PRO
60152657,09651249,2000-08-30,PRO
60152660,PCT/US00/24400,2000-09-06,PRO
60152660,95001962,2012-04-11,PRO
60152660,10069426,2002-02-19,PRO
60152661,09521769,2000-03-09,PRO
60152661,PCT/US00/24465,2000-09-07,PRO
60152662,10070282,2002-04-15,PRO
60152662,11701353,2007-02-01,PRO
60152662,PCT/US00/24142,2000-09-01,PRO
60152663,09656767,2000-09-07,PRO
60152664,09651568,2000-08-28,PRO
60152668,09655753,2000-09-06,PRO
60152669,09652981,2000-08-31,PRO
60152672,PCT/US00/24524,2000-09-07,PRO
60152672,10070881,2002-10-03,PRO
60152673,PCT/US00/24513,2000-09-06,PRO
60152673,10151630,2002-05-16,PRO
60152673,09656302,2000-09-06,PRO
60152678,10281025,2002-10-24,PRO
60152678,09656495,2000-09-07,PRO
60152680,09654189,2000-09-01,PRO
60152680,PCT/US00/24078,2000-09-01,PRO
60152681,10756774,2004-01-12,PRO
60152681,09656121,2000-09-06,PRO
60152683,11093002,2005-03-28,PRO
60152683,10039341,2001-12-31,PRO
60152683,12878199,2010-09-09,PRO
60152683,13571250,2012-08-09,PRO
60152683,09655273,2000-09-05,PRO
60152683,14189957,2014-02-25,PRO
60152683,09458834,1999-12-13,PRO
60152683,12785311,2010-05-21,PRO
60152687,09656676,2000-09-07,PRO
60152688,09657111,2000-09-07,PRO
60152690,09906547,2001-07-16,PRO
60152690,09652505,2000-08-31,PRO
60152690,PCT/US01/11473,2001-04-05,PRO
60152690,09727141,2000-11-30,PRO
60152691,09653388,2000-09-01,PRO
60152691,10082880,2002-02-26,PRO
60152693,PCT/US00/24502,2000-09-07,PRO
60152693,09656580,2000-09-06,PRO
60152693,09641037,2000-08-16,PRO
60152693,PCT/US00/24557,2000-09-07,PRO
60152693,PCT/US00/24498,2000-09-07,PRO
60152693,09648518,2000-08-25,PRO
60152695,09656883,2000-09-07,PRO
60152696,PCT/US00/23049,2000-08-23,PRO
60152696,10069683,2002-07-19,PRO
60152698,09644759,2000-08-23,PRO
60152701,10892649,2004-07-16,PRO
60152701,PCT/US00/24401,2000-09-06,PRO
60152701,10623045,2003-07-18,PRO
60152701,09655106,2000-09-06,PRO
60152702,09655929,2000-09-06,PRO
60152702,11389918,2006-03-27,PRO
60152702,12691835,2010-01-22,PRO
60152702,13556095,2012-08-13,PRO
60152702,13591143,2012-08-21,PRO
60152706,09638190,2000-08-14,PRO
60152707,PCT/US00/40823,2000-09-06,PRO
60152707,10092849,2002-03-07,PRO
60152710,09652900,2000-08-31,PRO
60152711,09564154,2000-05-03,PRO
60152714,09656846,2000-09-07,PRO
60152718,10715084,2003-11-17,PRO
60152718,09656050,2000-09-06,PRO
60152718,10734070,2003-12-11,PRO
60152718,09821922,2001-03-30,PRO
60152721,10751221,2004-01-02,PRO
60152721,PCT/US00/24719,2000-09-08,PRO
60152724,09657835,2000-09-08,PRO
60152726,PCT/US00/24780,2000-09-08,PRO
60152726,10070893,2002-03-06,PRO
60152729,09657373,2000-09-08,PRO
60152730,09658310,2000-09-08,PRO
60152730,10947634,2004-09-22,PRO
60152730,09658325,2000-09-08,PRO
60152730,09605696,2000-06-28,PRO
60152730,PCT/US00/24511,2000-09-06,PRO
60152730,13337484,2011-12-27,PRO
60152730,09505271,2000-02-16,PRO
60152730,12199267,2008-08-27,PRO
60152730,09658241,2000-09-08,PRO
60152730,09603035,2000-06-23,PRO
60152730,PCT/US00/24510,2000-09-06,PRO
60152730,10847787,2004-05-18,PRO
60152730,09603123,2000-06-23,PRO
60152733,09658173,2000-09-08,PRO
60152737,09657030,2000-09-07,PRO
60152738,09538833,2000-03-30,PRO
60152738,09657030,2000-09-07,PRO
60152739,09572697,2000-05-16,PRO
60152740,09658766,2000-09-08,PRO
60152741,PCT/US00/24707,2000-09-08,PRO
60152741,PCT/US00/24826,2000-09-08,PRO
60152741,09657915,2000-09-08,PRO
60152743,09656513,2000-09-07,PRO
60152743,PCT/US00/40839,2000-09-07,PRO
60152744,09653403,2000-09-01,PRO
60152744,10013784,2001-12-07,PRO
60152745,10030216,2002-09-03,PRO
60152745,10862905,2004-06-07,PRO
60152745,11893852,2007-08-18,PRO
60152745,11893853,2007-08-18,PRO
60152745,PCT/US00/24684,2000-09-08,PRO
60152745,12072603,2008-02-27,PRO
60152748,09657685,2000-09-08,PRO
60152751,09655734,2000-09-06,PRO
60152753,11505196,2006-08-16,PRO
60152753,11505214,2006-08-16,PRO
60152753,10095109,2002-03-08,PRO
60152753,PCT/US00/24700,2000-09-08,PRO
60152754,09656548,2000-09-06,PRO
60152755,PCT/US00/23232,2000-08-24,PRO
60152755,11473839,2006-06-22,PRO
60152755,11474043,2006-06-22,PRO
60152755,11474042,2006-06-22,PRO
60152755,10281875,2002-10-25,PRO
60152755,09645430,2000-08-24,PRO
60152756,10751221,2004-01-02,PRO
60152756,PCT/US00/24719,2000-09-08,PRO
60152757,09657827,2000-09-08,PRO
60152758,09657882,2000-09-08,PRO
60152759,09501507,2000-02-09,PRO
60152760,09658610,2000-09-08,PRO
60152761,10070474,2002-03-07,PRO
60152761,PCT/US00/24364,2000-09-01,PRO
60152767,10092938,2002-03-06,PRO
60152767,09586368,2000-06-02,PRO
60152769,11252049,2005-10-17,PRO
60152769,11190475,2005-07-27,PRO
60152769,10620534,2003-07-16,PRO
60152769,09455580,1999-12-06,PRO
60152769,10100682,2002-03-18,PRO
60152772,09654383,2000-09-01,PRO
60152772,PCT/US00/24265,2000-09-01,PRO
60152776,09654592,2000-09-01,PRO
60152776,13091061,2011-04-20,PRO
60152776,10157383,2002-05-28,PRO
60152776,10754413,2004-01-09,PRO
60152776,11527947,2006-09-26,PRO
60152778,09657013,2000-09-07,PRO
60152780,10070057,2002-02-28,PRO
60152780,PCT/US00/24514,2000-09-07,PRO
60152781,09644021,2000-08-23,PRO
60152782,09656322,2000-09-06,PRO
60152784,PCT/US00/24594,2000-09-06,PRO
60152784,10070770,2002-03-06,PRO
60152785,09648697,2000-08-25,PRO
60152785,09648720,2000-08-25,PRO
60152785,09648853,2000-08-25,PRO
60152785,PCT/US00/24359,2000-09-01,PRO
60152785,09648502,2000-08-25,PRO
60152790,09658060,2000-09-08,PRO
60152791,09658060,2000-09-08,PRO
60152792,09656806,2000-09-07,PRO
60152793,09649303,2000-08-28,PRO
60152794,09656731,2000-09-07,PRO
60152795,09655688,2000-09-06,PRO
60152797,09657790,2000-09-08,PRO
60152798,09585865,2000-06-01,PRO
60152798,09583273,2000-05-31,PRO
60152800,09679612,2000-10-05,PRO
60152801,09640632,2000-08-17,PRO
60152801,PCT/US00/22686,2000-08-17,PRO
60152802,09656703,2000-09-07,PRO
60152807,09427329,1999-10-26,PRO
60152813,10009762,2002-03-05,PRO
60152817,09656624,2000-09-07,PRO
60152819,09638615,2000-08-15,PRO
60152823,09655257,2000-09-05,PRO
60152823,PCT/US00/40820,2000-09-05,PRO
60152824,09655991,2000-09-06,PRO
60152824,10113687,2002-03-28,PRO
60152824,10256503,2002-09-26,PRO
60152834,09656324,2000-09-06,PRO
60152836,09559989,2000-04-26,PRO
60152837,09657357,2000-09-07,PRO
60152837,10831879,2004-04-26,PRO
60152837,12484777,2009-06-15,PRO
60152837,12578472,2009-10-13,PRO
60152839,09658287,2000-09-08,PRO
60152839,10441337,2003-05-20,PRO
60152842,09654802,2000-09-05,PRO
60152844,PCT/US00/20645,2000-07-28,PRO
60152844,09626632,2000-07-27,PRO
60152847,PCT/US00/24639,2000-09-08,PRO
60152847,12710798,2010-02-23,PRO
60152847,09455950,1999-12-07,PRO
60152847,09724274,2000-11-28,PRO
60152847,11517808,2006-09-07,PRO
60152847,10434482,2003-05-07,PRO
60152849,09655919,2000-09-06,PRO
60152849,09614629,2000-07-12,PRO
60152849,10070594,2002-07-15,PRO
60152851,11063045,2005-02-22,PRO
60152851,PCT/US00/24640,2000-09-08,PRO
60152853,PCT/US99/30080,1999-12-16,PRO
60152853,09464795,1999-12-16,PRO
60152854,09657881,2000-09-08,PRO
60152854,09772109,2001-01-26,PRO
60152854,PCT/US00/24657,2000-09-08,PRO
60152855,10002747,2001-11-02,PRO
60152857,09608330,2000-06-29,PRO
60152859,PCT/US00/24708,2000-09-08,PRO
60152859,10069332,2002-02-22,PRO
60152860,10002747,2001-11-02,PRO
60152861,10002747,2001-11-02,PRO
60152862,09658469,2000-09-08,PRO
60152862,PCT/US00/24563,2000-09-08,PRO
60152863,09844828,2001-04-27,PRO
60152863,09616010,2000-07-13,PRO
60152870,PCT/US00/24817,2000-09-08,PRO
60152870,09656290,2000-09-07,PRO
60152871,PCT/US00/17409,2000-06-24,PRO
60152871,09447293,1999-11-23,PRO
60152874,10050632,2002-01-18,PRO
60152876,10150412,2002-05-17,PRO
60152876,PCT/US00/24486,2000-09-07,PRO
60152876,09654451,2000-09-01,PRO
60152877,09656744,2000-09-07,PRO
60152879,PCT/US00/16100,2000-06-13,PRO
60152879,09637090,2000-08-10,PRO
60152886,10765013,2004-01-26,PRO
60152886,09926666,2002-03-20,PRO
60152886,10831547,2004-04-23,PRO
60152886,12171008,2008-07-10,PRO
60152886,10764658,2004-01-26,PRO
60152886,10764657,2004-01-26,PRO
60152886,PCT/US00/14691,2000-05-26,PRO
60152888,09542164,2000-04-04,PRO
60152896,09541473,2000-03-31,PRO
60152897,09491882,2000-01-26,PRO
60152897,09491248,2000-01-26,PRO
60152897,09491883,2000-01-26,PRO
60152897,09491506,2000-01-26,PRO
60152897,09491845,2000-01-26,PRO
60152899,09566688,2000-05-08,PRO
60152903,PCT/US00/24685,2000-09-08,PRO
60152903,09658180,2000-09-08,PRO
60152903,PCT/US00/24676,2000-09-08,PRO
60152904,PCT/US00/24699,2000-09-07,PRO
60152904,09657289,2000-09-07,PRO
60152909,PCT/US00/24162,2000-09-05,PRO
60152909,09655115,2000-09-05,PRO
60152911,09650575,2000-08-30,PRO
60152911,09657753,2000-09-08,PRO
60152912,10049582,2002-02-13,PRO
60152912,PCT/US00/24787,2000-09-08,PRO
60152916,09656850,2000-09-07,PRO
60152922,09654396,2000-09-01,PRO
60152923,PCT/US00/24615,2000-09-08,PRO
60152923,09703295,2000-10-31,PRO
60152923,09659544,2000-09-11,PRO
60152924,09580529,2000-05-30,PRO
60152924,PCT/US00/24601,2000-09-08,PRO
60152927,09425192,1999-10-22,PRO
60152928,09443280,1999-11-19,PRO
60152932,09805204,2001-03-14,PRO
60152932,PCT/US00/24517,2000-09-07,PRO
60152932,10103511,2002-03-22,PRO
60152933,PCT/US00/09028,2000-04-06,PRO
60152933,10067422,2002-02-07,PRO
60152933,09685899,2000-10-11,PRO
60152934,09711909,2000-11-15,PRO
60152934,10116252,2002-04-05,PRO
60152934,PCT/US00/13737,2000-05-19,PRO
60152935,09946633,2001-09-06,PRO
60152935,09597839,2000-06-20,PRO
60152935,PCT/US00/16847,2000-06-20,PRO
60152935,10125459,2002-04-19,PRO
60152935,10319519,2002-12-16,PRO
60152935,10319519,2002-12-16,PRO
60152935,09597843,2000-06-20,PRO
60152935,09597842,2000-06-20,PRO
60152935,PCT/US00/12207,2000-05-05,PRO
60152935,10319519,2002-12-16,PRO
60152935,09946633,2001-09-06,PRO
60152939,09642822,2000-08-22,PRO
60152940,09471018,1999-12-23,PRO
60152944,09515443,2000-02-29,PRO
60152944,09896498,2001-06-29,PRO
60152945,PCT/US00/24620,2000-09-08,PRO
60152947,09477723,2000-01-05,PRO
60152949,09593815,2000-06-15,PRO
60152953,09657782,2000-09-08,PRO
60152954,09659692,2000-09-11,PRO
60152955,09624080,2000-07-24,PRO
60152956,09656020,2000-09-05,PRO
60152967,09587606,2000-06-05,PRO
60152971,09657564,2000-09-08,PRO
60152974,09659431,2000-09-08,PRO
60152977,09657668,2000-09-08,PRO
60152981,09626318,2000-07-25,PRO
60152981,10155756,2002-05-24,PRO
60152981,PCT/US00/23089,2000-08-23,PRO
60152996,09614950,2000-07-12,PRO
60152998,09656809,2000-09-07,PRO
60153001,10105032,2002-03-21,PRO
60153001,09657080,2000-09-07,PRO
