application_number,child_application_number,child_filing_date,continuation_type
09931014,10347800,2003-01-22,CIP
09931024,10173027,2002-06-18,CON
09931030,09985188,2001-11-01,CON
09931036,11437695,2006-05-22,CON
09931036,10743838,2003-12-24,CON
09931050,10972322,2004-10-26,CON
09931057,11555033,2006-10-31,CON
09931057,13495096,2012-06-13,CON
09931057,11930936,2007-10-31,CON
09931057,12852008,2010-08-06,CON
09931057,14147171,2014-01-03,CON
09931057,13853793,2013-03-29,CON
09931057,11207876,2005-08-22,CON
09931057,10637620,2003-08-11,CON
09931057,14034188,2013-09-23,CON
09931057,13900104,2013-05-22,CON
09931057,11130233,2005-05-17,CON
09931057,13198313,2011-08-04,CON
09931057,14147215,2014-01-03,CON
09931057,14147217,2014-01-03,CON
09931057,14146337,2014-01-02,CON
09931061,11305153,2005-12-19,DIV
09931071,PCT/US02/25856,2002-08-14,CON
09931071,09996617,2001-11-27,CIP
09931073,12393317,2009-02-26,CON
09931074,PCT/US02/25624,2002-08-14,CON
09931074,PCT/US02/25625,2002-08-14,CON
09931074,10101708,2002-03-21,CIP
09931075,11783663,2007-04-11,DIV
09931075,10626624,2003-07-25,DIV
09931076,11032038,2005-01-11,DIV
09931076,11654035,2007-01-17,DIV
09931076,10366450,2003-02-14,DIV
09931078,10703567,2003-11-10,DIV
09931087,10062923,2002-01-31,CON
09931092,11496503,2006-08-01,DIV
09931102,14324839,2014-07-07,CON
09931102,10777078,2004-02-13,CON
09931105,11252782,2005-10-19,DIV
09931105,11252781,2005-10-19,DIV
09931113,10848742,2004-05-17,DIV
09931118,PCT/US02/25686,2002-08-13,CON
09931119,10821834,2004-04-09,REI
09931120,10364186,2003-02-11,CON
09931120,PCT/US02/24903,2002-08-06,CON
09931121,PCT/US02/22961,2002-07-19,CON
09931122,PCT/US02/25886,2002-08-14,CON
09931127,10207579,2002-07-29,CON
09931135,10945702,2004-09-21,CIP
09931136,PCT/US02/25098,2002-08-06,CON
09931139,10305217,2002-11-26,DIV
09931140,10645934,2003-08-21,DIV
09931144,10701782,2003-11-05,CIP
09931144,11527104,2006-09-25,CIP
09931145,90009006,2008-01-29,REX
09931145,90009039,2008-02-12,DIV
09931145,10991898,2004-11-18,DIV
09931146,10279772,2002-10-24,CIP
09931146,11974650,2007-10-15,CIP
09931146,10280109,2002-10-24,CIP
09931146,11974652,2007-10-15,CIP
09931146,11255356,2005-10-21,CIP
09931149,12058120,2008-03-28,CON
09931149,PCT/US02/25813,2002-08-15,CON
09931156,10293542,2002-11-12,DIV
09931156,PCT/US02/25665,2002-08-12,CON
09931157,10934973,2004-09-03,CON
09931159,10785326,2004-02-24,CON
09931161,10730221,2003-12-08,DIV
09931171,10809454,2004-03-26,DIV
09931187,11606020,2006-11-30,CIP
09931190,10600598,2003-06-23,DIV
09931201,10281682,2002-10-28,DIV
09931201,10281740,2002-10-28,DIV
09931201,10281510,2002-10-28,DIV
09931202,PCT/US02/09519,2002-03-26,CON
09931210,11522788,2006-09-18,CON
09931217,PCT/US02/26132,2002-08-16,CON
09931218,12478066,2009-06-04,DIV
09931223,PCT/US01/27394,2001-09-04,CON
09931230,10601377,2003-06-23,CIP
09931232,11035706,2005-01-14,DIV
09931239,11007270,2004-12-09,DIV
