application_number,parent_application_number,parent_filing_date,continuation_type
14126302,PCT/KR2012/004784,2012-06-18,NST
14126303,PCT/JP2012/065027,2012-06-12,NST
14126304,PCT/JP2012/065213,2012-06-14,NST
14126306,PCT/JP2011/063617,2011-06-14,NST
14126307,PCT/US2012/042502,2012-06-14,NST
14126308,PCT/JP2012/004449,2012-07-10,NST
14126309,PCT/KR2012/004869,2012-06-20,NST
14126311,PCT/JP2013/001968,2013-03-22,NST
14126312,PCT/GB2012/051333,2012-06-13,NST
14126313,PCT/US2013/048089,2013-06-27,NST
14126314,PCT/CN2011/075914,2011-06-20,NST
14126315,61497172,2011-06-15,PRO
14126315,PCT/US12/42000,2012-06-12,NST
14126316,PCT/EP2012/060974,2012-06-11,NST
14126318,61506088,2011-07-09,PRO
14126318,PCT/US12/45966,2012-07-09,NST
14126319,PCT/US2012/042287,2012-06-13,NST
14126320,PCT/EP2012/062086,2012-06-22,NST
14126321,PCT/CA2012/000587,2012-06-18,NST
14126322,PCT/GB2012/051508,2012-06-27,NST
14126323,PCT/US2012/042438,2012-06-14,NST
14126324,PCT/US2013/050395,2013-07-12,NST
14126325,PCT/JP2012/065030,2012-06-12,NST
14126326,PCT/EP2012/055326,2012-03-26,NST
14126327,PCT/US2012/042989,2012-06-18,NST
14126328,PCT/IB2012/001158,2012-06-01,NST
14126329,PCT/KR2012/006200,2012-08-03,NST
14126330,PCT/JP2011/070573,2011-09-09,NST
14126331,PCT/EP2012/002647,2012-06-22,NST
14126333,PCT/NO2012/050102,2012-05-31,NST
14126334,PCT/US2012/040919,2012-06-05,NST
14126335,PCT/DE2012/000576,2012-06-01,NST
14126336,PCT/IB2012/053032,2012-06-15,NST
14126337,PCT/EP2011/006296,2011-12-14,NST
14126338,PCT/US2012/041645,2012-06-08,NST
14126339,PCT/EP2011/006361,2011-12-16,NST
14126340,PCT/SG2012/000215,2012-06-15,NST
14126341,PCT/EP2012/061459,2012-06-15,NST
14126342,61496378,2011-06-13,PRO
14126342,PCT/US12/42272,2012-06-13,NST
14126343,61497393,2011-06-15,PRO
14126343,PCT/US12/42827,2012-06-15,NST
14126344,PCT/EP2012/062150,2012-06-22,NST
14126345,PCT/JP2011/065013,2011-06-30,NST
14126346,PCT/AT2012/050079,2012-06-05,NST
14126347,PCT/KR2012/004870,2012-06-20,NST
14126348,PCT/CN2011/078018,2011-08-04,NST
14126349,PCT/US2012/042954,2012-06-18,NST
14126350,PCT/US2012/042477,2012-06-14,NST
14126351,PCT/EP2012/060001,2012-05-29,NST
14126352,PCT/US2011/045983,2011-07-29,NST
14126353,PCT/JP2011/077755,2011-12-01,NST
14126354,PCT/US2011/040131,2011-06-13,NST
14126355,PCT/JP2012/065261,2012-06-14,NST
14126356,PCT/EP2012/058418,2012-05-08,NST
14126357,PCT/CA2012/000581,2012-06-13,NST
14126358,PCT/EP2012/061455,2012-06-15,NST
14126359,PCT/CN2011/078055,2011-08-05,NST
14126360,PCT/IB2012/052758,2012-05-30,NST
14126361,PCT/CN2012/070530,2012-01-18,NST
14126362,PCT/CA2012/050394,2012-06-12,NST
14126363,PCT/EP2012/070953,2012-10-23,NST
14126364,PCT/JP2012/003730,2012-06-07,NST
14126365,PCT/IB12/01588,2012-06-13,NST
14126366,PCT/JP2012/065210,2012-06-14,NST
14126367,61497417,2011-06-15,PRO
14126367,PCT/US12/30553,2012-03-26,NST
14126368,PCT/EP2012/002826,2012-07-05,NST
14126369,PCT/FI2012/050595,2012-06-13,NST
14126370,PCT/CN2012/076930,2012-06-14,NST
14126371,PCT/CN2011/001492,2011-09-02,NST
14126372,PCT/US2012/042315,2012-06-13,NST
14126373,PCT/JP2011/077756,2011-12-01,NST
14126374,PCT/JP2012/065256,2012-06-14,NST
14126375,PCT/EP2012/061018,2012-06-11,NST
14126376,PCT/IN2012/000418,2012-06-14,NST
14126377,PCT/EP2012/061100,2012-06-12,NST
14126378,PCT/CN2012/076938,2012-06-14,NST
14126379,PCT/CN2011/082534,2011-11-21,NST
14126380,PCT/JP2012/063676,2012-05-28,NST
14126381,PCT/KR2011/007026,2011-09-23,NST
14126382,PCT/CN2012/085342,2012-11-27,NST
14126383,PCT/CN2012/076933,2012-06-14,NST
14126384,PCT/ES2012/070432,2012-06-08,NST
14126385,PCT/FI2011/050599,2011-06-21,NST
14126386,PCT/CN2011/080921,2011-10-18,NST
14126387,PCT/JP2012/003457,2012-05-28,NST
14126388,PCT/KR2012/004874,2012-06-20,NST
14126389,PCT/CN2011/080910,2011-10-18,NST
14126390,PCT/JP2012/065190,2012-06-14,NST
14126391,PCT/EP2012/057477,2012-04-24,NST
14126392,PCT/JP2012/064875,2012-06-11,NST
14126393,PCT/KR2012/001372,2012-02-23,NST
14126394,PCT/NL2012/050603,2012-09-03,NST
14126395,PCT/US2012/042522,2012-06-14,NST
14126396,PCT/US2012/042917,2012-06-18,NST
14126397,PCT/EP2012/062420,2012-06-27,NST
14126398,PCT/NL2012/050427,2012-06-18,NST
14126399,PCT/NL2012/050428,2012-06-18,NST
14126400,PCT/EP12/02482,2012-06-12,NST
14126401,PCT/JP2012/061286,2012-04-26,NST
14126402,PCT/US2012/042468,2012-06-14,NST
14126403,61584347,2012-01-09,PRO
14126403,61656192,2012-06-06,PRO
14126403,61715146,2012-10-17,PRO
14126403,61715149,2012-10-17,PRO
14126403,PCT/US13/20586,2013-01-07,NST
14126404,PCT/EP2012/063637,2012-07-12,NST
14126405,PCT/US2012/043838,2012-06-22,NST
14126406,PCT/JP2012/003455,2012-05-28,NST
14126407,PCT/FR2012/050960,2011-06-14,NST
14126408,PCT/EP2011/002900,2011-06-14,NST
14126409,PCT/US2012/042440,2012-06-14,NST
14126410,PCT/EP2012/062422,2012-06-27,NST
14126411,61503444,2011-06-30,PRO
14126411,PCT/US12/45292,2012-07-02,NST
14126412,PCT/US2013/031782,2013-03-14,NST
14126413,PCT/IB2012/053105,2012-06-20,NST
14126414,PCT/KR2012/004707,2012-06-14,NST
14126416,PCT/US13/23262,2013-01-25,NST
14126417,PCT/US13/23263,2013-01-25,NST
14126418,PCT/US13/25424,2013-02-08,CON
14126418,PCT/US13/26534,2013-02-15,NST
14126420,PCT/AU2012/000688,2012-06-15,NST
14126421,61497524,2011-06-16,PRO
14126421,PCT/US12/41802,2012-06-10,NST
14126422,PCT/JP2012/003884,2012-06-14,NST
14126423,PCT/EP2012/002498,2012-06-13,NST
14126424,PCT/IN2012/000429,2012-06-15,NST
14126426,PCT/IN2012/000430,2012-06-15,NST
14126427,PCT/US2012/042286,2012-06-13,NST
14126434,PCT/IL2012/050216,2012-06-21,NST
14126435,PCT/EP2012/060168,2012-05-30,NST
14126436,PCT/CN2013/070352,2013-01-11,NST
14126437,PCT/EP2012/060209,2012-05-31,NST
14126438,PCT/EP2012/061210,2012-06-13,NST
14126439,PCT/CN2013/076397,2013-05-29,NST
14126440,PCT/EP2012/060985,2012-06-11,NST
14126441,PCT/US11/40521,2011-06-15,NST
14126442,PCT/CN2013/078233,2013-06-27,NST
14126443,PCT/KR2012/004622,2012-06-12,NST
14126444,PCT/JP2012/065711,2012-06-20,NST
14126445,PCT/JP2012/065161,2012-06-13,NST
14126446,PCT/FI2012/050601,2012-06-14,NST
14126447,PCT/FI2012/050602,2012-06-14,NST
14126448,PCT/ES2011/000210,2011-06-24,NST
14126449,PCT/RU2012/000397,2012-05-17,NST
14126450,PCT/EP2012/063832,2012-07-13,NST
14126451,61503279,2011-06-30,PRO
14126451,PCT/US12/43749,2012-06-22,NST
14126452,PCT/US2011/041425,2011-06-22,NST
14126453,PCT/FR2012/051394,2012-06-20,NST
14126454,PCT/EP2012/059486,2012-05-22,NST
14126455,PCT/JP2012/064216,2012-05-31,NST
14126456,PCT/EP2012/060571,2012-06-05,NST
14126457,PCT/EP2011/062170,2011-07-15,NST
14126458,PCT/JP2012/064214,2012-05-31,NST
14126459,PCT/JP2012/064225,2012-05-31,NST
14126460,PCT/JP2012/067033,2012-07-04,NST
14126462,PCT/EP2012/059485,2012-05-22,NST
14126463,PCT/US2013/043296,2013-05-30,NST
14126464,PCT/EP2012/061152,2012-06-13,NST
14126465,PCT/US2012/053821,2012-09-06,NST
14126467,61497332,2011-06-15,PRO
14126467,PCT/US12/41042,2012-06-06,NST
14126468,PCT/US2012/045434,2012-07-03,NST
14126470,PCT/EP2012/002254,2012-05-25,NST
14126471,PCT/EP2011/060432,2011-06-22,NST
14126472,PCT/FR2012/051326,2012-06-13,NST
14126473,PCT/EP2012/060572,2012-06-05,NST
14126474,PCT/EP2012/061453,2012-06-15,NST
14126475,PCT/IB2012/052966,2012-06-12,NST
14126476,PCT/KR2012/004632,2012-06-12,NST
14126477,PCT/US2012/041307,2012-06-07,NST
14126478,PCT/GB2012/051390,2012-06-18,NST
14126479,PCT/KR2012/004804,2012-06-18,NST
14126480,PCT/JP2013/054525,2013-02-22,NST
14126481,PCT/FI2012/050589,2012-06-13,NST
14126482,PCT/JP2012/005590,2012-09-04,NST
14126483,PCT/CN2012/071276,2012-02-17,NST
14126484,PCT/EP2012/061554,2012-06-18,NST
14126485,PCT/KR2012/004806,2012-06-18,NST
14126486,PCT/FR2012/051360,2012-06-18,NST
14126487,PCT/KR2011/005144,2011-07-13,NST
14126488,PCT/US2012/041312,2012-06-07,NST
14126489,PCT/JP2012/065546,2012-06-18,NST
14126490,PCT/CN2012/084976,2012-11-21,NST
14126491,61497688,2011-06-16,PRO
14126491,PCT/US12/40066,2012-05-31,NST
14126492,PCT/JP2012/003742,2012-06-07,NST
14126493,PCT/CN2011/078494,2011-08-16,NST
14126494,PCT/EP2012/060723,2012-06-06,NST
14126495,PCT/ES2012/070444,2012-06-15,NST
14126496,PCT/EP2012/069997,2012-10-10,NST
14126497,PCT/CN2011/085082,2011-12-30,NST
14126498,PCT/JP2012/003644,2012-06-04,NST
14126499,PCT/EP2012/061779,2012-06-20,NST
14126500,PCT/EP2012/002143,2012-05-18,NST
14126501,PCT/JP2013/058706,2013-03-26,NST
14126502,61501805,2011-06-28,PRO
14126502,PCT/US12/43253,2012-06-20,NST
14126503,PCT/JP2012/003925,2012-06-15,NST
14126504,PCT/IN2012/000432,2012-06-18,NST
14126505,PCT/KR2012/004645,2012-06-13,NST
14126506,PCT/ES2012/070450,2012-06-18,NST
14126507,PCT/SE2011/050758,2011-06-16,NST
14126508,PCT/CN2012/084473,2012-11-12,NST
14126509,PCT/US2012/042921,2012-06-18,NST
14126510,PCT/US2012/041319,2012-06-07,NST
14126511,PCT/EP2012/061531,2012-06-15,NST
14126512,PCT/EP2012/061485,2012-06-15,NST
14126513,PCT/JP2013/061140,2013-04-09,NST
14126514,61503727,2011-07-01,PRO
14126514,PCT/US12/44530,2012-06-28,NST
14126515,PCT/JP2012/064767,2012-06-08,NST
14126516,PCT/RU2012/001098,2012-12-21,NST
14126517,PCT/US11/40416,2011-06-15,NST
14126518,PCT/EP2011/060044,2011-06-16,NST
14126519,PCT/DE2012/100172,2012-06-06,NST
14126520,PCT/JP2012/004699,2012-07-24,NST
14126521,PCT/JP2012/064766,2012-06-08,NST
14126522,PCT/US2012/042559,2012-06-15,NST
14126523,PCT/EP12/61938,2012-06-21,NST
14126524,PCT/JP2012/065220,2012-06-14,NST
14126525,PCT/EP2012/061569,2012-06-18,NST
14126526,PCT/EP2012/002022,2012-05-11,NST
14126527,PCT/IB2012/052777,2012-06-01,NST
14126528,PCT/EP2012/059358,2012-05-21,NST
14126529,PCT/EP2012/059580,2012-05-23,NST
14126530,PCT/SE2012/050656,2012-06-15,NST
14126531,PCT/JP2012/073744,2012-09-14,NST
14126532,PCT/KR2012/001298,2012-02-21,NST
14126533,PCT/JP2011/064969,2011-06-29,NST
14126534,PCT/GB2012/051389,2012-06-15,NST
14126535,PCT/JP2012/065389,2012-06-15,NST
14126536,61496600,2011-06-14,PRO
14126536,PCT/US12/42032,2012-06-12,NST
14126537,PCT/EP2012/059975,2012-05-29,NST
14126538,61520883,2011-06-16,PRO
14126538,PCT/US12/42562,2012-06-15,NST
14126539,PCT/AU2012/000701,2012-06-18,NST
14126540,PCT/FI2012/050604,2012-06-14,NST
14126541,PCT/JP2011/065163,2011-07-01,NST
14126542,PCT/KR2012/004721,2012-06-15,NST
14126544,PCT/KR2012/004692,2012-06-14,NST
14126545,PCT/IB2012/052961,2012-06-12,NST
14126546,PCT/JP2011/063680,2011-06-15,NST
14126547,PCT/JP2012/054368,2012-02-23,NST
14126548,PCT/GB2012/051436,2012-06-21,NST
14126549,PCT/ES2012/070445,2012-06-15,NST
14126550,PCT/US2012/043347,2012-06-20,NST
14126551,PCT/EP2012/061279,2012-06-14,NST
14126552,PCT/JP2012/064765,2012-06-08,NST
14126553,PCT/EP2012/002695,2012-06-27,NST
14126554,PCT/CN2012/000821,2012-06-14,NST
14126555,PCT/EP2012/061118,2012-06-12,NST
14126556,PCT/US2011/043145,2011-07-07,NST
14126557,PCT/JP2012/052669,2012-02-07,NST
14126558,PCT/EP2012/061826,2012-06-20,NST
14126559,PCT/CH2012/000127,2012-06-07,NST
14126560,PCT/JP2012/066647,2012-06-29,NST
14126561,PCT/EP2012/059356,2012-05-21,NST
14126562,61499302,2011-06-21,PRO
14126562,PCT/US12/43511,2012-06-21,NST
14126564,61498988,2011-06-20,PRO
14126564,PCT/US12/43410,2012-06-20,NST
14126565,61497434,2011-06-15,PRO
14126565,PCT/US12/42593,2012-06-15,NST
14126567,PCT/JP2012/005073,2012-08-09,NST
14126568,PCT/EP2012/061489,2012-06-15,NST
14126569,PCT/US2011/043132,2011-07-07,NST
14126570,PCT/EP2012/061808,2012-06-20,NST
14126571,PCT/US11/46305,2011-08-02,NST
14126572,PCT/GB2012/050897,2012-04-24,NST
14126573,PCT/US2011/046944,2011-08-08,NST
14126574,PCT/EP2012/002084,2012-05-15,NST
14126575,PCT/SE2012/050882,2012-08-17,NST
14126576,PCT/IB2012/053083,2012-06-19,NST
14126577,PCT/NZ2012/000100,2012-06-15,NST
14126578,PCT/FR2012/051273,2012-06-07,NST
14126579,PCT/US2012/042336,2012-06-14,NST
14126580,PCT/IB2012/052995,2012-06-14,NST
14126581,PCT/JP11/78453,2011-12-08,NST
14126582,PCT/BR2012/000156,2012-05-24,NST
14126583,PCT/US2011/057450,2011-10-24,NST
14126584,PCT/JP2011/063943,2011-06-17,NST
14126585,PCT/NL2012/050420,2012-06-15,NST
14126586,PCT/GB2012/051392,2012-06-18,NST
14126587,PCT/JP2012/006233,2012-09-28,NST
14126588,PCT/EP2012/002600,2012-06-20,NST
14126589,PCT/CZ2012/000039,2012-05-11,NST
14126590,PCT/FI2012/050609,2012-06-14,NST
14126591,PCT/EP2012/002083,2012-05-15,NST
14126592,PCT/JP2012/065538,2012-06-18,NST
14126593,PCT/US2012/041261,2012-06-07,NST
14126594,PCT/EP2012/061429,2012-06-15,NST
14126595,PCT/EP2012/002531,2012-06-14,NST
14126596,61500983,2011-06-24,PRO
14126596,PCT/US12/43715,2012-06-22,NST
14126597,PCT/SE2012/050883,2012-08-17,NST
14126598,PCT/EP12/61570,2012-06-18,NST
14126599,PCT/US2013/062428,2013-09-27,NST
14126600,PCT/EP2012/002546,2012-06-15,NST
14126601,PCT/JP2012/066109,2012-06-25,NST
14126602,PCT/FR2012/051359,2012-06-18,NST
14126603,PCT/KR2011/005137,2011-07-13,NST
14126604,PCT/US2011/048960,2011-08-24,NST
14126605,PCT/EP2012/051595,2012-01-31,NST
14126606,61497851,2011-06-16,PRO
14126606,61510617,2011-07-22,PRO
14126606,PCT/US12/42624,2012-06-15,NST
14126607,PCT/EP2012/050288,2012-01-10,NST
14126608,PCT/EP2012/002520,2012-06-15,NST
