application_number,child_application_number,child_filing_date,continuation_type
60580201,11154027,2005-06-16,PRO
60580202,13927199,2013-06-26,PRO
60580202,10991878,2004-11-18,PRO
60580204,11140494,2005-05-27,PRO
60580205,11153684,2005-06-15,PRO
60580207,11154892,2005-06-16,PRO
60580209,11051144,2005-02-03,PRO
60580210,11154280,2005-06-16,PRO
60580210,PCT/US05/21103,2005-06-16,PRO
60580211,12023751,2008-01-31,PRO
60580211,PCT/US05/21331,2005-06-16,PRO
60580211,11154173,2005-06-16,PRO
60580212,13761656,2013-02-07,PRO
60580212,11013238,2004-12-14,PRO
60580212,12794290,2010-06-04,PRO
60580212,PCT/US05/20921,2005-06-13,PRO
60580215,11154502,2005-06-16,PRO
60580218,11094911,2005-03-30,PRO
60580219,11094911,2005-03-30,PRO
60580220,11144587,2005-06-03,PRO
60580221,PCT/US05/21530,2005-06-16,PRO
60580221,11155230,2005-06-16,PRO
60580223,10907797,2005-04-15,PRO
60580224,PCT/US05/20809,2005-06-14,PRO
60580224,11152362,2005-06-14,PRO
60580224,11968381,2008-01-02,PRO
60580226,11154756,2005-06-16,PRO
60580228,11153465,2005-06-16,PRO
60580229,11629843,2008-02-28,PRO
60580229,PCT/US05/21091,2005-06-15,PRO
60580231,11688291,2007-03-20,PRO
60580231,10930632,2004-08-31,PRO
60580232,11154224,2005-06-16,PRO
60580232,PCT/US05/21345,2005-06-16,PRO
60580235,11154387,2005-06-16,PRO
60580235,PCT/US05/21346,2005-06-16,PRO
60580236,11145819,2005-06-06,PRO
60580237,11155533,2005-06-16,PRO
60580237,PCT/US05/21361,2005-06-16,PRO
60580238,11956775,2007-12-14,PRO
60580238,11065384,2005-02-24,PRO
60580238,PCT/US05/17479,2005-05-19,PRO
60580240,PCT/US05/21121,2005-06-16,PRO
60580240,11154455,2005-06-16,PRO
60580242,11155146,2005-06-16,PRO
60580242,12781659,2010-05-17,PRO
60580243,10998924,2004-11-29,PRO
60580244,12229718,2008-08-26,PRO
60580244,11155119,2005-06-16,PRO
60580244,PCT/US05/21301,2005-06-16,PRO
60580244,13653483,2012-10-17,PRO
60580244,12889470,2010-09-24,PRO
60580246,11153226,2005-06-15,PRO
60580247,11152233,2005-06-15,PRO
60580248,PCT/US05/22188,2005-06-15,PRO
60580248,11629825,2008-09-19,PRO
60580249,11150592,2005-06-10,PRO
60580250,11152240,2005-06-15,PRO
60580251,11154951,2005-06-17,PRO
60580252,11122040,2005-05-05,PRO
60580253,11153896,2005-06-16,PRO
60580254,11153222,2005-06-15,PRO
60580254,12708095,2010-02-18,PRO
60580254,12409399,2009-03-23,PRO
60580254,PCT/US05/21004,2005-06-15,PRO
60580255,11006051,2004-12-06,PRO
60580256,13291714,2011-11-08,PRO
60580256,14169685,2014-01-31,PRO
60580256,11352036,2006-02-09,PRO
60580256,11154738,2005-06-16,PRO
60580261,11154354,2005-06-16,PRO
60580263,PCT/US05/21327,2005-06-16,PRO
60580263,11630010,2006-12-18,PRO
60580265,13874219,2013-04-30,PRO
60580265,11629016,2008-11-07,PRO
60580265,PCT/US05/19028,2005-06-01,PRO
60580269,11154355,2005-06-16,PRO
60580270,12652663,2010-01-05,PRO
60580270,11048514,2005-01-31,PRO
60580270,13191122,2011-07-26,PRO
60580270,13547795,2012-07-12,PRO
60580271,11088586,2005-03-24,PRO
60580271,PCT/US04/36325,2004-10-29,PRO
60580272,11153074,2005-06-15,PRO
60580273,11153954,2005-06-15,PRO
60580273,PCT/US05/21085,2005-06-15,PRO
60580274,11145212,2005-06-04,PRO
60580274,10955484,2004-09-30,PRO
60580275,11045439,2005-01-28,PRO
60580275,11871255,2007-10-12,PRO
60580278,11152636,2005-06-14,PRO
60580278,12648006,2009-12-28,PRO
60580279,12384327,2009-04-02,PRO
60580279,11147880,2005-06-08,PRO
60580280,11153252,2005-06-15,PRO
60580280,12175281,2008-07-17,PRO
60580281,11587458,2006-10-25,PRO
60580281,PCT/US05/16791,2005-05-13,PRO
60580283,11154417,2005-06-15,PRO
60580285,11569811,2006-11-30,PRO
60580285,PCT/US05/21042,2005-06-14,PRO
60580286,11153633,2005-06-15,PRO
60580286,PCT/US05/20720,2005-06-14,PRO
60580286,12331968,2008-12-10,PRO
60580287,10899546,2004-07-27,PRO
60580291,13270750,2011-10-11,PRO
60580291,12555184,2009-09-08,PRO
60580291,11153978,2005-06-16,PRO
60580291,PCT/US05/21337,2005-06-16,PRO
60580291,12899730,2010-10-07,PRO
60580292,11014096,2004-12-15,PRO
60580295,11154135,2005-06-15,PRO
