application_number,parent_application_number,parent_filing_date,continuation_type
13496146,PCT/EP2010/005597,2010-09-13,NST
13496147,PCT/JP2010/000455,2010-01-27,NST
13496148,PCT/EP10/63404,2010-09-13,NST
13496149,61242735,2009-09-15,PRO
13496149,PCT/US10/48828,2010-09-14,NST
13496150,61242224,2009-09-14,PRO
13496150,PCT/US10/48098,2010-09-08,NST
13496151,PCT/GB2010/051488,2010-09-07,NST
13496152,PCT/JP2010/064735,2010-08-30,NST
13496153,PCT/EP10/05620,2010-09-14,NST
13496154,PCT/DE2010/050046,2010-07-15,NST
13496155,PCT/IB10/02785,2010-10-01,NST
13496156,PCT/KR2010/003641,2010-06-07,NST
13496157,PCT/JP2010/065522,2010-09-09,NST
13496158,PCT/US2010/048803,2010-09-14,NST
13496159,PCT/JP2010/069754,2010-11-05,NST
13496160,PCT/JP2011/070752,2011-09-12,NST
13496161,PCT/IN2009/000656,2009-11-18,NST
13496162,PCT/JP2010/065746,2010-09-13,NST
13496163,PCT/CN2011/001843,2011-11-01,NST
13496164,PCT/IB2010/002301,2010-09-14,NST
13496165,PCT/JP2010/065605,2010-09-10,NST
13496166,PCT/EP2010/005716,2010-09-17,NST
13496167,PCT/JP2010/005675,2010-09-17,NST
13496168,PCT/JP2010/065743,2010-09-13,NST
13496169,PCT/EP2010/004218,2010-07-10,NST
13496170,61243516,2009-09-17,PRO
13496170,PCT/US10/49179,2010-09-16,NST
13496171,PCT/EP2010/063486,2010-09-14,NST
13496172,PCT/EP2010/063499,2010-09-14,NST
13496173,61242489,2009-09-15,PRO
13496173,PCT/US10/48666,2010-09-13,NST
13496174,PCT/JP12/51268,2012-01-20,NST
13496175,PCT/JP2009/004616,2009-09-15,NST
13496176,PCT/CA2010/000634,2010-04-22,NST
13496177,PCT/CA2009/001303,2009-09-15,NST
13496178,PCT/EP2010/063391,2010-09-13,NST
13496179,PCT/EP09/67562,2009-12-18,NST
13496180,PCT/US2010/048968,2010-09-15,NST
13496181,PCT/KR2010/006317,2010-09-15,NST
13496182,61242754,2009-09-15,PRO
13496182,61288190,2009-12-18,PRO
13496182,PCT/US10/48957,2010-09-15,NST
13496183,PCT/SE10/50996,2010-09-16,NST
13496184,PCT/US2010/049336,2010-09-17,NST
13496185,61436511,2011-01-26,PRO
13496185,61453884,2011-03-17,PRO
13496185,61454904,2011-03-21,PRO
13496185,PCT/US12/22255,2012-01-23,NST
13496186,PCT/AU2010/001187,2010-09-13,NST
13496187,PCT/EP10/05393,2010-09-02,NST
13496188,61453011,2011-03-15,PRO
13496188,PCT/US12/29104,2012-03-14,NST
13496189,PCT/SG09/00340,2009-09-14,NST
13496190,PCT/EP2009/063721,2009-10-20,NST
13496191,PCT/SG2009/000339,2009-09-14,NST
13496192,PCT/EP2010/061588,2010-08-10,NST
13496193,PCT/JP2011/064110,2011-06-21,NST
13496194,PCT/JP2010/065770,2010-09-13,NST
13496195,PCT/NO10/00335,2010-09-13,NST
13496196,61242693,2009-09-15,PRO
13496196,61244792,2009-09-22,PRO
13496196,61255692,2009-10-28,PRO
13496196,61262046,2009-11-17,PRO
13496196,61326071,2010-04-20,PRO
13496196,61352128,2010-06-07,PRO
13496196,PCT/US10/48512,2010-09-10,NST
13496197,PCT/AU10/01185,2010-09-13,NST
13496198,PCT/CN2011/001980,2011-11-28,NST
13496199,PCT/EP2010/060699,2010-07-23,NST
13496200,PCT/EP2010/063540,2010-09-15,NST
13496201,PCT/JP2010/065017,2010-09-02,NST
13496202,PCT/NL2010/050583,2010-09-14,NST
13496203,PCT/EP10/63683,2010-09-17,NST
13496204,PCT/NO10/00359,2010-10-12,NST
13496205,PCT/FR10/51834,2010-09-03,NST
13496206,PCT/JP2010/067633,2010-10-07,NST
13496207,PCT/EP2010/063092,2010-09-07,NST
13496208,PCT/IB2010/054189,2010-09-16,NST
13496209,PCT/GB10/01773,2010-09-21,NST
13496210,PCT/JP2010/065779,2010-09-14,NST
13496211,PCT/JP10/65588,2010-09-10,NST
13496212,PCT/EP2010/064050,2010-09-23,NST
13496213,PCT/IB10/54095,2010-09-10,NST
13496214,PCT/KR10/06399,2010-09-17,NST
13496215,PCT/JP2010/065535,2010-09-09,NST
13496216,PCT/FR2010/051779,2010-08-26,NST
13496217,PCT/US2010/049050,2010-09-16,NST
13496218,PCT/EP10/63358,2010-09-13,NST
13496219,PCT/JP2010/066887,2010-09-29,NST
13496220,PCT/JP2011/003357,2011-06-14,NST
13496221,PCT/IB2010/051168,2010-03-18,NST
13496222,PCT/EP2010/064047,2010-09-23,NST
13496223,PCT/IL2010/000755,2010-09-15,NST
13496224,61246163,2009-09-28,PRO
13496224,PCT/US10/49127,2010-09-16,NST
13496225,PCT/AU10/01205,2010-09-16,NST
13496226,PCT/IL10/00756,2010-09-15,NST
13496227,61246676,2009-09-29,PRO
13496227,PCT/US10/50698,2010-09-29,NST
13496228,PCT/IB2009/007204,2009-09-25,NST
13496229,PCT/JP2010/066013,2010-09-16,NST
13496230,61428636,2010-12-30,PRO
13496230,PCT/US11/68177,2011-12-30,NST
13496231,PCT/JP2010/065577,2010-09-10,NST
13496232,PCT/IB09/07162,2009-10-19,NST
13496233,PCT/JP2010/069822,2010-11-08,NST
13496234,PCT/SE12/50115,2012-02-07,NST
13496235,PCT/SE09/00416,2009-09-18,NST
13496236,61244762,2009-09-22,PRO
13496236,PCT/US10/49088,2010-09-16,NST
13496237,PCT/KR2010/006230,2010-09-13,NST
13496238,PCT/SE09/00413,2009-09-17,NST
13496239,PCT/EP2010/060626,2010-07-22,NST
13496240,PCT/EP10/64171,2010-09-24,NST
13496241,PCT/US09/57261,2009-09-17,NST
13496242,PCT/EP2010/062336,2010-08-24,NST
13496243,PCT/EP10/63715,2010-09-17,NST
13496244,61243567,2009-09-18,PRO
13496244,PCT/US10/49218,2010-09-17,NST
13496245,PCT/JP10/66767,2010-09-28,NST
13496246,61242930,2009-09-16,PRO
13496246,PCT/US10/49068,2010-09-16,NST
13496247,PCT/SE2010/050995,2010-09-16,NST
13496248,PCT/JP2010/058298,2010-05-17,NST
13496249,PCT/EP2010/064174,2010-09-24,NST
13496250,PCT/EP10/62585,2010-08-27,NST
13496251,PCT/EP2010/063929,2010-09-22,NST
13496252,PCT/IB2010/002332,2010-09-17,NST
13496253,PCT/CN10/75007,2010-07-06,NST
13496254,PCT/JP2010/063464,2010-08-09,NST
13496255,PCT/TR09/00116,2009-09-15,NST
13496256,PCT/EP10/63712,2010-09-17,NST
13496257,PCT/US2010/048210,2010-09-09,NST
13496258,PCT/KR2009/007066,2009-11-30,NST
13496259,PCT/JP2010/065288,2010-09-07,NST
13496260,PCT/EP10/63654,2010-09-16,NST
13496261,PCT/EP10/05702,2010-09-16,NST
13496262,PCT/EP2010/062780,2010-09-01,NST
13496263,PCT/NZ10/00187,2010-09-16,NST
13496264,PCT/FR10/51957,2010-09-21,NST
13496265,PCT/JP2010/065989,2010-09-15,NST
13496266,PCT/EP2010/063707,2010-09-17,NST
13496267,PCT/JP2010/005778,2010-09-24,NST
13496268,PCT/FI10/50705,2010-09-14,NST
13496269,61244327,2009-09-21,PRO
13496269,PCT/US10/49714,2010-09-21,NST
13496270,61242902,2009-09-16,PRO
13496270,PCT/US10/44961,2010-08-10,NST
13496271,61249916,2009-10-08,PRO
13496271,PCT/US10/50166,2010-09-24,NST
13496272,PCT/JP2010/059308,2010-06-02,NST
13496273,PCT/EP10/07145,2010-11-25,NST
13496274,PCT/JP2010/003069,2010-04-28,NST
13496275,PCT/IB10/54021,2010-09-07,NST
13496276,PCT/CN10/70377,2010-01-27,NST
13496277,PCT/EP2010/005698,2010-09-16,NST
13496278,PCT/CN11/72705,2011-04-13,NST
13496279,PCT/EP2010/005699,2010-09-16,NST
13496280,PCT/IB2010/002120,2010-08-30,NST
13496281,PCT/IB10/54191,2010-09-16,NST
13496282,61243092,2009-09-16,PRO
13496282,PCT/US10/49098,2010-09-16,NST
13496283,PCT/IB10/02144,2010-08-31,NST
13496284,PCT/CN2010/076788,2010-09-10,NST
13496285,PCT/EP2010/063421,2010-09-14,NST
13496286,PCT/CN11/72708,2011-04-13,NST
13496287,PCT/GB2010/001746,2010-09-17,NST
13496288,PCT/US09/57461,2009-09-18,NST
13496289,PCT/FR2010/000647,2010-09-29,NST
13496290,PCT/CN2010/000328,2010-03-17,NST
13496291,61271124,2009-07-17,PRO
13496291,PCT/US10/01981,2010-07-15,NST
13496292,PCT/KR2010/005068,2010-08-02,NST
13496293,PCT/EP2010/063478,2010-09-14,NST
13496294,PCT/BR2010/000329,2010-09-16,NST
13496295,PCT/CN10/76940,2010-09-15,NST
13496296,61244833,2009-09-22,PRO
13496296,PCT/US10/49889,2010-09-22,NST
13496297,PCT/IB2010/002312,2010-09-15,NST
13496298,PCT/IB09/07090,2009-09-18,NST
13496299,PCT/NL10/50626,2010-09-27,NST
13496300,PCT/JP2010/066176,2010-09-17,NST
13496301,PCT/EP10/60546,2010-07-21,NST
13496302,61243969,2009-09-18,PRO
13496302,PCT/US10/49058,2010-09-16,NST
13496303,PCT/IB10/54193,2010-09-16,NST
13496304,PCT/FR10/51849,2010-09-06,NST
13496305,PCT/NL2010/050599,2010-09-16,NST
13496306,PCT/JP2010/060396,2010-06-18,NST
13496307,61248671,2009-10-05,PRO
13496307,61249177,2009-10-06,PRO
13496307,PCT/US10/51264,2010-10-04,NST
13496308,PCT/FR2010/000603,2010-09-03,NST
13496309,PCT/EP10/63319,2010-09-10,NST
13496310,PCT/US10/51607,2010-10-06,NST
13496311,PCT/EP10/05424,2010-09-03,NST
