application_number,child_application_number,child_filing_date,continuation_type
06914132,07005247,1987-03-27,CIP
06914133,07302048,1989-01-25,CON
06914137,08369517,1995-01-06,REI
06914146,07378401,1989-07-11,REI
06914146,90003505,1994-07-22,REI
06914147,07447532,1989-12-07,CIP
06914149,07628924,1990-12-11,CON
06914149,07814203,1991-12-26,CON
06914150,08279081,1994-07-22,CON
06914150,07405068,1989-09-07,CON
06914150,07819650,1992-01-10,CON
06914151,07139138,1987-12-23,CON
06914155,07104564,1987-09-29,CON
06914156,07158073,1988-02-12,CON
06914156,07832871,1992-02-10,CON
06914156,08067148,1993-05-26,CON
06914169,07067381,1987-06-23,CON
06914169,07930973,1992-08-17,CON
06914169,08227781,1994-04-14,CON
06914169,07170070,1988-03-14,CON
06914169,08484669,1995-06-07,CON
06914169,07546252,1990-06-29,CIP
06914169,07285379,1988-12-15,CON
06914169,08484669,1995-06-07,CIP
06914169,07926331,1992-08-06,CON
06914169,07374958,1989-06-30,CON
06914169,07771547,1991-10-04,CON
06914179,07183885,1988-04-20,DIV
06914179,07183886,1988-04-20,DIV
06914180,07078943,1987-07-29,DIV
06914191,06624328,1984-06-25,CON
06914191,07078259,1987-07-27,CIP
06914198,07159430,1988-02-17,CON
06914198,07780572,1991-10-22,CON
06914198,07952252,1992-09-28,CON
06914200,07172974,1988-03-22,CON
06914201,07266238,1988-10-28,CON
06914204,07068685,1987-07-01,CON
06914210,07089897,1987-08-27,DIV
06914216,07283712,1988-12-13,CIP
06914217,07772976,1991-10-08,CON
06914217,07263968,1988-10-27,CON
06914217,07501970,1990-03-28,CON
06914228,07091178,1987-08-31,CIP
06914237,07258112,1988-10-14,CON
06914241,07370117,1989-06-22,CON
06914245,07230371,1988-08-10,CON
06914254,07327389,1989-03-20,CON
06914254,07210169,1988-06-21,CON
06914254,07201459,1988-06-02,DIV
06914258,07138658,1987-12-28,CON
06914258,07319797,1989-03-06,CON
06914263,07175622,1988-03-29,CON
06914277,07169114,1988-03-09,CON
06914284,07101773,1987-09-28,DIV
06914302,07447273,1989-12-07,CIP
06914302,07315636,1989-02-27,CIP
06914302,07087584,1987-08-20,CIP
06914303,07278987,1988-12-02,CIP
06914303,07087583,1987-08-20,CIP
06914307,07152335,1988-02-04,CIP
06914314,07021052,1987-03-02,CIP
06914315,07122557,1987-11-12,CON
06914318,07729894,1991-07-15,CON
06914318,07284814,1988-12-14,CON
06914318,08003693,1993-01-13,CON
06914318,07445943,1989-12-08,CON
06914321,07598819,1990-10-17,CON
06914321,07272818,1988-11-18,CON
06914332,07323429,1989-03-14,REI
06914335,08321300,1994-10-11,CIP
06914335,07271040,1988-11-15,CIP
06914335,07855245,1992-03-23,CIP
06914335,07133171,1987-12-11,CIP
06914335,07436412,1989-11-14,CIP
06914336,07203621,1988-06-02,CON
06914336,07293547,1989-01-04,CIP
06914347,07188705,1988-05-04,CON
06914354,07059335,1987-06-08,CIP
06914361,07102310,1987-09-25,CON
06914370,07177695,1988-04-05,CIP
06914379,07309313,1989-02-10,DIV
06914379,07088967,1987-08-24,CON
06914389,07183470,1988-04-15,CON
06914395,07118687,1987-11-09,DIV
06914415,07085313,1987-08-10,CON
06914416,07147603,1988-01-22,CON
06914416,07248355,1988-09-23,CON
06914417,07202749,1988-06-03,CON
06914419,07056496,1987-06-01,CON
06914423,07140932,1987-12-22,CON
06914429,07170203,1988-03-18,CIP
06914429,07058719,1987-06-05,CIP
06914433,07464608,1990-01-11,CON
06914433,07323119,1989-03-13,CON
06914433,07119205,1987-11-05,CON
06914434,07142364,1988-01-11,DIV
06914441,07170662,1988-02-29,CON
06914466,07283219,1988-12-12,DIV
06914467,07337622,1989-04-13,CON
06914469,07449486,1989-12-11,CON
06914469,08373885,1995-01-17,CON
06914470,07157487,1988-02-18,CON
06914473,07170430,1988-03-18,DIV
06914474,07257745,1988-10-13,CIP
06914475,07147712,1988-01-25,CIP
06914482,07539719,1990-06-18,DIV
06914485,07170065,1988-03-14,CON
