application_number,parent_application_number,parent_filing_date,continuation_type
12861366,11823397,2007-06-27,CON
12861366,12031096,2008-02-14,CIP
12861369,60873622,2006-12-06,PRO
12861369,11949474,2007-12-03,CON
12861370,11279188,2006-04-10,CON
12861372,11955188,2007-12-12,CON
12861374,61235849,2009-08-21,PRO
12861377,PCT/US2009/040029,2009-04-09,CON
12861378,61235833,2009-08-21,PRO
12861378,61316519,2010-03-23,PRO
12861380,61027123,2008-02-08,PRO
12861380,12366804,2009-02-06,CON
12861382,11444141,2006-05-30,CON
12861383,61238194,2009-08-30,PRO
12861385,60783074,2006-03-17,PRO
12861385,11507645,2006-08-22,CON
12861387,12421339,2009-04-09,CIP
12861388,61236744,2009-08-25,PRO
12861388,61236763,2009-08-25,PRO
12861388,61264501,2009-11-25,PRO
12861389,09743950,2003-07-28,CON
12861389,11059925,2005-02-17,CON
12861389,12181057,2008-07-28,CON
12861390,11901578,2007-09-18,CON
12861391,11525456,2006-09-22,CON
12861392,60561749,2004-04-13,PRO
12861392,60580084,2004-06-16,PRO
12861392,10939262,2004-09-10,CON
12861393,61274820,2009-08-21,PRO
12861396,11392557,2006-03-30,DIV
12861397,61274844,2009-08-21,PRO
12861399,11035050,2005-01-13,CON
12861400,PCT/US05/12680,2005-04-14,NST
12861400,11578601,2006-10-16,DIV
12861401,60707299,2005-08-10,PRO
12861401,11499436,2006-08-04,CON
12861401,12691670,2010-01-21,CON
12861404,60528865,2003-12-11,PRO
12861404,11010779,2004-12-13,CON
12861407,10488401,2004-06-24,DIV
12861407,12213920,2008-06-26,DIV
12861407,12635181,2009-12-10,CON
12861407,PCT/JP01/10991,2001-12-14,NST
12861409,60948315,2007-07-06,PRO
12861409,12167581,2008-07-03,CON
12861411,10890154,2004-07-14,DIV
12861411,11598020,2006-11-13,DIV
12861411,12184949,2008-08-01,DIV
12861413,11028938,2005-01-05,CON
12861414,61241280,2009-09-10,PRO
12861415,61246819,2009-09-29,PRO
12861417,11950036,2007-12-04,DIV
12861420,12300060,2008-11-07,CON
12861420,PCT/EP2007/055169,2007-05-29,NST
12861421,60313357,2001-08-17,PRO
12861421,10222273,2002-08-16,CON
12861421,10817030,2004-04-02,CON
12861421,11480091,2006-06-30,DIV
12861421,11972843,2008-01-11,CON
12861422,61227042,2009-07-20,PRO
12861422,12838347,2010-07-16,DIV
12861423,11162938,2005-09-28,CIP
12861423,12497959,2009-07-06,CIP
12861424,11166817,2005-06-24,CIP
12861424,11695513,2007-04-02,CON
12861424,11695514,2007-04-02,CON
12861424,11695541,2007-04-02,CON
12861424,61086728,2008-08-06,PRO
12861424,12253845,2008-10-17,CIP
12861424,61210882,2009-03-23,PRO
12861424,12536359,2009-08-05,CIP
12861424,61235898,2009-08-21,PRO
12861424,12756962,2010-04-08,CIP
12861425,11578995,2006-10-19,CON
12861425,PCT/JP2005/005223,2005-03-23,NST
12861428,61236815,2009-08-25,PRO
12861428,61239152,2009-09-02,PRO
12861429,61321663,2010-04-07,PRO
12861430,PCT/EP2009/050419,2009-01-15,CON
12861431,11670095,2007-02-01,CON
12861433,11395724,2006-03-31,DIV
12861434,09585345,2000-06-02,DIV
12861434,11470838,2006-09-07,CON
12861439,11592341,2006-11-02,CON
12861439,11933126,2007-10-31,DIV
12861440,60419300,2002-10-17,PRO
12861440,60464198,2003-04-21,PRO
12861440,10687230,2003-10-16,DIV
12861442,11445874,2006-06-02,DIV
12861444,61236552,2009-08-25,PRO
12861445,60940693,2007-05-29,PRO
12861445,61030558,2008-02-21,PRO
12861445,12129402,2008-05-29,CON
12861447,60360791,2002-03-01,PRO
12861447,10378165,2003-03-03,CON
12861448,61235863,2009-08-21,PRO
12861451,61237708,2009-08-28,PRO
12861452,11679302,2007-02-27,DIV
12861453,PCT/US05/12680,2005-04-14,NST
12861453,11578601,2006-10-16,DIV
12861454,61236402,2009-08-24,PRO
12861455,61235875,2009-08-21,PRO
12861456,60497527,2003-08-25,PRO
12861456,60548493,2004-02-27,PRO
12861456,10925693,2004-08-25,DIV
12861457,11501211,2006-08-08,CON
12861460,11201788,2005-08-11,DIV
12861461,60687606,2005-06-03,PRO
12861461,60690268,2005-06-14,PRO
12861461,60692890,2005-06-22,PRO
12861461,60694371,2005-06-27,PRO
12861461,11174447,2005-06-30,DIV
12861462,10036770,2001-12-21,DIV
12861462,10808431,2004-03-25,DIV
12861462,11611954,2006-12-18,CON
12861465,12161541,2008-07-18,CON
12861465,PCT/GB07/50017,2007-01-15,NST
12861466,08795316,1997-02-03,CIP
12861466,09220884,1998-12-28,DIV
12861466,09593847,2000-06-14,CIP
12861466,09823853,2001-03-30,DIV
12861466,10272982,2002-10-17,CIP
12861466,10674565,2003-09-30,DIV
12861466,11891079,2007-08-09,CON
12861467,61236799,2009-08-25,PRO
12861468,PCT/JP2009/053293,2009-02-24,CON
12861472,61263049,2009-11-20,PRO
12861473,61241071,2009-09-10,PRO
12861479,60707392,2005-08-11,PRO
12861479,11501478,2006-08-09,DIV
12861480,61227042,2009-07-20,PRO
12861480,12838347,2010-07-16,DIV
12861485,61237568,2009-08-27,PRO
12861486,12508441,2009-07-23,CIP
12861486,61236470,2009-08-24,PRO
12861486,61243428,2009-09-17,PRO
12861487,60463576,2003-04-17,PRO
12861487,10824846,2004-04-15,CON
12861490,61303243,2010-02-10,PRO
12861492,PCT/US05/12680,2005-04-14,NST
12861492,11578601,2006-10-16,DIV
12861493,PCT/EP2008/010383,2008-12-08,CON
12861495,10994361,2004-11-23,DIV
12861495,12149852,2008-05-09,CON
12861500,60553658,2004-03-15,PRO
12861500,60522769,2004-11-04,PRO
12861500,10904871,2004-12-01,DIV
12861503,61237575,2009-08-27,PRO
12861504,60781516,2006-03-10,PRO
12861504,11716354,2007-03-08,DIV
12861508,60254467,2000-12-08,PRO
12861508,PCT/US01/47634,2001-12-10,NST
12861508,10433817,2003-11-28,CON
12861508,12167893,2008-07-03,CON
12861511,09312177,1999-05-14,CON
12861511,09886311,2001-06-21,CON
12861511,11789953,2007-04-26,CON
12861511,PCT/DK99/00086,1999-02-25,CON
12861513,61235908,2009-08-21,PRO
12861513,61349018,2010-05-27,PRO
12861513,61373471,2010-08-13,PRO
12861514,60533997,2003-12-31,PRO
12861514,60533969,2003-12-31,PRO
12861514,11028952,2005-01-03,DIV
12861516,08678795,1996-07-12,CIP
12861516,09113837,1998-07-10,DIV
12861516,10079360,2002-02-20,CON
12861516,10440459,2003-05-16,CON
12861517,61235738,2009-08-21,PRO
12861519,12244821,2008-10-03,DIV
12861519,PCT/JP07/72199,2007-11-15,CON
12861520,60975118,2007-09-25,PRO
12861520,12058938,2008-03-31,CON
12861521,60744949,2006-04-17,PRO
12861521,11736254,2007-04-17,DIV
12861523,11143701,2005-06-02,CON
12861524,61236592,2009-08-25,PRO
12861524,61306281,2010-02-19,PRO
12861524,61315262,2010-03-18,PRO
12861526,11812060,2007-06-14,CIP
12861529,60620263,2004-10-19,PRO
12861529,11247045,2005-10-11,CON
12861529,11863413,2007-09-28,DIV
12861531,10433308,2003-09-23,CON
12861531,PCT/NL01/00866,2001-11-29,NST
12861532,61236058,2009-08-21,PRO
12861532,61236059,2009-08-21,PRO
12861538,61249948,2009-10-08,PRO
12861539,11792047,2007-06-01,DIV
12861539,PCT/EP2005/056289,2005-11-29,NST
12861540,61227042,2009-07-20,PRO
12861540,12838347,2010-07-16,DIV
12861542,10776007,2004-02-10,CON
12861542,60543225,2004-02-10,PRO
12861542,11416461,2006-05-02,CON
12861542,11968781,2008-01-03,CON
12861543,11503680,2006-08-14,DIV
12861544,61235741,2009-08-21,PRO
12861546,10415284,2003-12-11,DIV
12861546,PCT/EP01/10459,2001-09-11,NST
12861547,10423427,2003-04-25,CON
12861547,11063058,2005-02-22,CIP
12861548,10769907,2004-02-03,DIV
12861548,11504670,2006-08-16,CIP
12861551,61238040,2009-08-28,PRO
12861553,61274986,2009-08-24,PRO
12861555,60800373,2006-05-16,PRO
12861555,11647313,2006-12-29,CIP
12861555,11953604,2007-12-10,DIV
12861558,60625391,2004-11-05,PRO
12861558,11268674,2005-11-07,CON
12861558,11737866,2007-04-20,CIP
12861558,60916442,2007-05-07,PRO
12861558,60917078,2007-05-10,PRO
12861558,60952311,2007-07-27,PRO
12861558,60987588,2007-11-13,PRO
12861558,12116726,2008-05-07,CIP
12861559,61274969,2009-08-24,PRO
12861563,61248741,2009-10-05,PRO
12861565,61274806,2009-08-21,PRO
12861566,61353577,2010-06-10,PRO
12861567,12047141,2008-03-12,CIP
12861567,12116415,2008-05-07,CIP
12861569,PCT/JP2009/000410,2009-02-03,CON
12861571,61236085,2009-08-22,PRO
12861571,61332651,2010-05-07,PRO
12861575,61236088,2009-08-22,PRO
12861576,60826630,2006-09-22,PRO
12861576,11617915,2006-12-29,CON
12861580,61278575,2009-10-07,PRO
12861581,11918478,2009-06-08,CON
12861581,PCT/EP2006/061565,2006-04-12,NST
12861583,61235908,2009-08-21,PRO
12861583,61349018,2010-05-27,PRO
12861583,61373471,2010-08-13,PRO
12861584,12047141,2008-03-12,CIP
12861584,12116415,2008-05-07,CIP
12861588,61370093,2010-08-02,PRO
12861589,60824005,2006-08-30,PRO
12861589,11749587,2007-05-16,CIP
12861589,61356813,2010-06-21,PRO
12861592,11555192,2006-10-31,CON
12861593,61236440,2009-08-24,PRO
12861593,61237745,2009-08-28,PRO
12861593,61348470,2010-05-26,PRO
12861594,08774055,1996-12-23,CON
12861594,09866523,2001-05-25,CON
12861595,12838104,2010-07-16,CIP
12861597,10941488,2004-09-15,CON
12861598,PCT/JP2009/001271,2009-03-23,CON
12861599,10826429,2004-04-16,DIV
12861600,61236938,2009-08-26,PRO
12861601,61242684,2009-09-15,PRO
12861605,10549493,2007-01-10,CON
12861605,PCT/NL2004/000186,2004-03-16,NST
12861609,61287124,2009-12-16,PRO
12861610,61274840,2009-08-21,PRO
12861612,61287124,2009-12-16,PRO
12861613,61235908,2009-08-21,PRO
12861613,61349018,2010-05-27,PRO
12861613,61373471,2010-08-13,PRO
12861614,11512615,2006-08-29,CIP
12861614,12257567,2008-10-24,CIP
12861618,11529416,2006-09-28,CON
12861619,10680797,2003-10-07,CON
12861619,11032420,2005-01-10,CIP
12861619,11274817,2005-11-15,CIP
12861619,11531812,2006-09-14,CIP
12861619,12123866,2008-05-20,CON
12861620,11127336,2005-05-11,CON
12861620,60878874,2007-01-05,PRO
12861620,11969607,2008-01-04,CON
12861620,12420699,2009-04-08,CON
12861623,61235838,2009-08-21,PRO
12861624,10550533,2006-04-28,CIP
12861624,PCT/AU2004/000383,2004-03-26,NST
12861626,61236286,2009-08-24,PRO
12861627,60838959,2006-08-19,PRO
12861627,11840898,2007-08-17,DIV
12861628,60457164,2003-03-25,PRO
12861628,60457165,2003-03-25,PRO
12861628,60457166,2003-03-25,PRO
12861628,60457167,2003-03-25,PRO
12861628,60457163,2003-03-25,PRO
12861628,10810306,2004-03-25,CON
12861629,12649263,2009-12-29,CON
12861632,12684479,2010-01-08,CIP
12861633,08364431,1994-12-27,CON
12861633,08530825,1995-09-20,CON
12861633,08653117,1996-05-24,CON
12861633,09129029,1998-08-04,CON
12861633,09557258,2000-04-24,DIV
12861633,10855816,2004-05-27,CON
12861634,60484544,2003-07-01,PRO
12861634,10801321,2004-03-16,CON
12861634,60576005,2004-06-01,PRO
12861634,10880269,2004-06-29,CIP
12861634,11001110,2004-11-30,CIP
12861634,11688189,2007-03-19,DIV
12861635,61236765,2009-08-25,PRO
12861636,10728212,2003-12-04,CON
12861636,11367514,2006-03-03,CON
12861637,11132400,2005-05-19,CON
12861639,11748354,2007-05-14,CON
12861640,12257956,2008-10-24,CIP
12861640,61235905,2009-08-21,PRO
12861641,61278575,2009-10-07,PRO
12861642,11758897,2007-06-06,CON
12861644,61235993,2009-08-21,PRO
12861645,61349467,2010-05-28,PRO
12861646,61236052,2009-08-21,PRO
12861647,10969149,2004-10-20,CON
12861649,61014713,2007-12-18,PRO
12861649,11963731,2007-12-21,CON
12861651,61054344,2008-05-19,PRO
12861651,12465219,2009-05-13,CIP
12861652,61236058,2009-08-21,PRO
12861652,61236059,2009-08-21,PRO
12861654,11339292,2006-01-25,DIV
12861655,61004710,2007-11-28,PRO
12861655,61005271,2007-12-03,PRO
12861655,61007141,2007-12-11,PRO
12861655,61192455,2008-09-17,PRO
12861655,12315009,2008-11-26,CON
12861657,60684457,2005-05-25,PRO
12861657,11419922,2006-05-23,CON
12861657,12355971,2009-01-19,CON
12861658,09796570,2001-02-28,CON
12861659,60799787,2006-05-11,PRO
12861659,11452442,2006-06-13,CON
12861659,12506848,2009-07-21,CON
12861660,61235838,2009-08-21,PRO
12861663,60686492,2005-05-31,PRO
12861663,11172692,2005-06-30,CON
12861669,60471487,2003-05-15,PRO
12861669,10846165,2004-05-14,CON
12861671,61349467,2010-05-28,PRO
12861672,60668785,2005-04-06,PRO
12861672,11389351,2006-03-24,DIV
12861677,12145415,2008-06-24,CON
12861679,11765546,2007-06-20,DIV
12861680,61235971,2009-08-21,PRO
12861681,61349467,2010-05-28,PRO
12861683,12547460,2009-08-25,CIP
12861686,61236017,2009-08-21,PRO
12861688,11066938,2005-02-25,DIV
12861691,12175279,2008-07-17,CON
12861693,60954658,2007-08-08,PRO
12861693,12187160,2008-08-06,CON
12861696,61345964,2010-05-18,PRO
12861697,60801026,2006-05-16,PRO
12861697,60862038,2006-10-18,PRO
12861697,11749076,2007-05-15,CON
12861698,60995353,2007-09-26,PRO
12861698,12239333,2008-09-26,CON
12861700,11441051,2006-05-26,CON
12861701,60825100,2006-09-08,PRO
12861701,11852822,2007-09-10,DIV
12861702,60923263,2007-04-13,PRO
12861702,11891086,2007-08-08,CON
12861705,12326014,2008-12-01,CON
12861705,12544962,2009-08-20,CON
12861705,12756949,2010-04-08,CON
12861706,61236300,2009-08-24,PRO
12861706,61261065,2009-11-13,PRO
12861707,09469431,1999-12-23,CIP
12861707,09919507,2001-07-31,DIV
12861707,10680602,2003-10-06,CON
12861710,61272174,2009-08-26,PRO
12861711,12829508,2010-07-02,CIP
12861712,61274811,2009-08-21,PRO
12861714,60383468,2002-05-24,PRO
12861714,60383359,2002-05-24,PRO
12861714,PCT/US03/16649,2003-05-23,CON
12861714,10997065,2004-11-24,DIV
12861715,61236392,2009-08-24,PRO
12861716,61235952,2009-08-21,PRO
12861720,12326009,2008-12-01,CON
12861720,12544981,2009-08-20,CON
12861720,12756134,2010-04-07,CON
12861721,61236021,2009-08-21,PRO
12861723,60665338,2005-03-25,PRO
12861723,11388421,2006-03-24,CON
12861724,61235953,2009-08-21,PRO
12861727,PCT/US2009/034632,2009-02-20,CIP
12861729,60372062,2002-04-11,PRO
12861729,10174349,2002-06-17,DIV
12861729,11455028,2006-07-24,DIV
12861732,60563238,2004-04-16,PRO
12861732,10958871,2004-10-05,CON
12861733,10691777,2003-10-22,CON
12861734,11587333,2006-10-19,DIV
12861734,PCT/JP2005/007687,2005-04-22,NST
12861738,60054461,1997-08-01,PRO
12861738,09485046,2000-05-05,CIP
12861738,09626896,2000-07-27,CIP
12861738,09841730,2001-04-24,CON
12861738,PCT/US98/15598,1998-07-28,NST
12861738,11051267,2005-02-03,CON
12861738,12360093,2009-01-26,DIV
12861740,12020360,2008-01-25,CIP
12861741,08413305,1995-03-30,CON
12861741,08792079,1997-01-31,CON
