application_number,parent_application_number,parent_filing_date,continuation_type
12414047,61086141,2008-08-04,PRO
12414048,10403128,2003-03-31,DIV
12414048,60670524,2005-04-12,PRO
12414048,11403128,2006-04-12,DIV
12414052,11685161,2007-03-12,CON
12414053,61040981,2008-03-31,PRO
12414060,12196713,2008-08-22,CON
12414065,61145419,2009-01-16,PRO
12414067,10558343,2007-01-12,CON
12414067,PCT/US2004/017129,2004-06-02,NST
12414068,11054399,2005-02-09,CIP
12414068,61119581,2008-12-03,PRO
12414069,61041289,2008-04-01,PRO
12414070,60839806,2006-08-24,PRO
12414070,11839810,2007-08-16,CIP
12414073,11628184,2007-02-12,CON
12414073,PCT/GB2005/002039,2005-05-24,NST
12414074,PCT/JP2006/324008,2006-11-30,CON
12414076,61040569,2008-03-28,PRO
12414079,61040388,2008-03-28,PRO
12414080,11350921,2006-02-10,DIV
12414085,10894248,2004-07-19,DIV
12414086,09635999,2000-08-09,DIV
12414086,11112015,2005-04-22,CON
12414088,61148817,2009-01-30,PRO
12414089,11663476,,CON
12414089,PCT/US2005/033776,2005-09-21,NST
12414094,61120960,2008-12-09,PRO
12414097,11964264,2007-12-26,CIP
12414103,12015276,2008-01-16,CIP
12414105,10655397,2003-09-05,DIV
12414109,61049519,2008-05-01,PRO
12414111,60931086,2007-05-21,PRO
12414111,11864304,2007-09-28,CIP
12414112,11011946,2004-12-15,CON
12414113,10894248,2004-07-19,DIV
12414114,61041405,2008-04-01,PRO
12414115,11355448,2006-02-16,CIP
12414117,61077715,2008-07-02,PRO
12414120,10529990,2005-03-31,DIV
12414120,11862640,2007-09-27,CON
12414120,PCT/DE03/03355,2003-10-10,NST
12414124,61040933,2008-03-31,PRO
12414127,10655397,2003-09-05,DIV
12414128,10549698,2006-07-14,DIV
12414128,PCT/JP04/09820,2004-07-09,NST
12414131,10926394,2004-08-26,DIV
12414134,11616420,2006-12-27,DIV
12414137,61043190,2008-04-08,PRO
12414138,10335842,2003-01-02,CON
12414148,60106674,1998-11-02,PRO
12414148,09830999,2001-05-02,DIV
12414148,PCT/US99/25614,1999-11-01,NST
12414148,10361077,2003-02-07,CON
12414148,10711276,2004-09-07,CON
12414148,10908603,2005-05-18,CON
12414148,11621374,2007-01-09,CON
12414148,11935531,2007-11-06,DIV
12414152,61041124,2008-03-31,PRO
12414153,60619296,2004-10-15,PRO
12414153,60682173,2005-05-17,PRO
12414153,11148700,2005-06-09,DIV
12414153,11533145,2006-09-19,CON
12414155,60368647,2002-03-29,PRO
12414155,10400952,2003-03-27,DIV
12414156,61072589,2008-03-31,PRO
12414156,61072588,2008-03-31,PRO
12414156,61072625,2008-03-31,PRO
12414157,61040518,2008-03-28,PRO
12414159,10997218,2004-11-24,CON
12414160,60850734,2006-10-11,PRO
12414160,11870724,2007-10-11,CON
12414160,12185396,2008-08-04,CON
12414163,11257409,2005-10-12,DIV
12414169,61040343,2008-03-28,PRO
12414171,12346589,2008-12-30,CIP
12414175,61099538,2008-09-23,PRO
12414180,10125187,2002-04-18,DIV
12414180,PCT/AU00/01258,2000-10-18,CON
12414182,61059545,2008-06-06,PRO
12414182,61138605,2008-12-18,PRO
12414183,60622640,2004-10-27,PRO
12414183,PCT/US05/39901,2005-10-26,NST
12414183,11666362,2007-04-25,CON
12414184,10734210,2003-12-15,DIV
12414190,61040902,2008-03-31,PRO
12414190,61048687,2008-04-29,PRO
12414190,61050810,2008-05-06,PRO
12414190,61098431,2008-09-19,PRO
12414190,61112436,2008-11-07,PRO
12414191,61072645,2008-03-31,PRO
12414191,61094843,2008-09-05,PRO
12414191,61139287,2008-12-19,PRO
12414192,61090466,2008-08-20,PRO
12414193,08511070,1995-08-03,CON
12414193,08905599,1997-08-04,CIP
12414193,60094602,1998-07-30,PRO
12414193,60096133,1998-08-10,PRO
12414193,09762077,2002-06-03,DIV
12414193,PCT/US99/17338,1999-07-30,NST
12414193,11544425,2006-10-06,CON
12414194,61116465,2008-11-20,PRO
12414194,61154718,2009-02-23,PRO
12414197,11091998,2005-03-29,DIV
12414199,11684326,2007-03-09,CIP
12414199,12014875,2008-01-16,CIP
12414199,12040062,2008-02-29,CIP
12414199,61088776,2008-08-14,PRO
12414199,12264023,2008-11-03,CIP
12414201,11805767,2007-05-24,CON
12414208,60435173,2002-12-20,PRO
12414208,10741627,2003-12-19,CON
12414209,60519838,2003-11-12,PRO
12414209,10987800,2004-11-12,CON
12414211,PCT/KR07/04536,2007-09-19,CON
12414212,61099740,2008-09-24,PRO
12414214,61041051,2008-03-31,PRO
12414222,61040412,2008-03-28,PRO
12414227,61040948,2008-03-31,PRO
12414235,60578072,2004-06-01,PRO
12414235,11148570,2005-06-01,CON
12414241,61040710,2008-03-30,PRO
12414244,PCT/JP2006/319810,2006-10-03,CON
12414246,10240280,2003-01-27,DIV
12414246,PCT/EP01/03951,2001-03-30,NST
12414250,61040477,2008-03-28,PRO
12414252,11937215,2007-11-08,CON
12414254,61121602,2008-12-11,PRO
12414257,10527376,2005-10-14,CON
12414257,PCT/EP2003/010377,2003-09-18,NST
12414259,12288681,2008-10-22,CIP
12414261,61115054,2008-11-15,PRO
12414262,10992390,2004-11-17,CON
12414265,11113867,2005-04-25,CON
12414266,61051799,2008-05-09,PRO
12414267,60146581,1999-07-30,PRO
12414267,60147763,1999-08-06,PRO
12414267,09627897,2000-07-27,CIP
12414267,09791497,2001-02-22,CIP
12414267,10000776,2001-11-30,DIV
12414267,10777790,2004-02-11,DIV
12414270,61072136,2008-03-28,PRO
12414273,11025797,2004-12-29,DIV
12414274,08834655,1997-04-11,CIP
12414274,09367013,1999-08-05,DIV
12414275,09972085,2001-10-04,CIP
12414275,10720916,2003-11-24,CON
12414275,11460738,2006-07-28,CIP
12414275,12237529,2008-09-25,CIP
12414278,61051790,2008-05-09,PRO
12414282,61121017,2008-12-09,PRO
12414287,PCT/JP2007/068136,2007-09-19,CON
12414289,61040466,2008-03-28,PRO
12414291,61040679,2008-03-30,PRO
12414292,61041173,2008-03-31,PRO
12414298,61051796,2008-05-09,PRO
12414300,12184358,2008-08-01,CIP
12414303,60638263,2004-12-22,PRO
12414303,11318127,2005-12-22,CON
12414303,PCT/EP2005/012879,2005-12-02,CIP
12414305,60710523,2005-08-23,PRO
12414305,60734670,2005-11-08,PRO
12414305,11466725,2006-08-23,CON
12414306,11266770,2005-11-03,CON
12414311,11343359,2006-01-31,CON
12414312,10533538,2005-05-02,CON
12414312,PCT/JP03/14790,2003-11-20,NST
12414313,12106077,2008-04-18,CIP
12414316,60170244,1999-12-10,PRO
12414316,09731496,2000-12-07,CIP
12414316,10012241,2001-11-05,CON
12414319,11088147,2005-03-23,DIV
12414321,60310133,2001-08-03,PRO
12414321,PCT/US02/23924,2002-07-25,NST
12414321,10485165,2004-08-26,CON
12414323,61059395,2008-06-06,PRO
12414323,61059907,2008-06-09,PRO
12414330,11198024,2005-08-05,CON
12414331,61043043,2008-04-07,PRO
12414332,61040464,2008-03-28,PRO
12414333,10911738,2004-08-05,DIV
12414334,10910779,2004-08-03,DIV
12414335,10738222,2003-12-18,CON
12414339,60290132,2001-05-10,PRO
12414339,10143552,2002-05-10,CON
12414339,10770165,2004-02-02,CON
12414339,11405267,2006-04-17,CON
12414339,11869633,2007-10-09,CON
12414345,11620368,2007-01-05,CON
12414346,61041130,2008-03-31,PRO
12414347,60137010,1999-06-01,PRO
12414347,09585817,2000-06-01,CON
12414347,09724575,2000-11-28,CON
12414347,11842046,2007-08-20,CON
12414352,61040516,2008-03-28,PRO
12414355,61040526,2008-03-28,PRO
12414356,61041526,2008-04-01,PRO
12414357,61040823,2008-03-31,PRO
12414357,61053347,2008-05-15,PRO
12414357,61074861,2008-06-23,PRO
12414363,60258428,2000-12-27,PRO
12414363,10032044,2001-12-21,DIV
12414363,11350464,2006-02-08,CON
12414363,11693546,2007-03-29,CON
12414366,61072178,2008-03-28,PRO
12414375,10933070,2004-09-02,CIP
12414375,11366354,2006-03-01,DIV
12414376,09077572,1998-10-13,DIV
12414376,PCT/US96/18984,1996-11-27,CON
12414376,11330527,2006-01-12,CON
12414377,61040864,2008-03-31,PRO
12414378,61072251,2008-03-28,PRO
12414379,10860519,2004-06-03,CIP
12414379,10860399,2004-06-03,CIP
12414379,11020977,2004-12-22,CIP
12414379,11064413,2005-02-23,CIP
12414379,11089348,2005-03-24,CIP
12414379,11772178,2007-06-30,CIP
12414381,61040376,2008-03-28,PRO
12414384,61047837,2008-04-25,PRO
12414387,10860519,2004-06-03,CIP
12414387,10860399,2004-06-03,CIP
12414387,11020977,2004-12-22,CIP
12414387,11064413,2005-02-23,CIP
12414387,11089348,2005-03-24,CIP
12414387,11772178,2007-06-30,CIP
12414387,12060049,2008-03-31,CIP
12414389,11361142,2006-02-23,DIV
12414395,61040845,2008-03-31,PRO
12414397,11149040,2005-06-08,CON
12414403,61040827,2008-03-31,PRO
12414403,61102220,2008-10-02,PRO
12414404,09749050,2000-12-27,CON
12414407,60259325,2000-12-29,PRO
12414407,60259541,2001-01-02,PRO
12414407,10032900,2001-12-26,CON
12414407,11768054,2007-06-25,CON
12414413,61072210,2008-03-28,PRO
12414414,61041410,2008-04-01,PRO
12414415,60261153,2001-01-11,PRO
12414415,10043413,2002-01-10,CIP
12414415,10336832,2003-01-02,CON
12414416,11387855,2006-03-24,DIV
12414417,60216594,2000-07-07,PRO
12414417,09901782,2001-07-09,CON
12414417,11648138,2006-12-29,CON
12414419,61041070,2008-03-31,PRO
12414420,10203790,2002-08-14,CON
12414420,11476725,2006-06-29,CON
12414420,PCT/JP01/01065,2001-02-15,NST
12414426,61046398,2008-04-18,PRO
12414427,11286110,2005-11-23,CON
12414430,61041083,2008-03-31,PRO
12414432,61041201,2008-03-31,PRO
12414442,09070677,1998-04-30,CON
12414442,09667199,2000-09-21,CON
12414442,10420057,2003-04-18,CON
12414443,11270704,2005-11-08,DIV
12414444,08353523,1994-12-07,CON
12414444,08831634,1997-04-08,CON
12414444,09776243,2001-02-02,CON
12414444,10237141,2002-09-05,CON
12414444,11233802,2005-09-23,CON
12414444,11497556,2006-07-31,CON
12414447,61046387,2008-04-18,PRO
12414449,PCT/JP2007/068827,2007-09-27,CIP
12414456,09070677,1998-04-30,CON
12414456,09667199,2000-09-21,CON
12414456,10420057,2003-04-18,CON
12414457,61072546,2008-03-31,PRO
12414458,61107921,2008-10-23,PRO
12414458,61107935,2008-10-23,PRO
12414458,61107945,2008-10-23,PRO
12414460,11224009,2005-09-13,CIP
12414460,61064849,2008-03-31,PRO
12414461,11556120,2006-11-02,CON
12414465,61126860,2008-05-07,PRO
12414467,60983032,2007-10-26,PRO
12414467,61036848,2008-03-14,PRO
12414467,61085748,2008-08-01,PRO
12414467,12253870,2008-10-17,CIP
12414468,10170278,2002-06-12,CIP
12414468,10170278,2002-06-12,CON
12414468,11224903,2005-09-12,CIP
12414468,11303444,2005-12-15,CIP
12414468,60858046,2006-11-10,PRO
12414468,11565424,2006-11-30,CIP
12414468,11655496,2007-01-19,CON
12414468,11829028,2007-07-26,CIP
12414468,11870249,2007-10-10,CIP
12414470,10170278,2002-06-12,CIP
12414470,10170278,2002-06-12,CON
12414470,11224903,2005-09-12,CIP
12414470,11303444,2005-12-15,CIP
12414470,60858046,2006-11-10,PRO
12414470,11565424,2006-11-30,CIP
12414470,11655496,2007-01-19,CON
12414470,11829028,2007-07-26,CIP
12414470,11870249,2007-10-10,CIP
12414472,60574506,2004-05-25,PRO
12414472,60574876,2004-05-26,PRO
12414472,60582732,2004-06-22,PRO
12414472,60588635,2004-07-16,PRO
12414472,60590509,2004-07-23,PRO
12414472,60622312,2004-10-25,PRO
12414472,60624490,2004-11-01,PRO
12414472,60635995,2004-12-13,PRO
12414472,11135777,2005-05-23,CON
12414473,10679108,2003-10-03,CON
12414473,11527803,2006-09-26,CON
12414473,12119373,2008-05-12,CON
12414474,09070677,1998-04-30,CON
12414474,09667199,2000-09-21,CON
12414474,10420057,2003-04-18,CON
12414475,60780433,2006-03-08,PRO
12414475,11683970,2007-03-08,DIV
12414476,61107921,2008-10-23,PRO
12414476,61107935,2008-10-23,PRO
12414476,61107945,2008-10-23,PRO
12414478,11091790,2005-03-28,CIP
12414482,60532004,2003-12-23,PRO
12414482,60586566,2004-07-09,PRO
12414482,60587942,2004-07-14,PRO
12414482,11021618,2004-12-23,CON
12414484,60258160,2000-12-22,PRO
12414484,09874637,2001-06-05,CIP
12414484,09953979,2001-09-17,CIP
12414484,10021692,2001-12-12,CIP
12414484,10035821,2001-10-19,CIP
12414484,10246802,2002-09-17,CIP
12414484,10270268,2002-10-11,CIP
12414484,60466354,2003-04-29,PRO
12414484,10834541,2004-04-29,DIV
12414485,60283800,2001-04-13,PRO
12414485,10123436,2002-04-15,CON
12414485,10796630,2004-03-09,CON
12414485,11178648,2005-07-11,CON
12414485,11511002,2006-08-28,CON
12414486,61041150,2008-03-31,PRO
12414487,09070677,1998-04-30,CON
12414487,09667199,2000-09-21,CON
12414487,10420057,2003-04-18,CON
12414492,61040914,2008-03-31,PRO
12414494,61040802,2008-03-31,PRO
12414497,60274232,2001-03-09,PRO
12414497,60327297,2001-10-09,PRO
12414497,10094424,2002-03-11,DIV
12414500,61152615,2009-02-13,PRO
12414502,60318271,2001-09-07,PRO
12414502,10237640,2002-09-06,DIV
12414502,11066964,2005-02-25,DIV
12414505,PCT/US01/45050,2001-11-14,NST
12414505,10473010,2004-03-22,DIV
12414506,10535687,2005-05-19,CON
12414506,PCT/GB03/05031,2003-11-19,NST
12414510,PCT/US01/45050,2001-11-14,NST
12414510,10473010,2004-03-22,DIV
12414511,09070677,1998-04-30,CON
12414511,09667199,2000-09-21,CON
12414511,10420057,2003-04-18,CON
12414513,61040443,2008-03-28,PRO
12414515,60624360,2004-11-02,PRO
12414515,11264204,2005-11-01,CON
12414516,10733648,2003-12-12,CON
12414517,PCT/US01/45050,2001-11-14,NST
12414517,10473010,2004-03-22,DIV
12414521,11178178,2005-07-08,CON
12414523,PCT/US01/45050,2001-11-14,NST
12414523,10473010,2004-03-22,DIV
12414526,10722560,2003-11-28,CON
12414529,09363228,1999-07-19,CIP
12414529,PCT/US00/19746,2000-07-19,NST
12414529,10031913,2002-05-21,CIP
12414529,10435946,2003-05-12,CON
12414530,61040619,2008-03-28,PRO
12414531,09070677,1998-04-30,CON
12414531,09667199,2000-09-21,CON
12414531,10420057,2003-04-18,CON
12414534,11958772,2007-12-18,CIP
12414539,09839289,2001-04-20,CIP
12414539,10193550,2002-07-09,CON
12414539,11002329,2004-12-01,CON
12414541,60763676,2006-01-30,PRO
12414541,60801082,2006-05-16,PRO
12414541,11700289,2007-01-30,CON
12414542,09070677,1998-04-30,CON
