application_number,child_application_number,child_filing_date,continuation_type
61319366,12949921,2010-11-19,PRO
61319366,14500288,2014-09-29,PRO
61319366,14154529,2014-01-14,PRO
61319366,14500288,2014-09-29,PRO
61319366,12852435,2010-08-06,PRO
61319366,12950139,2010-11-19,PRO
61319366,12796655,2010-06-08,PRO
61319366,12852435,2010-08-06,PRO
61319366,12949921,2010-11-19,PRO
61319367,13041071,2011-03-04,PRO
61319371,PCT/US11/27483,2011-03-08,PRO
61319371,13042601,2011-03-08,PRO
61319371,13648414,2012-10-10,PRO
61319372,13077209,2011-03-31,PRO
61319376,13076997,2011-03-31,PRO
61319377,13075841,2011-03-30,PRO
61319377,13048440,2011-03-15,PRO
61319377,12754473,2010-04-05,PRO
61319377,PCT/US10/29815,2010-04-02,PRO
61319377,PCT/US11/30226,2011-03-28,PRO
61319378,PCT/US11/30439,2011-03-30,PRO
61319378,13073857,2011-03-28,PRO
61319379,12968758,2010-12-15,PRO
61319385,13638794,2012-12-11,PRO
61319385,PCT/US11/30792,2011-03-31,PRO
61319388,13016744,2011-01-28,PRO
61319389,13072776,2011-03-28,PRO
61319394,13065853,2011-03-31,PRO
61319395,13075214,2011-03-30,PRO
61319395,PCT/US11/30413,2011-03-30,PRO
61319396,12907718,2010-10-19,PRO
61319398,13076877,2011-03-31,PRO
61319398,PCT/US11/30693,2011-03-31,PRO
61319404,13636783,2013-03-01,PRO
61319404,PCT/US11/30279,2011-03-29,PRO
61319407,13075525,2011-03-30,PRO
61319408,13073808,2011-03-28,PRO
61319409,13077558,2011-03-31,PRO
61319411,13073841,2011-03-28,PRO
61319416,12947703,2010-11-16,PRO
61319421,13076214,2011-03-30,PRO
61319422,12972159,2010-12-17,PRO
61319424,13073635,2011-03-28,PRO
61319425,PCT/US11/30733,2011-03-31,PRO
61319425,13074137,2011-03-29,PRO
61319427,PCT/US11/30659,2011-03-31,PRO
61319427,13754036,2013-01-30,PRO
61319427,13530212,2012-06-22,PRO
61319427,13074763,2011-03-29,PRO
61319428,13073662,2011-03-28,PRO
61319429,PCT/US11/30755,2011-03-31,PRO
61319429,13077476,2011-03-31,PRO
61319431,13077971,2011-03-31,PRO
61319431,PCT/US11/30842,2011-03-31,PRO
61319433,PCT/US11/30707,2011-03-31,PRO
61319433,PCT/US11/30713,2011-03-31,PRO
61319433,13076191,2011-03-30,PRO
61319433,13076294,2011-03-30,PRO
61319435,12910055,2010-10-22,PRO
61319437,13077801,2011-03-31,PRO
61319437,PCT/US11/30820,2011-03-31,PRO
61319439,PCT/US11/30719,2011-03-31,PRO
61319439,13077119,2011-03-31,PRO
61319441,13929916,2013-06-28,PRO
61319441,12832041,2010-07-07,PRO
61319451,13077626,2011-03-31,PRO
61319458,13047965,2011-03-15,PRO
61319459,PCT/US11/30730,2011-03-31,PRO
61319459,13077043,2011-03-31,PRO
61319462,13049186,2011-03-16,PRO
61319464,13934989,2013-07-03,PRO
61319464,13075306,2011-03-30,PRO
61319464,PCT/US11/30455,2011-03-30,PRO
61319464,14189303,2014-02-25,PRO
61319469,13962608,2013-08-08,PRO
61319469,13077896,2011-03-31,PRO
61319473,PCT/US11/30245,2011-03-29,PRO
61319473,13074069,2011-03-29,PRO
61319474,13077772,2011-03-31,PRO
61319474,13638363,2012-12-07,PRO
61319474,13638350,2012-12-07,PRO
61319475,PCT/US11/29737,2011-03-24,PRO
61319475,13053721,2011-03-22,PRO
61319476,13043063,2011-03-08,PRO
61319476,13718852,2012-12-18,PRO
61319477,PCT/US11/29912,2011-03-25,PRO
61319477,13053497,2011-03-22,PRO
61319478,13072743,2011-03-27,PRO
61319479,13075703,2011-03-30,PRO
61319482,PCT/US10/32347,2010-04-26,PRO
61319482,12768268,2010-04-27,PRO
61319483,13012195,2011-01-24,PRO
61319484,13075378,2011-03-30,PRO
61319485,13637822,2012-09-27,PRO
61319485,PCT/US11/30471,2011-03-30,PRO
61319493,PCT/US11/30835,2011-03-31,PRO
61319493,13637761,2013-05-15,PRO
61319494,13637334,,PRO
61319494,13896259,2013-05-16,PRO
61319494,PCT/US11/30598,2011-03-30,PRO
61319498,13076499,2011-03-31,PRO
61319501,13406772,2012-02-28,PRO
61319501,12861133,2010-08-23,PRO
61319502,13599785,2012-08-30,PRO
61319502,PCT/US10/50725,2010-09-29,PRO
61319502,12893597,2010-09-29,PRO
61319504,12914046,2010-10-28,PRO
61319504,PCT/US10/54409,2010-10-28,PRO
61319505,13077055,2011-03-31,PRO
61319509,13748682,2013-01-24,PRO
61319509,13075663,2011-03-30,PRO
61319510,13076318,2011-03-30,PRO
61319510,PCT/US11/30599,2011-03-30,PRO
61319512,13076323,2011-03-30,PRO
61319512,PCT/US11/30592,2011-03-30,PRO
61319513,13732725,2013-01-02,PRO
61319513,13076718,2011-03-31,PRO
61319513,PCT/US11/30762,2011-03-31,PRO
61319513,13076842,2011-03-31,PRO
61319513,12783680,2010-05-20,PRO
61319513,13936448,2013-07-08,PRO
61319513,13738425,2013-01-10,PRO
61319513,13925078,2013-06-24,PRO
61319513,13750474,2013-01-25,PRO
61319513,13076552,2011-03-31,PRO
61319513,13076552,2011-03-31,PRO
61319513,14152243,2014-01-10,PRO
61319513,PCT/US11/30725,2011-03-31,PRO
61319513,13925078,2013-06-24,PRO
61319513,13936448,2013-07-08,PRO
61319513,PCT/US10/35641,2010-05-20,PRO
61319514,PCT/US10/47978,2010-09-07,PRO
61319514,13394717,2012-05-23,PRO
61319517,13077921,2011-03-31,PRO
61319520,13076924,2011-03-31,PRO
61319521,PCT/US11/30131,2011-03-28,PRO
61319521,13072843,2011-03-28,PRO
61319522,13076768,2011-03-31,PRO
61319522,PCT/US11/30724,2011-03-31,PRO
61319523,13076108,2011-03-30,PRO
61319523,13093353,2011-04-25,PRO
61319524,13077046,2011-03-31,PRO
61319524,14172504,2014-02-04,PRO
61319525,13077399,2011-03-31,PRO
61319527,12909530,2010-10-21,PRO
61319528,13074495,2011-03-29,PRO
61319528,13074716,2011-03-29,PRO
61319528,13074505,2011-03-29,PRO
61319528,PCT/US11/30334,2011-03-29,PRO
61319528,13074501,2011-03-29,PRO
61319528,14062519,2013-10-24,PRO
61319528,13074758,2011-03-29,PRO
61319528,13074732,2011-03-29,PRO
61319528,13074728,2011-03-29,PRO
61319528,13074726,2011-03-29,PRO
61319528,13074511,2011-03-29,PRO
61319528,13074738,2011-03-29,PRO
61319528,13074754,2011-03-29,PRO
61319528,13074746,2011-03-29,PRO
61319530,12813989,2010-06-11,PRO
61319530,13608413,2012-09-10,PRO
61319530,PCT/US10/51402,2010-10-05,PRO
61319530,PCT/US10/51405,2010-10-05,PRO
61319530,12813908,2010-06-11,PRO
61319530,12814026,2010-06-11,PRO
61319530,13608345,2012-09-10,PRO
61319530,PCT/US10/51315,2010-10-04,PRO
61319531,13050667,2011-03-17,PRO
61319532,PCT/US11/30412,2011-03-30,PRO
61319532,13583009,2012-09-06,PRO
61319533,12981709,2010-12-30,PRO
61319536,13039360,2011-03-03,PRO
61319537,13581851,2012-08-30,PRO
61319537,PCT/US11/29739,2011-03-24,PRO
61319538,12850375,2010-08-04,PRO
61319538,PCT/US11/30821,2011-03-31,PRO
61319539,13460255,2012-04-30,PRO
61319539,PCT/US11/29547,2011-03-23,PRO
61319539,12879730,2010-09-10,PRO
61319543,13074488,2011-03-29,PRO
61319543,PCT/US11/30317,2011-03-29,PRO
61319544,13076542,2011-03-31,PRO
61319545,12850378,2010-08-04,PRO
61319545,PCT/US11/30824,2011-03-31,PRO
61319546,13577329,2012-08-06,PRO
61319547,13076278,2011-03-30,PRO
61319547,13076280,2011-03-30,PRO
61319547,PCT/US11/30587,2011-03-30,PRO
61319547,13076279,2011-03-30,PRO
61319547,13076276,2011-03-30,PRO
61319548,13076552,2011-03-31,PRO
61319548,PCT/US11/30762,2011-03-31,PRO
61319548,PCT/US11/30725,2011-03-31,PRO
61319548,13076842,2011-03-31,PRO
61319548,13925078,2013-06-24,PRO
61319548,13076718,2011-03-31,PRO
61319548,PCT/US11/30767,2011-03-31,PRO
61319548,13936448,2013-07-08,PRO
61319549,13589367,2012-08-20,PRO
61319549,13024297,2011-02-09,PRO
61319550,13047425,2011-03-14,PRO
61319551,12909699,2010-10-21,PRO
61319551,PCT/US11/30826,2011-03-31,PRO
61319554,13074576,2011-03-29,PRO
61319554,13617085,2012-09-14,PRO
61319556,13075399,2011-03-30,PRO
61319557,13049190,2011-03-16,PRO
61319559,12854373,2010-08-11,PRO
61319561,13076279,2011-03-30,PRO
61319561,PCT/US11/30587,2011-03-30,PRO
61319561,13076278,2011-03-30,PRO
61319561,13076280,2011-03-30,PRO
61319567,13076876,2011-03-31,PRO
61319568,13012873,2011-01-25,PRO
61319571,13637794,2012-09-27,PRO
61319571,PCT/US11/30654,2011-03-31,PRO
61319572,PCT/US11/30677,2011-03-31,PRO
61319572,13637443,2012-09-26,PRO
61319573,13012267,2011-01-24,PRO
61319574,PCT/US11/30427,2011-03-30,PRO
61319574,14046121,2013-10-04,PRO
61319574,13075303,2011-03-30,PRO
61319575,13053644,2011-03-22,PRO
61319578,PCT/US11/25010,2011-02-16,PRO
61319578,PCT/US10/41106,2010-07-06,PRO
61319578,13578886,2013-03-11,PRO
61319578,13380182,2012-03-08,PRO
61319580,PCT/US11/30183,2011-03-28,PRO
61319580,13638482,2012-09-28,PRO
61319583,PCT/US11/30710,2011-03-31,PRO
61319583,13076736,2011-03-31,PRO
61319584,13077937,2011-03-31,PRO
61319587,13073411,2011-03-28,PRO
61319589,13379797,2012-03-14,PRO
61319589,PCT/US10/41099,2010-07-06,PRO
61319589,13379511,2012-03-13,PRO
61319589,PCT/US11/25010,2011-02-16,PRO
61319589,13380182,2012-03-08,PRO
61319589,PCT/US10/41106,2010-07-06,PRO
61319589,PCT/US10/41072,2010-07-06,PRO
61319589,13578886,2013-03-11,PRO
61319591,13074057,2011-03-29,PRO
61319592,13581624,2012-08-29,PRO
61319592,PCT/US11/30726,2011-03-31,PRO
61319593,13076870,2011-03-31,PRO
61319594,13637719,2012-09-27,PRO
61319594,PCT/US11/00570,2011-03-30,PRO
61319597,13021649,2011-02-04,PRO
61319601,13073332,2011-03-28,PRO
61319601,PCT/US11/30243,2011-03-29,PRO
61319602,13195386,2011-08-01,PRO
61319602,14095482,2013-12-03,PRO
61319602,12986559,2011-01-07,PRO
61319603,13077389,2011-03-31,PRO
61319604,13076661,2011-03-31,PRO
61319604,PCT/US11/30657,2011-03-31,PRO
61319605,13947679,2013-07-22,PRO
61319605,13578702,2012-08-13,PRO
61319605,PCT/US11/30537,2011-03-30,PRO
61319605,14059572,2013-10-22,PRO
61319608,13074966,2011-03-29,PRO
61319614,13075886,2011-03-30,PRO
