application_number,child_application_number,child_filing_date,continuation_type
60824334,13210228,2011-08-15,PRO
60824335,11848501,2007-08-31,PRO
60824336,11741823,2007-04-30,PRO
60824337,11846666,2007-08-29,PRO
60824337,PCT/US07/77184,2007-08-30,PRO
60824338,12305508,2009-09-23,PRO
60824338,14157657,2014-01-17,PRO
60824338,13494068,2012-06-12,PRO
60824338,PCT/US07/71553,2007-06-20,PRO
60824340,11847886,2007-08-30,PRO
60824343,11846038,2007-08-28,PRO
60824344,11845424,2007-08-27,PRO
60824344,PCT/US07/76721,2007-08-24,PRO
60824346,PCT/US07/77194,2007-08-30,PRO
60824346,12439255,2009-02-27,PRO
60824347,12376794,2009-02-09,PRO
60824347,PCT/US07/76875,2007-08-27,PRO
60824348,11846201,2007-08-28,PRO
60824348,11846021,2007-08-28,PRO
60824348,11846038,2007-08-28,PRO
60824349,11850016,2007-09-04,PRO
60824351,11909123,2007-09-19,PRO
60824351,PCT/US07/19269,2007-09-04,PRO
60824354,11849144,2007-08-31,PRO
60824356,11849456,2007-09-04,PRO
60824357,11586471,2006-10-25,PRO
60824357,12156196,2008-05-30,PRO
60824357,12156392,2008-05-30,PRO
60824357,11524113,2006-09-20,PRO
60824357,11586470,2006-10-25,PRO
60824357,12049533,2008-03-17,PRO
60824357,11586467,2006-10-25,PRO
60824357,PCT/US07/11207,2007-05-08,PRO
60824357,12156219,2008-05-30,PRO
60824358,11639767,2006-12-15,PRO
60824360,PCT/US07/73337,2007-07-12,PRO
60824360,12376978,2009-02-10,PRO
60824361,11849750,2007-09-04,PRO
60824362,PCT/US07/77529,2007-09-04,PRO
60824362,12439232,2009-02-27,PRO
60824365,11842969,2007-08-22,PRO
60824366,11848415,2007-08-31,PRO
60824369,11848682,2007-08-31,PRO
60824372,11849456,2007-09-04,PRO
60824374,12439433,2009-12-21,PRO
60824374,PCT/US07/77390,2007-08-31,PRO
60824376,11848461,2007-08-31,PRO
60824376,PCT/US07/77337,2007-08-31,PRO
60824377,13946028,2013-07-19,PRO
60824377,PCT/US07/77560,2007-09-04,PRO
60824377,12439398,2009-03-27,PRO
60824378,11848773,2007-08-31,PRO
60824379,PCT/US07/77418,2007-08-31,PRO
60824379,11849648,2007-09-04,PRO
60824381,11847539,2007-08-30,PRO
60824382,11561689,2006-11-20,PRO
60824382,12334124,2008-12-12,PRO
60824382,12576773,2009-10-09,PRO
60824382,11561732,2006-11-20,PRO
60824382,11561724,2006-11-20,PRO
60824383,12854574,2010-08-11,PRO
60824383,11849070,2007-08-31,PRO
60824383,PCT/US07/77504,2007-09-04,PRO
60824384,11740838,2007-04-26,PRO
60824385,11839562,2007-08-16,PRO
60824386,11848574,2007-08-31,PRO
60824389,PCT/US07/71652,2007-06-20,PRO
60824390,11839603,2007-08-16,PRO
60824390,13040088,2011-03-03,PRO
60824393,12165389,2008-06-30,PRO
60824393,PCT/US07/77381,2007-08-31,PRO
60824393,11781159,2007-07-20,PRO
60824393,11848015,2007-08-30,PRO
60824394,13557646,2012-07-25,PRO
60824394,11777505,2007-07-13,PRO
60824394,PCT/US07/73564,2007-07-16,PRO
60824395,11849182,2007-08-31,PRO
60824396,12561680,2009-09-17,PRO
60824396,12970482,2010-12-16,PRO
60824396,11615810,2006-12-22,PRO
60824396,12898593,2010-10-05,PRO
60824396,14466863,2014-08-22,PRO
60824396,13216086,2011-08-23,PRO
60824396,PCT/US06/49234,2006-12-22,PRO
60824397,11567565,2006-12-06,PRO
60824398,11849170,2007-08-31,PRO
60824398,13569151,2012-08-07,PRO
60824398,11848942,2007-08-31,PRO
60824399,11849419,2007-09-04,PRO
60824400,PCT/US07/77353,2007-08-31,PRO
60824400,11847718,2007-08-30,PRO
60824403,PCT/US07/77555,2007-09-04,PRO
60824403,13329392,2011-12-19,PRO
60824403,13895008,2013-05-15,PRO
60824403,11850006,2007-09-04,PRO
60824404,11833085,2007-08-02,PRO
60824404,13021695,2011-02-04,PRO
60824404,PCT/IB07/53419,2007-08-27,PRO
60824404,12032633,2008-02-15,PRO
60824404,12884059,2010-09-16,PRO
60824405,11626686,2007-01-24,PRO
60824407,11780329,2007-07-19,PRO
60824407,13664530,2012-10-31,PRO
