application_number,parent_application_number,parent_filing_date,continuation_type
14235038,PCT/AU2012/000882,2012-07-25,NST
14235039,PCT/GB2012/051804,2012-07-26,NST
14235040,PCT/JP2012/067577,2012-07-10,NST
14235041,PCT/JP2012/061346,2012-04-27,NST
14235042,PCT/JP2012/068323,2012-07-19,NST
14235043,PCT/CN2013/072870,2013-03-19,NST
14235046,PCT/CN2012/080660,2012-08-28,NST
14235049,PCT/EP2012/002689,2012-06-27,NST
14235050,PCT/CN2012/081934,2012-09-25,NST
14235052,PCT/RU2011/000552,2011-07-26,NST
14235053,PCT/FR12/51753,2012-07-24,NST
14235054,PCT/JP12/68620,2012-07-23,NST
14235058,PCT/CN2011/082819,2011-11-24,NST
14235059,PCT/CN2011/082423,2011-11-18,NST
14235060,PCT/EP2012/063804,2012-07-13,NST
14235061,PCT/US2011/048437,2011-08-19,NST
14235062,PCT/CN2012/085578,2012-11-29,NST
14235064,PCT/JP2012/068811,2012-07-25,NST
14235065,PCT/JP2012/068814,2012-07-25,NST
14235066,PCT/JP2012/068815,2012-07-25,NST
14235068,PCT/JP2012/069004,2012-07-26,NST
14235069,PCT/CN2013/078244,2013-06-28,NST
14235070,PCT/CN2013/079250,2013-07-11,NST
14235071,PCT/CN2013/079968,2013-07-24,NST
14235072,61512008,2011-07-27,PRO
14235072,PCT/US12/48461,2012-07-27,NST
14235073,PCT/EP2012/064542,2012-07-24,NST
14235074,PCT/US2011/046007,2011-07-29,NST
14235075,PCT/IL2012/050278,2012-07-26,NST
14235076,PCT/JP2012/067440,2012-07-09,NST
14235079,PCT/CN2011/082820,2011-11-24,NST
14235080,PCT/CN2012/080288,2012-08-17,NST
14235083,PCT/CN2013/071757,2013-02-22,NST
14235085,PCT/EP2012/062803,2012-07-02,NST
14235087,61570637,2011-12-14,PRO
14235087,PCT/IL12/00389,2012-12-12,NST
14235088,PCT/KR2012/004553,2012-06-08,NST
14235089,PCT/KR2012/004829,2012-06-19,NST
14235090,PCT/IB2012/053847,2012-07-27,NST
14235092,PCT/EP2012/064955,2012-07-31,NST
14235093,PCT/CN2012/075311,2012-05-10,NST
14235095,PCT/CN2012/075307,2012-05-10,NST
14235096,PCT/CN2011/077709,2011-07-28,NST
14235097,PCT/EP2012/064840,2012-07-27,NST
14235098,PCT/US12/51852,2012-08-22,NST
14235099,61522790,2011-08-12,PRO
14235099,PCT/US12/48913,2012-07-31,NST
