application_number,child_application_number,child_filing_date,continuation_type
13438561,14249287,2014-04-09,CON
13438562,PCT/US13/34370,2013-03-28,CON
13438570,14444234,2014-07-28,DIV
13438572,13623342,2012-09-20,CON
13438572,13956759,2013-08-01,CON
13438575,PCT/US13/35156,2013-04-03,CON
13438575,14197355,2014-03-05,DIV
13438577,14187506,2014-02-24,CON
13438586,14141263,2013-12-26,DIV
13438592,PCT/US13/32316,2013-03-15,CON
13438592,13486831,2012-06-01,CIP
13438595,13757368,2013-02-01,CON
13438601,14470723,2014-08-27,CON
13438609,14230965,2014-03-31,CON
13438610,PCT/US13/27204,2013-02-22,CON
13438611,PCT/US12/32109,2012-04-04,CON
13438614,PCT/US13/33577,2013-03-22,CON
13438618,14282492,2014-05-20,CON
13438634,14148488,2014-01-06,CON
13438636,14511062,2014-10-09,CON
13438638,13905042,2013-05-29,DIV
13438639,PCT/US12/32223,2012-04-04,CON
13438644,13828768,2013-03-14,CON
13438668,13891373,2013-05-10,CON
13438673,14137941,2013-12-20,CON
13438688,14296338,2014-06-04,CON
13438697,13653065,2012-10-16,CIP
13438698,PCT/US13/33660,2013-03-25,CON
13438699,14090697,2013-11-26,CON
13438701,PCT/US12/32137,2012-04-04,CON
13438703,13792416,2013-03-11,CIP
13438710,14188491,2014-02-24,CON
13438723,PCT/US13/31436,2013-03-14,CON
13438723,14272683,2014-05-08,CON
13438724,14196631,2014-03-04,CIP
13438732,PCT/US13/25673,2013-02-12,CON
13438734,14071245,2013-11-04,CON
13438750,13937086,2013-07-08,CON
13438750,14163705,2014-01-24,CON
13438752,14171701,2014-02-03,CON
13438754,13918737,2013-06-14,CON
13438754,13918726,2013-06-14,CON
13438756,13613855,2012-09-13,DIV
13438756,14223079,2014-03-24,DIV
13438759,13802264,2013-03-13,CON
13438761,13846391,2013-03-18,CON
13438769,PCT/US13/35180,2013-04-03,CON
13438775,PCT/US13/22651,2013-01-23,CON
13438775,13747066,2013-01-22,CIP
13438787,PCT/US13/34554,2013-03-29,CON
13438789,PCT/US13/34974,2013-04-02,CON
13438792,PCT/US13/34595,2013-03-29,CON
13438793,13854620,2013-04-01,CIP
13438794,14447455,2014-07-30,CON
13438794,13797874,2013-03-12,CON
13438799,14084333,2013-11-19,CON
13438799,13912454,2013-06-07,CON
13438799,14487348,2014-09-16,CON
13438799,14155218,2014-01-14,CON
13438799,14139767,2013-12-23,CON
13438799,14083087,2013-11-18,CON
13438803,PCT/US13/34595,2013-03-29,CON
13438812,PCT/US13/34191,2013-03-27,CON
13438823,PCT/US13/20396,2013-01-04,CON
13438824,PCT/US13/33609,2013-03-22,CON
13438833,14192619,2014-02-27,CIP
13438856,14195148,2014-03-03,CON
13438881,PCT/US13/30467,2013-03-12,CON
13438902,PCT/US13/34955,2013-04-02,CON
13438909,13709105,2012-12-10,CON
13438913,13906422,2013-05-31,CIP
13438913,14324481,2014-07-07,CIP
13438917,PCT/US13/35200,2013-04-04,CON
13438920,13940915,2013-07-12,CIP
13438921,PCT/US13/34881,2013-04-02,CON
13438922,PCT/US13/27893,2013-02-27,CON
13438924,13792030,2013-03-09,CIP
13438924,13794816,2013-03-12,CIP
13438924,13794814,2013-03-12,CIP
13438924,13733984,2013-01-04,CIP
13438924,13753539,2013-01-30,CIP
13438927,PCT/US13/34949,2013-04-02,CON
13438936,PCT/US12/32062,2012-04-04,CON
13438939,PCT/US13/35253,2013-04-04,CON
13438941,14450787,2014-08-04,CON
13438947,14144449,2013-12-30,CON
13438947,14499320,2014-09-29,CON
13438947,13723469,2012-12-21,CON
13438947,14144463,2013-12-30,CON
13438960,13953600,2013-07-29,DIV
13438970,14228867,2014-03-28,CON
13438970,13975847,2013-08-26,CON
13438978,14224292,2014-03-25,CON
13438987,13562934,2012-07-31,CON
13438989,13771546,2013-02-20,DIV
13438999,14217954,2014-03-18,CON
13439001,14260886,2014-04-24,CON
13439003,14174125,2014-02-06,DIV
13439017,13784050,2013-03-04,CIP
13439019,PCT/US13/35290,2013-04-04,CON
13439020,14180643,2014-02-14,DIV
13439024,14287091,2014-05-26,CIP
13439025,14288165,2014-05-27,DIV
13439034,14343734,2014-11-20,CIP
13439034,PCT/US12/54303,2012-09-07,CON
13439036,13800795,2013-03-13,CON
13439056,PCT/US13/33649,2013-03-25,CON
13439059,PCT/US13/20598,2013-01-07,CON
13439059,13631559,2012-09-28,CIP
13439059,13753303,2013-01-29,DIV
13439074,PCT/US13/33248,2013-03-21,CON
