application_number,parent_application_number,parent_filing_date,continuation_type
11409247,10685873,2003-10-15,DIV
11409247,11059080,2005-02-16,DIV
11409248,60673481,2005-04-21,PRO
11409250,10379271,2003-03-03,DIV
11409255,PCT/DE04/02284,2004-10-14,CON
11409257,10727088,2003-12-02,CIP
11409259,60673570,2005-04-21,PRO
11409259,60677403,2005-05-03,PRO
11409259,60691496,2005-06-17,PRO
11409260,60674011,2005-04-22,PRO
11409261,10068870,2002-02-11,CON
11409262,PCT/EP04/11903,2004-10-21,CON
11409267,60673787,2005-04-22,PRO
11409271,09509215,2001-02-07,CON
11409271,11220404,2005-09-07,CON
11409271,PCT/AU98/00813,1998-09-25,NST
11409276,60730956,2005-10-27,PRO
11409277,60673810,2005-04-22,PRO
11409278,PCT/JP04/15734,2004-10-22,CON
11409279,60673143,2005-04-20,PRO
11409279,60713394,2005-09-01,PRO
11409280,60681326,2005-05-16,PRO
11409283,60733093,2005-11-02,PRO
11409286,60674388,2005-04-22,PRO
11409287,10774812,2004-02-09,CON
11409288,60728864,2005-10-21,PRO
11409292,60725763,2005-10-11,PRO
11409293,60673698,2005-04-21,PRO
11409297,60778725,2006-03-03,PRO
11409298,60674390,2005-04-22,PRO
11409301,60674158,2005-04-21,PRO
11409303,60674318,2005-04-22,PRO
11409304,09876492,2001-06-07,CON
11409306,09967822,2001-09-28,DIV
11409306,10827923,2004-04-19,DIV
11409307,09967822,2001-09-28,DIV
11409307,10827923,2004-04-19,DIV
11409308,60673663,2005-04-20,PRO
11409311,10268116,2002-10-08,DIV
11409311,11055959,2005-02-10,CON
11409315,60673500,2005-04-22,PRO
11409316,60703575,2005-07-29,PRO
11409323,09437277,1999-11-10,CIP
11409323,10197153,2002-07-16,CON
11409325,08554907,1995-11-09,CIP
11409325,08976391,1997-11-21,DIV
11409325,09333183,1999-06-14,CON
11409325,09866207,2001-05-26,DIV
11409325,09970872,2001-10-03,CON
11409325,PCT/US96/16580,1996-10-14,CIP
11409325,10422045,2003-04-23,CON
11409325,10957563,2004-10-01,CON
11409326,60729314,2005-10-20,PRO
11409327,10123753,2002-04-17,CIP
11409327,60673554,2005-04-20,PRO
11409333,60418454,2002-10-15,PRO
11409333,60436129,2002-12-23,PRO
11409333,10685873,2003-10-15,DIV
11409333,11059080,2005-02-16,DIV
11409336,60124222,1999-03-12,PRO
11409336,60161115,1999-10-22,PRO
11409336,60177081,2000-01-19,PRO
11409336,09522870,2000-03-10,CON
11409336,10351402,2003-01-27,CON
11409336,10653271,2003-09-03,CON
11409336,10962589,2004-10-13,CON
11409336,11144645,2005-06-06,CON
11409336,11246162,2005-10-11,CON
11409338,60032160,1996-11-29,PRO
11409338,08813511,1997-03-07,DIV
11409338,09411013,1999-10-01,DIV
11409338,10186146,2002-06-27,CON
11409339,60671657,2005-04-15,PRO
11409340,60689585,2005-06-10,PRO
11409340,60726881,2005-10-14,PRO
11409343,60708479,2005-08-15,PRO
11409344,10737015,2003-12-16,DIV
11409346,10749000,2003-12-30,CIP
11409349,PCT/EP04/11493,2004-10-13,CON
11409350,10767952,2004-01-29,DIV
11409354,10222435,2002-08-16,DIV
11409355,60559198,2004-04-01,PRO
11409355,60579910,2004-06-14,PRO
11409355,60579953,2004-06-14,PRO
11409355,11096287,2005-03-31,CIP
11409355,11151812,2005-06-13,CIP
11409355,11152286,2005-06-13,CIP
11409364,60758389,2006-01-12,PRO
11409365,60545026,2004-02-17,PRO
11409365,11060448,2005-02-17,DIV
11409369,60673633,2005-04-21,PRO
11409370,60674421,2005-04-25,PRO
11409372,60418454,2002-10-15,PRO
11409372,60436129,2002-12-23,PRO
11409372,10685873,2003-10-15,DIV
11409372,11059080,2005-02-16,DIV
11409374,60594575,2005-04-20,PRO
11409376,60418454,2002-10-15,PRO
11409376,60436129,2002-12-23,PRO
11409376,10685873,2003-10-15,DIV
11409376,11059080,2005-02-16,DIV
11409377,10637385,2003-08-08,DIV
11409378,60673813,2005-04-22,PRO
11409378,60684169,2005-05-25,PRO
11409379,60673794,2005-04-22,PRO
11409379,60673795,2005-04-22,PRO
11409381,11122510,2005-05-04,CIP
11409382,60418454,2002-10-15,PRO
11409382,60436129,2002-12-23,PRO
11409382,10685873,2003-10-15,DIV
11409382,11059080,2005-02-16,DIV
11409384,60243647,2000-10-25,PRO
11409384,10001185,2001-10-25,DIV
11409384,11085961,2005-03-21,DIV
11409385,60674016,2005-04-22,PRO
11409386,11258252,2005-10-25,CIP
11409387,PCT/EP04/10554,2004-09-21,CIP
11409388,09777986,2001-02-06,CON
11409388,10035738,2001-11-07,CON
11409394,60682535,2005-05-20,PRO
11409395,60474182,2003-05-29,PRO
11409395,10854894,2004-05-27,CIP
11409396,60010651,1996-01-26,PRO
11409396,60014341,1996-03-29,PRO
11409396,60014735,1996-04-01,PRO
11409396,60026471,1996-09-23,PRO
11409396,08788613,1997-01-24,CON
11409396,09350467,1999-07-09,CON
11409398,PCT/CH03/00683,2003-10-21,CON
11409399,10847250,2004-05-17,CON
11409404,60059804,1997-09-23,PRO
11409404,08937216,1997-09-18,CON
11409404,09159168,1998-09-23,DIV
11409404,09300665,1999-04-27,CIP
11409404,10308046,2002-12-02,CON
11409404,10685902,2003-10-14,DIV
11409405,10657616,2003-09-08,DIV
11409406,10243340,2002-09-13,CON
11409409,10217961,2002-08-13,CON
11409410,60556959,2004-03-29,PRO
11409410,10919915,2004-08-17,DIV
11409415,60440949,2003-01-17,PRO
11409415,10761816,2004-01-20,DIV
11409416,60673443,2005-04-21,PRO
11409417,09554162,2000-07-21,CON
11409417,09943530,2001-08-30,CON
11409417,10365740,2003-02-12,CON
11409417,10923544,2004-08-20,CON
11409417,PCT/EP98/06910,1998-10-31,NST
11409418,10846199,2004-05-13,CIP
11409418,60673952,2005-04-21,PRO
11409427,60734023,2005-11-04,PRO
11409428,09185408,1998-11-03,DIV
11409428,PCT/US96/06483,1996-05-08,CON
11409428,10057113,2002-01-25,CON
11409429,60750215,2005-12-15,PRO
11409430,PCT/EP04/11706,2004-10-18,CON
11409433,60673530,2005-04-21,PRO
11409435,60733381,2005-11-04,PRO
