application_number,child_application_number,child_filing_date,continuation_type
08919906,09400501,1999-09-21,DIV
08919906,10184548,2002-06-28,CON
08919906,09629216,2000-07-31,DIV
08919906,09841389,2001-04-24,CIP
08919906,09615340,2000-07-12,CIP
08919906,09708137,2000-11-08,CIP
08919906,09103232,1998-06-23,CIP
08919906,09819924,2001-03-28,CIP
08919906,09441226,1999-11-15,CIP
08919906,09727950,2000-12-01,CIP
08919906,09973639,2001-10-09,CIP
08919906,09501856,2000-02-10,CIP
08919906,10033841,2001-12-27,CIP
08919906,09383177,1999-08-25,CON
08919906,09631046,2000-08-01,CON
08919907,09335851,1999-06-14,CIP
08919910,09097451,1998-06-15,CON
08919911,09560939,2000-04-28,DIV
08919918,09291854,1999-04-15,CON
08919928,PCT/US98/17140,1998-08-18,CON
08919933,09551032,2000-04-17,DIV
08919943,09020532,1998-02-09,DIV
08919944,PCT/US98/16577,1998-08-08,CON
08919947,09341654,1999-05-19,CIP
08919947,PCT/US98/08210,1998-04-21,CON
08919947,09069457,1998-04-28,CIP
08919947,PCT/US98/18121,1998-08-31,CON
08919951,PCT/US98/08327,1998-04-24,CON
08919953,09192983,1998-11-16,CIP
08919987,09172642,1998-10-14,DIV
08919988,10147200,2002-05-17,DIV
08919988,09395886,1999-09-14,DIV
08919988,09898552,2001-07-03,DIV
08919988,10684341,2003-10-10,DIV
08919990,09064962,1998-04-23,DIV
08919993,09352296,1999-07-12,DIV
08919998,09299477,1999-04-26,DIV
08920002,10159013,2002-06-03,CON
08920011,PCT/US97/19767,1997-10-31,CON
08920011,09312548,1999-05-14,DIV
08920015,09296204,1999-04-21,CON
08920018,PCT/US98/12864,1998-06-18,CON
08920019,PCT/US98/16715,1998-08-12,CON
08920022,09378979,1999-08-23,DIV
08920027,09572561,2000-05-16,CON
08920028,PCT/US98/17571,1998-08-25,CON
08920034,PCT/US98/17484,1998-08-24,CON
08920042,10223956,2002-08-20,CON
08920044,90008192,2006-09-20,CON
08920044,09816829,2001-03-23,CON
08920044,10186537,2002-07-01,CON
08920044,90011495,2011-02-18,CON
08920044,90008398,2006-12-22,REX
08920044,09816626,2001-03-23,CON
08920044,90011496,2011-02-18,CON
08920044,90008329,2007-01-23,CON
08920056,09211673,1998-12-14,DIV
08920056,09467709,1999-12-20,DIV
08920059,09386258,1999-08-31,CON
08920059,09426478,1999-10-26,CON
08920061,09169892,1998-10-12,CIP
08920064,09262556,1999-03-04,CIP
08920066,PCT/US98/16713,1998-08-12,CON
08920070,09725610,2000-11-29,CIP
08920070,09932771,2001-08-17,DIV
08920070,08998243,1997-12-24,DIV
08920070,09800292,2001-03-05,DIV
08920070,09782140,2001-02-12,CON
08920070,09523561,2000-03-10,CIP
08920070,09737067,2000-12-14,CON
08920082,09542314,2000-04-04,CON
08920085,PCT/US97/19406,1997-10-28,CON
08920085,09297317,1999-06-17,CON
08920086,PCT/US98/17489,1998-08-24,CON
08920088,PCT/US98/17584,1998-08-25,CON
08920094,09479615,2000-01-07,CON
08920100,10768952,2004-01-29,CON
08920101,09636492,2000-08-11,DIV
08920114,09877964,2001-06-08,CON
08920114,09080662,1998-05-18,CON
08920116,11425307,2006-06-20,CIP
08920116,11761826,2007-06-12,CIP
08920116,PCT/US98/05787,1998-03-20,CON
08920116,11456276,2006-07-10,CIP
08920116,09218085,1998-12-22,CIP
08920116,PCT/US98/16985,1998-08-17,CON
08920116,09777297,2001-02-07,CIP
08920116,11456276,2006-07-10,CIP
08920116,10643803,2003-08-19,CIP
08920116,10033691,2001-11-09,CIP
08920116,13433008,2012-03-28,CIP
08920116,09603677,2000-06-26,CIP
08920116,10678056,2003-10-02,CIP
08920116,12938025,2010-11-02,CIP
08920116,09442754,1999-11-12,CON
08920116,13031284,2011-02-21,CIP
08920116,09085424,1998-05-27,CIP
08920116,11282525,2005-11-18,CIP
08920116,11761842,2007-06-12,CIP
08920116,10095372,2002-03-11,CIP
08920116,09083689,1998-05-21,CIP
08920116,11856473,2007-09-17,CIP
08920116,12420397,2009-04-08,CON
08920116,11423493,2006-06-12,CIP
08920116,11160499,2005-06-27,CIP
08920116,09672066,2000-09-28,CIP
08920116,11282525,2005-11-18,CIP
08920116,09045036,1998-03-20,CIP
08920116,11934958,2007-11-05,CIP
08920116,11456271,2006-07-10,CIP
08920116,11926412,2007-10-29,CIP
08920116,11773274,2007-07-03,CIP
08920116,13436274,2012-03-30,CIP
08920116,12365629,2009-02-04,CIP
08920116,10940853,2004-09-14,CIP
08920116,13559591,2012-07-26,CIP
08920116,11456276,2006-07-10,CIP
08920116,10642978,2003-08-18,CIP
08920116,09858458,2001-05-16,CIP
08920116,09045347,1998-03-20,CIP
08920116,09219220,1998-12-23,CIP
08920116,09990821,2001-11-21,CIP
08920116,11456271,2006-07-10,CIP
08920116,09045386,1998-03-20,CIP
08920116,09107971,1998-06-30,CIP
08920116,13436494,2012-03-30,CIP
08920116,PCT/US98/17382,1998-08-21,CON
08920116,09083483,1998-05-22,CIP
08920116,13356890,2012-01-24,CIP
08920116,PCT/US98/17274,1998-08-20,CON
08920116,09045084,1998-03-20,CIP
08920116,09219267,1998-12-23,CIP
08920116,14012982,2013-08-28,CIP
08920116,08946508,1997-10-07,CIP
08920116,11927932,2007-10-30,CIP
08920116,10625089,2003-07-22,CON
08920116,14034538,2013-09-23,CIP
08920116,09012163,1998-01-22,CIP
08920116,13401108,2012-02-21,CIP
08920116,12791567,2010-06-01,CIP
08920116,09643668,2000-08-18,CIP
08920116,09264379,1999-03-05,CIP
08920116,09571210,2000-05-16,CIP
08920116,09274281,1999-03-22,CIP
08920116,11456271,2006-07-10,CIP
08920116,14060603,2013-10-22,CIP
08920116,11425301,2006-06-20,CIP
08920116,08994426,1997-12-19,CIP
08920116,11425293,2006-06-20,CIP
08920116,09316546,1999-05-21,CIP
08920116,11761791,2007-06-12,CIP
08920116,09076409,1998-05-12,CIP
08920116,PCT/US98/17287,1998-08-20,CON
08920116,09045518,1998-03-20,CIP
08920116,11456271,2006-07-10,CON
08920116,09490898,2000-01-25,CIP
08920116,13436553,2012-03-30,CIP
08920116,11282525,2005-11-18,CIP
08920116,10699462,2003-10-31,CIP
08920116,13436384,2012-03-30,CIP
08920116,13975408,2013-08-26,CIP
08920116,11621422,2007-01-09,CIP
08920116,11456276,2006-07-10,CON
08920116,09933588,2001-08-21,CIP
08920116,11099287,2005-04-05,CIP
08920116,09157837,1998-09-21,CIP
08920116,10678058,2003-10-02,CIP
08920116,14258454,2014-04-22,CIP
08920116,09654341,2000-09-08,CIP
08920121,PCT/US98/03121,1998-02-18,CON
08920121,09918698,2001-07-31,CON
08920121,09498239,2000-02-03,CON
08920122,09500118,2000-02-08,DIV
08920122,PCT/US98/13220,1998-06-23,CON
08920132,09363160,1999-07-28,DIV
08920137,PCT/US98/16914,1998-08-14,CON
08920140,PCT/US98/17660,1998-08-26,CON
08920142,09461996,1999-12-15,CON
08920153,09320391,1999-04-22,DIV
08920156,11953458,2007-12-10,CIP
08920156,10163164,2002-06-05,CON
08920156,10040266,2001-10-25,CON
08920156,11742697,2007-05-01,CON
08920156,09917294,2001-07-26,CON
08920156,09425770,1999-10-22,CON
08920156,09805590,2001-03-13,CON
08920156,10040252,2001-10-25,CON
08920156,10040253,2001-10-25,CON
08920156,09626905,2000-07-27,CIP
08920156,10040292,2001-10-25,CON
08920156,09344699,1999-06-25,CIP
08920156,10171463,2002-06-13,CON
08920156,10916018,2004-08-11,CON
08920156,10040291,2001-10-25,CON
08920156,09917246,2001-07-27,CON
08920156,09971367,2001-10-04,CON
08920156,09215624,1998-12-17,CIP
08920156,09742017,2000-12-20,CIP
08920156,10325635,2002-12-19,CIP
08920156,11106381,2005-04-14,CON
08920156,10045629,2001-10-25,CON
08920156,09989095,2001-11-20,CON
08920156,09213659,1998-12-17,CIP
08920156,PCT/US98/17702,1998-08-26,CON
08920156,10980024,2004-11-03,CIP
08920156,10367642,2003-02-14,CON
08920156,09669121,2000-09-25,CON
08920156,10846775,2004-05-14,CON
08920156,10990090,2004-11-16,CIP
08920156,09989747,2001-11-20,CON
08920156,09663969,2000-09-19,CON
08920156,10174499,2002-06-17,CON
08920156,09805368,2001-03-13,CON
08920156,10893574,2004-07-16,CON
08920156,10245786,2002-09-17,CON
08920156,09989677,2001-11-20,CON
08920156,09213581,1998-12-17,CIP
08920156,10701132,2003-11-04,CON
08920156,09213189,1998-12-17,CIP
08920156,09213540,1998-12-17,CIP
08920156,10842257,2004-05-10,CON
08920156,10810481,2004-03-26,CON
08920156,09870193,2001-05-30,CON
08920156,09815418,2001-03-22,CIP
08920156,10255565,2002-09-26,CIP
08920156,10159593,2002-05-30,CIP
08920156,10158579,2002-05-30,CON
08920156,10325635,2002-12-19,CON
08920156,11775551,2007-07-10,CON
08920156,90007452,2005-03-07,CON
08920156,09333739,1999-06-15,CIP
08920156,11076461,2005-03-08,CON
08920156,09923223,2001-08-06,CON
08920159,PCT/US98/17644,1998-08-26,CON
08920160,09656234,2000-09-06,CIP
