application_number,child_application_number,child_filing_date,continuation_type
11585653,12496410,2009-07-01,CIP
11585654,12581672,2009-10-19,CIP
11585654,12581660,2009-10-19,CIP
11585654,12426823,2009-04-20,CIP
11585654,13011022,2011-01-21,CIP
11585654,13011022,2011-01-21,CIP
11585654,12426816,2009-04-20,CIP
11585654,12426816,2009-04-20,CIP
11585654,12426823,2009-04-20,CIP
11585654,12789904,2010-05-28,CIP
11585654,12581672,2009-10-19,CIP
11585654,11716388,2007-03-09,CIP
11585660,12661244,2010-03-12,DIV
11585660,13662680,2012-10-29,DIV
11585661,11773924,2007-07-05,CIP
11585661,12573511,2009-10-05,CON
11585661,11773914,2007-07-05,CIP
11585661,PCT/US07/81680,2007-10-17,CON
11585666,13566394,2012-08-03,DIV
11585668,12837943,2010-07-16,CON
11585668,12346988,2008-12-31,CON
11585670,13361604,2012-01-30,CON
11585677,13718572,2012-12-18,CON
11585677,13287790,2011-11-02,CON
11585677,12039559,2008-02-28,CON
11585677,12039578,2008-02-28,CON
11585677,12039644,2008-02-28,CON
11585677,14047819,2013-10-07,CON
11585684,11873227,2007-10-16,CIP
11585687,PCT/US07/22053,2007-10-15,CON
11585689,13401476,2012-02-21,CON
11585689,12625181,2009-11-24,CON
11585690,12497374,2009-07-02,CON
11585695,12928900,2010-12-22,CON
11585697,13047440,2011-03-14,CON
11585698,11978311,2007-10-29,CON
11585701,PCT/US06/46414,2006-12-05,CON
11585705,12650169,2009-12-30,DIV
11585705,12070922,2008-02-22,CIP
11585705,13554936,2012-07-20,CIP
11585705,13053424,2011-03-22,CIP
11585707,12156397,2008-05-30,CIP
11585707,12819479,2010-06-21,CON
11585708,PCT/US06/49407,2006-12-28,CON
11585708,PCT/US07/21831,2007-10-12,CON
11585710,11787602,2007-04-16,CIP
11585716,PCT/US07/82005,2007-10-19,CON
11585716,14178094,2014-02-11,CON
11585716,13746659,2013-01-22,CON
11585718,PCT/US07/80769,2007-10-09,CON
11585721,PCT/US07/12033,2007-05-18,CON
11585721,12165017,2008-06-30,DIV
11585722,PCT/US07/22252,2007-10-18,CON
11585724,PCT/US07/22633,2007-10-24,CON
11585724,12472269,2009-05-26,CON
11585725,12251336,2008-10-14,CON
11585725,14321535,2014-07-01,CON
11585725,13735577,2013-01-07,CON
11585727,13675876,2012-11-13,DIV
11585735,14195499,2014-03-03,CON
11585740,12580941,2009-10-16,CON
11585747,13535630,2012-06-28,CON
11585747,12570461,2009-09-30,CON
11585747,12467155,2009-05-15,CON
11585752,13968943,2013-08-16,CON
11585752,13968945,2013-08-16,CON
11585752,13087085,2011-04-14,CON
11585752,13968941,2013-08-16,CON
11585752,PCT/US07/82202,2007-10-23,CON
11585752,13968935,2013-08-16,CON
11585752,13968931,2013-08-16,CON
11585754,PCT/US07/07748,2007-03-26,CON
11585754,PCT/US07/07747,2007-03-26,CON
11585757,PCT/US07/80140,2007-10-02,CON
11585761,12581334,2009-10-19,CON
11585766,12694068,2010-01-26,DIV
11585767,12615670,2009-11-10,DIV
11585776,12453809,2009-05-22,DIV
11585779,13753300,2013-01-29,DIV
11585783,12426823,2009-04-20,CIP
11585783,12426816,2009-04-20,CIP
