application_number,child_application_number,child_filing_date,continuation_type
10776311,13044984,2011-03-10,CON
10776311,11673843,2007-02-12,CIP
10776322,11876039,2007-10-22,CON
10776322,11432481,2006-05-12,CON
10776322,11157943,2005-06-22,CON
10776322,11157856,2005-06-22,CON
10776325,11639382,2006-12-14,CON
10776325,PCT/US05/04147,2005-02-09,CON
10776326,10903012,2004-08-02,DIV
10776326,10902860,2004-08-02,DIV
10776326,10902779,2004-08-02,DIV
10776326,10902859,2004-08-02,DIV
10776326,10902861,2004-08-02,DIV
10776330,11430871,2006-05-10,DIV
10776331,11414800,2006-05-01,DIV
10776333,PCT/US05/04163,2005-02-09,CON
10776333,12049893,2008-03-17,DIV
10776337,12250068,2008-10-13,DIV
10776337,PCT/US04/05281,2004-02-23,CON
10776338,11594896,2006-11-09,DIV
10776339,11560007,2006-11-15,DIV
10776339,12124595,2008-05-21,DIV
10776339,12843454,2010-07-26,DIV
10776343,11429967,2006-05-09,CON
10776343,11430868,2006-05-10,CON
10776348,10875825,2004-06-25,CIP
10776355,10590180,2006-08-22,CIP
10776359,11198520,2005-08-05,CIP
10776359,12655718,2010-01-05,CIP
10776359,11035799,2005-01-14,CIP
10776359,PCT/US05/04126,2005-02-10,CON
10776367,11372877,2006-03-10,CON
10776369,12906691,2010-10-18,CIP
10776369,PCT/US05/14383,2005-04-26,CON
10776369,11624575,2007-01-18,CIP
10776369,12134672,2008-06-06,CIP
10776372,11176426,2005-07-06,DIV
10776374,11744339,2007-05-04,DIV
10776374,PCT/US05/03902,2005-02-07,CON
10776377,13652933,2012-10-16,CON
10776377,13244831,2011-09-26,CON
10776377,12764708,2010-04-21,REI
10776377,13205382,2011-08-08,CON
10776377,11963023,2007-12-21,CON
10776378,11226442,2005-09-15,CON
10776380,11694238,2007-03-30,DIV
10776380,12177267,2008-07-22,DIV
10776381,12218991,2008-07-18,CON
10776381,11293556,2005-12-02,CON
10776385,11369289,2006-03-06,CIP
10776385,11416689,2006-05-02,CIP
10776387,14205695,2014-03-12,CIP
10776387,10913565,2004-08-05,CIP
10776387,12791607,2010-06-01,CON
10776387,13417950,2012-03-12,CON
10776387,PCT/US04/25511,2004-08-05,CON
10776387,13215432,2011-08-23,CIP
