application_number,child_application_number,child_filing_date,continuation_type
61014300,12243443,2008-10-01,PRO
61014306,14464159,2014-08-20,PRO
61014306,12552186,2009-09-01,PRO
61014306,13453857,2012-04-23,PRO
61014306,12120024,2008-05-13,PRO
61014306,13948344,2013-07-23,PRO
61014306,12250342,2008-10-13,PRO
61014307,12808477,2011-04-14,PRO
61014307,PCT/US08/13805,2008-12-17,PRO
61014308,12332756,2008-12-11,PRO
61014308,14246532,2014-04-07,PRO
61014308,PCT/US08/86390,2008-12-11,PRO
61014308,13347156,2012-01-10,PRO
61014310,12316920,2008-12-17,PRO
61014310,PCT/US08/13789,2008-12-17,PRO
61014312,PCT/US08/74103,2008-08-22,PRO
61014312,14101323,2013-12-09,PRO
61014312,12197147,2008-08-22,PRO
61014316,12047219,2008-03-12,PRO
61014316,13196783,2011-08-02,PRO
61014316,13197638,2011-08-03,PRO
61014316,PCT/US08/56721,2008-03-12,PRO
61014317,12337309,2008-12-17,PRO
61014318,PCT/US08/87017,2008-12-16,PRO
61014318,12336258,2008-12-16,PRO
61014321,PCT/US08/87217,2008-12-17,PRO
61014321,12337198,2008-12-17,PRO
61014323,12243512,2008-10-01,PRO
61014324,PCT/US08/12317,2008-10-30,PRO
61014324,12098947,2008-04-07,PRO
61014324,13960163,2013-08-06,PRO
61014326,12336331,2008-12-16,PRO
61014326,PCT/US08/87267,2008-12-17,PRO
61014330,12337268,2008-12-17,PRO
61014332,12243539,2008-10-01,PRO
61014333,12336082,2008-12-16,PRO
61014334,12336194,2008-12-16,PRO
61014336,12323107,2008-11-25,PRO
61014337,PCT/US08/86798,2008-12-15,PRO
61014337,12210948,2008-09-15,PRO
61014338,12336652,2008-12-17,PRO
61014341,12337476,2008-12-17,PRO
61014342,12751829,2010-03-31,PRO
61014342,12196120,2008-08-21,PRO
61014344,14193717,2014-02-28,PRO
61014344,12630441,2009-12-03,PRO
61014344,13559159,2012-07-26,PRO
61014344,PCT/US08/50739,2008-01-10,PRO
61014344,PCT/US08/74810,2008-08-29,PRO
61014344,12201128,2008-08-29,PRO
61014344,12630534,2009-12-03,PRO
61014344,11972158,2008-01-10,PRO
61014344,12201198,2008-08-29,PRO
61014344,12201148,2008-08-29,PRO
61014344,12630286,2009-12-03,PRO
61014344,13475724,2012-05-18,PRO
61014344,13475724,2012-05-18,PRO
61014344,12630566,2009-12-03,PRO
61014344,13479994,2012-05-24,PRO
61014344,12201046,2008-08-29,PRO
61014344,12104855,2008-04-17,PRO
61014344,12201171,2008-08-29,PRO
61014344,12201086,2008-08-29,PRO
61014345,12186836,2008-08-06,PRO
61014346,12031436,2008-02-14,PRO
61014347,PCT/US08/86997,2008-12-16,PRO
61014347,12747411,2010-06-10,PRO
61014349,12196142,2008-08-21,PRO
61014349,12751917,2010-03-31,PRO
61014351,12337437,2008-12-17,PRO
61014351,PCT/US08/87206,2008-12-17,PRO
61014353,12274282,2008-11-19,PRO
61014353,13599862,2012-08-30,PRO
61014353,PCT/US08/84093,2008-11-19,PRO
61014353,12274292,2008-11-19,PRO
61014353,12274226,2008-11-19,PRO
61014353,12274268,2008-11-19,PRO
61014354,12329908,2008-12-08,PRO
61014356,12060829,2008-04-01,PRO
61014356,12770382,2010-04-29,PRO
61014356,12124063,2008-05-20,PRO
61014357,12235506,2008-09-22,PRO
61014358,12337494,2008-12-17,PRO
61014358,PCT/US08/87257,2008-12-17,PRO
61014360,13370305,2012-02-09,PRO
61014360,PCT/US08/87280,2008-12-17,PRO
61014360,12337526,2008-12-17,PRO
61014361,90009907,2011-05-04,PRO
61014361,95001775,2011-10-04,PRO
61014361,12849564,2010-08-03,PRO
61014361,12115595,2008-05-06,PRO
61014361,13310291,2011-12-02,PRO
61014361,95001635,2011-05-26,PRO
61014361,13251620,2011-10-03,PRO
61014361,13310362,2011-12-02,PRO
61014361,13310265,2011-12-02,PRO
61014361,13310248,2011-12-02,PRO
61014362,12337408,2008-12-17,PRO
61014362,13426015,2012-03-21,PRO
61014362,PCT/US08/86952,2008-12-16,PRO
61014364,PCT/US08/87198,2008-12-17,PRO
61014364,12337275,2008-12-17,PRO
61014366,13313426,2011-12-07,PRO
61014366,12336084,2008-12-16,PRO
61014366,PCT/US08/86992,2008-12-16,PRO
61014367,13453857,2012-04-23,PRO
61014367,14464159,2014-08-20,PRO
61014367,12250342,2008-10-13,PRO
61014367,12552186,2009-09-01,PRO
61014367,12146325,2008-06-25,PRO
61014367,13948344,2013-07-23,PRO
61014367,12120024,2008-05-13,PRO
61014371,PCT/US08/86656,2008-12-12,PRO
61014371,12334153,2008-12-12,PRO
61014376,12939836,2010-11-04,PRO
61014376,12337517,2008-12-17,PRO
61014378,12337470,2008-12-17,PRO
61014378,PCT/US08/86967,2008-12-16,PRO
61014380,12334351,2008-12-12,PRO
61014382,12887392,2010-09-21,PRO
61014382,12425830,2009-04-17,PRO
61014382,12197192,2008-08-22,PRO
61014385,12125509,2008-05-22,PRO
61014385,13453945,2012-04-23,PRO
61014392,12024046,2008-01-31,PRO
61014394,12337455,2008-12-17,PRO
61014395,12328468,2008-12-04,PRO
61014397,PCT/US08/87171,2008-12-17,PRO
61014397,12808786,2010-06-17,PRO
61014398,13473206,2012-05-16,PRO
61014398,13495976,2012-06-13,PRO
61014398,13473201,2012-05-16,PRO
61014398,PCT/US08/81213,2008-10-24,PRO
61014398,12258325,2008-10-24,PRO
61014398,12258320,2008-10-24,PRO
61014398,12258318,2008-10-24,PRO
61014398,13899905,2013-05-22,PRO
61014398,14144424,2013-12-30,PRO
61014398,12258345,2008-10-24,PRO
61014398,12267525,2008-11-07,PRO
61014398,12258335,2008-10-24,PRO
61014398,12267542,2008-11-07,PRO
61014398,14072659,2013-11-05,PRO
61014398,13495956,2012-06-13,PRO
61014402,12808468,2010-08-30,PRO
61014402,PCT/US08/87202,2008-12-17,PRO
61014405,13463343,2012-05-03,PRO
61014405,PCT/US08/86098,2008-12-09,PRO
61014405,12336865,2008-12-17,PRO
61014405,12336839,2008-12-17,PRO
61014405,PCT/US08/86284,2008-12-10,PRO
61014406,13629533,2012-09-27,PRO
61014406,PCT/US08/79376,2008-10-09,PRO
61014406,13397561,2012-02-15,PRO
61014406,12710247,2010-02-22,PRO
61014406,12710247,2010-02-22,PRO
61014406,13629533,2012-09-27,PRO
61014406,12130888,2008-05-30,PRO
61014406,14283185,2014-05-20,PRO
