application_number,child_application_number,child_filing_date,continuation_type
61109279,PCT/US09/62198,2009-10-27,PRO
61109279,12604841,2009-10-23,PRO
61109282,PCT/US09/62526,2009-10-29,PRO
61109282,12608488,2009-10-29,PRO
61109286,13685838,2012-11-27,PRO
61109286,12608071,2009-10-29,PRO
61109286,12608142,2009-10-29,PRO
61109286,PCT/US09/62556,2009-10-29,PRO
61109286,12608048,2009-10-29,PRO
61109289,12606817,2009-10-27,PRO
61109291,12608724,2009-10-29,PRO
61109292,12608978,2009-10-29,PRO
61109293,12608543,2009-10-29,PRO
61109295,12608714,2009-10-29,PRO
61109296,PCT/US09/61810,2009-10-23,PRO
61109296,12604439,2009-10-23,PRO
61109297,13838899,2013-03-15,PRO
61109297,13838869,2013-03-15,PRO
61109297,12637905,2009-12-15,PRO
61109297,13550565,2012-07-16,PRO
61109297,13296969,2011-11-15,PRO
61109297,PCT/US08/87429,2008-12-18,PRO
61109297,12337736,2008-12-18,PRO
61109298,13095391,2011-04-27,PRO
61109298,PCT/US09/62464,2009-10-29,PRO
61109301,PCT/US09/62475,2009-10-29,PRO
61109301,12582992,2009-10-21,PRO
61109302,PCT/US09/61289,2009-10-20,PRO
61109302,12577971,2009-10-13,PRO
61109305,PCT/US09/62097,2009-10-26,PRO
61109305,12605958,2009-10-26,PRO
61109307,PCT/US09/62333,2009-10-28,PRO
61109307,12606329,2009-10-27,PRO
61109308,12878430,2010-09-09,PRO
61109308,12854438,2010-08-11,PRO
61109308,12589842,2009-10-29,PRO
61109308,12854429,2010-08-11,PRO
61109308,PCT/US09/62605,2009-10-29,PRO
61109309,12608578,2009-10-29,PRO
61109309,PCT/US09/62575,2009-10-29,PRO
61109309,13590955,2012-08-21,PRO
61109310,12608350,2009-10-29,PRO
61109311,PCT/US09/62577,2009-10-29,PRO
61109311,12608386,2009-10-29,PRO
61109314,12607334,2009-10-28,PRO
61109314,PCT/US09/62295,2009-10-28,PRO
61109315,12608939,2009-10-29,PRO
61109317,13245494,2011-09-26,PRO
61109317,12477618,2009-06-03,PRO
61109319,12559835,2009-09-15,PRO
61109323,PCT/US09/62517,2009-10-29,PRO
61109323,12608243,2009-10-29,PRO
61109325,12608345,2009-10-29,PRO
61109325,PCT/US09/62500,2009-10-29,PRO
61109326,12576417,2009-10-09,PRO
61109326,PCT/US09/62088,2009-10-26,PRO
61109328,12608838,2009-10-29,PRO
61109329,PCT/US09/62313,2009-10-28,PRO
61109329,12606867,2009-10-27,PRO
61109330,12604509,2009-10-23,PRO
61109330,12730739,2010-03-24,PRO
61109330,PCT/US09/62325,2009-10-28,PRO
61109331,13126129,2011-07-15,PRO
61109331,PCT/US09/61670,2009-10-22,PRO
61109332,12607650,2009-10-28,PRO
61109337,PCT/US09/62057,2009-10-26,PRO
61109337,12605763,2009-10-26,PRO
61109341,12608290,2009-10-29,PRO
61109342,PCT/US09/62565,2009-10-29,PRO
61109342,12608735,2009-10-29,PRO
61109342,12684896,2010-01-08,PRO
61109345,12606466,2009-10-27,PRO
61109346,12607944,2009-10-28,PRO
61109348,12606298,2009-10-27,PRO
61109349,12728074,2010-03-19,PRO
61109349,12608646,2009-10-29,PRO
61109350,12920839,2010-11-10,PRO
61109350,PCT/US09/39461,2009-04-03,PRO
61109352,13442697,2012-04-09,PRO
61109352,13285766,2011-10-31,PRO
61109352,12604000,2009-10-22,PRO
61109353,12568293,2009-09-28,PRO
61109353,PCT/US09/58754,2009-09-29,PRO
61109354,12607553,2009-10-28,PRO
61109354,PCT/US09/62487,2009-10-29,PRO
61109355,12328159,2008-12-04,PRO
61109355,PCT/US08/85538,2008-12-04,PRO
61109355,13788920,2013-03-07,PRO
61109356,13910485,2013-06-05,PRO
61109356,PCT/US09/62637,2009-10-29,PRO
61109356,12398156,2009-03-04,PRO
61109356,12485823,2009-06-16,PRO
61109356,12782608,2010-05-18,PRO
61109356,13046623,2011-03-11,PRO
61109359,12608659,2009-10-29,PRO
61109360,13223453,2011-09-01,PRO
61109360,12608617,2009-10-29,PRO
61109361,12607677,2009-10-28,PRO
61109361,PCT/US09/62573,2009-10-29,PRO
61109363,12608074,2009-10-29,PRO
61109366,12608821,2009-10-29,PRO
61109366,PCT/US09/62616,2009-10-29,PRO
61109368,12608580,2009-10-29,PRO
61109368,13716905,2012-12-17,PRO
61109368,14099428,2013-12-06,PRO
61109369,PCT/US09/55403,2009-08-28,PRO
61109369,12550076,2009-08-28,PRO
61109370,12608481,2009-10-29,PRO
61109370,12608526,2009-10-29,PRO
61109376,12608526,2009-10-29,PRO
61109376,12608481,2009-10-29,PRO
61109377,12361365,2009-01-28,PRO
61109380,12551498,2009-08-31,PRO
61109380,PCT/US09/62494,2009-10-29,PRO
61109382,12437498,2009-05-07,PRO
61109382,13556753,2012-07-24,PRO
61109382,PCT/US09/43197,2009-05-07,PRO
61109383,12834869,2010-07-12,PRO
61109383,PCT/US09/31605,2009-01-21,PRO
61109383,12357288,2009-01-21,PRO
61109385,13126651,2011-08-18,PRO
61109385,PCT/US09/62533,2009-10-29,PRO
61109386,PCT/US09/62317,2009-10-28,PRO
61109386,13126022,2011-06-10,PRO
61109387,12568974,2009-09-29,PRO
61109390,PCT/US09/44268,2009-05-15,PRO
61109390,12467123,2009-05-15,PRO
61109390,12467168,2009-05-15,PRO
61109390,PCT/US09/44266,2009-05-15,PRO
61109390,PCT/US09/44245,2009-05-15,PRO
61109390,13401502,2012-02-21,PRO
61109390,12467064,2009-05-15,PRO
61109390,14078140,2013-11-12,PRO
61109390,12467211,2009-05-15,PRO
61109390,PCT/US09/44226,2009-05-15,PRO
61109390,PCT/US09/44230,2009-05-15,PRO
61109390,13467176,2012-05-09,PRO
61109390,12467203,2009-05-15,PRO
61109390,PCT/US09/44264,2009-05-15,PRO
61109390,13458006,2012-04-27,PRO
61109390,12467199,2009-05-15,PRO
61109394,13124324,2011-08-19,PRO
61109394,PCT/US09/62550,2009-10-29,PRO
61109396,PCT/US09/62543,2009-10-29,PRO
61109396,12608905,2009-10-29,PRO
61109396,13973745,2013-08-22,PRO
61109398,12605794,2009-10-26,PRO
61109398,PCT/US09/62066,2009-10-26,PRO
61109400,12361449,2009-01-28,PRO
61109403,12604243,2009-10-22,PRO
61109403,PCT/US09/62039,2009-10-26,PRO
61109407,12607859,2009-10-28,PRO
61109407,13736569,2013-01-08,PRO
61109410,PCT/US09/44226,2009-05-15,PRO
61109410,13401502,2012-02-21,PRO
61109410,12467168,2009-05-15,PRO
61109410,12467199,2009-05-15,PRO
61109410,12467123,2009-05-15,PRO
61109410,13458006,2012-04-27,PRO
61109410,PCT/US09/44266,2009-05-15,PRO
61109410,PCT/US09/44264,2009-05-15,PRO
61109410,PCT/US09/44245,2009-05-15,PRO
61109410,12467203,2009-05-15,PRO
61109410,14078140,2013-11-12,PRO
61109410,12467211,2009-05-15,PRO
61109410,PCT/US09/44268,2009-05-15,PRO
61109410,12467064,2009-05-15,PRO
61109410,PCT/US09/44230,2009-05-15,PRO
61109410,13467176,2012-05-09,PRO
61109411,12551837,2009-09-01,PRO
61109414,12608588,2009-10-29,PRO
61109414,PCT/US09/62524,2009-10-29,PRO
61109415,12608366,2009-10-29,PRO
61109415,PCT/US09/62498,2009-10-29,PRO
61109418,PCT/US09/04303,2009-07-24,PRO
61109418,12509323,2009-07-24,PRO
61109419,12608451,2009-10-29,PRO
61109419,13628804,2012-09-27,PRO
61109420,12607415,2009-10-28,PRO
61109423,12430518,2009-04-27,PRO
61109424,PCT/US09/62125,2009-10-26,PRO
61109424,12605663,2009-10-26,PRO
61109426,PCT/US09/59843,2009-10-07,PRO
61109426,13123817,2011-06-20,PRO
61109427,PCT/US09/61632,2009-10-22,PRO
61109427,12603734,2009-10-22,PRO
61109428,13124922,2011-06-29,PRO
61109428,PCT/US09/62320,2009-10-28,PRO
61109430,12606843,2009-10-27,PRO
61109432,12608914,2009-10-29,PRO
61109434,12361977,2009-01-29,PRO
61109434,PCT/US09/62410,2009-10-28,PRO
61109434,12361990,2009-01-29,PRO
61109434,PCT/US09/62413,2009-10-28,PRO
61109435,12539515,2009-08-11,PRO
61109438,12562099,2009-09-17,PRO
61109439,12467153,2009-05-15,PRO
61109439,PCT/US09/44244,2009-05-15,PRO
61109439,13450140,2012-04-18,PRO
61109439,14150449,2014-01-08,PRO
61109440,PCT/US09/62656,2009-10-29,PRO
61109440,12393705,2009-02-26,PRO
61109441,PCT/US09/62578,2009-10-29,PRO
61109441,13126858,2011-07-22,PRO
61109444,12606820,2009-10-27,PRO
61109445,12507303,2009-07-22,PRO
61109447,12543901,2009-08-19,PRO
61109447,PCT/US09/54281,2009-08-19,PRO
61109448,PCT/US09/44245,2009-05-15,PRO
61109448,13401502,2012-02-21,PRO
61109448,PCT/US09/44226,2009-05-15,PRO
61109448,14078140,2013-11-12,PRO
61109448,12467211,2009-05-15,PRO
61109448,13458006,2012-04-27,PRO
61109448,PCT/US09/44266,2009-05-15,PRO
61109448,12467064,2009-05-15,PRO
61109448,PCT/US09/44230,2009-05-15,PRO
61109448,12467168,2009-05-15,PRO
61109448,12467123,2009-05-15,PRO
61109448,13467176,2012-05-09,PRO
61109448,12467199,2009-05-15,PRO
61109448,12467203,2009-05-15,PRO
61109448,PCT/US09/44268,2009-05-15,PRO
61109448,PCT/US09/44264,2009-05-15,PRO
61109449,PCT/US09/38759,2009-03-30,PRO
61109449,12408395,2009-03-20,PRO
61109451,12693429,2010-01-25,PRO
61109454,13126026,2011-07-18,PRO
61109454,PCT/US09/62514,2009-10-29,PRO
61109455,PCT/US09/46451,2009-06-05,PRO
61109455,12996358,2011-03-23,PRO
61109458,12580134,2009-10-15,PRO
61109461,PCT/US09/62244,2009-10-27,PRO
61109461,13677058,2012-11-14,PRO
61109461,12606956,2009-10-27,PRO
61109462,12605978,2009-10-26,PRO
61109462,PCT/US09/62070,2009-10-26,PRO
61109462,14140120,2013-12-24,PRO
61109464,12607671,2009-10-28,PRO
