application_number,parent_application_number,parent_filing_date,continuation_type
PCT/US95/16868,08395259,1995-02-28,CON
PCT/US95/16869,08367802,1994-12-30,CON
PCT/US95/16870,08466495,1995-06-06,CON
PCT/US95/16873,08365769,1994-12-29,CON
PCT/US95/16874,08435517,1995-05-04,CON
PCT/US95/16875,08366978,1994-12-30,CON
PCT/US95/16876,08366968,1994-12-30,CON
PCT/US95/16878,08367103,1994-12-30,CON
PCT/US95/16879,08365222,1994-12-28,CON
PCT/US95/16880,08367807,1994-12-30,CON
PCT/US95/16881,08367842,1994-12-30,CON
PCT/US95/16882,08371986,1995-01-13,CON
PCT/US95/16883,08361808,1994-12-22,CON
PCT/US95/16883,08362271,1994-12-22,CON
PCT/US95/16884,08362276,1994-12-22,CON
PCT/US95/16885,08361667,1994-12-22,CON
PCT/US95/16886,08382963,1995-02-02,CON
PCT/US95/16887,08364785,1994-12-27,CON
PCT/US95/16888,08364800,1994-12-27,CON
PCT/US95/16889,08367395,1994-12-30,CON
PCT/US95/16889,08434000,1995-05-04,CON
PCT/US95/16890,08366124,1994-12-29,CON
PCT/US95/16891,08365257,1994-12-28,CON
PCT/US95/16891,08365720,1994-12-28,CON
PCT/US95/16892,08366885,1994-12-30,CON
PCT/US95/16893,08370053,1995-01-09,CON
PCT/US95/16894,08371952,1995-01-12,CON
PCT/US95/16895,08365783,1994-12-29,CON
PCT/US95/16896,08395670,1995-02-28,CON
PCT/US95/16898,08371834,1995-01-12,CON
PCT/US95/16899,08366822,1994-12-30,CON
PCT/US95/16900,08412987,1995-03-29,CON
PCT/US95/16901,08364980,1995-01-06,CON
PCT/US95/16902,08427808,1995-04-26,CON
PCT/US95/16903,08364976,1995-01-06,CON
PCT/US95/16904,08365473,1994-12-30,CON
PCT/US95/16905,08368710,1995-01-04,CON
PCT/US95/16907,08376553,1995-01-20,CON
PCT/US95/16911,08372807,1994-12-23,CON
PCT/US95/16912,08361064,1994-12-21,CON
PCT/US95/16913,07862977,1992-04-03,PRO
PCT/US95/16914,08364612,1994-12-27,CON
PCT/US95/16915,08368964,1995-01-05,CON
PCT/US95/16916,08487034,1995-06-07,CON
