application_number,child_application_number,child_filing_date,continuation_type
09746149,11981122,2007-10-31,CIP
09746149,11981121,2007-10-31,CIP
09746149,11432161,2006-05-11,CIP
09746149,11981224,2007-10-31,CIP
09746149,13230268,2011-09-12,CIP
09746149,09829263,2001-04-09,CIP
09746149,11981162,2007-10-31,CIP
09746149,11432147,2006-05-11,CIP
09746155,PCT/US00/35425,2000-12-28,CON
09746167,PCT/US01/06317,2001-02-28,CON
09746167,10200399,2002-07-22,CON
09746171,12129558,2008-05-29,CON
09746177,10619854,2003-07-15,CIP
09746177,09875593,2001-06-06,CIP
09746177,11821607,2007-06-25,CIP
09746184,PCT/US01/48118,2001-12-11,CON
09746186,11621885,2007-01-10,DIV
09746186,10427830,2003-05-01,DIV
09746186,11208686,2005-08-22,DIV
09746192,10801937,2004-03-16,CON
09746194,11302883,2005-12-14,CIP
09746194,11123713,2005-05-06,CON
09746197,PCT/US01/45416,2001-11-15,CON
09746200,11210431,2005-08-23,CON
09746204,10255884,2002-09-26,DIV
09746205,12976458,2010-12-22,CON
09746207,11204717,2005-08-16,CON
09746209,PCT/US01/44747,2001-11-29,CON
09746210,PCT/US01/50248,2001-12-20,CON
09746210,10426045,2003-04-28,CON
09746212,PCT/US01/50270,2001-12-19,CON
09746213,10688106,2003-10-17,DIV
09746213,11280804,2005-11-15,DIV
09746213,10268070,2002-10-07,DIV
09746215,10256316,2002-09-27,CON
09746216,PCT/US01/50476,2001-12-20,CON
09746217,PCT/US01/50476,2001-12-20,CON
09746223,10277744,2002-10-23,DIV
09746223,10748187,2003-12-31,DIV
09746234,PCT/US00/34945,2000-12-22,CON
09746234,10653655,2003-09-02,CON
09746236,11175095,2005-07-05,DIV
09746237,10174114,2002-06-18,REI
09746242,PCT/US01/48790,2001-12-18,CON
09746249,11136607,2005-05-23,CON
09746249,PCT/US01/50101,2001-12-21,CON
09746250,09961729,2001-09-24,CON
09746253,10378359,2003-03-03,CON
09746254,10351728,2003-01-27,DIV
09746257,PCT/US01/50100,2001-12-21,CON
09746260,10828799,2004-04-22,DIV
09746260,10828640,2004-04-22,DIV
09746260,10885387,2004-07-07,DIV
09746260,10885388,2004-07-07,DIV
09746268,PCT/US01/48918,2001-12-13,CON
09746270,PCT/US01/29890,2001-09-24,CON
09746272,10619832,2003-07-15,CON
09746272,11353270,2006-02-14,CON
09746274,11124238,2005-05-09,DIV
09746275,10199195,2002-07-19,CON
09746275,10027970,2001-10-19,CIP
09746275,10335399,2002-12-31,CIP
09746275,10925159,2004-08-24,CON
09746275,09895969,2001-06-29,CON
09746276,PCT/US01/48557,2001-12-14,CON
09746280,PCT/US01/49722,2001-12-20,CON
09746280,PCT/US01/49727,2001-12-20,CON
09746282,PCT/US01/51332,2001-12-20,CON
09746285,10139700,2002-05-04,DIV
09746289,10616480,2003-07-08,CON
09746289,10153080,2002-05-21,CON
09746291,10216953,2002-08-12,DIV
09746292,10390469,2003-03-17,CIP
09746294,09952011,2001-09-11,CIP
09746297,PCT/US00/34693,2000-12-20,CON
09746300,10442822,2003-05-21,CON
09746310,PCT/US01/48468,2001-12-14,CON
09746311,10884730,2004-07-02,DIV
09746311,10056922,2002-01-24,CIP
09746317,PCT/US01/02065,2001-01-19,CON
09746317,10667930,2003-09-22,DIV
09746320,10243293,2002-09-13,CON
09746325,12489568,2009-06-23,CON
09746325,12126001,2008-05-23,CON
09746327,PCT/US01/43341,2001-11-19,CON
09746327,09966558,2001-09-27,DIV
09746331,PCT/US01/49275,2001-12-21,CON
09746332,PCT/US01/12893,2001-04-20,CON
09746332,09839316,2001-04-20,CIP
09746332,10431547,2003-05-07,DIV
09746334,PCT/US01/49235,2001-12-20,CON
09746336,10191533,2002-07-10,DIV
09746336,10373773,2003-02-27,DIV
09746337,PCT/US01/45707,2001-12-05,CON
09746337,10298292,2002-11-15,CIP
09746340,10328344,2002-12-23,CON
09746341,09939321,2001-08-24,DIV
09746341,PCT/US01/29150,2001-09-17,CON
09746344,10608688,2003-06-27,DIV
09746348,PCT/US01/48611,2001-12-13,CON
09746352,11379329,2006-04-19,CON
09746353,PCT/US01/43706,2001-11-16,CON
09746354,PCT/US01/51293,2001-12-19,CON
09746355,PCT/US01/21060,2001-06-29,CON
09746355,10119364,2002-04-09,DIV
09746356,PCT/US01/49209,2001-12-21,CON
09746359,11458666,2006-07-19,DIV
09746359,12043046,2008-03-05,DIV
09746359,10424658,2003-04-28,DIV
09746359,13860716,2013-04-11,DIV
09746359,12433784,2009-04-30,DIV
09746359,14256331,2014-04-18,DIV
09746359,13185368,2011-07-18,DIV
09746361,PCT/US01/50226,2001-12-20,CON
09746362,PCT/US00/35465,2000-12-28,CON
09746369,PCT/US01/47687,2001-11-30,CON
09746369,10658933,2003-09-09,DIV
09746370,PCT/US01/49930,2001-12-20,CON
09746375,13342675,2012-01-03,CON
09746375,12499636,2009-07-08,CON
09746375,10806294,2004-03-22,CON
09746380,PCT/US01/49378,2001-12-20,CON
09746382,10025060,2001-12-19,CIP
09746383,13087159,2011-04-14,CON
09746383,10165971,2002-06-07,CON
09746383,10418886,2003-04-18,CON
09746383,12876677,2010-09-07,CON
09746383,13494378,2012-06-12,CON
09746383,11210572,2005-08-24,CON
09746383,12156497,2008-06-02,CON
09746384,10390371,2003-03-17,CON
09746384,10636378,2003-08-06,CON
09746384,10697990,2003-10-30,CON
09746384,10005005,2001-12-04,CON
09746385,PCT/US01/48168,2001-12-10,CON
09746389,90006586,2003-04-04,REX
09746390,11583077,2006-10-19,DIV
09746390,12271255,2008-11-14,DIV
09746390,10750161,2003-12-30,DIV
09746390,12979894,2010-12-28,DIV
09746390,11583839,2006-10-20,DIV
09746390,11281861,2005-11-18,DIV
09746392,12008882,2008-01-15,DIV
09746392,10679860,2003-10-06,DIV
09746392,11702866,2007-02-06,DIV
09746392,10348647,2003-01-21,DIV
09746394,10156254,2002-05-28,CON
09746395,PCT/US01/50109,2001-12-21,CON
09746400,09975909,2001-10-11,CIP
09746400,PCT/US01/48672,2001-12-14,CON
09746402,10126218,2002-04-19,DIV
09746403,10133584,2002-04-29,CON
09746403,12461385,2009-08-10,CON
09746405,11561111,2006-11-17,DIV
09746409,11213468,2005-08-25,DIV
09746409,11213590,2005-08-25,CON
09746415,10437829,2003-05-13,CON
09746418,10074133,2002-02-12,CON
09746418,10372677,2003-02-24,CON
09746427,10793423,2004-03-04,CON
09746430,10928852,2004-08-27,CON
09746431,PCT/US01/22102,2001-07-13,CON
09746431,PCT/US01/22102,2001-07-13,CON
09746431,10742215,2003-12-19,DIV
09746431,10127913,2002-04-23,DIV
09746438,11231107,2005-09-20,CON
09746439,10859775,2004-06-03,DIV
09746439,10413421,2003-04-14,DIV
09746439,10827779,2004-04-20,DIV
09746439,10799475,2004-03-11,DIV
09746440,PCT/US01/11416,2001-04-06,CON
09746446,10230323,2002-08-29,CON
09746447,10080940,2002-02-22,CIP
