application_number,child_application_number,child_filing_date,continuation_type
60656335,11931002,2007-10-31,PRO
60656335,11931002,2007-10-31,PRO
60656335,11931027,2007-10-31,PRO
60656335,11930967,2007-10-31,PRO
60656336,11361695,2006-02-24,PRO
60656337,11355212,2006-02-14,PRO
60656337,11355233,2006-02-14,PRO
60656337,11355044,2006-02-14,PRO
60656338,11355044,2006-02-14,PRO
60656338,11355233,2006-02-14,PRO
60656338,11355212,2006-02-14,PRO
60656339,11350958,2006-02-09,PRO
60656341,13344073,2012-01-05,PRO
60656341,11360644,2006-02-23,PRO
60656341,12047014,2008-03-12,PRO
60656342,PCT/US06/02372,2006-01-24,PRO
60656342,11492300,2006-07-25,PRO
60656343,11897467,2007-08-30,PRO
60656343,11363472,2006-02-27,PRO
60656344,11361188,2006-02-24,PRO
60656345,11126438,2005-05-11,PRO
60656346,PCT/US06/06185,2006-02-22,PRO
60656346,11359943,2006-02-22,PRO
60656346,12131283,2008-06-02,PRO
60656347,11345264,2006-01-31,PRO
60656348,PCT/US06/06612,2006-02-24,PRO
60656348,12498479,2009-07-07,PRO
60656348,11362599,2006-02-24,PRO
60656354,11350212,2006-02-08,PRO
60656354,11358282,2006-02-21,PRO
60656355,11374299,2006-02-23,PRO
60656356,PCT/US06/01112,2006-01-13,PRO
60656356,12892151,2010-09-28,PRO
60656356,11229024,2005-09-16,PRO
60656357,11115804,2005-04-26,PRO
60656359,11360690,2006-02-24,PRO
60656359,PCT/US06/06424,2006-02-24,PRO
60656360,PCT/US06/06526,2006-02-24,PRO
60656360,11885105,2009-07-15,PRO
60656362,12103310,2008-04-15,PRO
60656362,11358995,2006-02-21,PRO
60656363,11363434,2006-02-27,PRO
60656364,11276312,2006-02-23,PRO
60656364,12395255,2009-02-27,PRO
60656368,11362912,2006-02-28,PRO
60656368,11362911,2006-02-28,PRO
60656368,11315342,2005-12-23,PRO
60656368,11315345,2005-12-23,PRO
60656368,11362756,2006-02-28,PRO
60656375,PCT/US06/06847,2006-02-28,PRO
60656375,11817309,2008-09-11,PRO
60656379,11632649,2007-04-09,PRO
60656379,11365771,2006-02-28,PRO
60656379,11632648,2007-04-13,PRO
60656382,11356958,2006-02-21,PRO
60656383,11355902,2006-02-17,PRO
60656385,11365952,2006-02-28,PRO
60656386,11365951,2006-02-28,PRO
60656392,PCT/IL06/00265,2006-02-28,PRO
60656393,11133324,2005-05-20,PRO
60656395,11361058,2006-02-24,PRO
60656397,PCT/IL06/00270,2006-02-28,PRO
60656397,11817148,2007-08-26,PRO
60656400,11289520,2005-11-30,PRO
60656400,11693760,2007-03-30,PRO
60656402,11352333,2006-02-13,PRO
60656405,11363825,2006-02-28,PRO
60656408,11363272,2006-02-28,PRO
60656411,PCT/US06/06777,2006-02-27,PRO
60656411,11363110,2006-02-27,PRO
60656417,11363957,2006-02-28,PRO
60656420,11361861,2006-02-24,PRO
60656423,11362534,2006-02-27,PRO
60656423,PCT/US06/06760,2006-02-27,PRO
60656426,11243900,2005-10-05,PRO
60656427,11182442,2005-07-15,PRO
60656427,11181302,2005-07-14,PRO
60656427,PCT/US05/25252,2005-07-18,PRO
60656427,11148619,2005-06-09,PRO
60656428,11112437,2005-04-22,PRO
60656428,11932827,2007-10-31,PRO
60656428,PCT/US06/06396,2006-02-23,PRO
60656430,PCT/IB05/51909,,PRO
60656430,11307816,2006-02-24,PRO
60656431,PCT/US06/06760,2006-02-27,PRO
60656431,11362534,2006-02-27,PRO
60656432,11360433,2006-02-24,PRO
60656434,11362534,2006-02-27,PRO
60656434,PCT/US06/06760,2006-02-27,PRO
60656437,11362534,2006-02-27,PRO
60656437,PCT/US06/06760,2006-02-27,PRO
