application_number,child_application_number,child_filing_date,continuation_type
13054364,13937909,2013-07-09,CON
13054369,13714768,2012-12-14,CIP
13054372,14168788,2014-01-30,CON
13054385,14282941,2014-05-20,CON
13054389,13938572,2013-07-10,CON
13054401,14327144,2014-07-09,DIV
13054407,13899672,2013-05-22,CON
13054425,13860641,2013-04-11,DIV
13054425,13454867,2012-04-24,DIV
13054453,14208650,2014-03-13,CON
13054461,13649958,2012-10-11,CIP
13054463,14320383,2014-06-30,CON
13054467,14013814,2013-08-29,CON
13054467,14507197,2014-10-06,CON
13054468,14174072,2014-02-06,CON
13054470,13243194,2011-09-23,DIV
13054470,13166601,2011-06-22,DIV
13054470,13887546,2013-05-06,DIV
13054470,13403938,2012-02-23,DIV
13054475,13947142,2013-07-22,DIV
13054490,14143813,2013-12-30,DIV
13054499,13764742,2013-02-11,CON
13054523,14257748,2014-04-21,CON
13054588,13908013,2013-06-03,CON
13054592,14108194,2013-12-16,DIV
13054600,14295111,2014-06-03,CON
13054618,13467729,2012-05-09,CON
13054639,14191672,2014-02-27,CON
13054655,14496248,2014-09-25,CON
13054655,13893881,2013-05-14,CON
13054655,14177637,2014-02-11,CON
13054664,14322472,2014-07-02,CON
13054666,13565208,2012-08-02,CON
13054680,13916986,2013-06-13,CON
13054698,14338840,2014-07-23,CON
13054719,14183151,2014-02-18,CON
13054719,13888738,2013-05-07,CON
13054720,14309281,2014-06-19,DIV
13054762,14196899,2014-03-04,DIV
13054767,14464245,2014-08-20,CON
13054825,13469229,2012-05-11,DIV
13054840,14173594,2014-02-05,CON
13054844,14061578,2013-10-23,CON
13054847,14044258,2013-10-02,DIV
13054847,14282049,2014-05-20,DIV
13054847,14044285,2013-10-02,DIV
13054847,14283465,2014-05-21,DIV
13054850,13544011,2012-07-09,CON
13054853,13970854,2013-08-20,CON
13054863,13918309,2013-06-14,CON
13054865,14096882,2013-12-04,CON
13054891,14019022,2013-09-05,CON
13054895,14447829,2014-07-31,CON
13054896,14474358,2014-09-02,CON
13054896,14163580,2014-01-24,DIV
13054909,13797028,2013-03-12,DIV
13054910,14167635,2014-01-29,CON
13054912,14028438,2013-09-16,CON
13054914,13920103,2013-06-18,DIV
13054923,14302169,2014-06-11,DIV
13054930,14081571,2013-11-15,DIV
13054957,13888351,2013-05-06,DIV
13054973,13155436,2011-06-08,CON
13054974,14039644,2013-09-27,CON
13054983,14186497,2014-02-21,CON
13054987,13930602,2013-06-28,DIV
13054994,13533472,2012-06-26,CON
13055010,14314639,2014-06-25,CON
13055017,13773845,2013-02-22,CON
13055025,13413766,2012-03-07,DIV
13055029,13941286,2013-07-12,CON
13055032,14088456,2013-11-25,CON
13055036,14255634,2014-04-17,CON
13055036,13762102,2013-02-07,CON
13055045,14229112,2014-03-28,CON
13055045,14229233,2014-03-28,CON
13055046,13450784,2012-04-19,DIV
13055046,13770336,2013-02-19,DIV
13055081,14050848,2013-10-10,CON
13055096,14182611,2014-02-18,CON
13055104,14094842,2013-12-03,CON
13055109,13902328,2013-05-24,CON
13055111,14338033,2014-07-22,CON
13055116,13556110,2012-07-23,CON
13055124,14082388,2013-11-18,CON
13055138,13416103,2012-03-09,CON
13055168,13011009,2011-01-21,CIP
13055174,14141058,2013-12-26,CON
13055178,13924435,2013-06-21,DIV
13055234,14324676,2014-07-07,CON
13055239,13842988,2013-03-15,CIP
13055241,13861519,2013-04-12,CON
13055243,14505558,2014-10-03,CON
13055244,14203211,2014-03-10,DIV
13055253,14021416,2013-10-08,CON
13055262,14450349,2014-08-04,DIV
13055263,13861683,2013-04-12,CON
13055267,14487725,2014-09-16,CON
13055281,13588467,2012-08-17,DIV
13055284,13737750,2013-01-09,CON
13055288,13933179,2013-07-02,DIV
13055333,14048768,2013-10-08,DIV
13055346,13935153,2013-07-03,DIV
13055379,13534185,2012-06-27,DIV
13055389,13012441,2011-01-24,CON
13055389,13279779,2011-10-24,CIP
13055390,13939094,2013-07-10,CON
13055397,13904654,2013-05-29,CON
13055418,13645187,2012-10-04,CON
13055428,13016369,2011-01-28,CON
13055433,14075779,2013-11-08,DIV
13055441,14178223,2014-02-11,CON
13055454,PCT/US14/31220,2014-03-19,CON
13055455,14086702,2013-11-21,CON
