application_number,child_application_number,child_filing_date,continuation_type
61424952,PCT/US11/65881,2011-12-19,PRO
61424952,13995864,2013-12-16,PRO
61424952,13404984,2012-02-24,PRO
61424952,13921962,2013-06-19,PRO
61424953,14103569,2013-12-11,PRO
61424953,13327414,2011-12-15,PRO
61424953,PCT/US11/65255,2011-12-15,PRO
61424955,PCT/US11/65883,2011-12-19,PRO
61424955,13990832,2013-05-31,PRO
61424956,13330340,2011-12-19,PRO
61424956,13330352,2011-12-19,PRO
61424956,13330321,2011-12-19,PRO
61424959,PCT/US11/65143,2011-12-15,PRO
61424959,13995240,2013-06-18,PRO
61424960,PCT/US11/64581,2011-12-13,PRO
61424960,13996182,2013-06-20,PRO
61424961,13991576,2013-06-04,PRO
61424961,PCT/US11/66017,2011-12-20,PRO
61424962,PCT/US11/65259,2011-12-15,PRO
61424962,13327428,2011-12-15,PRO
61424964,PCT/US11/66184,2011-12-20,PRO
61424964,13990470,2013-05-30,PRO
61424967,13991705,2013-06-05,PRO
61424967,PCT/US11/66021,2011-12-20,PRO
61424967,13330949,2011-12-20,PRO
61424967,14103092,2013-12-11,PRO
61424967,14103193,2013-12-11,PRO
61424967,14044139,2013-10-02,PRO
61424969,13316698,2011-12-12,PRO
61424970,13328872,2011-12-16,PRO
61424971,PCT/US11/65889,2011-12-19,PRO
61424973,PCT/US11/45921,2011-07-29,PRO
61424973,13710450,2012-12-10,PRO
61424973,13710436,2012-12-10,PRO
61424973,13194320,2011-07-29,PRO
61424974,13182448,2011-07-14,PRO
61424975,13327442,2011-12-15,PRO
61424975,PCT/US11/65260,2011-12-15,PRO
61424975,14068945,2013-10-31,PRO
61424979,13332176,2011-12-20,PRO
61424980,13315930,2011-12-09,PRO
61424981,13329749,2011-12-19,PRO
61424984,PCT/US11/65894,2011-12-19,PRO
61424984,13993081,2013-06-11,PRO
61424987,13155709,2011-06-08,PRO
61424987,13249288,2011-09-30,PRO
61424988,13325518,2011-12-14,PRO
61424989,13331288,2011-12-20,PRO
61424990,PCT/US11/66068,2011-12-20,PRO
61424990,13996143,2013-06-20,PRO
61424992,13813605,2013-01-31,PRO
61424992,PCT/US11/48995,2011-08-24,PRO
61424994,13332345,2011-12-20,PRO
61424994,14334630,2014-07-17,PRO
61424996,13995681,2013-06-19,PRO
61424996,PCT/US11/65830,2011-12-19,PRO
61424997,13995549,2013-06-19,PRO
61424997,PCT/US11/61997,2011-11-23,PRO
61424999,13316919,2011-12-12,PRO
61425000,13919079,2013-06-17,PRO
61425000,PCT/US11/66306,2011-12-20,PRO
61425001,13329961,2011-12-19,PRO
61425004,13330111,2011-12-19,PRO
61425005,PCT/US11/61692,2011-11-21,PRO
61425005,13301415,2011-11-21,PRO
61425006,13324597,2011-12-13,PRO
61425008,13995183,2013-06-18,PRO
61425008,PCT/US11/61998,2011-11-23,PRO
61425011,13331563,2011-12-20,PRO
61425012,13310277,2011-12-02,PRO
61425014,13330107,2011-12-19,PRO
61425015,PCT/US11/65814,2011-12-19,PRO
61425015,13305986,2011-11-29,PRO
61425016,13988626,2013-05-21,PRO
61425016,PCT/US11/64427,2011-12-12,PRO
61425017,13307373,2011-11-30,PRO
61425018,13330756,2011-12-20,PRO
61425018,14055015,2013-10-16,PRO
61425019,PCT/US11/66076,2011-12-20,PRO
61425019,13331060,2011-12-20,PRO
61425020,PCT/US11/62197,2011-11-28,PRO
61425020,13305559,2011-11-28,PRO
61425021,PCT/US11/65817,2011-12-19,PRO
61425021,13305992,2011-11-29,PRO
61425022,13329717,2011-12-19,PRO
61425023,13994595,2014-01-10,PRO
61425023,PCT/US11/66169,2011-12-20,PRO
61425024,13228393,2011-09-08,PRO
61425024,PCT/US11/50894,2011-09-08,PRO
61425024,13228377,2011-09-08,PRO
61425024,PCT/US11/50868,2011-09-08,PRO
61425024,13588806,2012-08-17,PRO
61425024,PCT/US11/50876,2011-10-05,PRO
61425024,13228400,2011-09-08,PRO
61425024,13228420,2011-09-08,PRO
61425024,PCT/US11/50884,2011-09-08,PRO
61425026,PCT/US11/65962,2011-12-20,PRO
61425026,13331076,2011-12-20,PRO
61425028,14114028,2014-06-12,PRO
61425028,13228231,2011-09-08,PRO
61425028,13113681,2011-05-23,PRO
61425030,13332358,2011-12-20,PRO
61425032,13329579,2011-12-19,PRO
61425032,PCT/US11/66294,2011-12-20,PRO
61425033,PCT/US11/66102,2011-12-20,PRO
61425033,13331550,2011-12-20,PRO
61425034,14485259,2014-09-12,PRO
61425034,13293177,2011-11-10,PRO
61425034,PCT/US11/60081,2011-11-10,PRO
61425034,13293186,2011-11-10,PRO
61425034,13293166,2011-11-10,PRO
61425035,13326545,2011-12-15,PRO
61425036,13330997,2011-12-20,PRO
61425037,13329594,2011-12-19,PRO
61425037,PCT/US11/66298,2011-12-20,PRO
61425038,13819669,2013-04-22,PRO
61425038,PCT/IL11/00696,2011-08-30,PRO
61425039,13884632,2013-05-10,PRO
61425039,PCT/US11/60083,2011-11-10,PRO
61425040,13330553,2011-12-19,PRO
61425043,13331583,2011-12-20,PRO
61425043,PCT/US11/66105,2011-12-20,PRO
61425044,13306343,2011-11-29,PRO
61425044,PCT/US11/63438,2011-12-06,PRO
61425045,13331120,2011-12-20,PRO
61425046,13995869,2013-09-05,PRO
61425046,PCT/US11/66072,2011-12-20,PRO
61425047,PCT/US11/66091,2011-12-20,PRO
61425047,13331695,2011-12-20,PRO
61425049,PCT/US11/66304,2011-12-20,PRO
61425049,13329612,2011-12-19,PRO
61425053,PCT/US11/65723,2011-12-19,PRO
61425053,13327838,2011-12-16,PRO
61425054,PCT/US11/66025,2011-12-20,PRO
61425054,13464175,2012-05-04,PRO
61425054,13330091,2011-12-19,PRO
61425055,13996162,2013-06-20,PRO
61425055,PCT/US11/66088,2011-12-20,PRO
61425056,13297785,2011-11-16,PRO
61425057,13331571,2011-12-20,PRO
61425057,PCT/US11/66172,2011-12-20,PRO
61425058,13329633,2011-12-19,PRO
61425058,PCT/US11/66311,2011-12-20,PRO
61425060,13279869,2011-10-24,PRO
61425060,PCT/US11/57482,2011-10-24,PRO
61425061,13325120,2011-12-14,PRO
61425062,PCT/US11/65804,2011-12-19,PRO
61425062,13329741,2011-12-19,PRO
61425064,13331922,2011-12-20,PRO
61425064,PCT/US11/66168,2011-12-20,PRO
61425065,13330838,2011-12-20,PRO
61425066,PCT/US11/64811,2011-12-14,PRO
61425066,13325354,2011-12-14,PRO
61425067,13329697,2011-12-19,PRO
61425068,13324999,2011-12-13,PRO
61425069,13328029,2011-12-16,PRO
61425069,13328030,2011-12-16,PRO
61425069,PCT/US11/65399,2011-12-16,PRO
61425074,13994485,2013-09-09,PRO
61425074,PCT/US11/65822,2011-12-19,PRO
61425079,13332247,2011-12-20,PRO
61425080,13324221,2011-12-13,PRO
61425081,13328519,2011-12-16,PRO
61425084,13161291,2011-06-15,PRO
61425084,13843226,2013-03-15,PRO
61425084,PCT/US11/61329,2011-11-18,PRO
61425085,13085643,2011-04-13,PRO
61425085,PCT/US11/32213,2011-04-13,PRO
61425086,PCT/US11/64522,2011-12-13,PRO
61425086,12974952,2010-12-21,PRO
61425088,13989149,2013-05-23,PRO
61425088,PCT/US11/66273,2011-12-20,PRO
61425092,13993210,2013-06-20,PRO
61425092,PCT/US11/66030,2011-12-20,PRO
61425094,PCT/US11/66279,2011-12-20,PRO
61425096,13282052,2011-10-26,PRO
61425097,13329872,2011-12-19,PRO
61425098,13331749,2011-12-20,PRO
61425098,PCT/US11/65913,2011-12-19,PRO
61425100,PCT/US11/65865,2011-12-19,PRO
61425100,13329800,2011-12-19,PRO
61425101,13991437,2013-06-04,PRO
61425101,PCT/US11/66287,2011-12-20,PRO
61425102,13332325,2011-12-20,PRO
61425102,PCT/US11/66278,2011-12-20,PRO
61425103,13329923,2011-12-19,PRO
61425104,13329533,2011-12-19,PRO
61425104,PCT/US11/66114,2011-12-20,PRO
61425105,PCT/US11/28889,2011-03-17,PRO
61425106,13325662,2011-12-14,PRO
61425106,PCT/US11/65045,2011-12-15,PRO
61425107,PCT/US11/65743,2011-12-19,PRO
61425107,13329532,2011-12-19,PRO
61425108,13331968,2011-12-20,PRO
61425108,PCT/US11/66220,2011-12-20,PRO
61425109,13331966,2011-12-20,PRO
61425110,13331505,2011-12-20,PRO
61425112,PCT/US11/65979,2011-12-20,PRO
61425112,13330786,2011-12-20,PRO
61425113,13330282,2011-12-19,PRO
61425114,13100966,2011-05-04,PRO
61425115,13164382,2011-06-20,PRO
61425115,13164306,2011-06-20,PRO
61425116,13330164,2011-12-19,PRO
61425116,PCT/US11/65849,2011-12-19,PRO
61425118,13332360,2011-12-20,PRO
61425118,PCT/IB11/03333,2011-12-20,PRO
61425119,13332027,2011-12-20,PRO
61425120,13332079,2011-12-20,PRO
61425121,PCT/US11/58989,2011-11-02,PRO
61425121,13991854,2013-06-05,PRO
61425123,13332072,2011-12-20,PRO
61425124,13013590,2011-01-25,PRO
61425126,PCT/US11/66321,2011-12-20,PRO
61425126,13332343,2011-12-20,PRO
61425128,13330876,2011-12-20,PRO
61425131,13323450,2011-12-12,PRO
61425134,13996022,2013-09-09,PRO
61425134,PCT/US11/64885,2011-12-14,PRO
61425137,13332131,2011-12-20,PRO
61425138,13332061,2011-12-20,PRO
61425139,13330799,2011-12-20,PRO
61425139,PCT/US11/65991,2011-12-20,PRO
61425140,13331591,2011-12-20,PRO
61425141,PCT/US11/01994,2011-12-20,PRO
61425141,13374274,2011-12-20,PRO
61425142,13996237,2013-11-11,PRO
61425142,PCT/US11/65976,2011-12-20,PRO
61425143,13285581,2011-10-31,PRO
61425144,13993551,2013-06-12,PRO
61425144,PCT/US11/65811,2011-12-19,PRO
61425144,14456910,2014-08-11,PRO
61425145,PCT/US11/62738,2011-11-30,PRO
61425145,13993231,2013-08-07,PRO
61425146,13289861,2011-11-04,PRO
61425146,PCT/US11/59392,2011-11-04,PRO
61425148,13277680,2011-10-20,PRO
61425149,PCT/US11/65867,2011-12-19,PRO
61425149,13995874,2013-09-09,PRO
61425150,13329078,2011-12-16,PRO
61425152,13332168,2011-12-20,PRO
61425153,13995883,,PRO
61425153,PCT/US11/64643,2011-12-13,PRO
61425154,13109886,2011-05-17,PRO
61425154,PCT/US11/66106,2011-12-20,PRO
61425155,PCT/US11/66201,2011-12-20,PRO
61425155,13332177,2011-12-20,PRO
61425156,13331651,2011-12-20,PRO
61425157,PCT/US11/65980,2011-12-20,PRO
61425157,13330924,2011-12-20,PRO
61425158,PCT/US11/65444,2011-12-16,PRO
61425158,13323985,2011-12-13,PRO
61425159,13328582,2011-12-16,PRO
61425159,PCT/US11/65446,2011-12-16,PRO
61425160,PCT/US11/65454,2011-12-16,PRO
61425160,13328598,2011-12-16,PRO
61425161,PCT/US11/66201,2011-12-20,PRO
61425161,13332177,2011-12-20,PRO
61425162,PCT/US11/65463,2011-12-16,PRO
61425162,13328610,2011-12-16,PRO
61425163,13030063,2011-02-17,PRO
61425164,PCT/US11/65471,2011-12-16,PRO
61425164,13328623,2011-12-16,PRO
61425167,13107820,2011-05-13,PRO
61425167,PCT/US11/65927,2011-12-19,PRO
61425167,14045605,2013-10-03,PRO
61425167,PCT/US11/36539,2011-05-13,PRO
61425167,14094121,2013-12-02,PRO
61425167,13330554,2011-12-19,PRO
61425167,14087297,2013-11-22,PRO
61425170,13325540,2011-12-14,PRO
