application_number,child_application_number,child_filing_date,continuation_type
60357368,10177505,2002-06-19,PRO
60357370,10357179,2003-02-03,PRO
60357372,PCT/US03/00609,2003-01-09,PRO
60357372,10504361,2005-07-14,PRO
60357374,10367453,2003-02-14,PRO
60357376,10365049,2003-02-12,PRO
60357376,PCT/US03/04429,2003-02-13,PRO
60357377,10687542,2003-10-16,PRO
60357377,10368286,2003-02-18,PRO
60357377,10846481,2004-05-14,PRO
60357377,12009804,2008-01-22,PRO
60357378,10365133,2003-02-12,PRO
60357379,10352171,2003-01-28,PRO
60357381,10174028,2002-06-18,PRO
60357381,PCT/US03/04331,2003-02-12,PRO
60357382,10302773,2002-11-21,PRO
60357383,11223405,2005-09-09,PRO
60357383,PCT/US03/04924,2003-02-14,PRO
60357383,11144301,2005-06-03,PRO
60357383,11223547,2005-09-09,PRO
60357383,10369094,2003-02-14,PRO
60357384,PCT/US02/25369,2002-08-08,PRO
60357384,10350540,2003-01-24,PRO
60357384,10217592,2002-08-08,PRO
60357384,PCT/US03/02119,2003-01-24,PRO
60357386,10295589,2002-11-15,PRO
60357387,10360858,2003-02-06,PRO
60357387,12104242,2008-04-16,PRO
60357387,PCT/US03/04615,2003-02-13,PRO
60357388,10366272,2003-02-13,PRO
60357389,11395200,2006-04-03,PRO
60357389,PCT/US03/04644,2003-02-14,PRO
60357389,10367386,2003-02-14,PRO
60357390,PCT/US03/04471,2003-02-14,PRO
60357390,10367124,2003-02-13,PRO
60357391,10366288,2003-02-13,PRO
60357391,11545891,2006-10-11,PRO
60357391,PCT/US03/04246,2003-02-13,PRO
60357392,10264892,2002-10-04,PRO
60357393,10365286,2003-02-12,PRO
60357394,10818434,2004-04-05,PRO
60357394,11492672,2006-07-25,PRO
60357394,10818434,2004-04-05,PRO
60357394,10754088,2004-01-07,PRO
60357394,10295010,2002-11-14,PRO
60357394,11492672,2006-07-25,PRO
60357394,11258477,2005-10-25,PRO
60357394,11258477,2005-10-25,PRO
60357394,10818434,2004-04-05,PRO
60357394,11492672,2006-07-25,PRO
60357394,11654900,2007-01-18,PRO
60357394,11258477,2005-10-25,PRO
60357394,11492672,2006-07-25,PRO
60357394,11654900,2007-01-18,PRO
60357394,11248603,2005-10-12,PRO
60357394,10349491,2003-01-22,PRO
60357394,11248603,2005-10-12,PRO
60357394,11492672,2006-07-25,PRO
60357394,11258477,2005-10-25,PRO
60357394,11258477,2005-10-25,PRO
60357394,10349491,2003-01-22,PRO
60357394,10295039,2002-11-14,PRO
60357394,11492672,2006-07-25,PRO
60357394,10349491,2003-01-22,PRO
60357394,11248603,2005-10-12,PRO
60357394,11248603,2005-10-12,PRO
60357397,10366147,2003-02-13,PRO
60357398,10319407,2002-12-12,PRO
60357398,PCT/US02/40132,2002-12-12,PRO
60357401,PCT/US03/04470,2003-02-14,PRO
