application_number,foreign_parent_id,foreign_parent_date,parent_country_code,parent_country
05610110,38734,1969-11-12,FR,FRANCE
05610189,39182,1974-09-07,GB,UNITED KINGDOM
05610378,49102688,1974-09-05,JP,JAPAN
05610378,49102363,1974-09-04,JP,JAPAN
05610409,15309,1972-11-24,SE,SWEDEN
05610409,73146565,1973-10-29,SE,SWEDEN
05610631,23497361,1973-10-03,DE,GERMANY
05610671,30509,1974-09-09,FR,FRANCE
05611104,108429,1974-09-19,JP,JAPAN
05611104,33824,1975-03-20,JP,JAPAN
05611104,103183,1974-09-06,JP,JAPAN
05611104,108428,1974-09-19,JP,JAPAN
05611115,102795,1974-09-06,JP,JAPAN
05611243,55831,1972-12-04,GB,UNITED KINGDOM
05611881,24510052,1974-10-26,DE,GERMANY
05611943,110620,1974-09-27,JP,JAPAN
05612103,25644,1972-03-13,JP,JAPAN
05613860,12660,1974-09-18,CH,SWITZERLAND
05616123,7432576,1974-09-25,FR,FRANCE
05616202,109475,1974-09-25,JP,JAPAN
05616202,109476,1974-09-25,JP,JAPAN
05617166,24466566,1974-09-30,DE,GERMANY
05617703,32889000,1974-09-30,FR,FRANCE
05617735,13316,1974-10-10,NL,NETHERLANDS
05617735,10357,1975-09-02,NL,NETHERLANDS
05618252,243946,1975-07-31,DE,GERMANY
05618252,25342885,1975-07-31,DE,GERMANY
05618688,44948,1974-10-17,GB,UNITED KINGDOM
05619179,43500,1974-10-08,GB,UNITED KINGDOM
05619301,24480635,1974-10-09,DE,GERMANY
05620534,43345,1974-10-07,GB,UNITED KINGDOM
05620772,24483548,1974-10-10,DE,GERMANY
05621026,34156,1974-10-10,FR,FRANCE
05621400,24494391,1974-10-15,DE,GERMANY
05621629,71110,1974-10-15,LU,LUXEMBOURG
05622704,40560,1974-10-18,FR,FRANCE
05623557,24500638,1974-10-22,DE,GERMANY
05623557,352220,1974-10-22,DE,GERMANY
05624220,24498859,1974-10-21,DE,GERMANY
05624263,24504823,1974-10-24,DE,GERMANY
05624332,06576,1973-02-09,GB,UNITED KINGDOM
05624734,46299,1972-10-06,GB,UNITED KINGDOM
05625041,129321,1974-10-23,JP,JAPAN
05625041,129322,1974-10-23,JP,JAPAN
05625041,42658,1975-03-29,JP,JAPAN
05625041,7303,1975-01-13,JP,JAPAN
05625041,7305,1975-01-13,JP,JAPAN
05625041,60660,1975-05-20,JP,JAPAN
05625311,25207549,1975-05-09,DE,GERMANY
05625536,24507275,1974-10-25,DE,GERMANY
05625748,24505155,1974-10-24,DE,GERMANY
05626446,127764,1975-11-05,JP,JAPAN
05626446,125247,1975-10-29,JP,JAPAN
05627215,2453,1974-11-08,JP,JAPAN
05627821,126240,1975-10-31,JP,JAPAN
05627844,126332,1974-11-01,JP,JAPAN
05627844,130632,1974-11-13,JP,JAPAN
05628040,31273,1973-06-30,GB,UNITED KINGDOM
05628040,203624,1974-06-28,CA,CANADA
05628875,25319180,1975-07-17,DE,GERMANY
05628935,132287,1974-11-15,JP,JAPAN
05628935,143293,1974-12-12,JP,JAPAN
05628935,128479,1974-11-06,JP,JAPAN
05629215,24559544,1974-11-27,DE,GERMANY
05629985,29321,1974-11-12,IT,ITALY
05630395,49137982,1974-11-29,JP,JAPAN
05630395,49138328,1974-11-14,JP,JAPAN
05630703,50805,1974-11-22,GB,UNITED KINGDOM
05631250,130336,1974-11-12,JP,JAPAN
05632662,29500,1973-06-21,GB,UNITED KINGDOM
05632704,38043,1974-11-19,FR,FRANCE
05632979,4177,1966-01-31,GB,UNITED KINGDOM
05632979,40734,1965-09-24,GB,UNITED KINGDOM
05632979,4176,1966-01-31,GB,UNITED KINGDOM
05632979,4178,1966-01-31,GB,UNITED KINGDOM
05632979,9764,1966-03-07,GB,UNITED KINGDOM
05634186,16082,1974-12-04,CH,SWITZERLAND
05635063,313,1975-01-03,GB,UNITED KINGDOM
05635399,24564530,1974-11-29,DE,GERMANY
05635533,21599917,1971-12-03,DE,GERMANY
05635615,53005,1974-12-07,GB,UNITED KINGDOM
05635615,53010,1974-12-07,GB,UNITED KINGDOM
05635615,53011,1974-12-07,GB,UNITED KINGDOM
05635679,24561624,1974-11-28,DE,GERMANY
05636745,24570374,1974-12-03,DE,GERMANY
05636964,24572643,1974-12-04,DE,GERMANY
05637185,12183,1975-01-27,JP,JAPAN
05637185,27492,1975-03-05,JP,JAPAN
05637185,107750,1975-08-02,JP,JAPAN
05637185,141928,1974-12-09,JP,JAPAN
05637393,39511,1974-12-03,FR,FRANCE
05637436,70716,1974-12-20,IT,ITALY
05637483,53642,1974-12-11,GB,UNITED KINGDOM
05637546,24608228,1974-12-21,DE,GERMANY
05637636,67751,1973-06-06,LU,LUXEMBOURG
05637636,65548,1972-11-24,LU,LUXEMBOURG
05637669,24575039,1974-12-05,DE,GERMANY
05637981,7138555,1972-10-24,FR,FRANCE
05637981,6924555,1970-07-07,FR,FRANCE
05638109,49146789,1974-12-23,JP,JAPAN
05639278,10311,1975-09-02,NL,NETHERLANDS
05639788,40825,1974-12-11,FR,FRANCE
05639806,4885,1971-02-05,JP,JAPAN
05639806,78583,1970-09-08,JP,JAPAN
05639806,96065,1970-09-08,JP,JAPAN
05639974,143734,1974-12-13,JP,JAPAN
05639974,2909,1974-12-27,JP,JAPAN
05640126,2164219,1971-12-23,DE,GERMANY
05640392,432725,1974-12-09,ES,SPAIN
05641069,18839,1971-06-03,GB,UNITED KINGDOM
05641522,159575,1975-12-18,SE,SWEDEN
05641988,24603029,1974-12-20,DE,GERMANY
05642610,23452,1970-05-14,GB,UNITED KINGDOM
05642610,30584,1970-06-24,GB,UNITED KINGDOM
05643287,54806,1970-11-18,GB,UNITED KINGDOM
05643287,9646,1971-04-16,GB,UNITED KINGDOM
05644296,1911,1974-12-27,JP,JAPAN
05644813,148184,1974-12-25,JP,JAPAN
05644952,43507,1974-12-31,FR,FRANCE
05644987,5099933,1975-08-18,JP,JAPAN
05644987,5094954,1975-08-06,JP,JAPAN
05644987,501291,1974-12-28,JP,JAPAN
05645333,423,1975-01-06,GB,UNITED KINGDOM
05645475,17365,1974-12-30,CH,SWITZERLAND
05645475,12856,1975-10-03,CH,SWITZERLAND
05645833,00352,1975-01-04,GB,UNITED KINGDOM
05646755,95,1975-01-06,CS,CZECHOSLOVAKIA
05647544,5179,1975-01-08,JP,JAPAN
05647646,1151,1975-01-10,GB,UNITED KINGDOM
05647809,7529459,1975-09-19,FR,FRANCE
05647809,7500533,1975-01-09,FR,FRANCE
05647890,8224,1970-02-20,GB,UNITED KINGDOM
05647890,31605,1969-06-23,GB,UNITED KINGDOM
05648006,7494,1975-01-17,JP,JAPAN
05648408,7400955,1974-01-24,NL,NETHERLANDS
05648997,118345,1972-11-25,JP,JAPAN
05648997,118346,1972-11-25,JP,JAPAN
05649138,5288,1975-04-24,CH,SWITZERLAND
05649253,51232,1967-01-12,DE,GERMANY
05649253,48454,1966-02-17,DE,GERMANY
05649520,20040,1973-06-01,FR,FRANCE
05649520,11674,1974-04-02,FR,FRANCE
05649904,25021834,1975-01-21,DE,GERMANY
05651569,53141,1975-05-06,JP,JAPAN
05652181,25038408,1975-01-30,DE,GERMANY
05652359,25088033,1975-02-28,DE,GERMANY
05652812,46510,1975-01-27,IL,ISRAEL
05652812,47709,1975-07-15,IL,ISRAEL
05652848,124943,1967-10-18,FR,FRANCE
05652929,22543595,1972-11-07,DE,GERMANY
05653429,1831,1972-02-09,CH,SWITZERLAND
05653580,03748,1975-02-06,FR,FRANCE
05653814,01239,1975-02-03,NL,NETHERLANDS
05653957,67061,1973-02-19,LU,LUXEMBOURG
05654452,15788,1975-02-05,JP,JAPAN
05654721,5023041,1975-02-24,JP,JAPAN
05654732,56278,1973-05-22,JP,JAPAN
05654732,93260,1973-08-22,JP,JAPAN
05654732,26876,1974-03-08,JP,JAPAN
05654795,016493,1975-02-14,SE,SWEDEN
05654804,78294,1975-06-23,JP,JAPAN
05654804,83867,1975-07-07,JP,JAPAN
05654804,37647,1975-03-27,JP,JAPAN
05654804,15191,1975-02-04,JP,JAPAN
05654804,48833,1975-04-21,JP,JAPAN
05654868,4949,1975-02-05,GB,UNITED KINGDOM
05655017,25042357,1975-02-01,DE,GERMANY
05655076,18014329,1968-10-05,DE,GERMANY
05655249,25157953,1975-04-11,DE,GERMANY
05655531,18623,1975-02-13,JP,JAPAN
05655593,185784,1973-11-14,CA,CANADA
05655663,9787,1972-06-29,CH,SWITZERLAND
05655663,18721,1972-12-22,CH,SWITZERLAND
05655664,18721,1972-12-22,CH,SWITZERLAND
05655664,9787,1972-06-29,CH,SWITZERLAND
05655792,05009,1975-02-18,FR,FRANCE
05656059,25077785,1975-02-22,DE,GERMANY
05656207,107911,1975-09-05,JP,JAPAN
05656593,4046,1972-01-28,GB,UNITED KINGDOM
05656593,57675,1972-12-14,GB,UNITED KINGDOM
05656945,0596,1975-02-13,AU,AUSTRALIA
05657031,25064442,1975-02-15,DE,GERMANY
05657293,142075,1973-11-09,CO,COLOMBIA
05657397,25284984,1975-06-26,DE,GERMANY
05657904,18722,1972-12-22,CH,SWITZERLAND
05657904,9788,1972-06-29,CH,SWITZERLAND
05657904,12195,1972-08-17,CH,SWITZERLAND
05657904,2655,1973-02-23,CH,SWITZERLAND
05658006,25078993,1975-02-24,DE,GERMANY
05658532,25063621,1975-02-14,DE,GERMANY
05658622,25062913,1975-02-14,DE,GERMANY
05659082,24139353,1974-03-20,DE,GERMANY
05659427,14037,1973-10-12,NL,NETHERLANDS
05659841,8476,1975-02-28,GB,UNITED KINGDOM
05659968,25078039,1975-02-24,DE,GERMANY
05659969,25078040,1975-02-24,DE,GERMANY
05660131,05816,1975-02-25,FR,FRANCE
05660499,7506360,1975-02-28,FR,FRANCE
05660581,68892,1973-06-19,JP,JAPAN
05661028,25449643,1975-10-08,DE,GERMANY
05661028,2471,1975-02-27,CH,SWITZERLAND
05661120,2511390,1975-03-15,DE,GERMANY
05661641,93856,1972-08-10,JP,JAPAN
05662419,0787,1975-03-05,AU,AUSTRALIA
05663361,25800,1975-03-03,JP,JAPAN
05663361,26732,1975-03-05,JP,JAPAN
05663530,1997278,1974-02-28,SU,SOVIET UNION
05663530,2019578,1974-05-14,SU,SOVIET UNION
05663530,1930563,1973-06-14,SU,SOVIET UNION
05664126,25121704,1975-03-20,DE,GERMANY
05664324,25123857,1975-03-21,DE,GERMANY
05664428,25104283,1975-03-11,DE,GERMANY
05664428,26060333,1976-02-14,DE,GERMANY
05664472,21264,1975-03-14,IT,ITALY
05664908,23117126,1973-03-09,DE,GERMANY
05665527,30601,1975-03-13,JP,JAPAN
05666312,67568,1974-04-04,AU,AUSTRALIA
05666312,23175328,1973-04-07,DE,GERMANY
05666312,253155,1974-04-05,AR,ARGENTINA
05666312,196902,1974-04-05,CA,CANADA
05666417,25108274,1975-03-12,DE,GERMANY
05666685,972598,1975-09-18,GB,UNITED KINGDOM
05666943,032409,1975-03-20,SE,SWEDEN
05666980,25116330,1975-03-17,DE,GERMANY
05666996,31479,1975-03-14,JP,JAPAN
05667388,38458,1975-09-18,GB,UNITED KINGDOM
05667388,49109,1975-11-28,GB,UNITED KINGDOM
05667453,25137057,1975-03-27,DE,GERMANY
05667756,32696,1975-03-18,JP,JAPAN
05667992,09439,1975-03-26,FR,FRANCE
05668000,19253,1975-06-19,FR,FRANCE
05668000,08747,1975-03-20,FR,FRANCE
05668000,26419,1975-08-27,FR,FRANCE
05668312,9488,1975-07-21,CH,SWITZERLAND
05668312,3483,1975-03-19,CH,SWITZERLAND
05668745,40007,1975-04-01,JP,JAPAN
05668973,25129946,1975-03-24,DE,GERMANY
05669240,123866,1973-11-02,JP,JAPAN
05669347,23497656,1973-10-03,DE,GERMANY
05669347,22569784,1972-11-21,DE,GERMANY
05669680,25167048,1975-04-16,DE,GERMANY
05669747,13417,1975-10-16,CH,SWITZERLAND
05669747,25122964,1975-03-24,DE,GERMANY
05669817,39262,1975-04-02,JP,JAPAN
05669967,16485,1975-12-19,CH,SWITZERLAND
05670724,68778,1973-06-20,JP,JAPAN
05670724,97304,1973-08-31,JP,JAPAN
05670910,25141360,1975-03-29,DE,GERMANY
05670951,21815,1975-03-28,IT,ITALY
05670956,37258,1975-03-26,JP,JAPAN
05671382,16627,1973-04-06,GB,UNITED KINGDOM
05671543,14142,1975-04-07,GB,UNITED KINGDOM
05671710,38110,1975-03-28,JP,JAPAN
05671728,47062,1975-04-10,IL,ISRAEL
05671835,41589,1975-04-04,JP,JAPAN
05672080,25311960,1975-07-12,DE,GERMANY
05672138,215531,1974-12-09,CA,CANADA
05672843,11338,1975-04-11,FR,FRANCE
05673057,10624,1975-04-04,FR,FRANCE
05673064,40997,1975-04-04,JP,JAPAN
05673407,04083,1975-04-07,NL,NETHERLANDS
05673431,20070,1975-05-13,GB,UNITED KINGDOM
05673697,14424,1975-04-08,GB,UNITED KINGDOM
05673876,72212,1975-04-04,LU,LUXEMBOURG
05673893,9174/75,1975-12-02,AT,AUSTRIA
05673893,2623/75,1975-04-07,AT,AUSTRIA
05674083,47274,1975-04-18,JP,JAPAN
05674460,42541,1975-04-08,JP,JAPAN
05674460,59478,1975-05-19,JP,JAPAN
05674850,25539848,1975-12-01,DE,GERMANY
05674850,25154409,1975-04-09,DE,GERMANY
05674850,382626,1975-12-01,DE,GERMANY
05674930,25160321,1975-04-12,DE,GERMANY
05675034,49962,1973-10-26,GB,UNITED KINGDOM
05675210,020031,1976-02-20,SE,SWEDEN
05675210,042366,1975-04-14,SE,SWEDEN
05675281,15584,1975-04-16,GB,UNITED KINGDOM
05675738,25166841,1975-04-16,DE,GERMANY
05675876,25220331,1975-05-17,DE,GERMANY
05676342,16064,1975-04-18,GB,UNITED KINGDOM
05677148,55346,1975-04-23,JP,JAPAN
05677148,55347,1975-04-23,JP,JAPAN
05677236,25181491,1975-04-24,DE,GERMANY
05677420,25177735,1975-04-18,DE,GERMANY
05678315,25172332,1975-04-18,DE,GERMANY
05678653,5048319,1975-04-21,JP,JAPAN
05678823,25192976,1975-04-30,DE,GERMANY
05679108,25182870,1975-04-24,DE,GERMANY
05679597,5065951,1975-05-30,JP,JAPAN
05679646,18082,1975-04-30,GB,UNITED KINGDOM
05680032,5053485,1975-05-02,JP,JAPAN
05680903,25195599,1975-05-02,DE,GERMANY
05681046,23438860,1974-08-31,DE,GERMANY
