application_number,child_application_number,child_filing_date,continuation_type
11179127,11954664,2007-12-12,DIV
11179128,11567631,2006-12-06,CIP
11179133,11474246,2006-06-23,DIV
11179133,12536237,2009-08-05,DIV
11179133,14026820,2013-09-13,DIV
11179133,13192388,2011-07-27,DIV
11179134,12106622,2008-04-21,DIV
11179134,13443172,2012-04-10,CON
11179134,11515331,2006-08-31,CON
11179139,13184743,2011-07-18,DIV
11179143,12770204,2010-04-29,DIV
11179143,12770245,2010-04-29,CON
11179144,12052609,2008-03-20,CON
11179144,13180227,2011-07-11,CON
11179144,13407261,2012-02-28,CON
11179144,11732209,2007-04-02,CON
11179144,12488427,2009-06-19,CON
11179147,PCT/US06/26999,2006-07-12,CON
11179149,PCT/US06/26855,2006-07-10,CON
11179150,12787525,2010-05-26,CON
11179150,13118118,2011-05-27,CON
11179152,PCT/US06/27013,2006-07-12,CON
11179155,14859664,2015-09-21,DIV
11179155,PCT/US06/25689,2006-06-30,CON
11179155,12898534,2010-10-05,DIV
11179159,PCT/US06/26729,2006-07-07,CON
11179160,PCT/US06/26708,2006-07-10,CON
11179161,13232956,2011-09-14,DIV
11179162,11948143,2007-11-30,CON
11179165,PCT/US06/24356,2006-06-23,CON
11179173,PCT/US06/26684,2006-07-07,CON
11179174,14133689,2013-12-19,DIV
11179174,PCT/US06/25071,2006-06-27,CON
11179174,12627303,2009-11-30,DIV
11179174,12627252,2009-11-30,DIV
11179178,13271794,2011-10-12,REI
11179179,PCT/US06/26817,2006-07-11,CON
11179181,PCT/US06/26637,2006-07-06,CON
11179181,11387230,2006-03-22,CIP
11179184,13276146,2011-10-18,CON
11179185,12254339,2008-10-20,CON
11179186,PCT/US06/26985,2006-07-11,CON
11179190,PCT/US06/26425,2006-07-07,CON
11179201,11736489,2007-04-17,CON
11179206,PCT/US06/26913,2006-07-11,CON
11179207,PCT/US06/27044,2006-07-12,CON
11179215,12436402,2009-05-06,CON
11179218,12793653,2010-06-03,CIP
11179218,11280107,2005-11-16,CIP
11179228,11231020,2005-09-20,CIP
11179233,13306292,2011-11-29,CON
11179241,12349895,2009-01-07,CON
11179243,11871881,2007-10-12,CON
11179243,PCT/US06/22946,2006-06-13,CON
11179245,PCT/US05/41740,2005-11-17,CON
11179250,11686804,2007-03-15,DIV
11179250,13020034,2011-02-03,DIV
11179250,12347462,2008-12-31,DIV
11179250,14045241,2013-10-03,DIV
11179250,12498090,2009-07-06,DIV
11179250,95000592,2010-12-16,REX
11179250,13038883,2011-03-02,DIV
11179250,95001414,2010-08-04,REX
11179250,95000610,2010-12-16,REX
11179250,13044207,2011-03-09,DIV
11179251,PCT/US06/18209,2006-05-10,CON
11179256,11854163,2007-09-12,DIV
11179257,13669916,2012-11-06,CON
11179257,11550256,2006-10-17,DIV
