application_number,foreign_parent_id,foreign_parent_date,parent_country_code,parent_country
08513814,MI93A000428,1993-03-05,IT,ITALY
08513815,P 43 09 867.3,1993-03-26,DE,GERMANY
08513817,P 43 06 889.8,1993-03-05,DE,GERMANY
08513818,P 44 00 001.4,1994-01-02,DE,GERMANY
08513821,PI 9400394-7,1994-01-31,BR,BRAZIL
08513823,0225/93,1993-03-01,DK,DENMARK
08513824,9401090,1994-05-18,ES,SPAIN
08513824,9400030,1994-01-10,ES,SPAIN
08513824,9400029,1994-01-10,ES,SPAIN
08513824,9401127,1994-05-23,ES,SPAIN
08513825,9404071.4,1994-03-03,GB,UNITED KINGDOM
08513827,A-441/93,1993-03-08,AT,AUSTRIA
08513828,9304110.1,1993-03-01,GB,UNITED KINGDOM
08513828,9316260.0,1993-08-05,GB,UNITED KINGDOM
08513830,P 43 44 361.3,1993-12-24,DE,GERMANY
08513830,P 43 06 219.9,1993-02-27,DE,GERMANY
08513831,9303828.9,1993-02-25,GB,UNITED KINGDOM
08513832,9303846.1,1993-02-25,GB,UNITED KINGDOM
08513833,P 43 06 478.7,1993-03-02,DE,GERMANY
08513835,G 93 03 113.0,1993-03-05,DE,GERMANY
08513836,9304211.7,1993-03-02,GB,UNITED KINGDOM
08513837,5-43618,1993-03-04,JP,JAPAN
08513838,9306073.9,1993-03-24,GB,UNITED KINGDOM
08513839,P4307268.2,1993-03-02,DE,GERMANY
