application_number,foreign_parent_id,foreign_parent_date,parent_country_code,parent_country
08470025,92-10638,1992-09-07,FR,FRANCE
08470027,PCT/US88/03824,1988-10-27,US,UNITED STATES OF AMERICA
08470028,220609,1994-09-14,JP,JAPAN
08470031,8918543.3,1989-08-15,GB,UNITED KINGDOM
08470031,8911047.2,1989-05-15,GB,UNITED KINGDOM
08470031,8912652.8,1989-06-02,GB,UNITED KINGDOM
08470031,8909217.5,1989-04-22,GB,UNITED KINGDOM
08470031,PCT/G89/01344,1989-11-13,US,UNITED STATES OF AMERICA
08470031,8826444.5,1988-11-11,GB,UNITED KINGDOM
08470031,8913900.0,1989-06-16,GB,UNITED KINGDOM
08470031,8906034.7,1989-03-16,GB,UNITED KINGDOM
08470038,5-208075,1993-08-23,JP,JAPAN
08470038,6-062536,1994-03-31,JP,JAPAN
08470038,6-059205,1994-03-29,JP,JAPAN
08470038,6-059206,1994-03-29,JP,JAPAN
08470038,6-059203,1994-03-29,JP,JAPAN
08470038,6-059204,1994-03-29,JP,JAPAN
08470038,6-060587,1994-03-30,JP,JAPAN
08470038,6-059202,1994-03-29,JP,JAPAN
08470041,92-18175,1992-10-05,KR,REPUBLIC OF KOREA
08470041,93-9795,1993-06-01,KR,REPUBLIC OF KOREA
08470041,93-9800,1993-06-01,KR,REPUBLIC OF KOREA
08470041,93-9798,1993-06-01,KR,REPUBLIC OF KOREA
08470042,9419203.6,1994-09-23,GB,UNITED KINGDOM
08470043,9419206.9,1994-09-23,GB,UNITED KINGDOM
08470046,MI 93 A 000327,1993-02-19,IT,ITALY
08470048,P 44 20 751.4,1994-06-15,DE,GERMANY
08470049,1-101066,1989-04-20,JP,JAPAN
08470049,1-248632,1989-09-25,JP,JAPAN
08470049,1-101067,1989-04-20,JP,JAPAN
08470049,1-200807,1989-08-01,JP,JAPAN
08470049,1-77293,1989-03-29,JP,JAPAN
08470056,6-182988,1994-07-11,JP,JAPAN
08470056,6-152850,1994-06-10,JP,JAPAN
08470056,6-228850,1994-08-29,JP,JAPAN
08470057,HEI-4-348260,1992-12-28,JP,JAPAN
08470061,04-249956,1992-09-18,JP,JAPAN
08470061,04-103137,1992-04-22,JP,JAPAN
08470061,03-327722,1991-12-11,JP,JAPAN
08470061,03-327723,1991-12-11,JP,JAPAN
08470061,04-133744,1992-05-26,JP,JAPAN
08470069,P 44 20 806.5,1994-06-16,DE,GERMANY
08470070,P 4423798.7-32,1994-07-01,DE,GERMANY
08470072,3974/90,1990-06-25,HU,HUNGARY
08470099,8916761,1989-07-21,GB,UNITED KINGDOM
08470099,8828364,1988-12-05,GB,UNITED KINGDOM
08470099,8916115,1989-07-13,GB,UNITED KINGDOM
08470099,9111199,1991-05-23,GB,UNITED KINGDOM
08470106,PCT/USA3/03615,1993-04-13,,UNITED STATES OF AMERICA
08470117,PJ2034/88,1988-12-20,AU,AUSTRALIA
08470118,HEI. 6-148725,1994-06-08,JP,JAPAN
08470118,HEI. 6-332198,1994-12-13,JP,JAPAN
08470119,6-213772,1994-09-07,JP,JAPAN
08470119,7-113328,1995-05-11,JP,JAPAN
08470119,6-213763,1994-09-07,JP,JAPAN
08470120,94-14392,1994-06-23,KR,REPUBLIC OF KOREA
08470121,HEI 6-133218,1994-06-15,JP,JAPAN
08470122,HEI. 6-239070,1994-10-03,JP,JAPAN
08470128,PCT/GB90/00303,1990-02-22,US,UNITED STATES OF AMERICA
08470128,89 04 541.3,1989-02-28,GB,UNITED KINGDOM
08470131,PM8855,1994-10-14,AU,AUSTRALIA
08470136,95-1586,1995-01-27,KR,REPUBLIC OF KOREA
08470139,9412230.6,1994-06-17,GB,UNITED KINGDOM
08470141,PCT/GB88/00756,1988-09-16,US,UNITED STATES OF AMERICA
08470141,8722019,1987-09-18,GB,UNITED KINGDOM
08470143,MI93A000582,1993-03-26,IT,ITALY
08470145,9202093-2,1992-07-06,SE,SWEDEN
08470147,222743/88,1988-09-06,JP,JAPAN
08470153,9105359.5,1991-03-13,GB,UNITED KINGDOM
08470155,266890,1990-10-03,JP,JAPAN
08470155,266891,1990-10-03,JP,JAPAN
08470157,HEI 4-301443,1992-11-12,JP,JAPAN
08470158,P 40 30 614.3,1990-09-27,DE,GERMANY
08470158,P 41 15 379.0,1991-05-10,DE,GERMANY
08470158,P 40 30 588.0,1990-09-27,DE,GERMANY
08470158,PCT/EP91/01849,1991-09-27,US,UNITED STATES OF AMERICA
08470158,P 40 30 639.9,1990-09-27,DE,GERMANY
08470161,"92,952",1990-01-03,IL,ISRAEL
08470162,P4424775.3,1994-07-05,DE,GERMANY
08470172,"36,405/1991",1991-03-01,JP,JAPAN
08470184,92833095.3,1992-02-28,EP,EUROPEAN PATENT OFFICE (EPO)
08470200,9217886.2,1992-08-21,GB,UNITED KINGDOM
08470202,P 42 44 541.8,1992-12-30,DE,GERMANY
08470202,P 42 35 718.7,1992-10-22,DE,GERMANY
08470202,P 42 33 646.5,1992-10-06,DE,GERMANY
08470202,P 43 18 186.4,1993-06-01,DE,GERMANY
08470203,06-212439,1994-09-06,JP,JAPAN
08470205,P03-101003,1991-05-02,JP,JAPAN
08470205,P03-101023,1991-05-02,JP,JAPAN
08470205,P03-101020,1991-05-02,JP,JAPAN
08470205,P03-100961,1991-05-02,JP,JAPAN
08470205,P03-100992,1991-05-02,JP,JAPAN
08470205,P03-100996,1991-05-02,JP,JAPAN
08470206,92/03763,1992-03-20,FR,FRANCE
08470208,225473/86,1986-09-24,JP,JAPAN
08470208,81989/86,1986-04-11,JP,JAPAN
08470208,81988/86,1986-04-11,JP,JAPAN
08470208,231224/86,1986-10-01,JP,JAPAN
08470208,223896/86,1986-09-24,JP,JAPAN
08470212,2-13614,1990-01-25,JP,JAPAN
08470212,1-317477,1989-12-08,JP,JAPAN
08470212,1-27271,1989-02-06,JP,JAPAN
08470212,1-210262,1989-08-15,JP,JAPAN
08470212,1-243603,1989-09-20,JP,JAPAN
08470217,06-239437,1994-09-07,JP,JAPAN
08470219,6-152199,1994-07-04,JP,JAPAN
08470219,6-135362,1994-06-17,JP,JAPAN
08470231,94-39003,1994-12-29,KR,REPUBLIC OF KOREA
08470245,PCT/FR89/00518,1989-10-06,US,UNITED STATES OF AMERICA
08470245,8813135,1988-10-06,FR,FRANCE
08470249,92 12083,1992-09-30,FR,FRANCE
08470252,P 41 05 899.2,1991-02-26,DE,GERMANY
08470258,9301916-4,1993-06-03,SE,SWEDEN
08470260,EP/EP93/00472,1993-03-02,EP,EUROPEAN PATENT OFFICE (EPO)
08470260,PCT/EP93/00158,1993-01-25,US,UNITED STATES OF AMERICA
08470260,FI92 A 000052,1992-03-02,IT,ITALY
08470261,PCT/US94/13187,1994-11-15,US,UNITED STATES OF AMERICA
08470264,85627/93,1993-03-18,JP,JAPAN
08470264,89308/93,1993-03-23,JP,JAPAN
08470264,5392/93,1993-01-25,JP,JAPAN
08470264,89309/93,1993-03-23,JP,JAPAN
08470264,63525/93,1993-02-27,JP,JAPAN
08470265,PCT/NL91/00126,1991-07-18,US,UNITED STATES OF AMERICA
08470265,NL 90 01639,1990-07-19,NL,NETHERLANDS
08470267,P-92 00 139,1992-07-08,SI,SLOVENIA
08470269,9407923,1994-06-28,FR,FRANCE
08470273,3-258129,1991-10-04,JP,JAPAN
08470273,3-252630,1991-09-30,JP,JAPAN
08470273,3-150618,1991-06-21,JP,JAPAN
08470274,PCT/FR92/0288,1992-03-30,US,UNITED STATES OF AMERICA
08470274,91-03787,1991-03-28,FR,FRANCE
08470275,P6-156430,1994-06-16,JP,JAPAN
08470276,126190/1994,1994-06-08,JP,JAPAN
08470277,9301916-4,1993-06-03,SE,SWEDEN
08470299,9415379.8,1994-07-29,GB,UNITED KINGDOM
08470317,9020930.5,1990-09-26,GB,UNITED KINGDOM
08470319,FR92/11747,1992-10-05,FR,FRANCE
08470323,9318984.3,1993-09-14,GB,UNITED KINGDOM
08470323,9408602.2,1994-04-29,GB,UNITED KINGDOM
08470330,4-188669,1992-06-23,JP,JAPAN
08470331,5-301724,1993-12-01,JP,JAPAN
08470333,P4136536.4,1991-11-06,DE,GERMANY
08470335,91 07566.3,1991-04-10,GB,UNITED KINGDOM
08470339,91 07566.3,1991-04-10,GB,UNITED KINGDOM
08470340,P 41 39 596.6,1991-11-30,DE,GERMANY
08470351,9122097.0,1991-10-17,GB,UNITED KINGDOM
08470351,9120264.8,1991-09-23,GB,UNITED KINGDOM
08470352,8405263,1984-08-29,GB,UNITED KINGDOM
08470352,8405262,1984-02-29,GB,UNITED KINGDOM
08470352,8333644,1983-12-16,GB,UNITED KINGDOM
08470352,8312262,1983-05-05,GB,UNITED KINGDOM
08470352,8312261,1983-05-05,GB,UNITED KINGDOM
08470352,8323799,1983-06-06,GB,UNITED KINGDOM
08470352,8400650,1984-01-11,GB,UNITED KINGDOM
08470364,5-248449,1993-08-27,JP,JAPAN
08470369,87201322.2,1987-07-13,NL,NETHERLANDS
08470369,86202285.2,1986-12-16,NL,NETHERLANDS
08470371,P 41 00 386.1,1991-01-09,DE,GERMANY
08470372,P-4319039.1,1993-06-08,DE,GERMANY
08470373,P4318466.9,1993-06-03,DE,GERMANY
08470374,2743/90-8,1990-08-23,CH,SWITZERLAND
08470381,2236/90,1990-09-27,DK,DENMARK
08470386,9208371.6,1992-04-16,GB,UNITED KINGDOM
08470396,06-191885,1994-07-22,JP,JAPAN
08470398,870/92,1992-07-02,DK,DENMARK
08470411,94-14156,1994-06-22,KR,REPUBLIC OF KOREA
08470411,94-15347,1994-06-30,KR,REPUBLIC OF KOREA
08470416,PJ 7528,1989-11-23,AU,AUSTRALIA
08470416,PJ 9400,1990-03-30,AU,AUSTRALIA
08470420,3351/94-2,1994-11-09,CH,SWITZERLAND
08470421,8912497.8,1989-05-31,GB,UNITED KINGDOM
08470422,P 42 04 349.2,1992-02-14,DE,GERMANY
08470424,217165/86,1986-09-17,JP,JAPAN
08470425,93-22895,1993-10-30,KR,REPUBLIC OF KOREA
08470425,93-16880,1993-08-27,KR,REPUBLIC OF KOREA
08470426,2-153402,1990-06-12,JP,JAPAN
08470432,3-3581,1991-02-04,JP,JAPAN
08470432,3-13230,1991-02-04,JP,JAPAN
08470436,4-320279,1992-11-30,JP,JAPAN
08470442,1-42976,1989-02-27,JP,JAPAN
08470442,4-017997,1992-02-04,JP,JAPAN
08470443,1-42976,1989-02-27,JP,JAPAN
08470443,4-017997,1992-02-04,JP,JAPAN
08470446,HEI 4-32110,1992-04-17,JP,JAPAN
08470446,HEI 4-55249,1992-07-14,JP,JAPAN
08470449,03-217508,1991-08-28,JP,JAPAN
08470450,4-307169,1992-11-17,JP,JAPAN
08470450,4-246720,1992-09-16,JP,JAPAN
08470451,62-305465,1987-11-30,JP,JAPAN
08470451,62-324094,1987-12-23,JP,JAPAN
08470451,63-26641,1988-02-09,JP,JAPAN
08470452,62-324094,1987-12-23,JP,JAPAN
08470452,62-305465,1987-11-30,JP,JAPAN
08470452,63-26641,1988-02-09,JP,JAPAN
08470453,UD94A000096,1994-06-06,IT,ITALY
08470453,UD95A000013,1995-02-06,IT,ITALY
08470453,UD95A000015,1995-02-06,IT,ITALY
08470454,UD94A000096,1994-06-06,IT,ITALY
08470454,UD95A000014,1995-02-06,IT,ITALY
08470455,05-056718,1993-03-17,JP,JAPAN
08470455,05-033516,1993-02-23,JP,JAPAN
08470456,3-073617,1991-03-14,JP,JAPAN
08470456,3-077563,1991-04-10,JP,JAPAN
08470457,05-033516,1993-02-23,JP,JAPAN
08470457,05-056718,1993-03-17,JP,JAPAN
08470458,3-168025,1991-07-09,JP,JAPAN
08470458,4-53282,1992-03-12,JP,JAPAN
08470459,2-184838,1990-07-12,JP,JAPAN
08470459,2-303118,1990-11-08,JP,JAPAN
08470460,143892/92,1992-06-04,JP,JAPAN
08470460,302147/91,1991-11-18,JP,JAPAN
08470460,325367/91,1991-11-13,JP,JAPAN
08470461,95 03732,1995-03-29,FR,FRANCE
08470462,94 15648,1994-12-26,FR,FRANCE
08470463,5-049051,1993-03-10,JP,JAPAN
08470463,5-225286,1993-09-10,JP,JAPAN
08470463,5-354952,1993-12-28,JP,JAPAN
08470464,94 15648,1994-12-26,FR,FRANCE
08470465,1-241378,1989-09-18,JP,JAPAN
08470465,1-241372,1989-09-18,JP,JAPAN
08470465,1-241380,1989-09-18,JP,JAPAN
08470465,1-241379,1989-09-18,JP,JAPAN
08470465,1-241371,1989-09-18,JP,JAPAN
08470465,1-241381,1989-09-18,JP,JAPAN
08470465,1-241373,1989-09-18,JP,JAPAN
08470466,47182/1994,1994-03-17,JP,JAPAN
08470467,4-015683,1992-01-31,JP,JAPAN
08470468,3-49099,1991-02-21,JP,JAPAN
08470471,85 12750,1985-08-26,FR,FRANCE
08470471,PCTFR8600288,1986-08-22,US,UNITED STATES OF AMERICA
08470472,225188/1990,1990-08-29,JP,JAPAN
08470472,291870/1990,1990-10-31,JP,JAPAN
08470472,181538/1990,1990-07-11,JP,JAPAN
08470472,227952/1990,1990-08-31,JP,JAPAN
08470472,323139/1990,1990-11-28,JP,JAPAN
08470472,338205/1989,1989-12-28,JP,JAPAN
08470474,323139/1990,1990-11-28,JP,JAPAN
08470474,225188/1990,1990-08-29,JP,JAPAN
08470474,181538/1990,1990-07-11,JP,JAPAN
08470474,227952/1990,1990-08-31,JP,JAPAN
08470474,338205/1989,1989-12-28,JP,JAPAN
08470474,PCT/JP90/01739,1990-12-28,JP,JAPAN
08470474,291870/1990,1990-10-31,JP,JAPAN
08470477,HEI.4-340647,1992-12-21,JP,JAPAN
08470477,HEI.5-54172,1993-03-15,JP,JAPAN
08470478,2-190543,1990-07-20,JP,JAPAN
08470479,94-30990,1994-11-23,KR,REPUBLIC OF KOREA
08470480,PCT/EP92/00505,1992-03-06,US,UNITED STATES OF AMERICA
08470480,P 41 14 456.2,1991-05-03,DE,GERMANY
08470480,P 41 34 805.2,1991-10-22,DE,GERMANY
08470482,3-028631/1991,1991-02-22,JP,JAPAN
08470482,3-128446/1991,1991-04-30,JP,JAPAN
08470483,PCT/SE92/00528,1992-07-24,US,UNITED STATES OF AMERICA
08470483,9102238,1991-07-25,SE,SWEDEN
08470484,6-135320,1994-06-17,JP,JAPAN
08470487,FR 86 04215,1986-03-24,FR,FRANCE
08470487,FR 86 00910,1986-01-22,FR,FRANCE
08470487,PCT/FR87/00025,1987-01-22,US,UNITED STATES OF AMERICA
08470487,FR 86 01635,1986-02-06,FR,FRANCE
08470487,FR 86 03881,1986-03-18,FR,FRANCE
08470487,FR 86 00911,1986-01-22,FR,FRANCE
08470487,FR 86 01985,1986-02-13,FR,FRANCE
08470489,FR 86 03881,1986-03-18,FR,FRANCE
08470489,PCT/FR87/00025,1987-01-22,US,UNITED STATES OF AMERICA
08470489,FR 86 01635,1986-02-06,FR,FRANCE
08470489,FR 86 01985,1986-02-13,FR,FRANCE
08470489,FR 86 00910,1986-01-22,FR,FRANCE
08470489,FR 86 04215,1986-03-24,FR,FRANCE
08470489,FR 86 00911,1986-01-22,FR,FRANCE
08470491,FR 86 00910,1986-01-22,FR,FRANCE
08470491,FR 86 04215,1986-03-24,FR,FRANCE
08470491,PCT/FR87/00025,1987-01-22,US,UNITED STATES OF AMERICA
08470491,FR 86 01985,1986-02-13,FR,FRANCE
08470491,FR 86 03881,1986-03-18,FR,FRANCE
08470491,FR 86 00911,1986-01-22,FR,FRANCE
08470491,FR 86 01635,1986-02-06,FR,FRANCE
08470493,88-04105,1988-03-29,FR,FRANCE
08470505,5-082783,1993-03-17,JP,JAPAN
08470505,4-306453,1992-10-20,JP,JAPAN
08470539,7-3352,1995-01-12,JP,JAPAN
08470556,G9410052.7,1994-06-21,DE,GERMANY
08470560,92114507.4,1992-08-26,DE,GERMANY
08470563,P3839480.4,1988-11-23,DE,GERMANY
08470563,P4238125.8,1992-11-12,DE,GERMANY
08470572,UM3-62468,1991-07-15,JP,JAPAN
08470572,UM3-62469,1991-07-15,JP,JAPAN
08470572,UM3-3321,1991-01-10,JP,JAPAN
08470572,UM3-62202,1991-07-12,JP,JAPAN
08470572,UM3-62201,1991-07-12,JP,JAPAN
08470573,4-219091,1992-08-18,JP,JAPAN
08470580,9106587,1991-05-31,FR,FRANCE
08470581,9002843,1990-12-21,NL,NETHERLANDS
08470583,4-288707,1992-10-27,JP,JAPAN
08470583,5-230246,1993-09-16,JP,JAPAN
08470588,PCT/DE87/00392,1987-08-28,US,UNITED STATES OF AMERICA
08470588,P 36 29 890.5,1986-08-29,DE,GERMANY
08470590,8412207,1984-05-12,GB,UNITED KINGDOM
08470591,91/12647,1991-10-09,FR,FRANCE
08470592,6-142860,1994-06-24,JP,JAPAN
08470594,P 43 10 289.1,1993-03-30,DE,GERMANY
08470595,4-286249,1992-10-23,JP,JAPAN
08470595,04-335175,1992-11-20,JP,JAPAN
08470596,SHO-61-266834,1986-11-10,JP,JAPAN
08470596,SHO-62-0002981,1987-01-05,JP,JAPAN
08470598,3-076785,1991-03-15,JP,JAPAN
08470599,88974/80,1980-06-30,JP,JAPAN
08470600,6-123372,1994-06-06,JP,JAPAN
08470607,880385-9,1988-10-28,SE,SWEDEN
08470607,8803110-9,1988-09-06,SE,SWEDEN
08470611,P 44 20 811.1,1994-06-16,DE,GERMANY
08470615,HEI. 6-147112,1994-06-06,JP,JAPAN
08470616,94-21576,1994-08-30,KR,REPUBLIC OF KOREA
08470618,62-196424,1986-08-20,JP,JAPAN
08470622,123543/1994,1994-06-06,JP,JAPAN
08470624,MI94 A 001421,1994-07-08,IT,ITALY
08470625,MI 91A 003011,1991-11-12,IT,ITALY
08470627,5902/88,1988-10-24,DK,DENMARK
08470630,5/311662,1993-12-13,JP,JAPAN
08470630,5/119702,1993-05-21,JP,JAPAN
08470631,4-263513,1992-10-01,JP,JAPAN
08470636,"2,139,079",1994-12-23,CA,CANADA
08470644,89.11819.4,1989-05-23,GB,UNITED KINGDOM
08470654,P3940749.7,1989-12-09,DE,GERMANY
08470669,P 39 41 639.9,1989-12-16,DE,GERMANY
08470684,3-311120,1991-11-26,JP,JAPAN
08470684,3-113497,1991-05-17,JP,JAPAN
08470684,3-162790,1991-07-03,JP,JAPAN
08470684,3-135192,1991-06-06,JP,JAPAN
08470684,3-113499,1991-05-17,JP,JAPAN
08470684,3-113495,1991-05-17,JP,JAPAN
08470684,3-113494,1991-05-17,JP,JAPAN
08470684,3-113498,1991-05-17,JP,JAPAN
08470684,3-113496,1991-05-17,JP,JAPAN
08470689,SHO 58-154683,1983-10-05,JP,JAPAN
08470689,SHO 58-154684,1983-10-05,JP,JAPAN
08470695,19508578.7,1995-03-10,DE,GERMANY
08470696,94-21307,1994-08-27,KR,REPUBLIC OF KOREA
08470699,4-234535,1992-09-02,JP,JAPAN
08470700,4-234535,1992-09-02,JP,JAPAN
08470702,69303,1993-03-04,JP,JAPAN
08470705,PCT/GB93/00908,1993-04-30,US,UNITED STATES OF AMERICA
08470705,9209599.1,1992-05-02,GB,UNITED KINGDOM
08470708,94-23583,1994-09-14,KR,REPUBLIC OF KOREA
08470708,94-23584,1994-09-14,KR,REPUBLIC OF KOREA
08470708,94-23582,1994-09-14,KR,REPUBLIC OF KOREA
08470709,86828/1992,1992-04-08,JP,JAPAN
08470714,159072/1994,1994-06-08,JP,JAPAN
08470714,288661/1994,1994-10-31,JP,JAPAN
08470719,84.32757,1984-12-28,GB,UNITED KINGDOM
08470719,85.00336,1985-01-07,GB,UNITED KINGDOM
08470720,PCT/SE91/00892,1991-12-20,US,UNITED STATES OF AMERICA
08470720,9004096-5,1990-12-21,SE,SWEDEN
08470721,6-299864,1994-12-02,JP,JAPAN
08470721,6-124944,1994-06-07,JP,JAPAN
08470722,2565/1995,1995-01-11,JP,JAPAN
08470722,65840/1995,1995-03-24,JP,JAPAN
08470722,128532/1994,1994-06-10,JP,JAPAN
08470726,91 05170,1991-04-26,FR,FRANCE
08470727,3-121966,1991-03-29,JP,JAPAN
08470727,2-336126,1990-11-30,JP,JAPAN
08470729,9108041,1991-06-28,FR,FRANCE
08470735,PCT/US93/10624,1993-11-05,,UNITED STATES OF AMERICA
08470753,5-45528,1993-08-20,JP,JAPAN
08470756,2-95574,1990-04-11,JP,JAPAN
08470758,MI91A003465,1991-12-23,IT,ITALY
08470765,P 41 39 596.6,1991-11-30,DE,GERMANY
08470770,6-314280,1994-11-25,JP,JAPAN
08470773,9411955.9,1994-06-15,GB,UNITED KINGDOM
08470784,P4421429.4,1994-06-18,DE,GERMANY
08470786,9016189.4,1990-07-24,GB,UNITED KINGDOM
08470786,9109540.6,1991-05-02,GB,UNITED KINGDOM
08470799,148563/1994,1994-06-06,JP,JAPAN
08470801,3-205618,1991-07-23,JP,JAPAN
08470807,PCT/US91/06337,1991-09-04,US,UNITED STATES OF AMERICA
08470826,2-321036,1990-11-27,JP,JAPAN
08470826,2-123515,1990-11-27,JP,JAPAN
08470827,HEI 3-146301,1991-06-18,JP,JAPAN
08470828,PCT/DK89/00068,1989-03-22,US,UNITED STATES OF AMERICA
08470828,6062188,1988-10-31,DK,DENMARK
08470828,PCT/DK88/00049,1988-03-24,US,UNITED STATES OF AMERICA
08470839,242308,1992-04-10,NZ,NEW ZEALAND
08470841,1453/88,1988-03-17,DK,DENMARK
08470841,737/89,1989-02-17,DK,DENMARK
08470854,P3932913.5,1989-10-03,DE,GERMANY
08470866,04-322226,1992-11-09,JP,JAPAN
08470866,05-134180,1993-05-13,JP,JAPAN
08470877,A2554/88,1988-10-14,AT,AUSTRIA
08470889,04-187198,1992-07-15,JP,JAPAN
08470889,05-024441,1993-02-12,JP,JAPAN
08470889,05-029531,1993-02-19,JP,JAPAN
08470889,05-029530,1993-02-19,JP,JAPAN
08470893,94201651.0,1994-06-09,EP,EUROPEAN PATENT OFFICE (EPO)
08470902,24441/1993,1993-02-12,JP,JAPAN
08470902,29530/1993,1993-02-19,JP,JAPAN
08470902,187198/1992,1992-07-15,JP,JAPAN
08470902,29531/1993,1993-02-19,JP,JAPAN
08470907,3974/90,1990-06-25,HU,HUNGARY
08470909,9016840.2,1990-08-01,GB,UNITED KINGDOM
08470909,3974/90,1990-06-25,HU,HUNGARY
08470914,94-40685,1994-12-31,KR,REPUBLIC OF KOREA
08470914,94-12841,1994-06-08,KR,REPUBLIC OF KOREA
08470933,6-125149,1994-06-07,JP,JAPAN
08470944,217052/1990,1990-08-20,JP,JAPAN
08470944,PCT/JP91/01098,1991-08-16,US,UNITED STATES OF AMERICA
08470948,8828620.8,1988-12-07,GB,UNITED KINGDOM
08470948,8918893.2,1989-08-18,GB,UNITED KINGDOM
08470948,8908561.7,1989-04-14,GB,UNITED KINGDOM
08470951,8828620.8,1988-12-07,GB,UNITED KINGDOM
08470951,8918893.2,1989-08-18,GB,UNITED KINGDOM
08470951,8908561.7,1989-04-14,GB,UNITED KINGDOM
08470952,PCT/GB92/01247,1992-07-09,US,UNITED STATES OF AMERICA
08470952,91306305.3,1991-07-11,EP,EUROPEAN PATENT OFFICE (EPO)
08470953,09400706,1994-07-26,BE,BELGIUM
08470953,09500448,1995-05-17,BE,BELGIUM
08470955,9104776-1,1991-03-07,GB,UNITED KINGDOM
08470956,U5-007454,1993-02-26,JP,JAPAN
08470956,05-040013,1993-03-01,JP,JAPAN
08470956,U5-008551,1993-03-03,JP,JAPAN
08470956,05-038144,1993-02-26,JP,JAPAN
08470959,8704205,1987-03-26,FR,FRANCE
08470965,9104776-1,1991-03-07,GB,UNITED KINGDOM
08470966,94-07223,1994-06-14,FR,FRANCE
08470979,154140/1994,1994-06-13,JP,JAPAN
08470986,6-148627,1994-06-07,JP,JAPAN
08470994,"2,142,747",1995-02-17,CA,CANADA
08470996,167120/84,1994-08-09,JP,JAPAN
08471004,8607310,1986-05-22,FR,FRANCE
08471004,86402716.4,1986-12-08,EP,EUROPEAN PATENT OFFICE (EPO)
08471010,P4420801.4,1994-06-16,DE,GERMANY
08471013,P3629304.0,1986-08-28,DE,GERMANY
08471016,49143-A/83,1983-10-10,IT,ITALY
08471017,6-162273,1994-07-14,JP,JAPAN
08471018,5-192380,1993-08-03,JP,JAPAN
08471018,6-011895,1994-02-03,JP,JAPAN
08471018,5-173337,1993-07-13,JP,JAPAN
08471018,5-251683,1993-10-07,JP,JAPAN
08471019,5902/88,1988-10-24,DK,DENMARK
08471021,P36-29-304.0,1986-08-28,DE,GERMANY
08471043,9413270.1,1994-07-01,GB,UNITED KINGDOM
08471047,4-338705,1992-12-18,JP,JAPAN
08471048,PCT/GB92/00589,1992-04-02,GB,UNITED KINGDOM
08471048,91 08386.5,1991-04-19,GB,UNITED KINGDOM
08471049,6-227620,1994-09-22,JP,JAPAN
08471049,6-179110,1994-07-29,JP,JAPAN
08471053,9016840,1990-08-01,GB,UNITED KINGDOM
08471053,9016882,1990-08-01,GB,UNITED KINGDOM
08471067,942877,1994-06-16,FI,FINLAND
08471081,5-047364,1993-02-12,JP,JAPAN
08471081,5-261713,1993-09-24,JP,JAPAN
08471081,5-261714,1993-09-24,JP,JAPAN
08471084,93830393.0,1993-09-27,EP,EUROPEAN PATENT OFFICE (EPO)
08471088,PCT/GB82/00334,1982-11-24,US,UNITED STATES OF AMERICA
08471088,8135331,1981-11-24,GB,UNITED KINGDOM
08471090,B092A000414,1994-11-20,IT,ITALY
08471092,62-69446,1987-03-23,JP,JAPAN
08471092,62-75204,1987-03-27,JP,JAPAN
08471092,62-75203,1987-03-27,JP,JAPAN
08471101,6-154177,1994-06-13,JP,JAPAN
08471102,6-158024,1994-06-16,JP,JAPAN
08471118,8228390,1982-10-05,GB,UNITED KINGDOM
08471118,8320865,1983-08-03,GB,UNITED KINGDOM
08471118,8236928,1982-12-30,GB,UNITED KINGDOM
08471118,8322528,1983-08-22,GB,UNITED KINGDOM
08471119,01310/93-4,1993-04-29,CH,SWITZERLAND
08471119,A437/93,1993-03-08,AT,AUSTRIA
08471119,A1403/92,1992-07-09,AT,AUSTRIA
08471119,01375/93-0,1993-05-04,CH,SWITZERLAND
08471137,MI95A000533,1995-03-17,IT,ITALY
08471146,P 37 42 805.5,1987-12-17,DE,GERMANY
08471146,A2952/87,1987-11-09,AT,AUSTRIA
08471153,6-133050/94,1994-06-15,JP,JAPAN
08471155,92 14851,1992-12-09,FR,FRANCE
08471156,53605/1978,1978-05-04,JP,JAPAN
08471156,53606/1978,1978-05-04,JP,JAPAN
08471157,078003/1987,1987-03-31,JP,JAPAN
08471157,143874/1987,1987-06-08,JP,JAPAN
08471157,188298/1987,1987-07-27,JP,JAPAN
08471157,051775/1987,1987-03-05,JP,JAPAN
08471158,211144/1985,1985-09-26,JP,JAPAN
08471159,1-115140,1989-05-10,JP,JAPAN
08471159,1-115141,1989-05-10,JP,JAPAN
08471159,1-115144,1989-05-10,JP,JAPAN
08471159,1-115142,1989-05-10,JP,JAPAN
08471159,1-115143,1989-05-10,JP,JAPAN
08471160,153273/1986,1986-06-30,JP,JAPAN
08471160,063295/1987,1987-03-17,JP,JAPAN
08471160,068399/1986,1986-03-28,JP,JAPAN
08471161,63-262930,1988-10-20,JP,JAPAN
08471164,94-12940,1994-06-09,KR,REPUBLIC OF KOREA
08471165,PJ 4936/89,1989-06-27,AU,AUSTRALIA
08471165,PCT/AU90/00268,1990-06-25,US,UNITED STATES OF AMERICA
08471168,309814/1991,1991-10-29,JP,JAPAN
08471168,27966/1992,1992-03-31,JP,JAPAN
08471172,6-225116,1994-09-20,JP,JAPAN
08471173,3-286088,1991-10-31,JP,JAPAN
08471174,HEI 3-110905,1991-04-16,JP,JAPAN
08471175,9204464.3,1992-03-02,GB,UNITED KINGDOM
08471175,9119267.4,1991-09-09,GB,UNITED KINGDOM
08471178,4-304088,1992-11-13,JP,JAPAN
08471178,4-41730,1992-02-27,JP,JAPAN
