application_number,parent_application_number,parent_filing_date,continuation_type
12288032,11488305,2006-07-18,CIP
12288032,11633724,2006-12-05,CIP
12288033,60434530,2002-12-18,PRO
12288033,60434501,2002-12-18,PRO
12288033,60434500,2002-12-18,PRO
12288033,60434453,2002-12-18,PRO
12288033,60434452,2002-12-18,PRO
12288033,60434828,2002-12-18,PRO
12288033,60461164,2003-04-08,PRO
12288033,10741196,2003-12-18,CON
12288034,60333937,2001-11-28,PRO
12288034,10271334,2002-10-15,DIV
12288034,10307226,2002-11-29,CIP
12288034,60488753,2003-07-21,PRO
12288034,60489011,2003-07-21,PRO
12288034,10669881,2003-09-24,CIP
12288034,10692283,2003-10-23,DIV
12288034,10693255,2003-10-24,DIV
12288034,10786465,2004-02-25,CIP
12288034,11166428,2005-06-24,CIP
12288034,11166411,2005-06-24,CIP
12288034,11254619,2005-10-20,CIP
12288034,11255116,2005-10-20,CIP
12288034,11488305,2006-07-18,CIP
12288034,11633724,2006-12-05,CIP
12288036,60999563,2007-10-19,PRO
12288038,60999247,2007-10-16,PRO
12288041,60999084,2007-10-16,PRO
12288044,60999115,2007-10-16,PRO
12288045,60333937,2001-11-28,PRO
12288045,10271334,2002-10-15,DIV
12288045,10307226,2002-11-29,CIP
12288045,60488753,2003-07-21,PRO
12288045,60489011,2003-07-21,PRO
12288045,10669881,2003-09-24,CIP
12288045,10692283,2003-10-23,DIV
12288045,10693255,2003-10-24,DIV
12288045,10786465,2004-02-25,CIP
12288045,11166428,2005-06-24,CIP
12288045,11166411,2005-06-24,CIP
12288045,11254619,2005-10-20,CIP
12288045,11255116,2005-10-20,CIP
12288045,11488305,2006-07-18,CIP
12288045,11633724,2006-12-05,CIP
12288048,60999252,2007-10-16,PRO
12288051,60719153,2005-09-20,PRO
12288051,60789656,2006-04-05,PRO
12288051,11524988,2006-09-20,CON
12288055,60982769,2007-10-26,PRO
12288062,60999361,2007-10-17,PRO
12288063,09797516,2001-03-01,CON
12288072,61003546,2007-11-16,PRO
12288073,60999077,2007-10-15,PRO
12288075,60383573,2002-05-24,PRO
12288075,10443155,2003-05-21,CON
12288075,11601025,2006-11-17,CON
12288083,10784620,2004-02-23,DIV
12288083,11444617,2006-06-01,DIV
12288084,10784620,2004-02-23,DIV
12288084,11444617,2006-06-01,DIV
12288086,11019485,2004-12-22,CIP
12288086,11449288,2006-06-08,CIP
12288089,11288463,2005-11-29,CIP
12288096,60999065,2007-10-15,PRO
12288097,61000176,2007-10-17,PRO
12288098,60999052,2007-10-15,PRO
12288099,61007645,2007-12-14,PRO
12288104,10097644,2002-03-15,CON
12288105,11074113,2005-03-07,DIV
12288105,11205689,2005-08-17,CIP
12288107,60999146,2007-10-15,PRO
12288109,11158676,2005-06-22,DIV
12288112,10564757,2006-01-13,CON
12288112,PCT/CA04/01043,2004-07-16,NST
12288118,60999269,2007-10-16,PRO
12288133,61062064,2008-01-23,PRO
12288140,60980364,2007-10-16,PRO
12288144,61000321,2007-10-24,PRO
12288146,60980336,2007-10-16,PRO
12288154,60981474,2007-10-19,PRO
12288156,61004731,2007-11-30,PRO
12288158,60980747,2007-10-17,PRO
12288159,61007578,2007-12-12,PRO
12288160,10145571,2002-05-13,CON
12288160,11332704,2006-01-13,CON
12288169,11900795,2007-09-12,CIP
12288169,60980411,2007-10-16,PRO
12288170,60980443,2007-10-16,PRO
12288170,61028386,2008-02-13,PRO
12288172,11048544,2005-01-31,CIP
12288173,60317583,2001-09-06,PRO
12288173,PCT/US02/28216,2002-09-05,NST
12288173,10488570,2004-09-15,DIV
12288174,60751602,2005-12-19,PRO
12288174,11641514,2006-12-19,CIP
12288174,12184895,2008-08-01,CIP
12288176,10850875,2004-05-21,DIV
12288180,60981110,2007-10-19,PRO
12288181,60981411,2007-10-19,PRO
12288183,11138182,2005-05-26,CIP
12288183,11439850,2006-05-24,CON
12288185,60981043,2007-10-18,PRO
12288186,60980869,2007-10-18,PRO
12288188,61002898,2007-11-13,PRO
12288189,60999460,2007-10-18,PRO
12288190,60981232,2007-10-19,PRO
12288191,60980580,2007-10-17,PRO
12288192,60980465,2007-10-17,PRO
12288193,61002898,2007-11-13,PRO
12288194,61002898,2007-11-13,PRO
12288195,60980467,2007-10-17,PRO
12288196,60983693,2007-10-30,PRO
12288198,60999472,2007-10-18,PRO
12288199,60999275,2007-10-17,PRO
12288205,60167996,1999-11-30,PRO
12288205,09723304,2000-11-27,CIP
12288205,60503825,2003-09-22,PRO
12288205,60504282,2003-09-17,PRO
12288205,60504776,2003-09-17,PRO
12288205,60537788,2004-01-20,PRO
12288205,60537581,2004-01-20,PRO
12288205,60537795,2004-01-20,PRO
12288205,60584622,2004-06-29,PRO
12288205,10944224,2004-09-16,DIV
12288205,11728876,2007-03-27,DIV
12288205,12070526,2008-02-19,CON
12288206,60863082,2006-10-26,PRO
12288206,60896357,2007-03-22,PRO
12288206,11977918,2007-10-26,CON
12288208,60999344,2007-10-17,PRO
12288208,61127542,2008-05-14,PRO
12288209,61065136,2008-02-11,PRO
12288213,60980598,2007-10-17,PRO
12288214,60999241,2007-10-17,PRO
12288215,60984749,2007-11-02,PRO
12288215,61012120,2007-12-07,PRO
12288215,61020513,2008-01-11,PRO
12288216,60984412,2007-11-01,PRO
12288217,61001665,2007-11-02,PRO
12288217,61010838,2008-01-11,PRO
12288219,11585630,2006-10-24,CIP
12288220,60980605,2007-10-17,PRO
12288223,60419613,2002-10-17,PRO
12288223,10368197,2003-02-18,CON
12288224,60498182,2003-08-25,PRO
12288224,10918715,2004-08-13,CON
12288229,60653384,2005-02-15,PRO
12288229,60686098,2005-06-01,PRO
12288229,11185563,2005-07-20,CON
12288230,60999259,2007-10-17,PRO
12288232,60999456,2007-10-19,PRO
12288233,08220852,1994-03-31,CIP
12288233,08237078,1994-05-03,CON
12288233,08460180,1995-06-02,CON
12288233,08606957,1996-02-26,CON
12288233,08775516,1997-01-02,CON
12288233,09025090,1998-02-17,CON
12288233,09080771,1998-05-18,CON
12288233,09366630,1999-08-03,CON
12288233,09626375,2000-07-26,CON
12288233,09747227,2000-12-22,CON
12288233,09895302,2001-06-29,CON
12288233,10004991,2001-12-04,CON
12288233,10051116,2002-01-17,CON
12288233,10190278,2002-07-03,CON
12288233,10303373,2002-11-22,CON
12288233,10325103,2002-12-19,CON
12288233,10676475,2003-10-01,CON
12288233,10780084,2004-02-17,CON
12288233,11110250,2005-04-20,CIP
12288233,11203483,2005-08-12,CON
12288233,11928998,2007-10-30,CON
12288236,60981360,2007-10-19,PRO
12288237,12072888,2008-02-28,CON
12288238,61007917,2007-10-23,PRO
12288238,61007924,2007-10-26,PRO
12288238,12050734,2008-03-18,CIP
12288239,61007558,2007-12-13,PRO
12288243,60717122,2005-09-13,PRO
12288243,60752671,2005-12-19,PRO
12288243,60752435,2005-12-20,PRO
12288243,60776322,2006-02-23,PRO
12288243,60784746,2006-03-21,PRO
12288243,11521282,2006-09-13,DIV
12288247,60999573,2007-10-22,PRO
