application_number,parent_application_number,parent_filing_date,continuation_type
10321548,60147498,1999-08-09,PRO
10321548,09425949,1999-10-25,CON
10321550,60124890,1999-03-18,PRO
10321550,60138280,1999-06-09,PRO
10321550,09520761,2000-03-07,DIV
10321550,09871970,2001-06-04,DIV
10321555,09622277,2000-10-25,CON
10321555,PCT/GB99/00500,1999-02-18,NST
10321557,08802951,1997-02-21,CON
10321557,09455271,1999-12-06,CON
10321558,09075338,1998-05-11,CON
10321558,09300425,1999-04-28,CIP
10321558,09512082,2000-02-24,CIP
10321569,60342759,2001-12-28,PRO
10321577,09247604,1999-02-10,DIV
10321577,09964671,2001-09-28,DIV
10321579,60340502,2001-12-19,PRO
10321579,60369857,2002-04-05,PRO
10321579,60383624,2002-05-29,PRO
10321579,60385561,2002-06-05,PRO
10321579,60385560,2002-06-05,PRO
10321579,60385559,2002-06-05,PRO
10321579,60385577,2002-06-05,PRO
10321579,60385576,2002-06-05,PRO
10321579,60385575,2002-06-05,PRO
10321582,60351365,2002-01-28,PRO
10321585,60413738,2002-09-27,PRO
10321587,08863079,1997-05-23,CIP
10321587,08991862,1997-12-16,DIV
10321587,09456886,1999-12-08,CIP
10321597,09488570,2000-01-21,CIP
10321597,09502042,2000-02-11,DIV
10321597,PCT/JP98/03305,1998-07-24,CON
10321598,09403271,1999-12-27,CON
10321598,PCT/JP98/01758,1998-04-17,NST
10321601,60340246,2001-12-18,PRO
10321602,09826818,2001-04-06,DIV
10321607,08634373,1996-04-18,DIV
10321607,09810477,2001-03-19,DIV
10321611,60342850,2001-12-28,PRO
10321613,10183457,2002-06-28,CIP
10321614,09923406,2001-08-08,DIV
10321616,09863349,2001-05-24,CON
10321617,10046019,2002-01-11,CIP
10321622,60342862,2001-12-28,PRO
10321623,10089605,2002-04-01,CON
10321625,60341271,2001-12-20,PRO
10321636,09760651,2001-01-17,CIP
10321637,60340277,2001-12-18,PRO
10321641,60341862,2001-12-21,PRO
10321646,09594479,2000-06-14,CIP
10321648,09756223,2001-01-09,DIV
10321648,PCT/IL99/00378,1999-07-11,CON
10321649,PCT/JP00/04916,2000-07-21,CON
10321653,60220783,2000-07-25,PRO
10321653,60259226,2001-01-03,PRO
10321653,09899028,2001-07-06,CON
10321656,09297263,1999-04-28,DIV
10321656,PCT/JP98/03756,1998-08-25,NST
10321661,08973963,1998-05-29,CON
10321661,PCT/FI96/00350,1996-06-12,NST
10321679,09849619,2001-05-07,CON
10321679,PCT/NL99/00678,1999-11-04,CON
10321683,60351247,2002-01-23,PRO
10321683,60351246,2002-01-23,PRO
10321683,PCT/US02/13472,2002-04-30,CON
10321685,08070510,1993-06-01,CIP
10321685,08542793,1995-10-13,CIP
10321685,08556237,1995-11-09,CON
10321685,08591046,1996-01-25,CIP
10321685,08631613,1996-04-10,DIV
10321685,60042439,1997-03-28,PRO
10321685,08870585,1997-06-06,CIP
10321685,08926872,1997-09-10,CIP
10321685,09049410,1998-03-27,CON
10321685,09562773,2000-05-02,CON
10321687,60341452,2001-12-18,PRO
10321689,08960955,1997-10-30,CON
10321689,09543199,2000-04-05,CON
10321689,10016330,2001-12-11,CON
10321690,08554935,1995-11-09,CON
10321690,08862527,1997-05-23,CON
10321690,09496603,2000-02-02,CON
10321699,10115081,2002-04-04,CIP
10321700,08609255,1996-02-29,DIV
10321704,60340595,2001-12-14,PRO
10321709,60341520,2001-12-17,PRO
10321717,08272220,1994-07-08,CIP
10321717,08472701,1995-06-06,CON
10321718,08599968,1996-02-14,CON
10321718,09568221,2000-05-09,CON
10321721,09501788,2000-02-11,CON
10321721,09954195,2001-09-18,CON
10321722,60379757,2002-05-14,PRO
10321722,60426341,2002-11-15,PRO
10321727,60089085,1998-06-12,PRO
10321727,09719431,2002-01-16,DIV
10321727,PCT/US99/13127,1999-06-10,NST
10321728,60347000,2002-01-11,PRO
10321734,60342714,2001-12-20,PRO
10321735,09750820,2000-12-28,DIV
10321737,60341358,2001-12-14,PRO
10321741,60389745,2002-06-17,PRO
10321744,10040657,2002-01-07,CIP
10321745,60342725,2001-12-20,PRO
10321752,09222411,1998-12-29,DIV
10321754,10016374,2001-12-10,CIP
10321756,60346629,2002-01-10,PRO
10321756,60366533,2002-03-25,PRO
10321756,60366532,2002-03-25,PRO
10321756,60402695,2002-08-13,PRO
10321767,60212215,2000-06-16,PRO
10321767,PCT/US01/19271,2001-06-15,CON
10321774,60341312,2001-12-17,PRO
10321776,60363137,2002-03-11,PRO
10321777,10164842,2002-06-07,CIP
10321777,10164844,2002-06-07,CIP
10321777,10164847,2002-06-07,CIP
10321777,10165214,2002-06-07,CIP
10321777,10200660,2002-07-22,CIP
10321778,60127984,1999-04-06,PRO
10321778,09544732,2000-04-06,CON
10321778,09992353,2001-11-13,CIP
10321779,60342575,2001-12-19,PRO
10321780,60110134,1998-11-28,PRO
10321780,60099515,1998-09-08,PRO
10321780,09390458,1999-09-07,CON
10321780,09800990,2001-03-07,CON
10321781,60341651,2001-12-17,PRO
10321782,08044331,1993-04-02,CIP
10321782,08104524,1993-08-10,DIV
10321782,08314117,1994-09-27,CON
10321782,09357634,1999-07-20,CON
10321783,60342799,2001-12-19,PRO
10321783,60346363,2002-01-04,PRO
10321783,60398973,2002-07-25,PRO
10321784,09702561,2000-10-31,CON
10321784,PCT/NL00/00125,2000-03-01,CON
10321785,60343028,2001-12-20,PRO
10321787,60343426,2001-12-21,PRO
10321789,09018973,1998-02-05,CON
10321789,09524498,2000-03-13,CON
10321789,09847648,2001-05-02,CON
10321790,60343495,2001-12-21,PRO
10321791,60230735,2000-09-07,PRO
10321791,09805749,2001-03-13,DIV
10321792,60354492,2002-02-08,PRO
10321794,09836028,2001-04-17,CIP
10321798,60453708,2001-12-18,PRO
10321799,07179406,1988-04-08,CIP
10321799,07179406,1988-04-08,DIV
10321799,07232630,1988-08-15,DIV
10321799,07579865,1990-09-07,CIP
10321799,07621849,1990-12-04,CIP
10321799,07827052,1992-01-28,CIP
10321799,07841646,1992-02-21,DIV
10321799,08147023,1993-11-01,DIV
10321799,08449699,1995-05-24,CON
10321799,09148925,1998-09-04,CON
10321801,09640868,2000-08-18,DIV
10321802,60341448,2001-12-17,PRO
10321807,09170496,1998-10-13,CIP
10321807,09714008,2000-11-16,CON
10321807,PCT/US99/23938,1999-10-12,CIP
10321810,09724072,2000-11-28,DIV
10321813,09497075,2000-02-02,CIP
10321813,09577115,2000-05-23,CON
10321815,09739886,2000-12-20,DIV
10321822,09358312,1999-07-21,CIP
10321823,60369030,2002-04-01,PRO
10321832,09139257,1998-08-25,CON
10321832,09657388,2000-09-08,CON
10321844,60340482,2001-12-18,PRO
10321846,09462144,2000-06-30,CIP
10321856,08994825,1997-12-19,CIP
10321856,09216393,1998-12-18,DIV
10321857,PCT/NL02/00383,2002-06-11,CON
10321858,60364189,2002-03-13,PRO
10321859,09494219,2000-01-28,CON
10321859,10038220,2002-01-03,CON
10321861,60119010,1999-02-08,PRO
10321861,60144961,1999-07-21,PRO
10321861,60145553,1999-07-23,PRO
10321861,60159998,1999-10-18,PRO
10321861,60159999,1999-10-18,PRO
10321861,60171835,1999-12-22,PRO
