application_number,parent_application_number,parent_filing_date,continuation_type
14105994,61757113,2013-01-26,PRO
14105997,12218574,2008-07-16,CON
14105997,13566279,2012-08-03,CON
14105998,61860924,2013-08-01,PRO
14106000,60917889,2007-05-14,PRO
14106000,12152636,2008-05-14,CON
14106000,13599847,2012-08-30,CON
14106001,61736896,2012-12-13,PRO
14106002,61051344,2008-05-07,PRO
14106002,12384926,2009-04-10,CON
14106006,10304950,2002-11-27,CON
14106006,11836467,2007-08-09,CON
14106006,12620431,2009-11-17,CON
14106006,13370174,2012-02-09,CON
14106006,13706815,2012-12-06,CON
14106007,61737530,2012-12-14,PRO
14106012,61739074,2012-12-19,PRO
14106013,11708456,2007-02-21,DIV
14106013,12719618,2010-03-08,DIV
14106017,PCT/EP2012/061338,2012-06-14,CON
14106018,61737593,2012-12-14,PRO
14106019,60972113,2007-09-13,PRO
14106019,12210412,2008-09-15,DIV
14106019,13622152,2012-09-18,DIV
14106026,13715362,2012-12-14,CON
14106029,12124991,2008-05-21,CIP
14106029,12466317,2009-05-14,CON
14106030,61748942,2013-01-04,PRO
14106031,60884732,2007-01-12,PRO
14106031,60885724,2007-01-19,PRO
14106031,PCT/US08/50841,2008-01-11,NST
14106031,12522321,2009-08-10,DIV
14106031,13483286,2012-05-30,CON
14106033,61737546,2012-12-14,PRO
14106033,61829106,2013-05-30,PRO
14106035,61490137,2011-05-26,PRO
14106035,13482111,2012-05-29,DIV
14106036,13303527,2011-11-23,DIV
14106037,61417175,2010-11-24,PRO
14106037,13149049,2011-05-31,CON
14106038,60737194,2005-11-16,PRO
14106038,11600525,2006-11-16,CON
14106038,12749141,2010-03-29,CON
14106039,61156319,2009-02-27,PRO
14106039,12713822,2010-02-26,CON
14106039,13913868,2013-06-10,CON
14106041,12243500,2008-10-01,DIV
14106044,PCT/JP2011/063738,2011-06-15,CON
14106045,61867632,2013-08-20,PRO
14106046,PCT/EP2012/061341,2012-06-14,CON
14106047,61737058,2012-12-13,PRO
14106048,PCT/JP2012/004135,2012-06-26,CON
14106050,61740839,2012-12-21,PRO
14106051,60566831,2004-04-30,PRO
14106051,11116783,2005-04-28,CIP
14106051,11673483,2007-02-09,CON
14106051,12906940,2010-10-18,CON
14106051,13617114,2012-09-14,CON
14106052,61697932,2012-09-07,PRO
14106052,14020495,2013-09-06,CON
14106053,60890116,2007-02-15,PRO
14106053,12032384,2008-02-15,CON
14106056,13375922,2011-12-02,CON
14106056,PCT/US2010/037699,2010-06-08,NST
14106057,61344091,2010-05-21,PRO
14106057,61344245,2010-06-18,PRO
14106057,13067292,2011-05-23,CON
14106058,61171206,2009-04-21,PRO
14106058,12764699,2010-04-21,CIP
14106058,13661415,2012-10-26,CON
14106064,12213690,2008-06-23,CON
14106064,13360588,2012-01-27,CON
14106064,PCT/FR2006/051391,2006-12-19,CON
14106067,60630937,2004-11-24,PRO
14106067,11286905,2005-11-23,CON
14106067,13194595,2011-07-29,CON
14106068,61736749,2012-12-13,PRO
14106068,61755165,2013-01-22,PRO
14106073,61369341,2010-07-30,PRO
14106073,13193266,2011-07-28,CON
14106075,12256541,2008-10-23,REI
14106076,PCT/US13/27907,2013-02-27,CON
14106077,61247968,2009-10-02,PRO
14106077,61248003,2009-10-02,PRO
14106077,61250255,2009-10-09,PRO
14106077,61281824,2009-11-24,PRO
14106077,12818474,2010-06-18,CON
14106078,61737013,2012-12-13,PRO
14106078,61779942,2013-03-13,PRO
14106080,08401871,1995-03-10,CIP
14106080,08508033,1995-07-27,CIP
14106080,08794871,1997-02-05,CIP
14106080,08833797,1997-04-09,DIV
14106080,10000583,2001-10-24,CON
14106080,10873085,2004-06-21,CON
14106080,12272411,2008-11-17,CON
14106080,13088129,2011-04-15,CON
14106080,13399715,2012-02-17,CON
14106081,61736984,2012-12-13,PRO
14106082,60962584,2007-07-30,PRO
14106082,60974305,2007-09-21,PRO
14106082,12182556,2008-07-30,CON
14106082,13413274,2012-03-06,CON
14106084,13110169,2011-05-18,DIV
14106086,11443112,2006-05-31,CON
14106087,61737180,2012-12-14,PRO
14106088,13656361,2012-10-19,DIV
14106090,12845530,2010-07-28,DIV
14106094,12811736,2010-07-06,CON
14106094,PCT/SE2008/050869,2008-07-14,NST
14106096,61427319,2010-12-27,PRO
14106096,13336688,2011-12-23,DIV
14106097,61738314,2012-12-17,PRO
14106098,61738235,2012-12-17,PRO
14106099,12686594,2010-01-13,DIV
14106100,13472890,2012-05-16,DIV
14106101,12979852,2010-12-28,CIP
14106101,13330440,2011-12-19,CIP
14106101,13718709,2012-12-18,CIP
14106102,13388871,2012-02-03,CON
14106102,PCT/CA2010/001214,2010-08-04,NST
14106104,61737009,2012-12-13,PRO
14106108,13401749,2012-02-21,DIV
14106109,12925417,2010-10-21,CIP
14106110,12997538,2010-12-10,CON
14106110,PCT/EP2009/057268,2009-06-12,NST
14106112,61737607,2012-12-14,PRO
14106114,61737406,2012-12-14,PRO
14106115,61737229,2012-12-14,PRO
14106116,61737354,2012-12-14,PRO
14106119,60824571,2006-09-05,PRO
14106119,11850083,2007-09-05,CON
14106119,13090857,2011-04-20,CON
14106120,12769259,2010-04-28,DIV
14106121,PCT/EP2011/060149,2011-06-17,CON
14106123,13476041,2012-05-21,CIP
14106123,61896826,2013-10-29,PRO
14106124,61576401,2011-12-16,PRO
14106124,13715981,2012-12-14,CIP
14106125,61738248,2012-12-17,PRO
14106126,61736662,2012-12-13,PRO
14106130,PCT/JP2013/071155,2013-08-05,CON
14106133,11295757,2005-12-06,CIP
14106133,12087700,2008-07-11,DIV
14106133,PCT/US2006/046200,2006-12-04,CON
14106136,61766827,2013-02-20,PRO
14106138,61736763,2012-12-13,PRO
14106139,13015071,2011-01-27,CON
14106140,61587554,2012-01-17,PRO
14106140,13414485,2012-03-07,CIP
14106140,61724091,2012-11-08,PRO
14106140,13724357,2012-12-21,CIP
14106140,13742953,2013-01-16,CON
14106142,61747566,2012-12-31,PRO
14106145,12981224,2010-12-29,CON
14106146,61737424,2012-12-14,PRO
14106148,61587554,2012-01-17,PRO
14106148,13414485,2012-03-07,CIP
14106148,61724091,2012-11-08,PRO
14106148,13724357,2012-12-21,CIP
14106148,13742845,2013-01-16,CON
14106149,60516692,2003-11-03,PRO
14106149,60578811,2004-06-09,PRO
14106149,PCT/US04/36600,2004-11-03,NST
14106149,10576633,2006-11-14,DIV
14106150,11836552,2007-08-09,CON
14106153,13325054,2011-12-13,CIP
14106153,61737066,2012-12-13,PRO
14106155,61737798,2012-12-16,PRO
14106157,61739356,2012-12-19,PRO
14106162,61802920,2013-03-18,PRO
14106163,60837426,2006-08-11,PRO
14106163,11891629,2007-08-10,CON
14106163,12842412,2010-07-23,DIV
14106164,61797693,2012-12-13,PRO
14106166,13307524,2011-11-30,CON
14106167,12039596,2008-02-28,CIP
14106167,12339429,2008-12-19,CIP
14106167,13305686,2011-11-28,CON
14106168,12277994,2008-11-25,DIV
14106170,61783096,2013-03-14,PRO
14106171,61712948,2012-10-12,PRO
14106171,61712953,2012-10-12,PRO
14106171,61712956,2012-10-12,PRO
14106171,61712962,2012-10-12,PRO
14106171,61713715,2012-10-15,PRO
14106171,61713718,2012-10-15,PRO
14106171,61713762,2012-10-15,PRO
14106171,61714293,2012-10-16,PRO
14106171,61714469,2012-10-16,PRO
14106171,61806577,2013-03-29,PRO
14106171,61824204,2013-05-16,PRO
14106171,61861199,2013-08-01,PRO
14106171,13963739,2013-08-09,CON
14106174,61903374,2013-11-12,PRO
14106175,PCT/CN2013/080962,2013-08-07,CON
14106177,13819981,2014-01-30,CIP
14106177,PCT/US2012/069487,2012-12-13,NST
14106177,PCT/US2013/074331,2013-12-11,CON
14106179,13718671,2012-12-18,DIV
14106181,PCT/CN2012/077026,2012-06-15,CON
14106183,60334434,2001-11-30,PRO
14106183,10302817,2002-11-22,DIV
14106183,11300194,2005-12-13,CON
14106183,13615041,2012-09-13,CON
14106185,61737211,2012-12-14,PRO
14106187,61736915,2012-12-13,PRO
14106188,PCT/IL2012/050210,2012-06-14,CON
14106189,13351397,2012-01-17,CIP
14106189,61737076,2012-12-13,PRO
14106192,PCT/CN2013/073884,2013-04-08,CON
14106194,61737202,2012-12-14,PRO
14106195,12840087,2010-07-20,CON
14106198,13747584,2013-01-23,CIP
14106198,13940307,2013-07-12,CIP
14106198,14081110,2013-11-15,CIP
14106200,13012385,2011-01-24,DIV
14106200,13360034,2012-01-27,CON
14106201,10360486,2003-02-06,CON
14106201,12791366,2010-06-01,CON
14106202,61736763,2012-12-13,PRO
14106205,12189319,2008-08-11,CON
14106206,60920496,2007-03-27,PRO
14106206,12057368,2008-03-27,CIP
14106206,12435347,2009-05-04,CON
14106208,PCT/CN2012/085442,2012-11-28,CON
14106212,61737406,2012-12-14,PRO
14106213,PCT/KR2013/009211,2013-10-15,CON
14106214,61736705,2012-12-13,PRO
14106215,12725981,2010-03-17,DIV
14106220,12769259,2010-04-28,DIV
14106221,13321965,2011-11-22,CIP
14106223,10815251,2004-03-30,DIV
14106224,61745344,2012-12-21,PRO
14106228,61073866,2008-06-19,PRO
14106228,12487309,2009-06-18,CON
14106229,10552364,2006-06-09,CON
14106229,12352157,2009-01-12,CON
14106229,13041578,2011-03-07,CON
14106229,PCT/GB03/01441,2003-04-02,NST
14106234,14106161,2013-12-13,CON
14106235,61890079,2013-10-11,PRO
14106237,13215887,2011-08-23,CON
14106239,12451093,2009-10-26,CON
14106239,13554914,2012-07-20,CON
14106239,13928148,2013-06-26,CON
14106239,PCT/KR2008/002093,2008-04-14,NST
14106240,61793172,2013-03-15,PRO
14106244,14091632,2013-11-27,CIP
14106244,14099229,2013-12-06,CIP
14106248,61836826,2013-06-19,PRO
14106249,13085929,2011-04-13,DIV
14106251,61867886,2013-08-20,PRO
14106254,60552653,2004-03-13,PRO
14106254,60603296,2004-08-20,PRO
14106254,PCT/US05/08297,2005-03-11,NST
14106254,10530582,2006-08-11,CIP
14106254,11616156,2006-12-26,CIP
14106257,61736951,2012-12-13,PRO
14106258,60874722,2006-12-14,PRO
14106258,60974631,2007-09-24,PRO
14106258,11955628,2007-12-13,CON
14106260,61745388,2012-12-21,PRO
14106261,10846289,2004-05-13,DIV
14106261,12353185,2009-01-13,DIV
14106262,PCT/IB2013/060881,2013-12-12,CON
14106263,61737506,2012-12-14,PRO
14106263,61759621,2013-02-01,PRO
14106263,61858518,2013-07-25,PRO
14106263,61872603,2013-08-30,PRO
14106263,61874903,2013-09-06,PRO
14106263,61877928,2013-09-13,PRO
14106265,60701621,2005-07-22,PRO
14106265,60795563,2006-04-28,PRO
14106265,11489466,2006-07-20,CON
14106265,13014964,2011-01-27,CON
14106265,13758955,2013-02-04,CON
14106267,61737610,2012-12-14,PRO
14106269,61736763,2012-12-13,PRO
14106275,61909797,2013-11-27,PRO
14106276,61737222,2012-12-14,PRO
14106279,61737506,2012-12-14,PRO
14106279,61759621,2013-02-01,PRO
14106279,61858518,2013-07-25,PRO
14106279,61872603,2013-08-30,PRO
14106279,61874903,2013-09-06,PRO
14106279,61877928,2013-09-13,PRO
14106281,61450528,2011-03-08,PRO
14106281,13072130,2011-03-25,DIV
14106282,61737523,2012-12-14,PRO
14106282,61759851,2013-02-01,PRO
14106282,61812570,2013-04-16,PRO
14106283,61866809,2013-08-16,PRO
14106284,61737449,2012-12-14,PRO
14106286,14106161,2013-12-13,CON
14106287,12003462,2007-12-26,DIV
14106287,13537462,2012-06-29,CON
14106288,13174264,2011-06-30,CON
14106289,61709501,2012-10-04,PRO
14106289,13689980,2012-11-30,DIV
14106290,12892670,2010-09-28,CON
14106291,61646538,2012-05-14,PRO
14106291,61647478,2012-05-15,PRO
14106291,61654292,2012-06-01,PRO
14106291,61654383,2012-06-01,PRO
14106291,61655527,2012-06-05,PRO
14106291,61655541,2012-06-05,PRO
14106291,61762225,2013-02-07,PRO
14106291,61764563,2013-02-14,PRO
14106291,61767647,2013-02-21,PRO
14106291,61767676,2013-02-21,PRO
14106291,61803721,2013-03-20,PRO
14106291,13894274,2013-05-14,CIP
14106291,14063979,2013-10-25,DIV
14106292,60585804,2004-07-06,PRO
14106292,60663491,2005-03-18,PRO
14106292,11175979,2005-07-06,CIP
14106292,11384012,2006-03-17,CIP
14106292,11396338,2006-03-31,CIP
14106292,11497566,2006-08-01,CON
14106292,13247418,2011-09-28,CON
14106293,PCT/CN2012/077037,2012-06-15,NST
14106297,61737960,2012-12-17,PRO
14106298,61799706,2013-03-15,PRO
14106299,12571254,2009-09-30,CON
