application_number,parent_application_number,parent_filing_date,continuation_type
10551026,PCT/IB04/01010,2004-03-30,NST
10551027,PCT/IB04/50346,2004-03-26,NST
10551028,PCT/IB04/50303,2004-03-22,NST
10551029,PCT/IB04/00991,2004-03-24,NST
10551030,PCT/IB04/01014,2004-03-25,NST
10551031,PCT/JP04/04182,2004-03-25,NST
10551032,PCT/US03/09380,2003-03-28,NST
10551033,PCT/JP04/04454,2004-03-29,NST
10551034,PCT/EP04/50380,2004-03-26,NST
10551035,PCT/JP04/04927,2004-04-05,NST
10551036,PCT/FI04/00200,2004-04-01,NST
10551037,PCT/FR04/00778,2004-03-26,NST
10551038,PCT/JP04/03397,2004-03-15,NST
10551039,PCT/JP04/04433,2004-03-29,NST
10551040,PCT/IB04/01318,2004-03-29,NST
10551041,PCT/JP04/04345,2004-03-26,NST
10551042,PCT/SE04/00352,2004-03-10,NST
10551043,60458001,2003-03-27,PRO
10551043,PCT/US04/09429,2004-03-29,NST
10551044,PCT/EP04/02759,2004-03-17,NST
10551045,PCT/IB03/06283,2003-12-23,NST
10551046,PCT/GB04/01227,2004-03-22,NST
10551047,PCT/JP04/03619,2004-03-18,NST
10551048,PCT/EP04/01175,2004-02-09,NST
10551049,PCT/EP04/50428,2004-04-02,NST
10551050,PCT/EP04/03211,2004-03-26,NST
10551051,PCT/JP04/03988,2004-03-23,NST
10551052,PCT/JP04/04077,2004-03-24,NST
10551053,60307603,2001-07-26,PRO
10551053,10202608,2002-07-25,CIP
10551053,PCT/IL04/00265,2004-03-23,NST
10551054,PCT/EP04/03164,2004-03-25,NST
10551055,PCT/JP04/04275,2004-03-26,NST
10551056,PCT/IL04/00171,2004-02-22,NST
10551057,PCT/US04/08677,2004-03-19,NST
10551058,PCT/IN05/00005,2005-01-05,NST
10551059,PCT/NL04/00214,2004-03-30,NST
10551060,PCT/ZA03/00181,2003-12-05,NST
10551061,PCT/EP04/03342,2004-03-30,NST
10551062,PCT/JP04/06320,2004-04-30,NST
10551063,PCT/US04/09014,2004-03-24,NST
10551064,PCT/FR04/00764,2004-03-26,NST
10551065,PCT/EP04/04918,2004-03-22,NST
10551066,PCT/AT04/00113,2004-03-31,NST
10551067,PCT/JP04/03721,2004-03-19,NST
10551068,PCT/IB04/50322,2004-03-23,NST
10551069,PCT/US04/09734,2004-03-30,NST
10551070,PCT/GB04/01228,2004-03-23,NST
10551071,PCT/JP04/04635,2004-03-31,NST
10551072,PCT/IB04/50348,2004-03-26,NST
10551073,PCT/SE04/00542,2004-04-06,NST
10551074,PCT/SE04/00631,2004-04-23,NST
10551075,PCT/DK04/00191,2004-03-22,NST
10551076,PCT/NL04/00215,2003-03-30,NST
10551077,PCT/SE04/00479,2004-03-29,NST
10551078,PCT/GB05/03411,2005-09-05,NST
10551079,PCT/HR04/00012,2004-04-28,NST
10551080,PCT/SE04/00543,2004-04-06,NST
10551081,PCT/CN04/00275,2004-03-29,NST
10551082,PCT/SE04/00475,2004-03-26,NST
10551083,60458653,2003-03-28,PRO
10551083,PCT/US04/06672,2004-03-04,NST
10551084,60458649,2003-03-28,PRO
10551084,PCT/US04/03773,2004-02-10,NST
10551085,60458588,2003-03-28,PRO
10551085,PCT/US04/09478,2004-03-29,NST
10551086,60458984,2003-03-31,PRO
10551086,PCT/US04/09712,2004-03-30,NST
10551087,PCT/GB04/01331,2004-03-29,NST
10551088,PCT/SE04/00654,2004-04-26,NST
10551089,PCT/EP04/50421,2004-04-01,NST
10551090,PCT/FR04/00763,2004-03-26,NST
10551091,PCT/CN04/00276,2004-03-29,NST
10551092,PCT/JP04/04350,2004-03-26,NST
10551093,PCT/US04/07860,2004-03-12,NST
10551094,60458922,2003-03-28,PRO
10551094,60484756,2003-07-02,PRO
10551094,60541246,2004-02-04,PRO
10551094,PCT/US04/09384,2004-03-26,NST
10551095,PCT/EP04/03895,2004-04-13,NST
10551096,PCT/AU04/00376,2004-03-26,NST
10551097,PCT/EP04/50420,2004-04-01,NST
10551098,PCT/IL04/00283,2004-03-29,NST
10551099,PCT/JP04/04902,2004-04-05,NST
10551100,PCT/SE04/00454,2004-03-25,NST
10551101,60460616,2003-04-04,PRO
10551101,PCT/US04/10319,2004-04-02,NST
10551102,60457223,2003-03-25,PRO
10551102,PCT/US04/08924,2004-03-24,NST
10551103,PCT/CA04/00460,2004-03-29,NST
10551104,PCT/GB03/05717,2003-12-31,NST
10551105,60458224,2003-03-27,PRO
10551105,PCT/US04/09264,2004-03-26,NST
10551106,PCT/EP04/03255,2004-03-26,NST
10551107,PCT/EP04/03736,2004-04-07,NST
10551108,PCT/EP04/02211,2004-03-04,NST
10551109,PCT/EP04/02534,2004-03-11,NST
10551110,PCT/EP04/02533,2004-03-11,NST
10551111,PCT/BR04/00048,2004-04-01,NST
10551112,PCT/JP04/04342,2004-03-26,NST
10551113,PCT/JP04/02754,2004-03-04,NST
10551114,PCT/EP03/13858,2003-12-06,NST
10551115,PCT/JP04/01272,2004-02-06,NST
10551116,PCT/DE03/03236,2003-09-29,NST
10551117,PCT/GB04/01263,2004-03-25,NST
10551118,PCT/AU04/00341,2004-03-22,NST
10551119,PCT/US04/11048,2004-04-08,NST
10551120,PCT/DE04/00356,2004-02-26,NST
10551121,60457427,2003-03-24,PRO
10551121,PCT/US04/09423,2004-03-24,NST
10551122,PCT/IB04/01077,2004-03-25,NST
10551123,PCT/AU04/00344,2004-03-19,NST
10551124,PCT/JP04/03902,2004-03-23,NST
10551125,PCT/JP04/04176,2004-03-25,NST
10551126,60457006,2003-03-24,PRO
10551126,60480083,2003-06-20,PRO
10551126,PCT/US04/08960,2004-03-24,NST
10551127,PCT/EP03/14620,2003-12-19,NST
10551128,PCT/JP04/04250,2004-03-26,NST
10551129,PCT/JP04/04652,2004-03-31,NST
10551130,PCT/JP04/04764,2004-04-01,NST
10551131,PCT/JP04/04172,2004-03-25,NST
10551132,PCT/FR04/00232,2004-02-02,NST
10551133,PCT/JP04/04774,2004-04-01,NST
10551134,PCT/SE04/00498,2004-04-01,NST
10551135,PCT/JP04/04634,2004-03-31,NST
10551136,PCT/JP04/04617,2004-03-31,NST
10551137,PCT/EP04/03336,2004-03-30,NST
10551138,PCT/GB04/01367,2004-03-29,NST
10551139,PCT/EP04/03103,2004-03-24,NST
10551140,PCT/JP04/03716,2004-03-19,NST
10551141,PCT/SE04/00523,2004-04-05,NST
10551142,PCT/EP04/03345,2004-03-30,NST
10551143,PCT/EP04/03246,2004-03-26,NST
10551144,PCT/GB04/01314,2004-03-25,NST
10551145,PCT/IB04/00812,2004-03-19,NST
10551146,PCT/EP04/03198,2004-03-26,NST
10551147,PCT/GB04/00934,2004-03-05,NST
10551148,PCT/JP04/04621,2004-03-31,NST
10551149,PCT/JP04/04498,2004-03-30,NST
10551150,PCT/AU04/00429,2004-04-02,NST
10551151,60458162,2003-03-27,PRO
10551151,60527449,2003-12-05,PRO
10551151,PCT/US04/05155,2004-02-20,NST
10551152,60458827,2003-03-28,PRO
10551152,60496165,2003-08-19,PRO
10551152,PCT/US04/09380,2004-03-26,NST
10551153,PCT/CA04/00456,2004-03-26,NST
10551154,PCT/IB04/00965,2004-03-31,NST
10551155,PCT/GB04/01332,2004-03-26,NST
10551156,PCT/JP04/04102,2004-03-24,NST
10551157,PCT/JP04/04385,2004-03-26,NST
10551158,60458827,2003-03-28,PRO
10551158,60496165,2003-08-19,PRO
10551158,PCT/US04/09571,2004-03-26,NST
10551159,PCT/JP04/04533,2004-03-30,NST
10551160,PCT/EP04/03545,2004-04-02,NST
10551161,PCT/SE04/00492,2004-03-31,NST
10551162,PCT/AU04/00416,2004-03-29,NST
10551163,PCT/FR04/00756,2004-03-25,NST
10551164,PCT/JP04/04638,2004-03-31,NST
10551165,PCT/JP04/04126,2004-03-24,NST
10551166,PCT/JP04/03892,2004-03-22,NST
10551167,PCT/FR04/00602,2004-03-12,NST
10551168,PCT/KR04/00699,2004-03-26,NST
10551169,60320071,2003-03-31,PRO
10551169,PCT/US04/09927,2004-03-31,NST
10551170,60459344,2003-04-01,PRO
10551170,60513079,2003-10-21,PRO
10551170,PCT/US04/08723,2004-03-22,NST
10551171,PCT/NL04/00268,2004-04-22,NST
10551172,PCT/EP04/03220,2004-03-26,NST
10551173,PCT/JP04/05600,2004-04-20,NST
10551174,PCT/JP04/05233,2004-04-13,NST
10551175,PCT/JP04/05588,2004-04-20,NST
10551176,PCT/EP04/03417,2004-03-31,NST
10551177,PCT/GB04/01214,2004-03-18,NST
10551178,PCT/EP04/03662,2004-04-01,NST
10551179,PCT/EP02/04030,2002-04-10,NST
10551180,PCT/JP04/04689,2004-03-31,NST
10551181,PCT/EP04/02337,2004-03-08,NST
10551182,PCT/JP04/03425,2004-03-15,NST
10551183,PCT/EP04/02336,2004-03-08,NST
10551184,PCT/SE04/00781,2004-05-21,NST
10551185,PCT/EP04/02751,2004-03-17,NST
10551186,PCT/EP03/03336,2003-03-31,NST
10551187,PCT/GB04/01235,2004-03-23,NST
10551188,PCT/JP04/04655,2004-03-31,NST
10551189,PCT/AT04/00117,2004-04-01,NST
10551190,PCT/US2005/028500,2005-12-08,NST
10551191,PCT/GB04/01093,2004-03-15,NST
10551192,PCT/JP04/04620,2004-03-31,NST
10551193,PCT/JP04/04749,2004-03-31,NST
10551194,PCT/JP04/03440,2004-03-15,NST
10551195,PCT/JP04/04711,2004-03-31,NST
10551196,PCT/FR04/00722,2004-03-24,NST
10551197,PCT/EP04/03110,2004-03-24,NST
10551198,PCT/GB04/01303,2004-03-25,NST
10551199,PCT/JP04/04478,2004-03-29,NST
10551200,PCT/AU04/00491,2004-04-14,NST
10551201,PCT/AU04/00492,2004-04-14,NST
10551202,PCT/AU04/00490,2004-04-14,NST
10551203,PCT/AU05/00307,2005-03-03,NST
10551204,60465437,2003-04-25,PRO
10551204,PCT/US04/12122,2004-04-20,NST
10551205,60458922,2003-03-28,PRO
10551205,60484756,2003-07-02,PRO
10551205,60541247,2004-02-04,PRO
10551205,PCT/US04/09387,2004-03-26,NST
10551206,PCT/EP04/50385,2004-03-26,NST
10551207,PCT/EP04/02424,2004-03-09,NST
10551208,PCT/EP04/03225,2004-03-26,NST
10551209,60458026,2003-03-28,PRO
10551209,PCT/US04/09510,2004-03-29,NST
10551210,PCT/DK04/00230,2004-04-01,NST
10551211,PCT/JP04/04920,2004-04-05,NST
10551212,PCT/IB03/03551,2003-08-07,NST
10551213,PCT/AT04/00107,2004-03-23,NST
10551214,PCT/JP04/04479,2004-03-29,NST
10551215,PCT/KR04/00935,2004-04-23,NST
10551217,60458960,2003-04-01,PRO
10551217,PCT/US04/09704,2004-03-31,NST
10551218,PCT/EP04/03368,2004-03-30,NST
10551219,PCT/SE04/00514,2004-04-02,NST
10551220,PCT/EP04/03403,2004-03-31,NST
10551221,PCT/EP04/03407,2004-03-31,NST
10551222,PCT/JP04/04599,2004-03-31,NST
10551223,PCT/JP04/04363,2004-03-26,NST
10551224,PCT/FR04/00483,2004-03-02,NST
10551225,PCT/JP04/04383,2004-03-26,NST
10551226,PCT/EP04/03006,2004-03-22,NST
10551228,PCT/EP04/50136,2004-02-16,NST
10551229,PCT/IT04/00021,2004-01-28,NST
10551230,PCT/JP04/04169,2004-03-25,NST
10551231,PCT/JP04/03536,2004-03-17,NST
10551232,PCT/JP03/14074,2003-11-04,NST
10551233,PCT/JP04/04594,2004-03-31,NST
10551234,PCT/CA04/00451,2004-03-25,NST
10551235,PCT/GB04/01408,2004-03-29,NST
10551236,60458043,2003-03-28,PRO
10551236,PCT/US04/06078,2004-03-17,NST
10551237,PCT/FR04/00720,2004-03-24,NST
10551238,PCT/JP04/04852,2004-04-02,NST
10551239,PCT/EP04/03811,2004-04-08,NST
10551240,PCT/FR04/00715,2004-03-23,NST
10551241,PCT/KR04/00720,2004-03-30,NST
10551242,PCT/EP04/04017,2004-03-25,NST
10551243,PCT/US03/10563,2003-04-07,NST
10551244,PCT/JP04/04254,2004-03-26,NST
10551245,PCT/DE04/00150,2004-01-31,NST
10551246,PCT/JP04/04429,2004-03-29,NST
10551247,PCT/JP03/14280,2003-11-10,NST
10551248,PCT/JP04/04601,2004-03-31,NST
10551249,PCT/JP04/05048,2003-04-10,NST
10551250,PCT/JP04/04883,2004-04-02,NST
10551251,PCT/IN04/00070,2004-03-26,NST
10551252,PCT/JP04/04412,2004-03-29,NST
10551253,60459875,2003-04-01,PRO
10551253,PCT/US04/09987,2004-04-01,NST
10551254,60459281,2003-03-31,PRO
10551254,PCT/US04/10051,2004-03-30,NST
10551255,PCT/GB04/00408,2004-02-03,NST
10551256,PCT/EP04/04007,2004-04-14,NST
10551257,PCT/US04/08989,2004-03-24,NST
10551258,PCT/CN04/00280,2004-03-29,NST
10551259,PCT/SE04/00486,2004-03-30,NST
10551260,PCT/JP04/04471,2004-03-29,NST
10551261,PCT/IL04/00447,2004-05-24,NST
10551262,PCT/EP04/03711,2004-04-07,NST
10551263,PCT/JP04/04184,2004-03-25,NST
10551264,PCT/JP03/11953,2003-09-19,NST
10551265,PCT/EP04/02388,2004-03-09,NST
10551266,PCT/JP04/03208,2004-03-11,NST
10551267,PCT/EP04/02097,2004-03-03,NST
10551268,PCT/EP04/02254,2004-03-05,NST
10551269,PCT/EP04/03243,2004-03-26,NST
10551270,PCT/GB04/01295,2004-03-25,NST
10551271,PCT/JP04/04822,2004-04-02,NST
10551272,PCT/US2004/009290,2004-04-16,NST
10551273,PCT/JP04/04765,2004-04-01,NST
10551274,PCT/JP04/04668,2004-03-31,NST
10551275,PCT/JP04/04440,2004-03-29,NST
10551276,PCT/JP04/03538,2004-03-17,NST
10551277,60458616,2003-03-28,PRO
10551277,60469112,2003-05-09,PRO
10551277,PCT/US04/09605,2004-03-29,NST
10551278,PCT/IB04/50355,2004-03-24,NST
