application_number,parent_application_number,parent_filing_date,continuation_type
11261781,10072587,2002-02-08,DIV
11261781,10915145,2004-08-10,CON
11261782,60650966,2005-02-09,PRO
11261783,60650965,2005-02-09,PRO
11261784,60650955,2005-02-09,PRO
11261785,10840599,2004-05-05,DIV
11261791,60650950,2005-02-09,PRO
11261793,60448124,2003-02-20,PRO
11261793,10733729,2003-12-12,DIV
11261794,PCT/JP03/09725,2003-07-31,CON
11261802,PCT/CN04/00690,2004-06-25,CON
11261809,09645011,2000-08-23,DIV
11261810,60625625,2004-11-05,PRO
11261811,60623326,2004-10-29,PRO
11261814,60623175,2004-10-29,PRO
11261817,10783438,2004-02-19,CON
11261818,60623759,2004-10-29,PRO
11261822,60672575,2005-04-19,PRO
11261822,60710419,2005-08-22,PRO
11261823,60710408,2005-08-22,PRO
11261823,60711144,2005-08-24,PRO
11261825,09991563,2001-11-20,CON
11261826,60623586,2004-10-28,PRO
11261833,10424894,2003-04-28,DIV
11261834,60137625,1999-06-04,PRO
11261834,PCT/US00/15325,2000-06-02,NST
11261834,10009584,2002-05-21,CON
11261835,60623668,2004-10-29,PRO
11261836,60667705,2005-04-01,PRO
11261839,60623624,2004-10-29,PRO
11261840,60623365,2004-10-29,PRO
11261841,09649955,2000-08-29,CON
11261842,60623208,2004-10-28,PRO
11261844,09941901,2001-08-28,CON
11261848,60623108,2004-10-29,PRO
11261849,10946213,2004-09-21,CIP
11261849,11003293,2004-12-03,CIP
11261849,11032399,2005-01-10,DIV
11261849,11133838,2005-05-19,DIV
11261850,10946213,2004-09-21,CIP
11261850,11003293,2004-12-03,CIP
11261850,11032399,2005-01-10,DIV
11261850,11133838,2005-05-19,DIV
11261855,60522691,2004-10-28,PRO
11261858,60115643,1999-01-13,PRO
11261858,09482585,2000-01-13,CON
11261861,60623425,2004-10-29,PRO
11261862,60624042,2004-11-01,PRO
11261870,10668738,2003-09-23,CON
11261872,10860521,2004-06-01,DIV
11261876,60623813,2004-10-29,PRO
11261878,11132847,2005-05-19,CIP
11261884,10240491,2002-10-02,CIP
11261884,10360698,2003-02-06,CON
11261884,PCT/KR01/00319,2001-03-02,NST
11261885,10135889,2002-04-30,CON
11261886,10021592,2001-10-30,CON
11261889,09584053,2000-05-30,CON
11261889,10892781,2004-07-16,CON
11261890,11199625,2005-08-09,CIP
11261894,10021592,2001-10-30,CON
