application_number,parent_application_number,parent_filing_date,continuation_type
13184240,12539369,2009-08-11,CON
13184240,12941410,2010-11-08,CON
13184240,12960070,2010-12-03,CON
13184244,61367104,2010-07-23,PRO
13184245,61365089,2010-07-16,PRO
13184247,11769830,2007-06-28,CON
13184249,61387893,2010-09-29,PRO
13184251,61367044,2010-07-23,PRO
13184252,11938516,2007-11-12,CON
13184252,12605806,2009-10-26,CON
13184253,61386423,2010-09-24,PRO
13184254,12569955,2009-09-30,CIP
13184255,12204082,2008-09-04,DIV
13184255,PCT/IB2007/000521,2007-03-06,CON
13184256,60613950,2004-09-28,PRO
13184256,11237120,2005-09-28,DIV
13184258,PCT/US2010/022643,2010-01-29,CON
13184260,61399655,2010-07-15,PRO
13184262,12352094,2009-01-12,CON
13184263,61367035,2010-07-23,PRO
13184264,11213700,2005-08-30,DIV
13184266,09969298,2001-10-02,CON
13184269,10983011,2004-11-05,DIV
13184270,61364530,2010-07-15,PRO
13184272,12318466,2008-12-30,DIV
13184273,12469265,2009-05-20,CON
13184275,11217918,2005-09-01,CON
13184276,PCT/CN2009/075002,2009-11-18,CON
13184279,60887273,2007-01-30,PRO
13184279,12022892,2008-01-30,CON
13184281,61372065,2010-08-09,PRO
13184282,61364673,2010-07-15,PRO
13184286,11213700,2005-08-30,DIV
13184287,61375506,2010-08-20,PRO
13184288,11217918,2005-09-01,CON
13184289,09329880,1999-06-11,CON
13184289,09968595,2001-10-01,CON
13184293,61290839,2009-12-29,PRO
13184293,61360038,2010-06-30,PRO
13184293,61377841,2010-08-27,PRO
13184293,12981404,2010-12-29,CIP
13184294,61373691,2010-08-13,PRO
13184295,61082812,2008-07-22,PRO
13184295,61097793,2008-09-17,PRO
13184295,12507761,2009-07-22,DIV
13184296,61364488,2010-07-15,PRO
13184297,11217918,2005-09-01,CON
13184298,12533992,2009-07-31,CIP
13184300,61110744,2008-11-03,PRO
13184300,12611796,2009-11-03,CON
13184303,61454950,2011-03-21,PRO
13184304,61366136,2010-07-20,PRO
13184304,61368555,2010-07-28,PRO
13184304,13049550,2011-03-16,CIP
13184305,12866204,2010-08-04,DIV
13184305,13080339,2011-04-05,CON
13184305,PCT/SE10/50189,2010-02-18,NST
13184306,11817915,2009-10-06,CON
13184306,PCT/US2007/016634,2007-07-23,NST
13184307,61453891,2011-03-17,PRO
13184308,12370466,2009-02-12,CON
13184309,61366509,2010-07-21,PRO
13184309,61373570,2010-08-13,PRO
13184310,60570627,2004-05-13,PRO
13184310,60584585,2004-07-01,PRO
13184310,11045209,2005-01-31,DIV
13184310,12621872,2009-11-19,CON
13184311,12751366,2010-03-31,CIP
13184313,61364759,2010-07-15,PRO
13184314,PCT/EP2010/050260,2010-01-12,CON
13184317,11526394,2006-09-25,REI
13184320,11844037,2007-08-23,CON
13184322,11218688,2005-09-02,CON
13184325,61364680,2010-07-15,PRO
13184326,11740352,2007-04-26,CON
13184332,61104748,2008-10-12,PRO
13184332,12577326,2009-10-12,CIP
13184332,PCT/US09/60386,2009-10-12,CON
13184332,61365290,2010-07-16,PRO
13184332,61376725,2010-08-25,PRO
13184333,61017530,2007-12-28,PRO
13184333,12344167,2008-12-24,DIV
