application_number,parent_application_number,parent_filing_date,continuation_type
07777453,07505348,1990-04-02,CON
07777454,07374409,1989-06-30,CON
07777455,06912463,1986-09-29,CIP
07777455,07139488,1987-12-30,CON
07777455,07408420,1989-09-18,DIV
07777455,07503002,1990-04-02,CON
07777456,07409471,1989-09-19,CON
07777457,07445659,1989-12-15,CON
07777461,07008587,1987-01-29,CON
07777461,07318436,1989-03-02,CON
07777462,07405878,1989-09-11,CON
07777463,07439275,1989-11-20,CON
07777464,07510954,1990-04-19,CON
07777465,07408003,1989-09-15,CON
07777465,07611320,1990-11-13,CON
07777466,07605402,1990-10-30,CON
07777468,06942093,1986-12-15,CON
07777468,07342726,1989-04-24,CON
07777473,07332079,1989-04-03,CIP
07777473,07601965,1990-10-18,CON
07777475,07361165,1989-06-05,CON
07777476,06908117,1986-09-16,CON
07777476,07308889,1989-02-09,CON
07777476,07587593,1990-09-24,CON
07777477,07426143,1989-10-24,CON
07777479,07021408,1987-03-04,CIP
07777479,07207405,1988-06-14,CIP
07777479,07365585,1989-06-13,CON
07777480,07468493,1990-01-23,CON
07777481,07499780,1990-03-27,CON
07777485,07569649,1990-08-20,CON
07777486,07033104,1987-03-31,CON
07777486,07474667,1990-02-05,CON
07777487,07479384,1990-02-13,CON
07777488,07246363,1988-09-20,CON
07777488,07532914,1990-06-04,CON
07777489,07291457,1988-12-29,CON
07777490,07472787,1990-01-31,CON
07777491,07360379,1989-06-02,CON
07777492,07451490,1989-12-15,CON
07777493,07382539,1989-07-19,CON
07777493,07670366,1991-03-14,CON
07777494,07453614,1989-12-20,CON
07777497,07506336,1990-04-09,DIV
07777498,07432426,1989-11-06,DIV
07777499,07226180,1988-07-29,CIP
07777499,07386047,1989-07-27,CON
07777501,07500346,1990-03-28,CON
07777502,07378616,1989-07-12,CON
07777507,07552095,1990-07-13,CON
07777591,07563413,1990-08-06,DIV
07777592,07719976,1991-06-24,CIP
07777593,07627738,1990-12-14,DIV
07777595,07616960,1990-11-21,DIV
07777599,07144355,1988-01-15,DIV
07777599,07480352,1990-02-14,DIV
07777601,07541599,1990-06-21,CIP
07777607,06883915,1986-07-10,CIP
07777607,07136118,1987-12-21,DIV
07777607,07438525,1989-11-17,DIV
07777614,06257984,1981-04-27,DIV
07777614,06449680,1982-12-14,DIV
07777614,06817114,1986-01-08,DIV
07777614,06917985,1986-10-10,DIV
07777614,07181658,1988-04-14,DIV
07777614,07359870,1989-05-31,DIV
07777614,07582386,1990-09-13,DIV
07777614,06071295,,DIV
07777618,07608369,1990-11-02,CIP
07777625,07633572,1990-12-21,CIP
07777626,07355945,1989-05-23,CIP
07777626,07405604,1989-09-08,CIP
07777626,07456124,1989-12-22,CIP
07777626,07518730,1990-05-09,CIP
07777626,07616170,1990-11-20,CIP
07777626,07746020,1991-08-15,CIP
07777627,07535480,1990-06-11,DIV
07777628,07454237,1989-12-21,DIV
07777641,07243986,1988-09-13,CON
07777657,07348468,1989-05-05,DIV
