application_number,child_application_number,child_filing_date,continuation_type
60063486,10176988,2002-06-20,PRO
60063486,10173690,2002-06-17,PRO
60063486,09904011,2001-07-11,PRO
60063486,09904820,2001-07-13,PRO
60063486,10187751,2002-07-02,PRO
60063486,10176987,2002-06-21,PRO
60063486,11518609,2006-09-07,PRO
60063486,10187598,2002-07-01,PRO
60063486,10184652,2002-06-27,PRO
60063486,10176755,2002-06-21,PRO
60063486,10175745,2002-06-19,PRO
60063486,10183015,2002-06-26,PRO
60063486,10173692,2002-06-17,PRO
60063486,10184656,2002-06-28,PRO
60063486,10175741,2002-06-19,PRO
60063486,09907613,2001-07-17,PRO
60063486,10173707,2002-06-17,PRO
60063486,10184647,2002-06-28,PRO
60063486,10175747,2002-06-19,PRO
60063486,10175744,2002-06-19,PRO
60063486,09902713,2001-07-10,PRO
60063486,10184625,2002-06-28,PRO
60063486,10179508,2002-06-24,PRO
60063486,10052586,2002-01-15,PRO
60063486,10176990,2002-06-20,PRO
60063486,09904938,2001-07-12,PRO
60063486,09909204,2001-07-18,PRO
60063486,10176492,2002-06-21,PRO
60063486,10175749,2002-06-19,PRO
60063486,10180551,2002-06-25,PRO
60063486,10180550,2002-06-25,PRO
60063486,09909088,2001-07-18,PRO
60063486,09903925,2001-07-11,PRO
60063486,10174589,2002-06-18,PRO
60063486,10176480,2002-06-21,PRO
60063486,10180545,2002-06-25,PRO
60063486,10184624,2002-06-28,PRO
60063486,09904877,2001-07-12,PRO
60063486,10184633,2002-06-27,PRO
60063486,10176922,2002-06-21,PRO
60063486,10176485,2002-06-20,PRO
60063486,10179512,2002-06-24,PRO
60063486,10184635,2002-06-28,PRO
60063486,09907979,2001-07-17,PRO
60063486,10184655,2002-06-28,PRO
60063486,09903786,2001-07-11,PRO
60063486,10173696,2002-06-17,PRO
60063486,10187743,2002-07-02,PRO
60063486,10175736,2002-06-19,PRO
60063486,10176481,2002-06-21,PRO
60063486,10176991,2002-06-21,PRO
60063486,10187600,2002-07-02,PRO
60063486,10179516,2002-06-24,PRO
60063486,10187602,2002-07-02,PRO
60063486,10176979,2002-06-21,PRO
60063486,10179514,2002-06-24,PRO
60063486,10175746,2002-06-19,PRO
60063486,10179509,2002-06-24,PRO
60063486,10174578,2002-06-18,PRO
60063486,10173701,2002-06-17,PRO
60063486,10184644,2002-06-28,PRO
60063486,09905088,2001-07-12,PRO
60063486,10184643,2002-06-28,PRO
60063486,09904992,2001-07-12,PRO
60063486,10176490,2002-06-20,PRO
60063486,10179520,2002-06-24,PRO
60063486,11149801,2005-06-09,PRO
60063486,10179510,2002-06-24,PRO
60063486,10176759,2002-06-20,PRO
60063486,10175753,2002-06-19,PRO
60063486,10184613,2002-06-27,PRO
60063486,10173695,2002-06-17,PRO
60063486,10187754,2002-07-02,PRO
60063486,10180541,2002-06-25,PRO
60063486,10179515,2002-06-24,PRO
60063486,10176983,2002-06-21,PRO
60063486,10180557,2002-06-25,PRO
60063486,09906700,2001-07-16,PRO
60063486,10176914,2002-06-20,PRO
60063486,09909064,2001-07-18,PRO
