application_number,parent_application_number,parent_filing_date,continuation_type
12973475,09776996,2001-02-05,CON
12973475,10821690,2004-04-09,CON
12973475,11409703,2006-04-24,CON
12973475,12030556,2008-02-13,CON
12973477,12782712,2010-05-19,CIP
12973478,61287987,2009-12-18,PRO
12973479,61180521,2009-05-22,PRO
12973479,61291206,2009-12-30,PRO
12973479,12785734,2010-05-24,CIP
12973480,11658739,2007-01-29,DIV
12973480,PCT/IB2005/002619,2005-07-27,NST
12973485,60559092,2004-04-02,PRO
12973485,60559646,2004-04-05,PRO
12973485,11093954,2005-03-30,CON
12973487,61325650,2010-04-19,PRO
12973492,60888775,2007-02-08,PRO
12973492,12015513,2008-01-17,CON
12973494,61290101,2009-12-24,PRO
12973495,PCT/JP2009/060601,2009-06-10,CON
12973496,60508761,2003-10-03,PRO
12973496,10910415,2004-08-03,DIV
12973499,10555628,2006-12-01,DIV
12973499,12467051,2009-05-15,DIV
12973499,PCT/IB2004/001347,2004-05-03,NST
12973501,60091971,1998-07-07,PRO
12973501,09346479,1999-07-01,CON
12973501,11330369,2006-01-10,CON
12973501,12013161,2008-01-11,CON
12973502,61288794,2009-12-21,PRO
12973504,PCT/JP2009/002942,2009-06-26,CON
12973509,10573190,2007-01-11,CON
12973509,PCT/EP2004/010421,2004-09-17,NST
12973510,61288834,2009-12-21,PRO
12973513,60262842,2001-01-19,PRO
12973513,60334939,2001-12-04,PRO
12973513,10046486,2002-01-16,DIV
12973513,11013638,2004-12-17,DIV
12973515,09628803,2000-07-28,CON
12973515,11046706,2005-02-01,CON
12973518,61288158,2009-12-18,PRO
12973519,11697911,2007-04-09,CON
12973519,PCT/EP2005/003962,2005-04-14,CIP
12973521,61376994,2010-08-25,PRO
12973522,12386912,2009-04-24,CIP
12973523,61284537,2009-12-18,PRO
12973524,61288807,2009-12-21,PRO
12973525,60993828,2007-09-14,PRO
12973525,60993880,2007-09-14,PRO
12973525,12208561,2008-09-11,DIV
12973526,12014772,2008-01-16,CIP
12973526,12146399,2008-06-25,CON
12973527,61378267,2010-08-30,PRO
12973531,11904418,2007-09-27,CON
12973535,60671651,2005-04-15,PRO
12973535,60763678,2006-01-30,PRO
12973535,11402050,2006-04-12,CIP
12973535,11766408,2007-06-21,CON
12973535,61053954,2008-05-16,PRO
12973535,12466120,2009-05-14,CON
12973535,12537647,2009-08-07,CIP
12973538,PCT/JP2009/061440,2009-06-24,CON
12973540,61010356,2008-01-08,PRO
12973540,12350390,2009-01-08,DIV
12973542,61287989,2009-12-18,PRO
12973546,PCT/JP2008/061524,2008-06-25,CON
12973548,61287819,2009-12-18,PRO
12973549,11590661,2006-10-30,DIV
12973549,12940324,2010-11-05,CIP
12973550,61081594,2008-07-17,PRO
12973550,12504714,2009-07-17,CON
12973552,60566329,2004-04-29,PRO
12973552,11105862,2005-04-14,CON
12973552,11613704,2006-12-20,CON
12973552,12551176,2009-08-31,CON
12973553,61385916,2010-09-23,PRO
12973554,61350297,2010-06-01,PRO
12973555,60724458,2005-10-07,PRO
12973555,11164803,2005-12-06,CON
12973557,12475318,2009-05-29,DIV
12973558,61288057,2009-12-18,PRO
12973559,10821791,2004-04-09,CON
12973560,61077521,2008-07-02,PRO
12973560,12493656,2009-06-29,CIP
12973561,61350297,2010-06-01,PRO
12973562,61284645,2009-12-22,PRO
12973563,60788090,2006-04-03,PRO
12973563,60818526,2006-07-06,PRO
12973563,11689065,2007-03-21,DIV
12973566,61237881,2009-08-28,PRO
12973566,12853498,2010-08-10,CIP
12973567,61284480,2009-12-21,PRO
12973567,61403551,2010-09-17,PRO
12973568,61033357,2008-03-03,PRO
12973568,12062531,2008-04-04,CON
12973569,61377726,2010-08-27,PRO
12973570,60576700,2004-06-02,PRO
12973570,11112503,2005-04-22,CON
12973570,12777927,2010-05-11,CON
12973571,11722374,2007-12-28,CON
12973571,PCT/US2006/000587,2006-01-06,NST
12973574,61003998,2007-11-21,PRO
12973574,12313114,2008-11-17,CIP
12973576,60942356,2007-06-06,PRO
12973576,12134007,2008-06-05,CIP
12973577,61387290,2010-09-28,PRO
12973581,61288772,2009-12-21,PRO
12973581,61288775,2009-12-21,PRO
12973583,61360704,2010-07-01,PRO
12973584,61316132,2010-03-22,PRO
12973587,11409496,2006-04-20,CIP
12973587,11564164,2006-11-28,CON
12973590,61376946,2010-08-25,PRO
12973595,61318740,2010-03-29,PRO
12973598,60155514,1999-09-22,PRO
12973598,09667489,2000-09-22,DIV
12973598,10984374,2004-11-08,CON
12973600,60683388,2005-05-20,PRO
12973600,60701615,2005-07-21,PRO
12973600,11439492,2006-05-22,CON
12973603,11753464,2007-05-24,DIV
12973605,11899910,2007-09-07,CON
12973607,11846928,2007-08-29,DIV
12973611,11908699,2007-09-14,CON
12973611,PCT/JP2006/305282,2006-03-16,NST
12973612,60550687,2004-03-06,PRO
12973612,11036966,2005-01-14,CON
12973614,61291002,2009-12-30,PRO
12973615,10668986,2003-09-22,DIV
12973615,11894627,2007-08-20,CON
12973616,60848037,2006-09-27,PRO
12973616,60923838,2007-04-17,PRO
12973616,11862850,2007-09-27,DIV
12973618,61358124,2010-06-24,PRO
12973620,61019545,2008-01-07,PRO
12973620,12350092,2009-01-07,CIP
12973620,12495754,2009-06-30,CIP
12973620,12604155,2009-10-22,CON
12973623,61289938,2009-12-23,PRO
12973624,60868538,2006-12-04,PRO
12973624,11999143,2007-12-04,CON
12973625,12114012,2008-05-02,DIV
12973626,61414396,2010-11-16,PRO
12973627,11456833,2006-07-11,CON
12973630,61289845,2009-12-23,PRO
12973630,61292812,2010-01-06,PRO
12973630,61361646,2010-07-06,PRO
12973632,11456833,2006-07-11,CIP
12973632,11551988,2006-10-23,CON
12973633,61288333,2009-12-20,PRO
12973634,61334686,2010-05-14,PRO
12973638,12584438,2009-09-04,CON
12973639,PCT/CN2009/072290,2009-06-16,CON
12973640,61288535,2009-12-21,PRO
12973642,60649839,2005-02-02,PRO
12973642,60710712,2005-08-22,PRO
12973642,11347018,2006-02-02,CON
12973644,60924907,2007-06-05,PRO
12973644,12130603,2008-05-30,DIV
