application_number,parent_application_number,parent_filing_date,continuation_type
14616042,61509912,2011-07-20,PRO
14616042,13365018,2012-02-02,CON
14616043,61936647,2014-02-06,PRO
14616044,10681796,2003-10-08,CON
14616044,11657345,2007-01-24,CON
14616044,12783679,2010-05-20,CON
14616044,12901116,2010-10-08,CON
14616044,13097212,2011-04-29,CON
14616044,14189030,2014-02-25,CON
14616047,13185700,2011-07-19,CON
14616050,PCT/JP2013/071259,2013-08-06,CON
14616052,61936445,2014-02-06,PRO
14616055,61757471,2013-01-28,PRO
14616055,14132752,2013-12-18,CON
14616057,61313822,2010-03-15,PRO
14616057,13047348,2011-03-14,CON
14616057,13868605,2013-04-23,DIV
14616057,14199495,2014-03-06,CON
14616060,61364598,2010-07-15,PRO
14616060,13183652,2011-07-15,CIP
14616060,14114984,2013-10-31,CON
14616060,PCT/IB2013/000690,2013-04-16,NST
14616063,11509149,2006-08-24,CON
14616063,13018531,2011-02-01,CON
14616063,14021112,2013-09-09,CON
14616064,12991981,2010-11-10,DIV
14616064,PCT/JP2009/058933,2009-05-13,NST
14616065,13812401,2013-01-25,CIP
14616065,PCT/KR2011/005537,2011-07-27,NST
14616071,61936590,2014-02-06,PRO
14616073,61936836,2014-02-06,PRO
14616078,13677904,2012-11-15,DIV
14616079,61651322,2012-05-24,PRO
14616079,13723242,2012-12-21,DIV
14616080,62076314,2014-11-06,PRO
14616084,PCT/JP2013/003092,2013-05-15,CON
14616087,PCT/JP2013/070426,2013-07-29,CON
14616088,PCT/US11/29895,2011-03-25,CON
14616088,13628497,2012-09-27,CON
14616091,61746315,2012-12-27,PRO
14616091,61805978,2013-03-28,PRO
14616091,61810291,2013-04-10,PRO
14616091,13902215,2013-05-24,CIP
14616091,13902393,2013-05-24,CIP
14616091,13902436,2013-05-24,CIP
14616091,61859902,2013-07-30,PRO
14616091,61872028,2013-08-30,PRO
14616091,61895615,2013-10-25,PRO
14616091,61896879,2013-10-29,PRO
14616091,61904611,2013-11-15,PRO
14616091,14087639,2013-11-22,CON
14616094,PCT/CN2012/079814,2012-08-08,CON
14616095,61392441,2010-10-12,PRO
14616095,13272160,2011-10-12,CON
14616096,61481220,2011-05-01,PRO
14616096,13460767,2012-04-30,CON
14616097,61937256,2014-02-07,PRO
14616098,12817588,2010-06-17,DIV
14616099,60605709,2004-08-30,PRO
14616099,11215809,2005-08-30,CON
14616099,13790259,2013-03-08,CON
14616100,61148296,2009-01-29,PRO
14616100,12696618,2010-01-29,CON
14616100,13963586,2013-08-09,CON
14616104,61389045,2010-10-01,PRO
14616104,13230241,2011-09-12,CON
14616106,13658965,2012-10-24,CON
14616108,12990384,2010-10-29,CON
14616108,14444171,2014-07-28,CON
14616108,PCT/US2009/042285,2009-04-30,NST
14616111,61026656,2008-02-06,PRO
