application_number,parent_application_number,parent_filing_date,continuation_type
PCT/US08/51955,60886818,2007-01-26,PRO
PCT/US08/51955,11734207,2007-04-11,CON
PCT/US08/51956,60897550,2007-01-25,PRO
PCT/US08/51957,11626580,2007-01-24,CON
PCT/US08/51958,11626424,2007-01-24,CON
PCT/US08/51959,60897184,2007-01-24,PRO
PCT/US08/51959,60931068,2007-05-21,PRO
PCT/US08/51960,60886488,2007-01-24,PRO
PCT/US08/51961,60886496,2007-01-24,PRO
PCT/US08/51962,60897120,2007-01-24,PRO
PCT/US08/51962,61013098,2007-12-12,PRO
PCT/US08/51963,11698345,2007-01-25,CON
PCT/US08/51963,60921057,2007-03-29,PRO
PCT/US08/51963,11800434,2007-05-03,CON
PCT/US08/51963,11800435,2007-05-03,CON
PCT/US08/51964,11626769,2007-01-24,CON
PCT/US08/51965,11626414,2007-01-24,CON
PCT/US08/51966,11626443,2007-01-24,CON
PCT/US08/51967,11800434,2007-05-03,CON
PCT/US08/51967,11800435,2007-05-03,CON
PCT/US08/51967,60932409,2007-05-30,PRO
PCT/US08/51967,11820746,2007-06-19,CON
PCT/US08/51968,11668445,2007-01-29,CON
PCT/US08/51969,11702391,2007-02-05,CON
PCT/US08/51975,60897630,2007-01-26,PRO
PCT/US08/51976,11671042,2007-02-05,CON
PCT/US08/51977,11671770,2007-02-06,CON
PCT/US08/51978,11669396,2007-01-31,CON
PCT/US08/51979,60887787,2007-02-01,PRO
PCT/US08/51979,11675739,2007-02-16,CON
PCT/US08/51980,11777507,2007-07-13,CON
PCT/US08/51981,11669357,2007-01-31,CON
PCT/US08/51983,11670294,2007-02-01,CON
PCT/US08/51984,60886675,2007-01-26,PRO
PCT/US08/51984,12018910,2008-01-24,CON
PCT/US08/51985,60886676,2007-01-26,PRO
PCT/US08/51986,11670544,2007-02-02,CON
PCT/US08/51987,11679512,2007-02-27,CON
PCT/US08/51988,11701690,2007-02-02,CON
PCT/US08/51990,11679877,2007-02-28,CON
PCT/US08/51992,60887917,2007-02-02,PRO
PCT/US08/51993,11627707,2007-01-26,CON
PCT/US08/51994,11626859,2007-01-25,CON
PCT/US08/51995,11700978,2007-02-01,CON
PCT/US08/51996,60887235,2007-01-30,PRO
PCT/US08/51996,60887241,2007-01-30,PRO
PCT/US08/51996,12016921,2008-01-18,CON
PCT/US08/51997,11627245,2007-01-25,CON
PCT/US08/51998,60887235,2007-01-30,PRO
PCT/US08/51998,60887241,2007-01-30,PRO
PCT/US08/51998,12016967,2008-01-18,CON
PCT/US08/51999,11627172,2007-01-25,CON
PCT/US08/52000,11669527,2007-01-31,CON
PCT/US08/52001,11626911,2007-01-25,CON
PCT/US08/52003,60886750,2007-01-26,PRO
PCT/US08/52004,60887287,2007-01-30,PRO
PCT/US08/52004,60951327,2007-07-23,PRO
PCT/US08/52004,11969389,2008-01-04,CON
PCT/US08/52005,11627216,2007-01-25,CON
PCT/US08/52006,11703002,2007-02-06,CON
PCT/US08/52007,11627529,2007-01-26,CON
PCT/US08/52008,60886740,2007-01-26,PRO
PCT/US08/52009,60886956,2007-01-29,PRO
PCT/US08/52010,11678333,2007-02-23,CON
PCT/US08/52011,11858866,2007-09-20,CON
PCT/US08/52012,11657991,2007-01-25,CON
PCT/US08/52012,11787935,2007-04-18,CON
PCT/US08/52013,60905328,2007-03-07,PRO
PCT/US08/52013,12009052,2008-01-15,CON
PCT/US08/52015,60886570,2007-01-25,PRO
PCT/US08/52018,60897357,2007-01-25,PRO
PCT/US08/52018,12019322,2008-01-24,CON
PCT/US08/52019,11672779,2007-02-08,CON
PCT/US08/52020,11626987,2007-01-25,CON
PCT/US08/52021,11627326,2007-01-25,CON
PCT/US08/52022,11703911,2007-02-08,CON
PCT/US08/52023,11627251,2007-01-25,CON
PCT/US08/52025,60897327,2007-01-25,PRO
PCT/US08/52025,60975960,2007-09-28,PRO
PCT/US08/52026,11627255,2007-01-25,CON
PCT/US08/52027,60886552,2007-01-25,PRO
PCT/US08/52027,12018978,2008-01-24,CON
PCT/US08/52029,11627336,2007-01-25,CON
PCT/US08/52031,60887126,2007-01-29,PRO
PCT/US08/52031,11742262,2007-04-30,CON
PCT/US08/52033,60886581,2007-01-25,PRO
PCT/US08/52034,60900638,2007-02-09,PRO
PCT/US08/52035,11705992,2007-02-14,CON
PCT/US08/52036,11627141,2007-01-25,CON
PCT/US08/52037,11698649,2007-01-25,CON
PCT/US08/52039,60899312,2007-02-02,PRO
PCT/US08/52040,60887105,2007-01-29,PRO
PCT/US08/52040,11750375,2007-05-18,CON
PCT/US08/52041,60897618,2007-01-26,PRO
PCT/US08/52041,60995811,2007-09-28,PRO
PCT/US08/52042,11671736,2007-02-06,CON
PCT/US08/52043,11669580,2007-01-31,CON
PCT/US08/52044,11627457,2007-01-26,CON
PCT/US08/52045,11627893,2007-01-26,CON
PCT/US08/52046,60950809,2007-07-19,PRO
PCT/US08/52046,PCT/US07/74633,2007-07-27,CON
PCT/US08/52047,60897626,2007-01-26,PRO
PCT/US08/52048,11677395,2007-02-21,CON
PCT/US08/52049,11669751,2007-01-31,CON
PCT/US08/52050,60887076,2007-01-29,PRO
PCT/US08/52050,11740480,2007-04-26,CON
PCT/US08/52051,60897449,2007-01-25,PRO
PCT/US08/52052,11669736,2007-01-31,CON
PCT/US08/52053,11698101,2007-01-26,CON
PCT/US08/52053,11902833,2007-09-26,CON
PCT/US08/52054,60897720,2007-01-26,PRO
PCT/US08/52055,60886918,2007-01-26,PRO
PCT/US08/52055,11971464,2008-01-09,CON
PCT/US08/52055,11971487,2008-01-09,CON
PCT/US08/52057,60886612,2007-01-25,PRO
PCT/US08/52058,11672797,2007-02-08,CON
PCT/US08/52059,60897643,2007-01-26,PRO
PCT/US08/52060,60897315,2007-01-25,PRO
PCT/US08/52063,11700557,2007-01-31,CON
PCT/US08/52064,60897616,2007-01-26,PRO
PCT/US08/52064,11869334,2007-10-09,CON
PCT/US08/52067,11627433,2007-01-26,CON
PCT/US08/52068,60888628,2007-02-07,PRO
PCT/US08/52068,12018519,2008-01-23,CON
PCT/US08/52069,60886620,2007-01-25,PRO
PCT/US08/52072,60886715,2007-01-26,PRO
PCT/US08/52073,60886738,2007-01-26,PRO
PCT/US08/52073,60944604,2007-06-18,PRO
PCT/US08/52074,11670954,2007-02-02,CON
PCT/US08/52076,60886711,2007-01-26,PRO
PCT/US08/52077,11702725,2007-02-05,CON
PCT/US08/52077,11702966,2007-02-05,CON
PCT/US08/52077,11702967,2007-02-05,CON
PCT/US08/52078,60886778,2007-01-26,PRO
PCT/US08/52079,60886532,2007-01-25,PRO
PCT/US08/52080,60886812,2007-01-26,PRO
PCT/US08/52080,12019518,2008-01-24,CON
PCT/US08/52082,11714334,2007-03-05,CON
PCT/US08/52082,11714326,2007-03-05,CON
PCT/US08/52084,60886886,2007-01-26,PRO
PCT/US08/52085,60897390,2007-01-25,PRO
PCT/US08/52086,60886851,2007-01-26,PRO
PCT/US08/52087,60886588,2007-01-25,PRO
PCT/US08/52088,60897669,2007-01-26,PRO
PCT/US08/52091,60886603,2007-01-25,PRO
PCT/US08/52092,60886577,2007-01-25,PRO
PCT/US08/52093,11675795,2007-02-16,CON
PCT/US08/52094,60887011,2007-01-29,PRO
PCT/US08/52094,60915364,2007-05-01,PRO
PCT/US08/52095,11701601,2007-02-01,CON
PCT/US08/52096,11698671,2007-01-25,CON
PCT/US08/52097,60898022,2007-01-26,PRO
PCT/US08/52097,11800184,2007-05-03,CON
PCT/US08/52098,60897784,2007-01-26,PRO
PCT/US08/52099,60898008,2007-01-29,PRO
PCT/US08/52100,11669092,2007-01-30,CON
PCT/US08/52101,60886625,2007-01-25,PRO
PCT/US08/52102,11627113,2007-01-25,CON
PCT/US08/52103,11627138,2007-01-25,CON
PCT/US08/52104,11699768,2007-01-29,CON
PCT/US08/52104,11699762,2007-01-29,CON
