application_number,parent_application_number,parent_filing_date,continuation_type
13590800,13214830,2011-08-22,CON
13590803,29419558,2012-04-30,CIP
13590804,12473447,2009-05-28,CON
13590807,13290695,2011-11-07,CON
13590807,PCT/CN2010/070407,2010-01-29,CON
13590810,12896827,2010-10-01,DIV
13590812,61475561,2011-04-14,PRO
13590812,61600505,2012-02-17,PRO
13590812,13447075,2012-04-13,CON
13590813,12755503,2010-04-07,CIP
13590814,60130082,1999-04-19,PRO
13590814,60130083,1999-04-19,PRO
13590814,60130084,1999-04-19,PRO
13590814,60131008,1999-04-23,PRO
13590814,60144584,1999-07-19,PRO
13590814,60146208,1999-07-28,PRO
13590814,60147062,1999-08-04,PRO
13590814,60159388,1999-10-14,PRO
13590814,60190825,2000-03-21,PRO
13590814,09547162,2000-04-11,CIP
13590814,60213912,2000-06-26,PRO
13590814,60214136,2000-06-26,PRO
13590814,60214188,2000-06-26,PRO
13590814,60214183,2000-06-26,PRO
13590814,09687499,2000-10-13,CON
13590814,09808717,2001-03-14,CON
13590814,09808723,2001-03-14,CON
13590814,09808722,2001-03-14,CON
13590814,12467557,2009-05-18,CON
13590814,12467664,2009-05-18,CON
13590814,13104311,2011-05-10,CON
13590814,13109093,2011-05-17,CON
13590814,13224052,2011-09-01,CON
13590814,13449961,2012-04-18,DIV
13590815,12785725,2010-05-24,DIV
13590819,12938150,2010-11-02,CON
13590820,12254704,2008-10-20,CON
13590821,61198660,2008-11-06,PRO
13590821,12500465,2009-07-09,CIP
13590821,12614024,2009-11-06,CON
13590825,60452265,2003-03-05,PRO
13590825,PCT/US04/06880,2004-03-05,NST
13590825,10546522,2005-10-24,DIV
13590826,61529913,2011-08-31,PRO
13590827,60239273,2000-10-12,PRO
13590827,09810410,2001-03-19,CON
13590827,11784330,2007-04-06,CON
13590827,13270932,2011-10-11,CON
13590828,60700233,2005-07-18,PRO
13590828,11434033,2006-05-15,CIP
13590828,11434033,2006-05-15,CON
13590828,11434054,2006-05-15,DIV
13590828,11541308,2006-09-29,CIP
