application_number,parent_application_number,parent_filing_date,continuation_type
PCT/US15/24328,61978443,2014-04-11,PRO
PCT/US15/24328,61978485,2014-04-11,PRO
PCT/US15/24328,61978513,2014-04-11,PRO
PCT/US15/24328,61994384,2014-05-16,PRO
PCT/US15/24328,62088159,2014-12-05,PRO
PCT/US15/24342,13136961,2011-08-16,CON
PCT/US15/24344,61975046,2014-04-04,PRO
PCT/US15/24344,14515807,2014-10-16,CON
PCT/US15/24350,61975602,2014-04-04,PRO
PCT/US15/24350,14678577,2015-04-03,CON
PCT/US15/24352,14245858,2014-04-04,CON
PCT/US15/24353,61975705,2014-04-04,PRO
PCT/US15/24353,14677910,2015-04-02,CON
PCT/US15/24354,61974892,2014-04-03,PRO
PCT/US15/24354,14678792,2015-04-03,CON
PCT/US15/24356,61975798,2014-04-05,PRO
PCT/US15/24356,14304611,2014-06-13,CON
PCT/US15/24361,61975664,2014-04-04,PRO
PCT/US15/24361,14578267,2014-12-19,CON
PCT/US15/24362,61978268,2014-04-11,PRO
PCT/US15/24362,61978281,2014-04-11,PRO
PCT/US15/24362,61978290,2014-04-11,PRO
PCT/US15/24362,61978321,2014-04-11,PRO
PCT/US15/24362,61978443,2014-04-11,PRO
PCT/US15/24362,61978485,2014-04-11,PRO
PCT/US15/24362,61978513,2014-04-11,PRO
PCT/US15/24362,61994384,2014-05-16,PRO
PCT/US15/24362,62088159,2014-12-05,PRO
PCT/US15/24364,14244770,2014-04-03,CON
PCT/US15/24366,61975657,2014-04-04,PRO
PCT/US15/24366,14678810,2015-04-03,CON
PCT/US15/24368,61974919,2014-04-03,PRO
PCT/US15/24368,61977515,2014-04-09,PRO
PCT/US15/24368,61977521,2014-04-09,PRO
PCT/US15/24368,61977525,2014-04-09,PRO
PCT/US15/24368,61978037,2014-04-10,PRO
PCT/US15/24368,14678296,2015-04-03,CON
PCT/US15/24369,61975658,2014-04-04,PRO
PCT/US15/24369,62083851,2014-11-24,PRO
PCT/US15/24369,62092243,2014-12-15,PRO
PCT/US15/24373,61978268,2014-04-11,PRO
PCT/US15/24373,61978281,2014-04-11,PRO
PCT/US15/24373,61978290,2014-04-11,PRO
PCT/US15/24373,61978321,2014-04-11,PRO
PCT/US15/24373,61978443,2014-04-11,PRO
PCT/US15/24373,61978485,2014-04-11,PRO
PCT/US15/24373,61978513,2014-04-11,PRO
PCT/US15/24373,61994384,2014-05-16,PRO
PCT/US15/24373,62088159,2014-12-05,PRO
PCT/US15/24374,61974950,2014-04-03,PRO
PCT/US15/24374,62061636,2014-10-08,PRO
PCT/US15/24377,14247027,2014-04-07,CON
PCT/US15/24380,61978268,2014-04-11,PRO
PCT/US15/24380,61978281,2014-04-11,PRO
PCT/US15/24380,61978290,2014-04-11,PRO
PCT/US15/24380,61978321,2014-04-11,PRO
PCT/US15/24380,61978443,2014-04-11,PRO
PCT/US15/24380,61978485,2014-04-11,PRO
PCT/US15/24380,61978513,2014-04-11,PRO
PCT/US15/24380,61994384,2014-05-16,PRO
PCT/US15/24380,62088159,2014-12-05,PRO
PCT/US15/24381,61978268,2014-04-11,PRO
PCT/US15/24381,61978281,2014-04-11,PRO
PCT/US15/24381,61978290,2014-04-11,PRO
PCT/US15/24381,61978321,2014-04-11,PRO
PCT/US15/24381,61978443,2014-04-11,PRO
PCT/US15/24381,61978485,2014-04-11,PRO
PCT/US15/24381,61978513,2014-04-11,PRO
PCT/US15/24381,61994384,2014-05-16,PRO
PCT/US15/24381,62088159,2014-12-05,PRO
PCT/US15/24392,14249682,2014-04-10,CON
PCT/US15/24399,14245986,2014-04-04,CON
PCT/US15/24402,61975698,2014-04-04,PRO
PCT/US15/24404,61976194,2014-04-07,PRO
PCT/US15/24404,14516320,2014-10-16,CON
PCT/US15/24407,61976491,2014-04-07,PRO
PCT/US15/24407,14267894,2014-05-01,CON
PCT/US15/24409,14250280,2014-04-10,CON
PCT/US15/24410,14250308,2014-04-10,CON
PCT/US15/24411,14250542,2014-04-11,CON
PCT/US15/24412,14459263,2014-08-13,CON
PCT/US15/24413,61978537,2014-04-11,PRO
PCT/US15/24413,14458960,2014-08-13,CON
PCT/US15/24422,61976237,2014-04-07,PRO
PCT/US15/24422,62101431,2015-01-09,PRO
PCT/US15/24425,14245342,2014-04-04,CON
PCT/US15/24429,14247265,2014-04-08,CON
PCT/US15/24431,14251419,2014-04-11,CON
PCT/US15/24432,14248754,2014-04-09,CON
PCT/US15/24434,14247353,2014-04-08,CON
PCT/US15/24439,61976692,2014-04-08,PRO
PCT/US15/24439,62072571,2014-10-30,PRO
PCT/US15/24446,14247131,2014-04-07,CON
PCT/US15/24450,14247916,2014-04-08,CON
PCT/US15/24450,14247933,2014-04-08,CON
PCT/US15/24450,14247950,2014-04-08,CON
PCT/US15/24450,14247964,2014-04-08,CON
PCT/US15/24454,61975268,2014-04-04,PRO
