application_number,parent_application_number,parent_filing_date,continuation_type
PCT/US05/08111,60553042,2004-03-12,PRO
PCT/US05/08112,10813772,2004-03-31,CON
PCT/US05/08113,10799241,2004-03-12,CON
PCT/US05/08114,60552804,2004-03-11,PRO
PCT/US05/08114,11077197,2005-03-10,CON
PCT/US05/08115,60552403,2004-03-11,PRO
PCT/US05/08115,60631328,2004-11-29,PRO
PCT/US05/08116,10800296,2004-03-12,CON
PCT/US05/08118,60552585,2004-03-11,PRO
PCT/US05/08119,60552132,2004-03-11,PRO
PCT/US05/08120,10839091,2004-05-05,CON
PCT/US05/08121,10803295,2004-03-18,CON
PCT/US05/08122,60560800,2004-04-07,PRO
PCT/US05/08122,10927731,2004-08-27,CON
PCT/US05/08123,60552136,2004-03-11,PRO
PCT/US05/08123,11074410,2005-03-08,CON
PCT/US05/08124,60551970,2004-03-09,PRO
PCT/US05/08124,11058447,2005-02-14,CON
PCT/US05/08125,10797485,2004-03-09,CON
PCT/US05/08126,60570600,2004-05-13,PRO
PCT/US05/08128,60552319,2004-03-10,PRO
PCT/US05/08128,11074888,2005-03-08,CON
PCT/US05/08129,60561745,2004-04-13,PRO
PCT/US05/08129,10982346,2004-11-05,CON
PCT/US05/08130,10799982,2004-03-12,CON
PCT/US05/08131,60551817,2004-03-10,PRO
PCT/US05/08132,60521209,2004-03-11,PRO
PCT/US05/08133,60551984,2004-03-10,PRO
PCT/US05/08134,10798176,2004-03-11,CON
PCT/US05/08135,10800452,2004-03-15,CON
PCT/US05/08140,10984194,2004-11-08,CON
PCT/US05/08141,10804818,2004-03-19,CON
PCT/US05/08142,60552123,2004-03-10,PRO
PCT/US05/08143,60552133,2004-03-10,PRO
PCT/US05/08145,60552539,2004-03-12,PRO
PCT/US05/08145,11076274,2005-03-09,CON
PCT/US05/08146,60552819,2004-03-12,PRO
PCT/US05/08146,60633222,2004-12-03,PRO
PCT/US05/08147,60552499,2004-03-12,PRO
PCT/US05/08148,60552876,2004-03-12,PRO
PCT/US05/08148,60572884,2004-05-20,PRO
PCT/US05/08148,60599341,2004-08-06,PRO
PCT/US05/08149,10800315,2004-03-10,CON
PCT/US05/08150,60552152,2004-03-11,PRO
PCT/US05/08150,60565882,2004-04-27,PRO
PCT/US05/08150,60579449,2004-06-14,PRO
PCT/US05/08152,10799338,2004-03-12,CON
PCT/US05/08153,10803255,2004-03-17,CON
PCT/US05/08154,10803011,2004-03-17,CON
PCT/US05/08155,60552108,2004-03-10,PRO
PCT/US05/08155,60614916,2004-09-30,PRO
PCT/US05/08155,60615155,2004-10-01,PRO
PCT/US05/08156,60552108,2004-03-10,PRO
PCT/US05/08156,60614916,2004-09-30,PRO
PCT/US05/08156,60615155,2004-10-01,PRO
PCT/US05/08157,10799012,2004-03-11,CON
