application_number,parent_application_number,parent_filing_date,continuation_type
04635952,04532529,1966-02-28,CIP
05085289,04578318,,CON
05085289,04636993,,CON
05134958,05101881,1970-12-28,CIP
05140541,04662457,,REI
05145958,04832870,,DIV
05166585,05012848,,CIP
05181185,04648364,,CON
05186461,04869386,1969-10-24,CIP
05186461,04693698,,CIP
05186461,04617860,,CIP
05193393,04761045,,CON
05208041,05134868,,CIP
05222143,05106381,,DIV
05228733,04871424,,CON
05229082,04869520,,CON
05232448,04868772,,CIP
05232459,05101449,1970-12-28,CIP
05232459,05135040,1971-04-19,CIP
05232459,05101881,1970-12-28,CIP
05232459,05134958,1971-04-19,CIP
05238177,05057288,,CIP
05238962,05037201,,CIP
05243850,05070560,,DIV
05246867,05101881,1970-12-28,CIP
05248198,04578318,,CON
05248198,04636993,,CON
05248198,04695817,,CON
05248198,05085289,1970-10-29,CON
05253865,05016145,,CON
05254080,05009610,,CIP
05255604,04757137,,CIP
05255604,04672746,,CIP
05262108,05029822,,DIV
05277443,05069081,,DIV
05282301,04754966,,CON
05288247,05101881,1970-12-28,CIP
05291394,05232459,1972-03-07,CIP
05291394,05101881,1970-12-28,CIP
05302771,05246867,1972-04-24,CIP
05302771,05101881,1970-12-28,CIP
05302771,05134958,1971-04-19,CIP
05303272,05085362,,CIP
05303515,04780597,,CON
05304283,05069155,1970-09-02,DIV
05306886,05026358,,CON
05307293,05181564,,CIP
05308856,04602291,,CIP
05308856,04833740,,CIP
05308856,05126925,,CIP
05310186,04800350,,DIV
05311172,05124893,,CIP
05327335,04625584,1967-03-27,REI
05329938,05181580,1971-09-17,CIP
05336857,05030582,,CIP
05337049,05129414,,CIP
05337345,04270545,,CIP
05337345,05016589,,CIP
05339688,05134958,1971-04-19,DIV
05341490,04882900,,REI
05347916,05048875,,CON
05350372,05205860,,CIP
05354590,05101449,1970-12-28,CON
05364190,05110428,,CIP
05368840,05131629,,DIV
05372384,05268219,,CON
05385651,05037177,,REI
05385740,05293817,,DIV
05386102,04490955,1965-06-01,CIP
05386102,04761646,1991-12-20,CIP
05386102,05154300,1986-01-29,CIP
05390967,05177220,,CON
05391692,05107536,,CON
05391692,04663338,,CIP
05393539,05000273,1970-01-02,REI
05395355,05245535,,DIV
05397473,05220399,1972-01-24,DIV
05402520,05101881,1970-12-28,CON
05402643,05154455,,DIV
05407359,05235044,,DIV
05417345,05259721,,DIV
05417487,05176317,,CIP
05418011,05178804,,CON
05420310,05318257,,CIP
05424386,04837501,,CIP
05425170,05128874,,CON
05426058,05252030,1972-05-10,DIV
05431002,05112446,,DIV
05432002,05053058,,REI
05436605,05244947,,DIV
05436731,05051722,,DIV
05436731,05212737,,CON
05438162,05365460,1973-05-31,CIP
05438466,05068917,1970-09-02,DIV
05438466,05302398,,CIP
05439521,05212582,,CIP
05439665,05184388,,DIV
05439665,05273003,,DIV
05442386,05074009,,CON
05442386,05314499,,CON
05443256,05193393,1971-10-28,DIV
05443256,04761045,,CON
05444226,05255856,,CON
05445294,05004396,1970-01-20,DIV
05455334,05269291,,DIV
05457327,05435347,1974-01-21,DIV
05458938,05165913,,DIV
05458938,05899520,1978-04-24,CIP
05459774,05394801,,CIP
05462120,04228300,,CIP
05462120,05058401,,CIP
05462698,04847807,,CON
05462698,04549373,,CON
05464118,05304776,,CON
05464118,05430564,,CIP
05471640,05235411,,CIP
05472525,05148051,,CON
05472582,04857941,,CON
05473991,04814722,,REI
05475491,05025253,,CON
05476743,05229213,,CIP
05477935,05173754,,DIV
05487944,05107436,,DIV
05488099,04632392,,CIP
05490861,05253259,,CON
05491443,05370656,1973-06-18,DIV
05492249,05025562,,CON
05493064,05232183,,CON
05493704,05344260,1973-03-23,CIP
05493980,05192008,,CON
05496847,05221866,,CON
05499583,05229823,,DIV
05500380,05259494,,CON
05501838,05321810,,CON
05501956,05219180,,CON
05504021,05179094,,CON
05504793,05284810,,CIP
05506547,05467133,,CIP
05507814,05244305,,CIP
05507814,04781590,,DIV
05511210,05350794,,CIP
05513058,04435733,1965-02-26,CON
05513140,05382295,,CIP
05514949,05387759,,CON
05514949,05181416,,CON
05516129,05392889,,CIP
05516129,05481447,,CIP
05516280,05225122,,CIP
05516280,05364806,,CON
05517759,04575498,,CON
05517759,04299818,,CIP
05518450,04773056,,CON
05518450,05391717,,CON
05522006,05428163,,DIV
05523829,05364266,,CON
05525261,05285695,1972-09-01,REI
05526261,04597836,,CON
05527683,05425561,,DIV
05534807,05308057,,CIP
05534807,05386622,,CIP
05536700,05322573,,CON
05536700,05448091,,DIV
05539607,05323381,,DIV
05539881,05314022,,DIV
05541760,05285166,,CON
05541911,05082074,,CIP
05543876,05369710,,CON
