application_number,child_application_number,child_filing_date,continuation_type
10610435,11695990,2007-04-03,CIP
10610437,11279509,2006-04-12,DIV
10610437,12495060,2009-06-30,DIV
10610437,13432667,2012-03-28,DIV
10610437,13097352,2011-04-29,DIV
10610437,14570425,2014-12-15,DIV
10610437,12047907,2008-03-13,DIV
10610437,14258651,2014-04-22,DIV
10610437,13894051,2013-05-14,DIV
10610439,PCT/US04/20559,2004-06-25,CON
10610439,11757373,2007-06-03,CON
10610440,PCT/US03/31891,2003-10-08,CON
10610445,11810996,2007-06-07,CON
10610445,12655155,2009-12-23,CON
10610446,14836620,2015-08-26,CON
10610446,PCT/US03/34520,2003-10-24,CON
10610446,13155916,2011-06-08,CON
10610449,10945704,2004-09-21,CIP
10610449,PCT/US04/20229,2004-06-25,CON
10610452,10879994,2004-06-29,CIP
10610452,PCT/US04/20853,2004-06-29,CON
10610454,12026532,2008-02-05,CON
10610463,10881409,2004-06-30,CIP
10610463,11983851,2007-11-13,CIP
10610464,PCT/US04/20987,2004-06-29,CON
10610465,PCT/US04/20796,2004-06-28,CON
10610466,11852914,2007-09-10,CIP
10610469,PCT/US04/21132,2004-06-30,CON
10610472,11623375,2007-01-16,CON
10610474,13762273,2013-02-07,DIV
10610476,11695903,2007-04-03,DIV
10610481,11520348,2006-09-13,CON
10610486,10827873,2004-04-20,CIP
10610487,PCT/US04/19915,2004-06-22,CON
10610489,10995862,2004-11-23,CIP
10610497,11548516,2006-10-11,CON
10610497,12409438,2009-03-23,CON
10610498,11756372,2007-05-31,DIV
10610499,12421351,2009-04-09,DIV
10610499,12206388,2008-09-08,CON
10610499,11737303,2007-04-19,DIV
10610499,11737284,2007-04-19,CON
10610499,12206388,2008-09-08,DIV
10610499,12191089,2008-08-13,CON
10610499,12191089,2008-08-13,DIV
10610500,PCT/US04/19007,2004-06-16,CON
10610501,11154327,2005-06-16,CON
10610501,11153951,2005-06-16,CON
10610501,PCT/US04/21032,2004-06-28,CON
10610503,11315770,2005-12-22,CIP
10610504,10723863,2003-11-26,CIP
10610505,11120477,2005-05-03,CON
10610506,10657568,2003-09-08,CIP
10610506,10657412,2003-09-08,CIP
10610511,14029319,2013-09-17,CON
10610511,12824034,2010-06-25,CON
10610511,14029342,2013-09-17,CON
10610518,PCT/US04/21176,2004-06-30,CON
10610518,11789415,2007-04-24,CON
10610519,10657412,2003-09-08,CIP
10610519,10657568,2003-09-08,CIP
10610521,12174043,2008-07-16,CON
10610533,12806465,2010-08-13,CON
10610534,14270544,2014-05-06,DIV
10610534,PCT/US04/21107,2004-06-30,CON
10610540,11640229,2006-12-18,DIV
10610547,12685728,2010-01-12,DIV
10610558,11423749,2006-06-13,CON
10610560,PCT/US04/21333,2004-07-01,CON
10610561,11797687,2007-05-07,DIV
10610563,11396466,2006-04-04,DIV
10610567,11151231,2005-06-14,CON
10610567,11869564,2007-10-09,CON
10610567,10817820,2004-04-06,CON
10610567,11432507,2006-05-12,CON
10610567,11430039,2006-05-09,CON
10610568,11004828,2004-12-07,CON
10610577,11332383,2006-01-12,DIV
10610593,PCT/US04/21348,2004-07-02,CON
10610594,14844540,2015-09-03,CON
10610594,10940989,2004-09-15,CON
10610594,14066665,2013-10-29,CON
10610594,11013385,2004-12-17,CIP
10610594,11702229,2007-02-05,CON
10610597,12098834,2008-04-07,DIV
10610597,12098858,2008-04-07,DIV
10610598,11766465,2007-06-21,CON
10610598,11505351,2006-08-17,CON
10610602,11140892,2005-05-31,CIP
10610603,11514464,2006-09-01,CON
10610604,11242216,2005-10-03,CON
10610604,10742129,2003-12-19,CIP
10610604,11590324,2006-10-31,CIP
10610604,10749862,2003-12-31,CIP
10610607,11119786,2005-05-02,CON
10610607,10841870,2004-05-07,DIV
10610607,11948175,2007-11-30,DIV
10610607,11600224,2006-11-16,CIP
10610607,10976161,2004-10-29,CIP
10610610,11397270,2006-04-04,DIV
10610610,10990643,2004-11-17,DIV
10610612,11619040,2007-01-02,DIV
10610612,12139080,2008-06-13,DIV
10610613,10957947,2004-10-04,CIP
10610613,12782584,2010-05-18,CON
10610613,11850141,2007-09-05,CON
10610624,10888591,2004-07-12,DIV
10610626,11439267,2006-05-24,CON
10610629,10910643,2004-08-04,CIP
10610641,11205214,2005-08-17,CIP
10610644,14179456,2014-02-12,CON
10610644,13416312,2012-03-09,CON
10610644,12757278,2010-04-09,CON
10610644,11260255,2005-10-28,CON
10610644,11969534,2008-01-04,CON
10610644,11330326,2006-01-12,CIP
10610644,10887927,2004-07-12,CIP
10610648,11702550,2007-02-06,DIV
10610653,12499537,2009-07-08,DIV
10610655,13844034,2013-03-15,DIV
10610658,11260337,2005-10-27,CON
10610658,12554236,2009-09-04,CON
10610658,13151960,2011-06-02,CON
10610660,PCT/US04/20197,2004-06-23,CON
10610662,11247752,2005-10-11,CON
10610663,11871353,2007-10-12,DIV
10610665,13602502,2012-09-04,DIV
10610665,12231966,2008-09-08,DIV
10610666,11494907,2006-07-28,DIV
10610669,PCT/US04/21182,2004-07-01,CON
10610670,PCT/US03/22456,2003-07-17,CON
10610674,PCT/US04/21680,2004-07-01,CON
10610680,11143728,2005-06-03,DIV
10610681,10949070,2004-09-24,CIP
10610681,11384555,2006-03-20,DIV
10610681,11384554,2006-03-20,DIV
10610681,10949478,2004-09-24,CIP
10610686,11000661,2004-12-01,CIP
10610687,10880910,2004-06-30,CIP
10610687,PCT/US04/21169,2004-07-01,CON
10610687,12105732,2008-04-18,CIP
10610691,11593002,2006-11-06,CON
10610692,10625892,2003-07-22,CIP
10610692,10628054,2003-07-25,CIP
10610698,PCT/US04/21233,2004-07-01,CON
10610712,11074641,2005-03-09,DIV
10610715,12368478,2009-02-10,CON
10610715,11538248,2006-10-03,CON
10610723,11434634,2006-05-15,DIV
10610723,13250789,2011-09-30,DIV
10610723,13760900,2013-02-06,DIV
10610723,11764770,2007-06-18,DIV
10610723,14286391,2014-05-23,DIV
10610725,12435153,2009-05-04,DIV
10610725,11489731,2006-07-20,DIV
10610726,11058518,2005-02-15,CON
10610735,11506521,2006-08-18,CON
10610736,12146155,2008-06-25,CON
10610736,11466948,2006-08-24,CON
10610740,PCT/US04/17437,2004-07-01,CON
10610743,13470822,2012-05-14,DIV
10610743,12319035,2008-12-31,DIV
10610743,10746582,2003-12-24,CIP
10610743,13103267,2011-05-09,DIV
10610743,10861030,2004-06-04,CIP
10610746,12263819,2008-11-03,DIV
10610746,PCT/US04/20212,2004-06-24,CON
10610747,PCT/US04/19863,2004-06-18,CON
10610747,11222305,2005-09-08,CON
10610753,11001090,2004-12-02,CON
10610755,11222765,2005-09-12,DIV
10610759,11218610,2005-09-06,CON
10610771,11378700,2006-03-17,DIV
10610773,12125244,2008-05-22,CON
10610774,PCT/US04/18350,2004-06-09,CON
10610780,PCT/US03/24244,2003-08-01,CON
10610780,10633357,2003-08-01,CIP
10610780,PCT/US04/21043,2004-06-29,CON
10610781,PCT/US04/21111,2004-06-30,CON
10610783,10816018,2004-03-31,CIP
10610788,11787285,2007-04-16,DIV
10610791,12542722,2009-08-18,REI
10610792,11393684,2006-03-31,CON
10610800,11183917,2005-07-19,DIV
10610805,10702229,2003-11-06,CIP
10610806,12891082,2010-09-27,DIV
10610806,13527890,2012-06-20,DIV
10610808,PCT/US04/10898,2004-04-08,CON
10610813,11165235,2005-06-24,DIV
10610813,12269294,2008-11-12,DIV
10610816,11670365,2007-02-01,DIV
10610817,PCT/US04/21375,2004-07-01,CON
10610820,11401915,2006-04-12,DIV
10610821,11717603,2007-03-12,CON
10610823,12323998,2008-11-26,CON
10610823,11700958,2007-02-01,CON
10610825,PCT/US04/21429,2004-07-01,CON
10610829,PCT/US04/20065,2004-06-24,CON
10610834,11290233,2005-11-30,CON
10610835,11208159,2005-08-19,DIV
10610838,PCT/US04/19168,2004-06-16,CON
10610848,11325995,2006-01-05,CIP
10610848,12655677,2010-01-05,CIP
10610848,10735967,2003-12-15,CIP
10610848,11648084,2006-12-29,CIP
10610848,11414960,2006-05-01,CON
10610848,10769254,2004-01-30,CIP
10610848,11026990,2004-12-30,CON
10610848,10975900,2004-10-28,CON
10610853,PCT/US04/19887,2004-06-22,CON
10610854,PCT/US04/19251,2004-06-16,CON
10610854,10663485,2003-09-15,CIP
10610857,PCT/US04/20129,2004-06-24,CON
10610862,10678964,2003-10-02,CIP
10610862,PCT/US03/21591,2003-07-09,CON
10610862,11563559,2006-11-27,CIP
10610862,10846357,2004-05-14,CIP
10610872,11111955,2005-04-22,DIV
10610887,PCT/US04/17860,2004-06-07,CON
10610895,11760262,2007-06-08,CON
10610902,PCT/US04/03350,2004-02-04,CON
10610904,11179436,2005-07-11,DIV
10610904,PCT/US04/20928,2004-06-28,CON
10610904,10788558,2004-02-26,CIP
10610906,11540644,2006-10-02,DIV
10610915,12323620,2008-11-26,CON
10610915,14618199,2015-02-10,CON
10610915,11321456,2005-12-30,CIP
10610915,13279515,2011-10-24,CON
10610927,11704580,2007-02-09,CON
10610928,11358474,2006-02-21,DIV
10610928,12197591,2008-08-25,DIV
10610940,11410637,2006-04-25,DIV
10610943,PCT/US03/27443,2003-09-04,CON
10610948,PCT/US04/20443,2004-06-25,CON
10610949,PCT/US04/15820,2004-05-18,CON
10610952,13871217,2013-04-26,CON
10610952,14259440,2014-04-23,CON
10610952,90011177,2010-08-29,REX
10610952,13285025,2011-10-31,CON
10610952,11712770,2007-03-01,CON
10610954,13998468,2013-11-01,CIP
10610954,12460454,2009-07-16,CIP
10610954,11236325,2005-09-26,CIP
10610956,11315351,2005-12-23,CON
10610957,PCT/US04/14072,2004-05-06,CON
10610962,PCT/US04/14072,2004-05-06,CON
10610967,11825316,2007-07-03,CON
10610967,11366991,2006-03-01,CON
10610967,10849404,2004-05-18,CON
10610967,PCT/US04/04357,2004-02-12,CON
10610969,11186329,2005-07-21,CIP
10610969,PCT/US04/20506,2004-06-25,CON
10610977,10880221,2004-06-28,CIP
10610977,12146273,2008-06-25,CIP
10610977,11208323,2005-08-19,CON
10610977,12146261,2008-06-25,CIP
10610980,12350471,2009-01-08,CON
10610981,12551436,2009-08-31,CON
10610984,PCT/US04/20130,2004-06-24,CON
10610988,12061083,2008-04-02,DIV
10610988,12061033,2008-04-02,DIV
10610989,PCT/US04/19698,2004-06-18,CON
10610990,10797205,2004-03-09,CIP
10610994,11543563,2006-10-05,DIV
10611002,10925559,2004-08-24,CON
10611007,PCT/US04/21225,2004-06-30,CON
10611007,11402557,2006-04-12,CON
10611009,11046473,2005-01-28,CIP
10611009,11879250,2007-07-17,CIP
10611009,10794107,2004-03-05,CIP
10611012,11365795,2006-02-28,DIV
10611013,12126100,2008-05-23,CON
10611019,PCT/US04/21108,2004-06-29,CON
10611023,12114763,2008-05-03,CON
10611024,12051177,2008-03-19,CON
10611026,PCT/US04/21236,2004-07-01,CON
10611026,10881107,2004-06-30,CIP
10611027,11504205,2006-08-14,DIV
10611027,PCT/US04/21109,2004-06-29,CON
10611033,11805084,2007-05-22,CON
10611033,PCT/US04/22726,2004-07-01,CON
10611033,13300289,2011-11-18,CON
10611033,11515973,2006-09-05,CON
10611034,13327241,2011-12-15,CIP
10611034,13020579,2011-02-03,CIP
10611034,13327309,2011-12-15,CIP
10611034,13327282,2011-12-15,CIP
10611034,13299709,2011-11-18,CIP
10611034,13736215,2013-01-08,CON
10611034,13327173,2011-12-15,CIP
10611037,PCT/US03/36991,2003-11-20,CON
10611037,10708542,2004-03-10,CIP
10611037,10908544,2005-05-16,CIP
10611042,11035628,2005-01-12,DIV
10611042,11035921,2005-01-12,DIV
10611044,12186969,2008-08-06,CON
10611045,PCT/US04/21089,2004-06-30,CON
10611046,PCT/US04/21266,2004-06-30,CON
10611050,12606932,2009-10-27,CON
10611050,11927534,2007-10-29,CON
10611050,13494819,2012-06-12,CON
10611051,PCT/US04/21481,2004-07-02,CON
10611053,PCT/US04/20800,2004-06-29,CON
10611056,10747686,2003-12-30,CIP
10611056,11038468,2005-01-21,CIP
10611056,11132425,2005-05-19,CIP
10611056,10747685,2003-12-30,CIP
10611064,PCT/US04/21337,2004-07-01,CON
10611071,PCT/US04/20603,2004-06-24,CON
10611074,PCT/US04/20896,2004-06-30,CON
10611076,13273966,2011-10-14,CON
10611077,11624826,2007-01-19,CON
10611077,13478504,2012-05-23,CON
10611077,13487964,2012-06-04,CON
10611077,11469948,2006-09-05,CON
10611077,11552519,2006-10-24,CON
10611077,12335862,2008-12-16,CON
10611077,11469953,2006-09-05,CON
10611077,12182124,2008-07-29,CON
10611078,PCT/US04/20538,2004-06-24,CON
10611079,PCT/US04/20832,2004-06-23,CON
10611086,11296412,2005-12-08,DIV
10611087,13163012,2011-06-17,CON
10611087,13078696,2011-04-01,CON
10611087,10799022,2004-03-11,CON
10611087,11490865,2006-07-20,CON
10611088,10952227,2004-09-27,CON
10611088,10952114,2004-09-27,CON
10611088,10951457,2004-09-27,CON
10611092,12175810,2008-07-18,CON
10611094,12859065,2010-08-18,CON
10611094,11487630,2006-07-17,CON
10611094,13294334,2011-11-11,CON
10611094,12272505,2008-11-17,CON
10611097,14298620,2014-06-06,CON
10611097,13781467,2013-02-28,CON
10611097,13152173,2011-06-02,CON
10611098,11006056,2004-12-07,CON
10611099,PCT/US04/19164,2004-06-16,CON
10611103,12415490,2009-03-31,CON
10611105,11513013,2006-08-31,CON
10611108,11674039,2007-03-21,CIP
10611109,11026066,2004-12-30,DIV
10611112,11323772,2005-12-30,CIP
10611112,11457732,2006-07-14,CIP
10611112,11322416,2005-12-30,CIP
10611112,11276926,2006-03-17,CIP
10611114,11507677,2006-08-22,DIV
10611114,PCT/US04/20881,2004-06-30,CON
10611121,PCT/US04/04279,2004-02-12,CON
10611121,10849364,2004-05-18,CON
10611121,11292209,2005-11-30,CON
10611124,PCT/US04/10884,2004-04-08,CON
10611125,10884153,2004-07-02,CON
10611125,11121544,2005-05-04,CON
10611128,10934069,2004-09-03,CON
10611128,10934254,2004-09-03,CON
10611137,PCT/US04/21067,2004-06-28,CON
10611140,PCT/US03/31136,2003-09-30,CON
