application_number,child_application_number,child_filing_date,continuation_type
10336626,12150597,2008-04-28,CIP
10336626,11185075,2005-07-19,CIP
10336626,12215221,2008-06-25,CIP
10336633,12187633,2008-08-07,CON
10336633,11006281,2004-12-07,CON
10336637,PCT/US03/40173,2003-12-16,CON
10336639,11059475,2005-02-16,DIV
10336640,12768836,2010-04-28,CON
10336641,11539139,2006-10-05,CON
10336641,12697937,2010-02-01,CON
10336642,11842628,2007-08-21,CON
10336643,PCT/IB03/06154,2003-12-23,CON
10336646,11585645,2006-10-24,CON
10336649,13429643,2012-03-26,DIV
10336650,11619123,2007-01-02,CIP
10336651,PCT/US03/39394,2003-12-09,CON
10336653,PCT/US03/16350,2003-05-23,CON
10336655,PCT/US03/40367,2003-12-19,CON
10336656,11842323,2007-08-21,CIP
10336656,10425192,2003-04-28,CIP
10336659,PCT/US03/32285,2003-10-10,CON
10336659,11713662,2007-03-05,CON
10336659,12898232,2010-10-05,CON
10336659,12510671,2009-07-28,CON
10336662,PCT/US03/41739,2003-12-31,CON
10336663,11107271,2005-04-15,CON
10336666,PCT/US04/00065,2004-01-05,CON
10336668,13733602,2013-01-03,CON
10336669,11880612,2007-07-24,CON
10336670,PCT/US03/00310,2003-01-04,CON
10336671,13849846,2013-03-25,CIP
10336671,12178314,2008-07-23,CIP
10336671,13323344,2011-12-12,CIP
10336687,11001610,2004-12-02,DIV
10336687,11001608,2004-12-02,DIV
10336689,11472599,2006-06-22,CON
10336689,10934562,2004-09-07,CON
10336689,11708199,2007-02-20,CON
10336694,11022475,2004-12-27,CON
10336697,11279807,2006-04-14,CON
10336697,11001244,2004-11-30,CON
10336699,10732914,2003-12-10,CIP
10336699,10750392,2003-12-30,CIP
10336702,11048574,2005-02-01,CON
10336704,11724107,2007-03-14,REI
10336704,PCT/US03/41202,2003-12-18,CON
10336706,PCT/US03/22459,2003-07-16,CON
10336706,PCT/US03/22226,2003-07-16,CON
10336706,PCT/US03/22553,2003-07-18,CON
10336706,11598480,2006-11-13,CIP
10336706,12251006,2008-10-14,CIP
10336706,14137841,2013-12-20,DIV
10336706,10403652,2003-03-31,CIP
10336706,PCT/US03/22897,2003-07-23,CON
10336706,11796783,2007-04-30,DIV
10336706,10403640,2003-03-31,CIP
10336706,12850326,2010-08-04,DIV
10336706,10625449,2003-07-23,CIP
10336706,PCT/US03/22773,2003-07-18,CON
10336706,10808228,2004-03-24,CIP
10336709,11197700,2005-08-04,CON
10336709,13776500,2013-02-25,CON
10336709,14473023,2014-08-29,CON
10336709,10761518,2004-01-20,CON
10336709,12253307,2008-10-17,CON
10336716,13660758,2012-10-25,DIV
10336716,12856730,2010-08-16,DIV
10336716,13660746,2012-10-25,DIV
10336717,10988548,2004-11-16,CON
10336719,11338743,2006-01-25,DIV
10336720,10351627,2003-01-24,CON
10336721,11300864,2005-12-14,CON
10336721,11300862,2005-12-14,CON
10336721,10951570,2004-09-27,CON
10336728,11714777,2007-03-07,DIV
10336729,PCT/US04/00044,2004-01-06,CON
10336729,12346408,2008-12-30,CON
10336730,10713016,2003-11-17,CON
10336730,10714959,2003-11-18,DIV
10336737,11237688,2005-09-29,DIV
10336743,11249353,2005-10-14,CON
10336746,PCT/US03/39932,2003-12-16,CON
10336747,11357177,2006-02-21,DIV
10336751,10824355,2004-04-15,DIV
10336751,10824381,2004-04-15,DIV
10336753,11330822,2006-01-11,CON
10336758,11293171,2005-12-05,DIV
10336758,10682124,2003-10-10,DIV
10336765,10947440,2004-09-23,DIV
10336767,10777247,2004-02-13,DIV
10336768,10826296,2004-04-19,DIV
10336768,10826349,2004-04-19,DIV
10336768,11544618,2006-10-10,CIP
10336779,11304627,2005-12-16,DIV
10336779,12801040,2010-05-18,DIV
10336779,14741716,2015-06-17,DIV
10336779,11700057,2007-01-31,DIV
10336779,14628336,2015-02-23,DIV
10336779,14615801,2015-02-06,DIV
10336779,14522079,2014-10-23,DIV
10336779,14741724,2015-06-17,DIV
10336779,14628341,2015-02-23,DIV
10336779,14628338,2015-02-23,DIV
10336779,14741691,2015-06-17,DIV
10336779,11700041,2007-01-31,DIV
10336779,14741677,2015-06-17,DIV
10336779,14741681,2015-06-17,DIV
10336779,14628355,2015-02-23,DIV
