application_number,parent_application_number,parent_filing_date,continuation_type
13806237,PCT/EP11/59927,2011-06-15,NST
13806238,PCT/JP2011/064438,2011-06-23,NST
13806239,PCT/JP2011/063969,2011-06-17,NST
13806240,61358868,2010-06-25,PRO
13806240,PCT/US11/41644,2011-06-23,NST
13806241,PCT/EP2010/058836,2010-06-22,NST
13806242,PCT/AT11/00218,2011-05-09,NST
13806243,PCT/GB2011/000939,2011-06-22,NST
13806244,PCT/SE2011/050851,2011-06-28,NST
13806245,PCT/AU2011/000795,2011-06-28,NST
13806246,PCT/GB11/00937,2011-06-22,NST
13806247,PCT/AU11/00826,2011-07-01,NST
13806248,PCT/GB2011/051237,2011-06-30,NST
13806249,PCT/AU2011/000827,2011-07-01,NST
13806250,61359444,2010-06-29,PRO
13806250,PCT/US11/42344,2011-06-29,NST
13806251,PCT/JP2011/064546,2011-06-24,NST
13806252,61359334,2010-06-28,PRO
13806252,PCT/US11/41155,2011-06-21,NST
13806253,PCT/JP2011/064820,2011-06-28,NST
13806254,PCT/JP2011/064547,2011-06-24,NST
13806255,PCT/EP2011/003098,2011-06-22,NST
13806256,PCT/CN2010/076863,2010-09-14,NST
13806257,61356961,2010-06-21,PRO
13806257,PCT/US11/41208,2011-06-21,NST
13806258,PCT/EP2011/059377,2011-06-07,NST
13806259,PCT/JP2011/064958,2011-06-29,NST
13806260,PCT/JP2011/064368,2011-06-23,NST
13806261,PCT/JP2011/064548,2011-06-24,NST
13806262,PCT/EP11/59197,2011-06-03,NST
13806263,PCT/NO2011/000175,2011-06-17,NST
13806264,PCT/JP11/79897,2011-12-22,NST
13806265,PCT/JP2011/064775,2011-06-28,NST
13806266,PCT/AU11/00776,2011-06-24,NST
13806267,PCT/EP2011/060427,2011-06-22,NST
13806268,PCT/EP2011/060493,2011-06-22,NST
13806269,PCT/EP2011/060315,2011-06-21,NST
13806270,PCT/EP2011/060331,2011-06-21,NST
13806271,PCT/DE11/50014,2011-05-24,NST
13806272,PCT/JP2010/060745,2010-06-24,NST
13806273,PCT/RU2011/000543,2011-07-21,NST
13806274,PCT/JP2011/065139,2011-06-24,NST
13806275,PCT/CN2010/080331,2010-12-27,NST
13806276,PCT/EP2011/060600,2011-06-24,NST
13806277,PCT/JP2011/063329,2011-06-10,NST
